osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access
308885152,3,SS12,Via Statale Abetone,primary,50,False,True,25.363,,"LINESTRING (10.441854 43.7596557, 10.4416629 43.7594741)",
"[32606817, 32606818, 9362398]",2,SS12radd,Via Carlo Barsotti,primary,50,False,False,256.218,yes,"LINESTRING (10.441854 43.7596557, 10.4419578 43.7597503, 10.4420773 43.759864, 10.4421028 43.759889, 10.4427698 43.7605287, 10.4431527 43.7608922, 10.4433189 43.7610609, 10.4434771 43.7612115, 10.4436444 43.761365, 10.4437893 43.761487)",
216684235,2,SR12,Via Statale Abetone,secondary,,False,True,206.802,,"LINESTRING (10.441854 43.7596557, 10.4418686 43.7597109, 10.4418747 43.759752, 10.441874 43.7597898, 10.4418618 43.7598312, 10.4414113 43.7607722, 10.4411506 43.7613257, 10.441106 43.7614223)",
130584504,,,Via delle Cave,residential,,False,False,75.34599999999999,,"LINESTRING (10.443669 43.7587576, 10.4436384 43.7587552, 10.4427362 43.7586852)",
"[923919659, 615995222]",,,Via Giovanni Battista Niccolini,residential,,False,True,304.62299999999993,,"LINESTRING (10.443669 43.7587576, 10.4436754 43.7588033, 10.4436902 43.7589258, 10.4436966 43.7590125, 10.443693 43.7591167, 10.4436316 43.7594656, 10.4436115 43.7596262, 10.4436059 43.7597873, 10.4436133 43.7599289, 10.4436351 43.7600802, 10.4436601 43.7603233, 10.4437281 43.7607759, 10.4437549 43.7610805, 10.4437723 43.7613718, 10.4437893 43.761487)",
350590879,,,Via Giovanni Battista Niccolini,tertiary,,True,False,33.155,,"LINESTRING (10.4437893 43.761487, 10.4435922 43.761749)",
"[32606817, 32606818, 9362398]",2,SS12radd,Via Carlo Barsotti,primary,50,False,True,256.21799999999996,yes,"LINESTRING (10.4437893 43.761487, 10.4436444 43.761365, 10.4434771 43.7612115, 10.4433189 43.7610609, 10.4431527 43.7608922, 10.4427698 43.7605287, 10.4421028 43.759889, 10.4420773 43.759864, 10.4419578 43.7597503, 10.441854 43.7596557)",
"[923919659, 615995222]",,,Via Giovanni Battista Niccolini,residential,,False,False,304.623,,"LINESTRING (10.4437893 43.761487, 10.4437723 43.7613718, 10.4437549 43.7610805, 10.4437281 43.7607759, 10.4436601 43.7603233, 10.4436351 43.7600802, 10.4436133 43.7599289, 10.4436059 43.7597873, 10.4436115 43.7596262, 10.4436316 43.7594656, 10.443693 43.7591167, 10.4436966 43.7590125, 10.4436902 43.7589258, 10.4436754 43.7588033, 10.443669 43.7587576)",
"[308885153, 947834999]",2,SS12radd,Via Carlo Barsotti,primary,"['50', '60']",False,False,273.54400000000004,,"LINESTRING (10.4437893 43.761487, 10.4439674 43.7616321, 10.4442999 43.7619055, 10.4448256 43.7623323, 10.4448985 43.7623983, 10.4449227 43.7624276, 10.4449497 43.7624636, 10.4449732 43.7625254, 10.4449796 43.7625612, 10.4449792 43.7626196, 10.4449683 43.7626598, 10.4449464 43.7627092, 10.4449212 43.7627577, 10.4447414 43.7630367, 10.4446552 43.7631724, 10.4444562 43.7634754, 10.4444217 43.7635471)",
218389258,2,SS12radd,Via Carlo Barsotti,primary,60,False,False,41.254,,"LINESTRING (10.4444217 43.7635471, 10.4444183 43.7636212, 10.4444224 43.7636667, 10.4444346 43.76371, 10.4444534 43.7637439, 10.4444742 43.7637733, 10.444493 43.7637981, 10.4445219 43.7638287, 10.4445505 43.7638553, 10.4445872 43.7638833)",
"[308885153, 947834999]",2,SS12radd,Via Carlo Barsotti,primary,"['50', '60']",False,True,273.544,,"LINESTRING (10.4444217 43.7635471, 10.4444562 43.7634754, 10.4446552 43.7631724, 10.4447414 43.7630367, 10.4449212 43.7627577, 10.4449464 43.7627092, 10.4449683 43.7626598, 10.4449792 43.7626196, 10.4449796 43.7625612, 10.4449732 43.7625254, 10.4449497 43.7624636, 10.4449227 43.7624276, 10.4448985 43.7623983, 10.4448256 43.7623323, 10.4442999 43.7619055, 10.4439674 43.7616321, 10.4437893 43.761487)",
218389256,2,SS12radd,Via Carlo Barsotti,primary,60,False,False,1372.4329999999998,,"LINESTRING (10.4445872 43.7638833, 10.44466 43.7639238, 10.4447038 43.7639409, 10.4447477 43.7639521, 10.4447915 43.7639619, 10.4448334 43.7639687, 10.4448857 43.7639745, 10.4449319 43.7639758, 10.4450162 43.7639698, 10.4450843 43.7639549, 10.4451413 43.7639383, 10.4451966 43.763919, 10.4452496 43.7638928, 10.4452984 43.76386, 10.4453417 43.7638254, 10.4453858 43.7637761, 10.445415 43.7637237, 10.4454369 43.7636507, 10.4454403 43.7635689, 10.4453984 43.7631996, 10.4453971 43.7631554, 10.4453996 43.7631075, 10.4454061 43.7630749, 10.4454306 43.7630086, 10.4454552 43.7629621, 10.4454797 43.7629289, 10.4455236 43.7628881, 10.4455605 43.7628609, 10.4456097 43.7628315, 10.4456663 43.7628077, 10.4457195 43.7627916, 10.4457789 43.7627785, 10.4458373 43.7627684, 10.4458906 43.7627662, 10.4459313 43.7627663, 10.445974 43.7627694, 10.4460255 43.7627781, 10.4460731 43.7627913, 10.4461314 43.7628169, 10.4461873 43.762848, 10.4462364 43.7628851, 10.446273 43.7629206, 10.4463278 43.7629781, 10.4467087 43.7634294, 10.4467526 43.7634909, 10.4467912 43.7635727, 10.4468085 43.7636525, 10.4468023 43.7636979, 10.4467844 43.7637396, 10.4467622 43.7637771, 10.4467242 43.7638194, 10.4456084 43.7648334, 10.4455487 43.7649084, 10.4455192 43.7649555, 10.4455035 43.7650053, 10.4454967 43.7650664, 10.4455066 43.765117, 10.4455217 43.7651765, 10.4455489 43.7652241, 10.4455867 43.765268, 10.4456329 43.765308, 10.4457003 43.765349, 10.4457618 43.7653768, 10.4458336 43.7653971, 10.4459053 43.7654105, 10.4459765 43.7654147, 10.4460468 43.7654141, 10.4461306 43.7653984, 10.4462171 43.765375, 10.4464991 43.7652587, 10.4466139 43.7651998, 10.4467023 43.7651497, 10.4468172 43.7650748, 10.4468778 43.7650265, 10.4469383 43.7649698, 10.4470024 43.7648937, 10.4470492 43.7648213, 10.4470861 43.7647508, 10.4471467 43.7646303, 10.4473184 43.7641949, 10.4473563 43.7641114, 10.4473948 43.7640517, 10.4474293 43.7640108, 10.4474761 43.7639654, 10.4475371 43.763923, 10.4476198 43.763887, 10.4477224 43.7638628, 10.4478108 43.7638556, 10.4479009 43.7638556, 10.4479871 43.7638681, 10.4480609 43.7638855, 10.4481217 43.7639078, 10.448174 43.7639348, 10.4482128 43.7639629, 10.4482389 43.7639829, 10.4482761 43.7640182, 10.4483043 43.7640522, 10.4483308 43.7640972, 10.4483453 43.7641349, 10.4483554 43.7641792, 10.4483586 43.7642297, 10.4483554 43.7642663, 10.4483468 43.7643029, 10.4483325 43.7643432, 10.4483158 43.7643777, 10.4482837 43.7644256, 10.4482416 43.7644693, 10.4481854 43.7645092, 10.4480402 43.7646013, 10.4474349 43.7649939, 10.4470725 43.7652333, 10.4467765 43.7654328, 10.4464685 43.7656374, 10.4464168 43.7656815, 10.4463577 43.7657405, 10.4463202 43.7657822, 10.446291 43.7658185, 10.4462628 43.7658607, 10.4462387 43.7659077, 10.4462147 43.7659646, 10.4461851 43.7660364, 10.4461524 43.766117, 10.4461363 43.7661598, 10.4461131 43.7662136, 10.4460608 43.7662964, 10.4460288 43.7663408, 10.4459868 43.7663892, 10.4459249 43.7664577, 10.4458642 43.7665195, 10.4456886 43.7666977, 10.4456565 43.7667369, 10.4456231 43.7667857, 10.445604 43.7668255, 10.4455879 43.7668694, 10.445579 43.7669127, 10.4455766 43.766947, 10.4455826 43.7669881, 10.4455932 43.7670263, 10.4456088 43.7670688, 10.4456292 43.7671062, 10.4456627 43.7671538, 10.4456848 43.7671834, 10.445704 43.7672039, 10.4457313 43.7672262, 10.4457629 43.7672466, 10.4458051 43.7672653, 10.4458483 43.7672801, 10.4459182 43.7672984, 10.4459918 43.7673153, 10.4460652 43.7673311, 10.4461842 43.767353, 10.446278 43.7673691)",
218389258,2,SS12radd,Via Carlo Barsotti,primary,60,False,True,41.254000000000005,,"LINESTRING (10.4445872 43.7638833, 10.4445505 43.7638553, 10.4445219 43.7638287, 10.444493 43.7637981, 10.4444742 43.7637733, 10.4444534 43.7637439, 10.4444346 43.76371, 10.4444224 43.7636667, 10.4444183 43.7636212, 10.4444217 43.7635471)",
56081549,,,Via Venti Settembre,tertiary,,False,True,317.344,,"LINESTRING (10.4392242 43.7668635, 10.4395494 43.7664431, 10.4399594 43.7659546, 10.4401386 43.7657498, 10.440205 43.7656572, 10.4402376 43.7655768, 10.4405349 43.7645042, 10.4406094 43.7642325)",
"[701920508, 218390014, 56112543]",2,"['SR12', 'SRT12']",Via Statale Abetone,secondary,50,False,False,239.478,yes,"LINESTRING (10.4392242 43.7668635, 10.438586 43.7660447, 10.4378594 43.7651272, 10.4377967 43.7650477, 10.4377493 43.7649917)",yes
"[701920508, 218390014, 56112543]",2,"['SRT12', 'SR12']",Via Statale Abetone,secondary,50,False,True,239.478,yes,"LINESTRING (10.4377493 43.7649917, 10.4377967 43.7650477, 10.4378594 43.7651272, 10.438586 43.7660447, 10.4392242 43.7668635)",yes
312007988,2,SR12,Via Statale Abetone,secondary,,False,False,124.553,,"LINESTRING (10.4377493 43.7649917, 10.438838 43.7644379, 10.4389733 43.7643132)",
1238096222,2,,Via Martin Luther King,unclassified,30,False,False,11.934,,"LINESTRING (10.4389733 43.7643132, 10.4388626 43.7642416)",yes
312007987,2,SR12,Via Statale Abetone,secondary,,False,False,221.156,,"LINESTRING (10.4389733 43.7643132, 10.4394294 43.7638134, 10.4404508 43.7626349)",
312007988,2,SR12,Via Statale Abetone,secondary,,False,True,124.553,,"LINESTRING (10.4389733 43.7643132, 10.438838 43.7644379, 10.4377493 43.7649917)",
"[56081548, 56081549]",,,"['Largo Percy Bysshe Shelley', 'Via Venti Settembre']",tertiary,,False,False,263.90500000000003,,"LINESTRING (10.442112 43.7630018, 10.4419603 43.7629638, 10.4417261 43.7629261, 10.4416119 43.7629086, 10.4415007 43.7629, 10.441427 43.7629026, 10.4413635 43.7629075, 10.4412608 43.7629228, 10.4411433 43.7629428, 10.4410564 43.7629642, 10.4409574 43.7629921, 10.4408874 43.7630183, 10.4408399 43.7630361, 10.4407924 43.7630565, 10.4407484 43.7630806, 10.4407043 43.7631098, 10.4406379 43.7631649, 10.4405807 43.7632196, 10.4404726 43.7633386, 10.4404525 43.7633697, 10.440436 43.7634059, 10.440436 43.7634379, 10.4404427 43.7634752, 10.4404548 43.7635086, 10.4404796 43.7635452, 10.4405163 43.763575, 10.4407423 43.7636921, 10.4407558 43.7637154, 10.4406094 43.7642325)",
"[56096891, 923919654]",,,Via Giovanni Battista Niccolini,residential,,True,False,222.995,,"LINESTRING (10.442112 43.7630018, 10.4420979 43.7630455, 10.4420368 43.7632275, 10.4420332 43.7632502, 10.4420336 43.7632729, 10.4420381 43.7632995, 10.4420487 43.7633217, 10.4420666 43.7633508, 10.4420924 43.7633831, 10.4421188 43.7634032, 10.4421553 43.7634212, 10.442266 43.7634468, 10.4425249 43.7634928, 10.4426282 43.7635111, 10.4429483 43.7635767, 10.4433447 43.763658, 10.4441296 43.7638271, 10.4441506 43.7638326, 10.4441694 43.7638385, 10.4442114 43.763856)",
821556592,,,Via Giovanni Battista Niccolini,tertiary,,False,True,128.247,,"LINESTRING (10.442112 43.7630018, 10.4421388 43.7629086, 10.4421939 43.7628427, 10.4422887 43.7627591, 10.4423196 43.7627368, 10.4429093 43.7623541, 10.4431797 43.7621691)",
27264304,,,Via Roma,residential,30,True,False,123.37600000000002,,"LINESTRING (10.4387627 43.7641517, 10.4387891 43.7641212, 10.4391737 43.7636768, 10.4392033 43.7636426, 10.4394417 43.7633672, 10.439541 43.7632521, 10.4395767 43.7632107)",
1238096222,2,,Via Martin Luther King,unclassified,30,False,False,199.025,,"LINESTRING (10.4387627 43.7641517, 10.4386916 43.7640744, 10.4385377 43.7639034, 10.4383131 43.7636502, 10.4379623 43.7632674, 10.4375183 43.7627812, 10.4374019 43.7626558)",yes
1238096222,2,,Via Martin Luther King,unclassified,30,False,True,12.854,,"LINESTRING (10.4387627 43.7641517, 10.4388137 43.7642045, 10.4388626 43.7642416)",yes
27253975,,,Via Masaccio,residential,30,False,False,146.28199999999998,,"LINESTRING (10.4366357 43.7594506, 10.4365267 43.7594997, 10.4362378 43.7596388, 10.4354968 43.7599825, 10.4351054 43.760164)",
27253975,,,Via Masaccio,residential,30,False,True,78.781,,"LINESTRING (10.4366357 43.7594506, 10.4367585 43.7593915, 10.4369151 43.7593197, 10.4369594 43.7592983, 10.4374618 43.7590686)",
391292969,,,Via Carlo Collodi,residential,30,False,False,101.196,,"LINESTRING (10.4366357 43.7594506, 10.4366631 43.7594835, 10.4366878 43.7595163, 10.4367444 43.7595913, 10.4367628 43.7596173, 10.436869 43.7597704, 10.4368917 43.7598042, 10.4371138 43.7601319, 10.4372154 43.7602582)",
391292969,,,Via Carlo Collodi,residential,30,False,True,72.395,,"LINESTRING (10.4366357 43.7594506, 10.4366046 43.7594139, 10.4365661 43.7593674, 10.4364 43.759176, 10.4361556 43.7588996)",
27253975,,,Via Masaccio,residential,30,False,False,78.781,,"LINESTRING (10.4374618 43.7590686, 10.4369594 43.7592983, 10.4369151 43.7593197, 10.4367585 43.7593915, 10.4366357 43.7594506)",
27253975,,,Via Masaccio,residential,30,False,True,73.554,,"LINESTRING (10.4374618 43.7590686, 10.4380676 43.7587938, 10.4382374 43.7587168)",
27263853,,,Via Marino Dinucci,residential,30,False,False,39.748999999999995,,"LINESTRING (10.4374618 43.7590686, 10.4375644 43.759238, 10.4376608 43.7593959)",
212508538,,,Via Marino Dinucci,residential,30,False,False,102.548,,"LINESTRING (10.4398582 43.7610001, 10.4409936 43.7614221)",
27264132,,,Via Pietro Verri,residential,30,False,False,16.637,,"LINESTRING (10.4398582 43.7610001, 10.4398042 43.76102, 10.4397836 43.7610316, 10.4397625 43.7610524, 10.4397501 43.7610719, 10.439735 43.7611101)",
212508527,,,,residential,30,True,False,33.105000000000004,,"LINESTRING (10.4398582 43.7610001, 10.4397829 43.7609691, 10.4397359 43.7609407, 10.4397088 43.7609185, 10.4395728 43.7607906)",
