osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,junction
117676570,True,1,Viale della Vittoria,primary,False,27.232,"LINESTRING (11.3883687 45.3883432, 11.3882354 45.3882727, 11.388055 45.3882566)",,
148858755,False,2,Piazza 4 Novembre,primary,True,50.602999999999994,"LINESTRING (11.3883687 45.3883432, 11.3883903 45.3883754, 11.3884097 45.3884223, 11.3884324 45.3887926)",,
40253185,True,2,Viale Vicenza,primary,False,42.44,"LINESTRING (11.3910879 45.3923544, 11.3908629 45.3922778, 11.3906019 45.3921836)",,
37189808,False,,Via Giulio Pontedera,primary,True,17.592,"LINESTRING (11.3874006 45.3882726, 11.3871755 45.3882787)",,
55692866,True,1,Via Giulio Pontedera,primary,False,36.016999999999996,"LINESTRING (11.3874006 45.3882726, 11.3875774 45.3882259, 11.3877156 45.3881597, 11.3877859 45.3881049)",,
148858766,True,,Via Castelgiuncoli,residential,False,79.575,"LINESTRING (11.3874006 45.3882726, 11.3874 45.3883052, 11.3873976 45.3883699, 11.3873933 45.3889882)",,
55692864,False,,Via Cesare Battisti,tertiary,False,68.648,"LINESTRING (11.3875652 45.3878842, 11.3874658 45.3878159, 11.3872566 45.3876897, 11.3870796 45.3875559, 11.3869532 45.3874433)",,
117676589,True,1,Via Cesare Battisti,tertiary,False,31.302,"LINESTRING (11.3875652 45.3878842, 11.3877308 45.3879383, 11.3878307 45.3879552, 11.3879461 45.3879569)",,
55692864,False,,Via Cesare Battisti,tertiary,False,58.399,"LINESTRING (11.3869532 45.3874433, 11.3867799 45.3872516, 11.3867383 45.3871122, 11.3867029 45.3869585)",,
55692864,False,,Via Cesare Battisti,tertiary,True,68.648,"LINESTRING (11.3869532 45.3874433, 11.3870796 45.3875559, 11.3872566 45.3876897, 11.3874658 45.3878159, 11.3875652 45.3878842)",,
148858771,False,,Via Macello,residential,True,135.613,"LINESTRING (11.3869532 45.3874433, 11.3860875 45.3875656, 11.386003 45.3875769, 11.3859721 45.3875807, 11.3855618 45.3876353, 11.3852493 45.3876786)",,
39525144,False,2,Via Cesare Battisti,tertiary,False,119.509,"LINESTRING (11.3867029 45.3869585, 11.3864723 45.385896)",,
41378257,True,,Via Nazario Sauro,tertiary,False,128.41,"LINESTRING (11.3867029 45.3869585, 11.3868539 45.3869198, 11.3874995 45.3867462, 11.3881729 45.3866226, 11.388266 45.3866055)",,
55692864,False,,Via Cesare Battisti,tertiary,True,58.399,"LINESTRING (11.3867029 45.3869585, 11.3867383 45.3871122, 11.3867799 45.3872516, 11.3869532 45.3874433)",,
39670735,True,,Via Roma,residential,False,84.095,"LINESTRING (11.3882833 45.3865013, 11.3882757 45.3864598, 11.3881172 45.3858136, 11.3881017 45.3857559)",,
128222073,True,,Via Trieste,tertiary,False,69.47200000000001,"LINESTRING (11.3882833 45.3865013, 11.388339 45.3864781, 11.3883629 45.3864709, 11.3883814 45.3864653, 11.3890964 45.3862487)",,
39525146,False,,Via Fiume,tertiary,False,69.458,"LINESTRING (11.3915992 45.3858838, 11.3921327 45.3863836)",,
441632764,True,,Via Fiume,tertiary,False,30.852,"LINESTRING (11.3915992 45.3858838, 11.3913305 45.3856804)",,
225288139,True,,Piazza Martiri della Libertà,tertiary,False,20.373,"LINESTRING (11.3914379 45.3853969, 11.3914067 45.3855788)",,
920265299,False,,Via Circonvallazione,tertiary,False,125.027,"LINESTRING (11.3914379 45.3853969, 11.3917593 45.3848593, 11.3921274 45.3843837)",,
37189804,False,,Via Pontespin,residential,False,15.426,"LINESTRING (11.3833188 45.3875937, 11.3835102 45.3875594)",,
37189804,False,,Via Pontespin,residential,True,19.334,"LINESTRING (11.3833188 45.3875937, 11.3830775 45.3876326)",,
331152622,True,,Via Giovanni Paolo II,residential,False,13.831,"LINESTRING (11.3833188 45.3875937, 11.3832101 45.3874955)",,
37189810,False,,Via Guglielmo Marconi,primary,False,27.74,"LINESTRING (11.3844865 45.3886261, 11.3848355 45.3885796)",,
332474378,False,,Via San Giovanni,primary,True,208.76,"LINESTRING (11.3844865 45.3886261, 11.3842202 45.3886616, 11.3822198 45.3888901, 11.3818557 45.3889547)",,
37189808,False,,Via Giulio Pontedera,primary,False,28.602,"LINESTRING (11.385375 45.3885199, 11.3857343 45.38847)",,
37189805,True,,Via Macello,residential,False,95.437,"LINESTRING (11.385375 45.3885199, 11.3852198 45.3877626, 11.3852117 45.3877172, 11.3852251 45.3876965, 11.3852493 45.3876786)",,
53819895,False,,Via Guglielmo Marconi,primary,True,42.651,"LINESTRING (11.385375 45.3885199, 11.385314 45.3885266, 11.3848355 45.3885796)",yes,
