osmid,lanes,name,highway,width,oneway,reversed,length,maxspeed,geometry,junction,access,tunnel
23241702,2,Via Cesare Battisti,tertiary,6,False,False,55.97,,"LINESTRING (10.3942536 45.4156171, 10.3944413 45.4161029)",,,
23241702,2,Via Cesare Battisti,tertiary,6,False,True,17.246,,"LINESTRING (10.3942536 45.4156171, 10.3941908 45.4154684)",,,
204532008,,Via Mantova,secondary,,False,False,5.01,50,"LINESTRING (10.3911221 45.4154949, 10.3911782 45.415473)",,,
53815824,,Via Brescia,secondary,,False,True,426.81100000000004,50,"LINESTRING (10.3911221 45.4154949, 10.390928 45.4155704, 10.3900701 45.4159042, 10.3893138 45.4161946, 10.3890809 45.4162736, 10.388653 45.4164283, 10.3869711 45.4170567, 10.3862934 45.4172951)",,,
225094820,,Via Broli Sotto,residential,,True,False,134.603,,"LINESTRING (10.3911221 45.4154949, 10.3912194 45.4155453, 10.3914318 45.4155929, 10.3918496 45.4156738, 10.3921373 45.4157209, 10.392777 45.4158085)",,,
507825185,,Via Angelo Mazzoldi,residential,,True,False,177.346,,"LINESTRING (10.3911221 45.4154949, 10.3911345 45.4155809, 10.391047 45.4160285, 10.3910119 45.4162945, 10.3909806 45.4164423, 10.390891 45.416618, 10.3907554 45.4167981, 10.3906651 45.4169244, 10.390635 45.4170308)",,,
199734641,,Via Pietro Zocchi Alberti,residential,,True,False,34.683,,"LINESTRING (10.3899376 45.4152394, 10.3897545 45.4149552)",,,
224749502,,,residential,,False,False,56.543,,"LINESTRING (10.3899376 45.4152394, 10.3899796 45.4154396, 10.3899604 45.4154693, 10.3899081 45.4154966, 10.3897284 45.415555, 10.3896238 45.4156049)",,,
199734641,,Via Pietro Zocchi Alberti,residential,,True,False,79.256,,"LINESTRING (10.3897545 45.4149552, 10.3896139 45.4149156, 10.3892823 45.4148987, 10.3887538 45.4148597)",,,
169738842,,Via Filippo Turati,residential,,False,False,36.551,,"LINESTRING (10.3849599 45.413517, 10.3845382 45.4133741)",,,
30387289,2,Via Brescia,secondary,,False,False,40.689,50,"LINESTRING (10.3850494 45.4178178, 10.384605 45.4180091)",,,
23241687,,,residential,,False,False,32.94,,"LINESTRING (10.3850494 45.4178178, 10.3849788 45.4177379, 10.3847381 45.4176268)",,,
53815824,,Via Brescia,secondary,,False,False,113.18900000000001,50,"LINESTRING (10.3850494 45.4178178, 10.3854587 45.4176578, 10.3862934 45.4172951)",,,
23241702,2,Via Cesare Battisti,tertiary,6,False,False,117.11299999999999,,"LINESTRING (10.3937818 45.4144555, 10.3938464 45.4146235, 10.3939314 45.4148744, 10.3941178 45.4152924, 10.3941908 45.4154684)",,,
173759114,2,Via Cesare Battisti,residential,,False,True,92.84100000000001,,"LINESTRING (10.3937818 45.4144555, 10.3937597 45.4143984, 10.3936497 45.4140371, 10.3934933 45.4136459)",,,
300122130,,Via Mantova,secondary,,False,False,120.437,50,"LINESTRING (10.3937818 45.4144555, 10.3939541 45.4143888, 10.3951305 45.4139294)",,,
300122130,,Via Mantova,secondary,,False,True,89.02700000000002,50,"LINESTRING (10.3937818 45.4144555, 10.3935875 45.4145314, 10.3929119 45.4147955, 10.3927853 45.414845)",,,
23241702,2,Via Cesare Battisti,tertiary,6,False,False,23.569,,"LINESTRING (10.3946224 45.4165521, 10.3947054 45.4167559)",,,
161115993,,,residential,,False,False,17.72,,"LINESTRING (10.3946224 45.4165521, 10.3948404 45.4165076)",,,
23241702,2,Via Cesare Battisti,tertiary,6,False,True,51.91,,"LINESTRING (10.3946224 45.4165521, 10.3945278 45.4163155, 10.3944413 45.4161029)",,,
289041479,,,tertiary,,True,False,4.15,,"LINESTRING (10.3860337 45.4140492, 10.3860448 45.4140857)",roundabout,,
289041479,,,tertiary,,True,False,2.71,,"LINESTRING (10.3859015 45.4139809, 10.3859356 45.4139855)",roundabout,,
234305838,,Via Guglielmo Marconi,tertiary,,True,False,20.038,,"LINESTRING (10.3857891 45.414006, 10.3858298 45.4139425, 10.3859041 45.413845)",,,
289041479,,,tertiary,,True,False,9.382000000000001,,"LINESTRING (10.3857891 45.414006, 10.3858418 45.4139857, 10.3859015 45.4139809)",roundabout,,
196980117,,Via Guglielmo Marconi,tertiary,,False,False,14.123,,"LINESTRING (10.3859041 45.413845, 10.3859728 45.4137275)",,,
205081640,,Via Guglielmo Marconi,tertiary,,True,False,15.113,,"LINESTRING (10.3859041 45.413845, 10.3859015 45.4139809)",,,
196980124,,Via Guglielmo Marconi,tertiary,,True,False,22.994,,"LINESTRING (10.3859234 45.4141966, 10.3856654 45.4142964)",,,
289041479,,,tertiary,,True,False,17.304,,"LINESTRING (10.3859234 45.4141966, 10.3858681 45.4141983, 10.3858153 45.4141863, 10.385772 45.414162, 10.3857434 45.4141287)",roundabout,,
289041479,,,tertiary,,True,False,4.812,,"LINESTRING (10.3857434 45.4141287, 10.3857334 45.414086)",roundabout,,
196980120,,Via Pellegrino da Montichiari,residential,,True,False,20.666,,"LINESTRING (10.3860448 45.4140857, 10.3862251 45.4142218)",,,
289041479,,,tertiary,,True,False,12.455,,"LINESTRING (10.3860448 45.4140857, 10.3860377 45.4141227, 10.3860134 45.4141559, 10.3859745 45.4141814)",roundabout,,
196980122,,Via Filippo Turati,residential,,True,False,88.19,30,"LINESTRING (10.3857334 45.414086, 10.3856604 45.4139948, 10.385519 45.4138904, 10.3851582 45.4136241, 10.3850921 45.4135753, 10.3850179 45.4135426, 10.3849599 45.413517)",,,
289041479,,,tertiary,,True,False,10.123,,"LINESTRING (10.3857334 45.414086, 10.3857491 45.4140419, 10.3857891 45.414006)",roundabout,,
205081646,,Via Guglielmo Marconi,tertiary,,True,False,19.616,,"LINESTRING (10.3856654 45.4142964, 10.3857434 45.4141287)",,,
205066076,2,Via Guglielmo Marconi,tertiary,,False,True,49.116,,"LINESTRING (10.3856654 45.4142964, 10.3855825 45.4143684, 10.3855198 45.4144431, 10.3853811 45.4146868)",,,
205066076,2,Via Guglielmo Marconi,tertiary,,False,False,49.116,,"LINESTRING (10.3853811 45.4146868, 10.3855198 45.4144431, 10.3855825 45.4143684, 10.3856654 45.4142964)",,,
205066076,2,Via Guglielmo Marconi,tertiary,,False,True,123.233,,"LINESTRING (10.3853811 45.4146868, 10.3849886 45.4154164, 10.3849656 45.4154591, 10.3849301 45.4155252, 10.3848857 45.4156006, 10.3848517 45.4156583, 10.3848147 45.4157212)",,,
169841596,,Via Pellegrino da Montichiari,residential,,False,True,48.28,,"LINESTRING (10.3862251 45.4142218, 10.3864181 45.4142498, 10.3868308 45.4143098)",,,
205081645,,Via Pellegrino da Montichiari,residential,,True,False,20.085,,"LINESTRING (10.3862251 45.4142218, 10.3860813 45.4141956, 10.3860266 45.4141871, 10.3859745 45.4141814)",,,
205066076,2,Via Guglielmo Marconi,tertiary,,False,False,38.313,,"LINESTRING (10.3844833 45.416266, 10.3846806 45.4159505)",,,
205066076,2,Via Guglielmo Marconi,tertiary,,False,True,14.391,,"LINESTRING (10.3844833 45.416266, 10.3844051 45.4163832)",,,
161116008,,Via Guglielmo Marconi,residential,,False,False,310.10299999999995,,"LINESTRING (10.3844833 45.416266, 10.3846877 45.4163143, 10.3847398 45.4163265, 10.3850047 45.4163882, 10.3853211 45.4164892, 10.3855707 45.4165251, 10.3858371 45.416485, 10.3860559 45.4163815, 10.3862001 45.4162536, 10.3862421 45.4162091, 10.386478 45.4160938, 10.3866504 45.4160189, 10.3868074 45.4159241, 10.3869604 45.4157891, 10.3871546 45.415707, 10.3873398 45.4153434, 10.3874278 45.4152716, 10.3875491 45.4152749)",,,
23241702,2,Via Cesare Battisti,tertiary,6,False,True,23.569,,"LINESTRING (10.3947054 45.4167559, 10.3946224 45.4165521)",,,
59323917,,Via Felice Cavallotti,tertiary,,False,False,36.111999999999995,,"LINESTRING (10.3947054 45.4167559, 10.3944168 45.4168002, 10.394344 45.4168302, 10.3942939 45.4168765)",,,
75479615,,Via Felice Cavallotti,residential,,True,False,53.214000000000006,,"LINESTRING (10.3938651 45.4162376, 10.3937677 45.4160697, 10.3936416 45.4159106, 10.3935596 45.4158108)",,,
161116038,,Via Broli Mezzo,living_street,,True,False,85.386,,"LINESTRING (10.3938651 45.4162376, 10.3937812 45.4162469, 10.3935318 45.4162422, 10.3927739 45.4162075)",,,
75479616,,Via Angelo Mazzoldi,residential,,False,False,30.439,,"LINESTRING (10.3903404 45.4180948, 10.3902924 45.4179634, 10.390309 45.4178258)",,,
75479621,,Via Angelo Mazzoldi,unclassified,,False,True,99.15,30,"LINESTRING (10.3903404 45.4180948, 10.3902264 45.418152, 10.3901775 45.4182252, 10.3899159 45.4189136)",,,
"[201945868, 201945869]",,Via Trento,unclassified,,True,False,51.686,30,"LINESTRING (10.3903404 45.4180948, 10.3905197 45.4180376, 10.3906989 45.418017, 10.3909787 45.4180498)",,,
201945868,,Via Trento,unclassified,,True,False,58.145,30,"LINESTRING (10.3932754 45.4174851, 10.3939176 45.4172201)",,,
203267923,,Via Broli di Mezzo,residential,,False,True,78.691,,"LINESTRING (10.3932754 45.4174851, 10.3929563 45.4168138)",,,
59323917,,Via Felice Cavallotti,tertiary,,False,False,16.492,,"LINESTRING (10.3942939 45.4168765, 10.3942994 45.4169516, 10.3943451 45.4170173)",,,
59323917,,Via Felice Cavallotti,tertiary,,False,True,36.112,,"LINESTRING (10.3942939 45.4168765, 10.394344 45.4168302, 10.3944168 45.4168002, 10.3947054 45.4167559)",,,
75479615,,Via Felice Cavallotti,residential,,True,False,80.006,,"LINESTRING (10.3942939 45.4168765, 10.3942046 45.4168343, 10.3941218 45.4167331, 10.3938651 45.4162376)",,,
75479621,,Via Angelo Mazzoldi,unclassified,,False,False,99.14999999999999,30,"LINESTRING (10.3899159 45.4189136, 10.3901775 45.4182252, 10.3902264 45.418152, 10.3903404 45.4180948)",,,
75479621,,Via Angelo Mazzoldi,unclassified,,False,True,17.545,30,"LINESTRING (10.3899159 45.4189136, 10.3898542 45.419054, 10.3898489 45.4190642)",,,
160686650,,Via Sant'Angela Merici,residential,,False,True,159.875,30,"LINESTRING (10.3899159 45.4189136, 10.3899913 45.4189289, 10.3909568 45.4189308, 10.3919611 45.4189216)",,,
201945868,,Via Trento,unclassified,,True,False,73.591,30,"LINESTRING (10.3923743 45.4177931, 10.3932232 45.4175051)",,,
930211507,,,residential,,False,True,70.294,,"LINESTRING (10.3923743 45.4177931, 10.3923917 45.4178194, 10.3924057 45.4178653, 10.3924404 45.418421)",,,
59323917,,Via Felice Cavallotti,tertiary,,False,False,209.894,,"LINESTRING (10.3943451 45.4170173, 10.3946884 45.4174093, 10.3947318 45.4174589, 10.3952982 45.4182514, 10.3956048 45.4186834)",,,
59323917,,Via Felice Cavallotti,tertiary,,False,True,16.492,,"LINESTRING (10.3943451 45.4170173, 10.3942994 45.4169516, 10.3942939 45.4168765)",,,
204532008,,Via Mantova,secondary,,False,True,143.569,50,"LINESTRING (10.3927853 45.414845, 10.3926602 45.4148939, 10.3922414 45.4150575, 10.3918009 45.4152296, 10.3913372 45.4154108, 10.3911782 45.415473)",,,
