osmid,name,highway,oneway,reversed,length,geometry,maxspeed,junction,lanes
60340390,Viale Italia,tertiary,False,False,48.298,"LINESTRING (8.9836534 45.7330637, 8.983922 45.7327624, 8.9839994 45.7327041)",,,
60340390,Viale Italia,tertiary,False,True,30.61,"LINESTRING (8.9836534 45.7330637, 8.983519 45.7332061, 8.9834403 45.7332953)",,,
81365264,Via Petagna,residential,False,True,145.098,"LINESTRING (8.9836534 45.7330637, 8.9848121 45.7334581, 8.9850873 45.7334759, 8.9852317 45.7334924, 8.9853353 45.7335109, 8.985386 45.7335111)",,,
60340390,Viale Italia,tertiary,False,False,30.61,"LINESTRING (8.9834403 45.7332953, 8.983519 45.7332061, 8.9836534 45.7330637)",,,
365959602,Viale Italia,tertiary,True,False,14.07,"LINESTRING (8.9834403 45.7332953, 8.983408 45.7333573, 8.983384 45.7334155)",,,
382422741,Via Santo Stefano,residential,True,False,21.794,"LINESTRING (8.9834403 45.7332953, 8.9834721 45.7333884, 8.9835043 45.7334286, 8.9835443 45.7334751)",50,,
36819756,,tertiary,True,False,9.212,"LINESTRING (8.983384 45.7334155, 8.983384 45.7334359, 8.9833709 45.7334546, 8.9833474 45.7334673, 8.9833181 45.7334715)",,roundabout,
363605064,Via Santo Stefano,residential,True,False,14.279,"LINESTRING (8.983384 45.7334155, 8.9834101 45.7334345, 8.9834353 45.7334422, 8.9835443 45.7334751)",,,
1056569090,,tertiary,True,False,1.774,"LINESTRING (8.9832591 45.733443, 8.9832543 45.7334274)",,roundabout,
36819757,Viale Italia,tertiary,True,False,13.914,"LINESTRING (8.983309 45.7333805, 8.9834403 45.7332953)",,,
365959604,,tertiary,True,False,7.643,"LINESTRING (8.983309 45.7333805, 8.9833417 45.7333824, 8.983369 45.7333951, 8.983384 45.7334155)",,roundabout,
60340390,Viale Italia,tertiary,False,True,48.298,"LINESTRING (8.9839994 45.7327041, 8.983922 45.7327624, 8.9836534 45.7330637)",,,
95077525,Via Piave,residential,False,False,30.538999999999998,"LINESTRING (8.9839994 45.7327041, 8.9840174 45.7326413, 8.9840641 45.7325627, 8.9841461 45.732451)",,,
80716077,Via Nazario Sauro,tertiary,True,False,51.117,"LINESTRING (8.9804103 45.7331959, 8.9803416 45.7336531)",,,
433494198,Via Venticinque Aprile,tertiary,False,False,44.937000000000005,"LINESTRING (8.9804103 45.7331959, 8.9803487 45.7331785, 8.9798611 45.7330683)",,,
433494198,Via Venticinque Aprile,tertiary,False,True,21.906,"LINESTRING (8.9804103 45.7331959, 8.9804796 45.7331635, 8.9806644 45.7331123)",,,
81367884,Via L. Castiglioni,residential,True,False,117.88799999999999,"LINESTRING (8.9798611 45.7330683, 8.9785645 45.7327987, 8.9784742 45.7327921, 8.9784056 45.7328136)",,,
382440861,Via Giuseppe Mazzini,tertiary,False,False,192.507,"LINESTRING (8.9798611 45.7330683, 8.9799679 45.7328114, 8.98016 45.7323732, 8.9805715 45.7314096)",,,
433494198,Via Venticinque Aprile,tertiary,False,True,44.937000000000005,"LINESTRING (8.9798611 45.7330683, 8.9803487 45.7331785, 8.9804103 45.7331959)",,,
85421255,Via Vittorio Veneto,residential,False,False,84.725,"LINESTRING (8.9835509 45.7353205, 8.9842895 45.7357983, 8.9843504 45.7358393)",,,
363605065,Via Vittorio Veneto,residential,False,False,115.645,"LINESTRING (8.9835509 45.7353205, 8.9834254 45.7352773, 8.9832956 45.7352524, 8.9825629 45.7351457, 8.9822586 45.7350857, 8.9821192 45.7350455)",,,
60340597,Via Alessandro Manzoni,unclassified,False,False,32.664,"LINESTRING (8.9821192 45.7350455, 8.9819397 45.7353112)",50,,
80716124,Via Goffredo Mameli,residential,False,False,72.357,"LINESTRING (8.9821192 45.7350455, 8.98217 45.7349568, 8.9824964 45.7344505)",,,
363605065,Via Vittorio Veneto,residential,False,True,115.645,"LINESTRING (8.9821192 45.7350455, 8.9822586 45.7350857, 8.9825629 45.7351457, 8.9832956 45.7352524, 8.9834254 45.7352773, 8.9835509 45.7353205)",,,
382422739,Via Giacomo Matteotti,unclassified,False,False,173.537,"LINESTRING (8.9821192 45.7350455, 8.9819891 45.7350022, 8.9812951 45.7347598, 8.9810802 45.734688, 8.9809671 45.734662, 8.9808581 45.7346444, 8.9807287 45.7346361, 8.9806064 45.7346341, 8.9800137 45.7346645)",,,
80716124,Via Goffredo Mameli,residential,False,False,53.355000000000004,"LINESTRING (8.9824964 45.7344505, 8.9825319 45.7343938, 8.9827379 45.7340644, 8.9827764 45.7340124)",,,
80716124,Via Goffredo Mameli,residential,False,True,72.357,"LINESTRING (8.9824964 45.7344505, 8.98217 45.7349568, 8.9821192 45.7350455)",,,
363605059,Via Mercato,residential,True,False,124.34599999999999,"LINESTRING (8.9824964 45.7344505, 8.981951 45.7341962, 8.9812492 45.7338955, 8.9811369 45.7338609)",,,
80716124,Via Goffredo Mameli,residential,False,False,63.585,"LINESTRING (8.9827764 45.7340124, 8.9832254 45.7335341)",,,
1056569092,Via Goffredo Mameli,residential,False,False,46.434,"LINESTRING (8.9827764 45.7340124, 8.9833649 45.7340876)",,,1
80716124,Via Goffredo Mameli,residential,False,True,53.355000000000004,"LINESTRING (8.9827764 45.7340124, 8.9827379 45.7340644, 8.9825319 45.7343938, 8.9824964 45.7344505)",,,
57030813,Via Giuseppe Verdi,residential,True,False,48.284,"LINESTRING (8.9819511 45.7332151, 8.9820898 45.7327918)",,,
433494198,Via Venticinque Aprile,tertiary,False,False,34.354,"LINESTRING (8.9819511 45.7332151, 8.9815699 45.7331596, 8.9815178 45.733152)",,,
"[433358922, 433494198]",Via Venticinque Aprile,tertiary,False,True,48.781,"LINESTRING (8.9819511 45.7332151, 8.982271 45.7332605, 8.982567 45.7333025)",,,
80716076,Via Giacomo Puccini,unclassified,False,True,6.121,"LINESTRING (8.9830747 45.7318482, 8.9830402 45.7318977)",,,
363274021,Via Ferrario Cherubino,unclassified,False,False,77.524,"LINESTRING (8.9830747 45.7318482, 8.9831835 45.7317473, 8.9835404 45.7314037, 8.9836644 45.7312855)",30,,1
382440859,Via Ferrario Cherubino,unclassified,False,True,92.139,"LINESTRING (8.9830747 45.7318482, 8.983015 45.7318375, 8.9824419 45.7317287, 8.9822374 45.7316815, 8.9821162 45.7316424, 8.9819618 45.7315743)",30,,1
81367882,Viale Rimembranze,tertiary,False,False,207.237,"LINESTRING (8.9779043 45.7369291, 8.9768328 45.7386362)",,,
95083724,Via Giuseppe Garibaldi,tertiary,True,False,211.351,"LINESTRING (8.9779043 45.7369291, 8.9788559 45.7351482)",,,
382440859,Via Ferrario Cherubino,unclassified,False,False,92.13900000000001,"LINESTRING (8.9819618 45.7315743, 8.9821162 45.7316424, 8.9822374 45.7316815, 8.9824419 45.7317287, 8.983015 45.7318375, 8.9830747 45.7318482)",30,,1
208839125,Via Prato di Mezzo,unclassified,False,False,147.836,"LINESTRING (8.9831476 45.7303485, 8.983546 45.7299236, 8.98453 45.7303746)",30,,
208839124,,unclassified,True,False,11.587999999999997,"LINESTRING (8.9846588 45.7303644, 8.9846776 45.7303806, 8.9846875 45.7304002, 8.9846875 45.7304211, 8.9846774 45.7304407, 8.9846584 45.7304568)",,roundabout,
208839124,,unclassified,True,False,8.687000000000001,"LINESTRING (8.9845315 45.7304478, 8.9845182 45.7304306, 8.9845134 45.7304113, 8.9845174 45.730392, 8.98453 45.7303746)",,roundabout,
363274021,Via Ferrario Cherubino,unclassified,False,True,114.91900000000001,"LINESTRING (8.9845315 45.7304478, 8.9841518 45.7308102, 8.9836644 45.7312855)",30,,1
208839124,,unclassified,True,False,11.038,"LINESTRING (8.9846584 45.7304568, 8.9846342 45.7304672, 8.9846064 45.7304716, 8.9845781 45.7304696, 8.9845522 45.7304613, 8.9845315 45.7304478)",,roundabout,
80880751,Via della Rocca,residential,False,False,111.256,"LINESTRING (8.9842743 45.7390104, 8.9841491 45.7386941, 8.9840167 45.7384328, 8.983907 45.7383008, 8.983646 45.7381405)",,,
433451752,Via Como,residential,False,False,223.692,"LINESTRING (8.9842743 45.7390104, 8.9847367 45.7375797, 8.9849184 45.7370496)",50,,
1028401862,Via Pedrosi,unclassified,False,True,148.055,"LINESTRING (8.9752396 45.7304341, 8.9754559 45.7308252, 8.9758176 45.7310826, 8.976509 45.7313499)",,,
201543321,Via Francesco Petrarca,residential,False,False,93.197,"LINESTRING (8.9780408 45.7312485, 8.9775525 45.7304828)",,,
95077436,Via Pedrosi,unclassified,False,False,131.323,"LINESTRING (8.9780408 45.7312485, 8.9776668 45.7314813, 8.9775091 45.731508, 8.9773415 45.731502, 8.9770357 45.7314397, 8.976509 45.7313499)",,,
95077436,Via Pedrosi,unclassified,False,True,131.45000000000002,"LINESTRING (8.9780408 45.7312485, 8.9780965 45.7312113, 8.9782067 45.7310565, 8.9783394 45.7309449, 8.978489 45.7308839, 8.9794087 45.7306323)",,,
81365256,Via Valle,unclassified,False,False,128.161,"LINESTRING (8.976509 45.7313499, 8.9765611 45.7325019)",,,
95077436,Via Pedrosi,unclassified,False,True,131.32299999999998,"LINESTRING (8.976509 45.7313499, 8.9770357 45.7314397, 8.9773415 45.731502, 8.9775091 45.731508, 8.9776668 45.7314813, 8.9780408 45.7312485)",,,
1028401862,Via Pedrosi,unclassified,False,False,148.05499999999998,"LINESTRING (8.976509 45.7313499, 8.9758176 45.7310826, 8.9754559 45.7308252, 8.9752396 45.7304341)",,,
95077441,Viale Milano,tertiary,False,True,13.048,"LINESTRING (8.9807873 45.7309405, 8.9807349 45.731052)",,,
60340575,Via Giuseppe Parini,unclassified,False,False,113.301,"LINESTRING (8.9807873 45.7309405, 8.9794645 45.7306758, 8.9794087 45.7306323)",,,
60340575,Via Giuseppe Parini,unclassified,False,True,113.301,"LINESTRING (8.9794087 45.7306323, 8.9794645 45.7306758, 8.9807873 45.7309405)",,,
95077436,Via Pedrosi,unclassified,False,False,131.45,"LINESTRING (8.9794087 45.7306323, 8.978489 45.7308839, 8.9783394 45.7309449, 8.9782067 45.7310565, 8.9780965 45.7312113, 8.9780408 45.7312485)",,,
60340591,Via dei Mille,residential,True,False,99.509,"LINESTRING (8.9819397 45.7353112, 8.9829539 45.7358587)",50,,
60340597,Via Alessandro Manzoni,unclassified,False,False,62.989,"LINESTRING (8.9819397 45.7353112, 8.9814986 45.7357867)",50,,
