osmid,oneway,name,highway,maxspeed,reversed,length,geometry,access,width
104849453,False,Via Antonio Gramsci,secondary,50,False,229.50799999999998,"LINESTRING (16.692893 39.2511471, 16.6930174 39.2512217, 16.6932342 39.2512111, 16.6937262 39.2507838, 16.6940643 39.2502686, 16.6941556 39.2502364, 16.6942897 39.2502471, 16.6946547 39.2504725, 16.694682 39.2505496)",,
104849453,False,Via Antonio Gramsci,secondary,50,True,156.38700000000003,"LINESTRING (16.692893 39.2511471, 16.6929391 39.2510086, 16.6930032 39.2506762, 16.6930121 39.2504361, 16.6930086 39.2502089, 16.6928981 39.2499563, 16.6928817 39.2499347, 16.6928643 39.2499153, 16.6928472 39.2498992, 16.6928249 39.2498818, 16.6928066 39.2498707, 16.6927134 39.2498336)",,
181454647,False,,residential,,False,145.54,"LINESTRING (16.692893 39.2511471, 16.6928243 39.2512441, 16.6927763 39.25151, 16.6927978 39.2515931, 16.6928997 39.2516388, 16.6932377 39.2517634, 16.6934627 39.2518049, 16.6935817 39.2518246, 16.6936132 39.2518298, 16.6938114 39.2517675)",,
104849453,False,Via Antonio Gramsci,secondary,50,False,6.228,"LINESTRING (16.6971556 39.2519202, 16.6972279 39.2519218)",,
104849453,False,Via Antonio Gramsci,secondary,50,True,77.66799999999999,"LINESTRING (16.6971556 39.2519202, 16.69687 39.2518528, 16.6966825 39.2517749, 16.6966277 39.2517218, 16.6966091 39.2516373, 16.6966609 39.251494)",,
181345814,False,,residential,,False,26.433,"LINESTRING (16.6971556 39.2519202, 16.6971387 39.2519814, 16.6970838 39.2520634, 16.6970044 39.2521188)",,
104849456,False,Viale della Repubblica,tertiary,40,True,91.566,"LINESTRING (16.6942687 39.2566703, 16.6932162 39.2567883)",yes,
124365857,False,Via Roma,secondary,,False,19.232,"LINESTRING (16.6942687 39.2566703, 16.6942741 39.2566193, 16.6943835 39.2565318)",,
124365858,False,Via San Francesco d'Assisi,secondary,,True,65.416,"LINESTRING (16.6942687 39.2566703, 16.6943023 39.2567117, 16.6943572 39.2567179, 16.6944297 39.2567096, 16.694596 39.2566961, 16.6949928 39.2567389)",,
176161566,False,,residential,,True,12.884,"LINESTRING (16.6981122 39.2553021, 16.6982154 39.255386)",,
563865615,False,,residential,,False,2.4,"LINESTRING (16.6981122 39.2553021, 16.6980893 39.2552898)",,
176161566,False,,residential,,False,183.08499999999998,"LINESTRING (16.6981122 39.2553021, 16.6971158 39.2557618, 16.6970934 39.25651)",,
124365858,False,Via San Francesco d'Assisi,secondary,,False,13.849,"LINESTRING (16.6961299 39.256918, 16.6959693 39.2569111)",,
124365858,False,Via San Francesco d'Assisi,secondary,,True,21.598,"LINESTRING (16.6961299 39.256918, 16.6963762 39.2568812)",,
865174082,False,,residential,,False,14.104,"LINESTRING (16.6961299 39.256918, 16.6960497 39.2568074)",,
175797548,False,,residential,,True,24.461,"LINESTRING (16.6955814 39.2541249, 16.6954648 39.2543255)",,
180232744,False,,residential,,True,14.903,"LINESTRING (16.6955814 39.2541249, 16.6957184 39.254043)",,
104895175,True,Via Roma,residential,,False,75.38900000000001,"LINESTRING (16.6955814 39.2541249, 16.6957638 39.2543142, 16.695914 39.2545052, 16.6960471 39.2545816, 16.6961593 39.2546046)",,
176161566,False,,residential,,False,12.884,"LINESTRING (16.6982154 39.255386, 16.6981122 39.2553021)",,
176161566,False,,residential,,True,146.828,"LINESTRING (16.6982154 39.255386, 16.6984839 39.255386, 16.6991396 39.2556379, 16.6997178 39.2556099, 16.6998251 39.2555595)",,
563865614,False,,residential,,True,89.92699999999999,"LINESTRING (16.6982154 39.255386, 16.6982612 39.2554375, 16.6983175 39.2555351, 16.6983899 39.2556473, 16.6985643 39.2558259, 16.6988111 39.256044)",,
176161566,False,,residential,,True,183.08499999999998,"LINESTRING (16.6970934 39.25651, 16.6971158 39.2557618, 16.6981122 39.2553021)",,
176161574,False,Via Italia,residential,,True,23.537,"LINESTRING (16.6970934 39.25651, 16.6969594 39.2564387, 16.6969122 39.2563611)",,
180232746,False,Via Italia,residential,,False,36.691,"LINESTRING (16.6970934 39.25651, 16.6971543 39.2566365, 16.6973367 39.2567709)",,
175822280,False,,residential,,False,39.682,"LINESTRING (16.69417 39.2545103, 16.6942403 39.2543972, 16.6943004 39.2543752, 16.6943262 39.2543225, 16.6942725 39.2542062)",,
176161541,False,Via Antonio Gramsci,secondary,,False,44.400999999999996,"LINESTRING (16.69417 39.2545103, 16.6944559 39.2545499, 16.694681 39.254544)",,
176161541,False,Via Antonio Gramsci,secondary,,True,189.40900000000002,"LINESTRING (16.69417 39.2545103, 16.6935801 39.2544448, 16.6930987 39.2543279, 16.6928613 39.2542064, 16.6927363 39.2540581, 16.6925724 39.2538934, 16.6924466 39.2538101, 16.6923196 39.2537454)",,
104895144,False,,residential,,False,14.123,"LINESTRING (16.69427 39.2563411, 16.6941355 39.2564138)",,
104895144,False,,residential,,True,35.503,"LINESTRING (16.69427 39.2563411, 16.6939444 39.2561452)",,
104895184,False,,residential,,False,9.885,"LINESTRING (16.69427 39.2563411, 16.6943722 39.2563816)",,
104895175,True,Via Roma,residential,,False,121.96600000000001,"LINESTRING (16.6944189 39.2538317, 16.6945625 39.2537019, 16.6946051 39.253695, 16.6946488 39.2536892, 16.6946861 39.2536882, 16.694945 39.2537785, 16.6952616 39.2538981, 16.6953531 39.2539514, 16.6955814 39.2541249)",,
176161563,True,Via Galileo Galilei,residential,,False,105.789,"LINESTRING (16.6944189 39.2538317, 16.6945028 39.2538574, 16.6946882 39.253935, 16.6948966 39.2540273, 16.6951586 39.2541463, 16.6954648 39.2543255)",,
104895144,False,,residential,,False,123.863,"LINESTRING (16.6928278 39.2555885, 16.693006 39.2555387, 16.6930893 39.2555403, 16.693154 39.2555573, 16.6938025 39.2560623, 16.6939444 39.2561452)",,
104895144,False,,residential,,True,23.384999999999998,"LINESTRING (16.6928278 39.2555885, 16.6926683 39.2556374, 16.6925963 39.2556912)",,
180232777,False,,residential,,True,137.065,"LINESTRING (16.6928278 39.2555885, 16.6928939 39.2556391, 16.6932908 39.2559465, 16.6935644 39.2561376, 16.6936824 39.2562082, 16.693779 39.2562581, 16.6939077 39.2562954, 16.6939882 39.2563494, 16.6939989 39.2563951)",,
104895182,False,,residential,,True,14.729,"LINESTRING (16.6946235 39.2563112, 16.6944743 39.2562464)",,
124365857,False,Via Roma,secondary,,False,5.188,"LINESTRING (16.6946235 39.2563112, 16.6946657 39.2562779)",,
124365857,False,Via Roma,secondary,,True,32.097,"LINESTRING (16.6946235 39.2563112, 16.6945683 39.2563549, 16.6943835 39.2565318)",,
176161569,False,,residential,,True,26.212,"LINESTRING (16.694681 39.254544, 16.6944293 39.2546766)",,
104895175,True,Via Roma,residential,,False,66.056,"LINESTRING (16.694681 39.254544, 16.6944894 39.2541291, 16.6944443 39.2539797)",,
176161541,False,Via Antonio Gramsci,secondary,,True,44.400999999999996,"LINESTRING (16.694681 39.254544, 16.6944559 39.2545499, 16.69417 39.2545103)",,
"[176161545, 124365857]",False,Via Roma,secondary,,"[False, True]",93.04400000000001,"LINESTRING (16.694681 39.254544, 16.6946969 39.2545615, 16.6950589 39.2549396, 16.6952835 39.2552372)",,
104895182,False,,residential,,False,86.961,"LINESTRING (16.6934585 39.2554585, 16.6939741 39.2559363, 16.694126 39.2560439)",,
"[104895182, 864831031]",False,,residential,,"[False, True]",118.476,"LINESTRING (16.6934585 39.2554585, 16.6933042 39.2554347, 16.6930291 39.2553527, 16.6928783 39.2552968, 16.6927001 39.2552636, 16.6925102 39.255247, 16.6923049 39.2552303, 16.6922199 39.255219, 16.6921375 39.2551917)",,
176161560,False,,residential,,False,34.798,"LINESTRING (16.6934585 39.2554585, 16.6933449 39.2553177, 16.693192 39.2552307)",,
104895184,False,,residential,,True,9.885,"LINESTRING (16.6943722 39.2563816, 16.69427 39.2563411)",,
180232747,False,,tertiary,,False,6.623,"LINESTRING (16.6923906 39.2558969, 16.6924572 39.2559267)",,
104895144,False,,residential,,False,28.967,"LINESTRING (16.6923906 39.2558969, 16.6924793 39.255819, 16.6925963 39.2556912)",,
176161569,False,,residential,,False,21.046,"LINESTRING (16.6940222 39.2549132, 16.6942177 39.2547996)",,
176161558,True,Via Nicolò Machiavelli,residential,,False,75.39,"LINESTRING (16.6940222 39.2549132, 16.6943081 39.2551489, 16.6945063 39.2552866, 16.6946367 39.2553954)",,
864831028,False,,residential,,False,84.091,"LINESTRING (16.6940222 39.2549132, 16.6938743 39.2548606, 16.6931007 39.2546648)",,
104953534,False,Via Panoramica,secondary,,False,15.234,"LINESTRING (16.6982395 39.2577772, 16.6982397 39.2576402)",,
106278172,False,Via Montenero,residential,30,True,7.26,"LINESTRING (16.6982395 39.2577772, 16.6981743 39.2578186)",yes,
176161553,False,Via San Francesco d'Assisi,tertiary,,True,20.97,"LINESTRING (16.6973367 39.2567709, 16.6975508 39.2568608)",,
124365858,False,Via San Francesco d'Assisi,secondary,,False,26.29,"LINESTRING (16.6973367 39.2567709, 16.6971725 39.2567692, 16.6970314 39.2567713)",,
180232746,False,Via Italia,residential,,True,36.691,"LINESTRING (16.6973367 39.2567709, 16.6971543 39.2566365, 16.6970934 39.25651)",,
106278172,False,Via Montenero,residential,30,False,10.895,"LINESTRING (16.6976525 39.2580686, 16.6977384 39.2580271, 16.6977637 39.2580271)",yes,
