osmid,oneway,highway,reversed,length,lanes,ref,name,bridge,maxspeed,geometry,junction
64089683,False,residential,True,108.825,,,Via Libero Bovio,,,"LINESTRING (14.2797845 40.8997603, 14.2793451 40.8994212, 14.2792587 40.8993255, 14.279088 40.8989594)",
64089683,False,residential,False,182.422,,,Via Libero Bovio,,,"LINESTRING (14.2784501 40.8973958, 14.2789163 40.8983444, 14.2790685 40.8989024, 14.279088 40.8989594)",
64089683,False,residential,True,70.77499999999999,,,Via Libero Bovio,,,"LINESTRING (14.2784501 40.8973958, 14.2782822 40.8974873, 14.2780276 40.8975875, 14.2778548 40.897722, 14.2777551 40.8977162)",
292755534,True,tertiary_link,False,48.321,,,,,,"LINESTRING (14.2784501 40.8973958, 14.2782902 40.8974094, 14.2781545 40.8974419, 14.2779042 40.8975217)",
64089683,False,residential,False,108.82499999999999,,,Via Libero Bovio,,,"LINESTRING (14.279088 40.8989594, 14.2792587 40.8993255, 14.2793451 40.8994212, 14.2797845 40.8997603)",
64089683,False,residential,True,182.422,,,Via Libero Bovio,,,"LINESTRING (14.279088 40.8989594, 14.2790685 40.8989024, 14.2789163 40.8983444, 14.2784501 40.8973958)",
64089684,False,residential,True,258.74699999999996,,,Via Salvatore Di Giacomo,,,"LINESTRING (14.279088 40.8989594, 14.2786362 40.8994514, 14.2777058 40.9010299)",
64089683,False,residential,True,5.338,,,Via Libero Bovio,,,"LINESTRING (14.2798292 40.8997944, 14.2797845 40.8997603)",
64089686,False,residential,False,107.028,,,Via Gaetano Salvemini,,,"LINESTRING (14.2798292 40.8997944, 14.2792573 40.9006544)",
64089683,False,residential,False,63.766999999999996,,,Via Libero Bovio,,,"LINESTRING (14.2798292 40.8997944, 14.2800723 40.9000136, 14.2801748 40.9002904)",
84036495,False,residential,True,152.029,,,Via Leonardo da Vinci,,,"LINESTRING (14.2742868 40.8958414, 14.2745119 40.897198)",
106902495,False,residential,False,166.964,,,Via Galileo Ferraris,,,"LINESTRING (14.2742868 40.8958414, 14.2733429 40.8971626)",
162073458,True,trunk,False,79.598,2,,,,,"LINESTRING (14.2735649 40.8972028, 14.2745119 40.897198)",
84036495,False,residential,False,152.029,,,Via Leonardo da Vinci,,,"LINESTRING (14.2745119 40.897198, 14.2742868 40.8958414)",
162073458,True,trunk,False,42.405,2,,,,,"LINESTRING (14.2745119 40.897198, 14.2750164 40.8972016)",
370087352,False,residential,True,16.979,,,Corso Italia,,,"LINESTRING (14.2709823 40.8971552, 14.271102 40.8972782)",
64045277,False,residential,False,88.519,,,Via Giambattista Vico,,,"LINESTRING (14.2727192 40.9034461, 14.2737601 40.9035677)",
64045277,False,residential,True,82.118,,,Via Giambattista Vico,,,"LINESTRING (14.2727192 40.9034461, 14.27175 40.9033524)",
64045282,False,residential,False,73.363,,,Via della Madonnina,,,"LINESTRING (14.2727192 40.9034461, 14.2728578 40.9027947)",
64045294,False,residential,False,54.6,,,Via Aniello Falcone,,,"LINESTRING (14.2744965 40.8985106, 14.2751303 40.8986183)",
64045294,False,residential,True,64.784,,,Via Aniello Falcone,,,"LINESTRING (14.2744965 40.8985106, 14.2737471 40.8983743)",
64045296,False,residential,False,131.185,,,Via Giacinto Gigante,,,"LINESTRING (14.2744965 40.8985106, 14.2741295 40.8996573)",
64045296,False,residential,True,69.635,,,Via Giacinto Gigante,,,"LINESTRING (14.2744965 40.8985106, 14.274677 40.8978994)",
106901334,True,trunk_link,False,76.701,,,,,,"LINESTRING (14.2807414 40.8966342, 14.28094 40.8963874, 14.2810621 40.8961838, 14.281122 40.8960123)",
"[30031306, 313711270]",True,trunk,False,116.68400000000001,2,SP1,SP1 Circumvallazione Esterna di Napoli,,,"LINESTRING (14.2807414 40.8966342, 14.2810544 40.8964697, 14.2814279 40.8962651, 14.2818698 40.896023)",
162073464,True,tertiary,False,40.22200000000001,,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2775416 40.8970635, 14.2776254 40.8970074, 14.2777365 40.89691, 14.2778231 40.8967767)",
511820026,True,tertiary,False,41.985,,,,,,"LINESTRING (14.2775416 40.8970635, 14.2776153 40.8970323, 14.2777502 40.8970091, 14.2778865 40.8970267, 14.2780036 40.8970825)",roundabout
106901335,False,trunk_link,True,51.56099999999999,,,,,,"LINESTRING (14.2813433 40.8955846, 14.2812657 40.8956819, 14.2811615 40.8958579, 14.281122 40.8960123)",
252255977,True,trunk_link,False,62.410000000000004,,,,,,"LINESTRING (14.2813433 40.8955846, 14.2813861 40.8954963, 14.2814196 40.8954034, 14.2814435 40.8953105, 14.2814595 40.8952007, 14.281439 40.8950356)",
252255978,True,trunk_link,False,47.788000000000004,,,,,,"LINESTRING (14.2823788 40.8954074, 14.2822901 40.8954651, 14.282244 40.8955148, 14.2821985 40.8955731, 14.2821719 40.8956306, 14.2821637 40.8957, 14.2821748 40.8957819)",
64089683,False,residential,False,70.775,,,Via Libero Bovio,,,"LINESTRING (14.2777551 40.8977162, 14.2778548 40.897722, 14.2780276 40.8975875, 14.2782822 40.8974873, 14.2784501 40.8973958)",
162073473,True,tertiary,False,16.289,,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2777551 40.8977162, 14.2777333 40.8977531, 14.2776829 40.8978521)",
162073473,True,tertiary,False,25.022,,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2779042 40.8975217, 14.2778163 40.8976261, 14.2777551 40.8977162)",
511820036,True,tertiary,False,34.882,,,,,,"LINESTRING (14.2779042 40.8975217, 14.2777693 40.8975449, 14.2776329 40.8975272, 14.2775159 40.8974715)",roundabout
30031378,False,trunk_link,True,15.969,,,,,,"LINESTRING (14.2820656 40.8964905, 14.2821357 40.896467, 14.282234 40.8964244)",
106901272,True,trunk_link,False,101.408,,,,,,"LINESTRING (14.2820656 40.8964905, 14.2820096 40.8965136, 14.281936 40.8965278, 14.2813896 40.8965726, 14.2811592 40.8966103, 14.2808897 40.8966715)",
162073470,True,trunk_link,False,374.124,,,,,,"LINESTRING (14.2775159 40.8974715, 14.2773788 40.8974143, 14.2772482 40.8973913, 14.2771064 40.8973778, 14.2735206 40.8973814, 14.273095 40.8973265)",
511820033,True,tertiary,False,51.13099999999999,,,,,,"LINESTRING (14.2775159 40.8974715, 14.277436 40.8973862, 14.2774053 40.8972842, 14.2774287 40.8971811, 14.2775024 40.8970927, 14.2775416 40.8970635)",roundabout
106901335,False,trunk_link,False,51.56099999999999,,,,,,"LINESTRING (14.281122 40.8960123, 14.2811615 40.8958579, 14.2812657 40.8956819, 14.2813433 40.8955846)",
253394052,True,trunk_link,False,77.344,,,,,,"LINESTRING (14.281122 40.8960123, 14.2811918 40.8961235, 14.2812691 40.8961631, 14.2813913 40.8961952, 14.2815159 40.8961707, 14.281673 40.8960896, 14.2818698 40.896023)",
106902495,False,residential,True,166.964,,,Via Galileo Ferraris,,,"LINESTRING (14.2733429 40.8971626, 14.2742868 40.8958414)",
106902503,True,residential,False,19.187,,,,,,"LINESTRING (14.2733429 40.8971626, 14.2735649 40.8972028)",
370087352,False,residential,False,16.979,,,Corso Italia,,,"LINESTRING (14.271102 40.8972782, 14.2709823 40.8971552)",
106902503,True,residential,False,195.378,,,,,,"LINESTRING (14.271102 40.8972782, 14.2712482 40.8973397, 14.2713625 40.8973783, 14.2714259 40.8973845, 14.2715198 40.8973845, 14.2715974 40.8973629, 14.2717486 40.8973135, 14.271851 40.8972813, 14.2719549 40.8972487, 14.2721632 40.8972054, 14.2724206 40.897173, 14.2727065 40.8971514, 14.2730208 40.8971405, 14.27327 40.8971494, 14.2733429 40.8971626)",
106902498,True,residential,False,60.176,,,,,,"LINESTRING (14.272023 40.8974164, 14.2718935 40.8974998, 14.2717992 40.8975516, 14.2716994 40.8976419, 14.2716586 40.8977052, 14.27163 40.8977654, 14.2715816 40.8978279)",
30031310,False,residential,True,34.067,,,Corso Italia,,,"LINESTRING (14.2715816 40.8978279, 14.2718281 40.8980711)",
64089686,False,residential,True,107.028,,,Via Gaetano Salvemini,,,"LINESTRING (14.2792573 40.9006544, 14.2798292 40.8997944)",
64045282,False,residential,True,73.363,,,Via della Madonnina,,,"LINESTRING (14.2728578 40.9027947, 14.2727192 40.9034461)",
108959400,False,residential,False,12.558,,,,,,"LINESTRING (14.2728578 40.9027947, 14.2728824 40.9026833)",
64045282,False,residential,False,51.407,,,Via della Madonnina,,,"LINESTRING (14.2728578 40.9027947, 14.2729763 40.9027979, 14.2730351 40.902787, 14.2730615 40.9027547, 14.2730928 40.9026318, 14.2731398 40.9024719)",
64045281,False,residential,False,37.141999999999996,,,Via Pietro Colletta,,,"LINESTRING (14.2731398 40.9024719, 14.2730266 40.902476, 14.2729837 40.9024871, 14.2729501 40.902513, 14.2728824 40.9026833)",
64045282,False,residential,False,94.522,,,Via della Madonnina,,,"LINESTRING (14.2731398 40.9024719, 14.2731879 40.9023567, 14.2732023 40.9022428, 14.2731768 40.9019985, 14.2731781 40.9016833, 14.2731964 40.9016305)",
64045282,False,residential,True,51.407000000000004,,,Via della Madonnina,,,"LINESTRING (14.2731398 40.9024719, 14.2730928 40.9026318, 14.2730615 40.9027547, 14.2730351 40.902787, 14.2729763 40.9027979, 14.2728578 40.9027947)",
64046345,False,residential,False,11.293,,,Via Campanariello,,,"LINESTRING (14.2796222 40.9014381, 14.2795254 40.9014364, 14.2794884 40.9014412)",
64046345,False,residential,True,96.254,,,Via Campanariello,,,"LINESTRING (14.2796222 40.9014381, 14.2806303 40.9013025, 14.2807216 40.9013629)",
64089670,False,residential,False,141.745,,,Via Luisa Sanfelice,,,"LINESTRING (14.2796222 40.9014381, 14.2795391 40.9012026, 14.2801748 40.9002904)",
64089685,False,residential,True,93.301,,,Via Ferdinando Russo,,,"LINESTRING (14.2789779 40.9004984, 14.2784682 40.9012438)",
47375889,False,tertiary,False,52.959,2,SP78,Corso Europa,,,"LINESTRING (14.2744613 40.9011808, 14.2738985 40.9009666)",
47375889,False,tertiary,True,71.36,2,SP78,Corso Europa,,,"LINESTRING (14.2744613 40.9011808, 14.2752229 40.9014645)",
136353705,True,residential,False,81.951,,,Via Concezione,,,"LINESTRING (14.274609 40.9004523, 14.2744613 40.9011808)",
64045290,False,residential,False,64.219,,,Via San Gennaro,,,"LINESTRING (14.274609 40.9004523, 14.2744969 40.9004332, 14.2744026 40.9004101, 14.2738791 40.9002825)",
64045290,False,residential,True,52.486,,,Via San Gennaro,,,"LINESTRING (14.274609 40.9004523, 14.27473 40.9004373, 14.2752316 40.9004495)",
64045290,False,residential,False,52.486,,,Via San Gennaro,,,"LINESTRING (14.2752316 40.9004495, 14.27473 40.9004373, 14.274609 40.9004523)",
136355537,False,living_street,False,53.034,,,Via Salvatore Di Giacomo,,,"LINESTRING (14.2815925 40.9030019, 14.281876 40.9025758)",
136355537,False,living_street,True,53.034,,,Via Salvatore Di Giacomo,,,"LINESTRING (14.281876 40.9025758, 14.2815925 40.9030019)",
136356749,False,residential,False,18.837,,,Via Agostino De Pretis,,,"LINESTRING (14.2799416 40.9020193, 14.2801508 40.9019585)",
136356749,False,residential,False,45.811,,,Via Agostino De Pretis,,,"LINESTRING (14.2801508 40.9019585, 14.2806617 40.9018149)",
136356749,False,residential,True,18.837,,,Via Agostino De Pretis,,,"LINESTRING (14.2801508 40.9019585, 14.2799416 40.9020193)",
64073688,False,residential,True,86.386,,,Via Carlo Pisacane,,,"LINESTRING (14.2801508 40.9019585, 14.2803439 40.9023832, 14.280764 40.9023017)",
35731784,False,tertiary,False,19.52,,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2778925 40.8963415, 14.277866 40.8965159)",
35731784,False,tertiary,True,22.721,,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2778925 40.8963415, 14.2779233 40.8961385)",
35731847,False,residential,True,46.604,,,Viale delle Industrie,,,"LINESTRING (14.2775468 40.8961732, 14.277866 40.8965159)",
167745225,True,residential,False,7.902,,,,,,"LINESTRING (14.2775468 40.8961732, 14.2776265 40.8962109)",
35731847,False,residential,False,139.90099999999998,,,Viale delle Industrie,,,"LINESTRING (14.2775468 40.8961732, 14.2768186 40.8953919, 14.2766637 40.8952655, 14.2766031 40.8952527, 14.2765011 40.8952232)",
35731784,False,tertiary,False,22.721,,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2779233 40.8961385, 14.2778925 40.8963415)",
167745225,True,residential,False,26.66,,,,,,"LINESTRING (14.2776265 40.8962109, 14.2778925 40.8963415)",
167745226,True,residential,False,27.070999999999998,,,,,,"LINESTRING (14.2776265 40.8962109, 14.2777486 40.8962068, 14.2778318 40.8961892, 14.2779233 40.8961385)",
235834549,True,residential,False,77.423,,,Via Achille Del Giudice,,,"LINESTRING (14.2816092 40.9017116, 14.2812189 40.9023423)",
47375892,True,residential,False,84.07799999999999,,,Via Giosuè Carducci,,,"LINESTRING (14.2816092 40.9017116, 14.2815744 40.9016997, 14.2807216 40.9013629)",
136355547,False,residential,True,31.372,,,Via Achille Del Giudice,,,"LINESTRING (14.2816092 40.9017116, 14.2817052 40.9015463, 14.2818232 40.9014976)",
313711873,True,trunk,False,105.391,2,SP1,SP1 Circumvallazione Esterna di Napoli,,,"LINESTRING (14.2819019 40.8961121, 14.2808897 40.8966715)",
369404109,True,trunk_link,False,76.077,1,,,,40,"LINESTRING (14.2819019 40.8961121, 14.2817656 40.8962472, 14.2817228 40.8962777, 14.2816922 40.8963147, 14.2816769 40.896367, 14.281681 40.8964048, 14.2817067 40.8964459, 14.2817656 40.8964836, 14.281839 40.8965005, 14.2818813 40.8965025, 14.2819401 40.8965041, 14.2820096 40.8964914, 14.2820656 40.8964905)",
136355547,False,residential,True,7.521,,,Via Achille Del Giudice,,,"LINESTRING (14.2818232 40.9014976, 14.2818724 40.9014411)",
136355547,False,residential,False,31.372,,,Via Achille Del Giudice,,,"LINESTRING (14.2818232 40.9014976, 14.2817052 40.9015463, 14.2816092 40.9017116)",
872034901,False,tertiary,False,142.466,2,,Via Antonio Locatelli,,,"LINESTRING (14.2809865 40.9034876, 14.2794433 40.9029574)",
47375897,False,residential,False,78.707,,,Via E.A. Mario,,,"LINESTRING (14.2809865 40.9034876, 14.2809965 40.9033374, 14.2809437 40.9027814)",
47375829,True,residential,False,55.87,,,Prima Traversa Achille Del Giudice,,,"LINESTRING (14.2812275 40.9012746, 14.2818232 40.9014976)",
64089672,False,residential,True,70.782,,,Via Cavour,,,"LINESTRING (14.2812275 40.9012746, 14.2816019 40.9007044)",
47398566,True,residential,False,63.02,,,Via Antonio De Martino,,,"LINESTRING (14.2818724 40.9014411, 14.2825348 40.9017067)",
136355547,False,residential,False,7.521,,,Via Achille Del Giudice,,,"LINESTRING (14.2818724 40.9014411, 14.2818232 40.9014976)",
136355547,False,residential,True,75.059,,,Via Achille Del Giudice,,,"LINESTRING (14.2818724 40.9014411, 14.2823673 40.9008792)",
136355547,False,residential,False,75.059,,,Via Achille Del Giudice,,,"LINESTRING (14.2823673 40.9008792, 14.2818724 40.9014411)",
47375829,True,residential,False,40.78,,,Prima Traversa Achille Del Giudice,,,"LINESTRING (14.2807471 40.9012231, 14.2812275 40.9012746)",
64089683,False,residential,False,15.692,,,Via Libero Bovio,,,"LINESTRING (14.2807471 40.9012231, 14.2807216 40.9013629)",
64089683,False,residential,True,114.853,,,Via Libero Bovio,,,"LINESTRING (14.2807471 40.9012231, 14.2806259 40.9010871, 14.2804327 40.9008172, 14.2802714 40.9004612, 14.2801748 40.9002904)",
64089683,False,residential,True,15.692,,,Via Libero Bovio,,,"LINESTRING (14.2807216 40.9013629, 14.2807471 40.9012231)",
47375897,False,residential,True,50.540000000000006,,,Via E.A. Mario,,,"LINESTRING (14.2807216 40.9013629, 14.2806657 40.9017241, 14.2806617 40.9018149)",
64046345,False,residential,False,96.254,,,Via Campanariello,,,"LINESTRING (14.2807216 40.9013629, 14.2806303 40.9013025, 14.2796222 40.9014381)",
136356749,False,residential,True,45.811,,,Via Agostino De Pretis,,,"LINESTRING (14.2806617 40.9018149, 14.2801508 40.9019585)",
47375897,False,residential,False,50.540000000000006,,,Via E.A. Mario,,,"LINESTRING (14.2806617 40.9018149, 14.2806657 40.9017241, 14.2807216 40.9013629)",
47375897,False,residential,True,38.56,,,Via E.A. Mario,,,"LINESTRING (14.2806617 40.9018149, 14.2806856 40.9020366, 14.2807193 40.9021583)",
47375881,True,residential,False,46.708,,,Via John Kennedy,,,"LINESTRING (14.2807193 40.9021583, 14.2812189 40.9023423)",
47375897,False,residential,True,16.382,,,Via E.A. Mario,,,"LINESTRING (14.2807193 40.9021583, 14.280764 40.9023017)",
47375897,False,residential,False,38.56,,,Via E.A. Mario,,,"LINESTRING (14.2807193 40.9021583, 14.2806856 40.9020366, 14.2806617 40.9018149)",
47375897,False,residential,False,16.382,,,Via E.A. Mario,,,"LINESTRING (14.280764 40.9023017, 14.2807193 40.9021583)",
47375897,False,residential,True,55.437,,,Via E.A. Mario,,,"LINESTRING (14.280764 40.9023017, 14.2809437 40.9027814)",
64073688,False,residential,False,86.386,,,Via Carlo Pisacane,,,"LINESTRING (14.280764 40.9023017, 14.2803439 40.9023832, 14.2801508 40.9019585)",
47375897,False,residential,False,55.437,,,Via E.A. Mario,,,"LINESTRING (14.2809437 40.9027814, 14.280764 40.9023017)",
47375897,False,residential,True,78.707,,,Via E.A. Mario,,,"LINESTRING (14.2809437 40.9027814, 14.2809965 40.9033374, 14.2809865 40.9034876)",
30031355,False,secondary,False,31.914,,,,,,"LINESTRING (14.2823965 40.8960149, 14.2821748 40.8957819)",
30031355,False,secondary,False,27.843,,,,,,"LINESTRING (14.2821748 40.8957819, 14.2819794 40.8955797)",
30031355,False,secondary,True,31.914,,,,,,"LINESTRING (14.2821748 40.8957819, 14.2823965 40.8960149)",
30031355,False,secondary,False,25.523,,,,,,"LINESTRING (14.2819794 40.8955797, 14.2818002 40.8953944)",
30031355,False,secondary,True,27.843,,,,,,"LINESTRING (14.2819794 40.8955797, 14.2821748 40.8957819)",
106901305,True,trunk_link,False,58.004999999999995,,,,,,"LINESTRING (14.2819794 40.8955797, 14.2818313 40.8955143, 14.2817116 40.8954926, 14.2816047 40.8954999, 14.281493 40.8955216, 14.2814212 40.8955421, 14.2813433 40.8955846)",
30031355,False,secondary,False,50.135,,,,,,"LINESTRING (14.2818002 40.8953944, 14.281439 40.8950356)",
30031355,False,secondary,True,25.523,,,,,,"LINESTRING (14.2818002 40.8953944, 14.2819794 40.8955797)",
106901317,True,trunk_link,False,49.36500000000001,,,,,,"LINESTRING (14.2818002 40.8953944, 14.2819135 40.8954196, 14.2819874 40.8954316, 14.2820464 40.8954344, 14.2821397 40.8954299, 14.2822114 40.8954212, 14.2823788 40.8954074)",
872034901,False,tertiary,True,189.929,2,,Via Antonio Locatelli,,,"LINESTRING (14.2774024 40.9022239, 14.2794433 40.9029574)",
865130933,True,tertiary,False,38.192,1,,Corso Europa,,,"LINESTRING (14.2774024 40.9022239, 14.2772211 40.9022449, 14.27713 40.9022704, 14.2770962 40.9022877, 14.2770624 40.9023049, 14.2770065 40.9023604)",
872034901,False,tertiary,False,33.085,2,,Via Antonio Locatelli,,,"LINESTRING (14.2774024 40.9022239, 14.2771863 40.9021462, 14.2770469 40.9020961)",
67070019,False,tertiary,False,29.585,2,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2770065 40.9023604, 14.2770233 40.9022503, 14.2770469 40.9020961)",
67070019,False,tertiary,True,139.925,2,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2770065 40.9023604, 14.2769708 40.9025944, 14.2768194 40.9036108)",
64045284,False,residential,False,54.035000000000004,,,Via Giovanni Esposito,,,"LINESTRING (14.2740951 40.9020499, 14.2741821 40.9021199, 14.2743409 40.9022651, 14.2745064 40.9024231)",
64045284,False,residential,True,70.894,,,Via Giovanni Esposito,,,"LINESTRING (14.2740951 40.9020499, 14.2739721 40.9019509, 14.2738004 40.9018334, 14.2734234 40.9016736)",
1111069402,False,residential,False,46.288,,,Via F. De Sanctis,,,"LINESTRING (14.2740951 40.9020499, 14.2739783 40.9022287, 14.2738882 40.9024346)",
1111069402,False,residential,True,46.288,,,Via F. De Sanctis,,,"LINESTRING (14.2738882 40.9024346, 14.2739783 40.9022287, 14.2740951 40.9020499)",
