osmid,oneway,name,highway,reversed,length,ref,geometry,maxspeed,junction,access
629996227,True,Via Giacomo Matteotti,residential,False,9.217,,"LINESTRING (10.3815834 44.6411941, 10.3816112 44.6411136)",,,
268315595,False,Via Giacomo Matteotti,residential,True,29.302,SP513R,"LINESTRING (10.3815834 44.6411941, 10.3815335 44.6413642, 10.381508 44.6414521)",,,
82798759,False,Via Francesco Petrarca,residential,False,168.72899999999998,,"LINESTRING (10.3804107 44.6393647, 10.3800638 44.6394099, 10.3797917 44.639485, 10.3784044 44.639868)",50,,
629996223,True,Via San Martino,residential,False,139.458,,"LINESTRING (10.3804107 44.6393647, 10.380569 44.6395668, 10.380735 44.6398083, 10.3809553 44.6401287, 10.3809882 44.6401934, 10.3811452 44.6405023)",,,
86360109,False,Via Rimembranze,tertiary,False,105.107,SP45,"LINESTRING (10.3837727 44.6406599, 10.385086 44.6408024)",,,
36951005,False,Viale Giuseppe Verdi,secondary,True,251.374,SP513R,"LINESTRING (10.3837727 44.6406599, 10.38367 44.6417567, 10.3836041 44.6420567, 10.3835918 44.6420882, 10.3835292 44.6422487, 10.3834658 44.6424111, 10.3832815 44.6428832)",,,
"[762886482, 551410651]",False,Via della Libertà,residential,True,91.86800000000001,,"LINESTRING (10.3837727 44.6406599, 10.3831713 44.6405803, 10.3830464 44.6405498, 10.3830102 44.6405409, 10.3828916 44.6404896, 10.3828098 44.6404277, 10.3827313 44.6403623)",,,
757925848,False,Viale Giuseppe Verdi,secondary,False,172.896,SP513R,"LINESTRING (10.3837727 44.6406599, 10.3837783 44.6402825, 10.3837925 44.6393152, 10.3837933 44.6392596, 10.3837956 44.6391051)",,,
757925848,False,Viale Giuseppe Verdi,secondary,True,82.356,SP513R,"LINESTRING (10.3838065 44.6383645, 10.3837956 44.6391051)",,,
38485153,False,Via fratelli Cantini,secondary,False,120.461,SP513R,"LINESTRING (10.3838065 44.6383645, 10.3850713 44.6378052, 10.3850984 44.6377914)",,,
82798682,False,Via fratelli Cantini,residential,True,172.45899999999997,,"LINESTRING (10.3838065 44.6383645, 10.383669 44.6384275, 10.3832042 44.6386405, 10.3826968 44.6388731, 10.382466 44.6389789, 10.3820747 44.6391582, 10.381974 44.6392043)",,,
142839040,False,Viale Arturo Toscanini,secondary,True,117.441,SP17,"LINESTRING (10.3838065 44.6383645, 10.3837529 44.6383202, 10.3835521 44.6381539, 10.3835457 44.6381486, 10.3828389 44.6375636)",,,
132004099,True,Piazza Fanfulla,residential,False,61.6,,"LINESTRING (10.3815838 44.6373785, 10.381818 44.6378128, 10.3818601 44.6378964)",,,
309199450,False,Largo Fanfulla,residential,False,67.763,,"LINESTRING (10.3815838 44.6373785, 10.3814534 44.6370869, 10.3813258 44.6367974)",,,
48018070,True,,secondary,False,24.476,,"LINESTRING (10.386918 44.6433609, 10.3869683 44.6434027, 10.3870009 44.6434526, 10.3870135 44.6435069, 10.3870052 44.6435616)",,roundabout,
206278389,True,,secondary,False,37.69799999999999,,"LINESTRING (10.386918 44.6433609, 10.3870367 44.6433577, 10.3871466 44.6433469, 10.3873783 44.6432865)",,,
48018070,True,,secondary,False,7.829,,"LINESTRING (10.3870052 44.6435616, 10.3869649 44.6436259)",,roundabout,
309199659,True,,secondary,False,43.242999999999995,,"LINESTRING (10.3873783 44.6432865, 10.3871912 44.6433848, 10.387103 44.6434413, 10.3870052 44.6435616)",,,
38485103,False,Via Quattro Novembre,secondary,False,69.594,SP17,"LINESTRING (10.3809841 44.6359679, 10.3808231 44.6353526)",,,
35670754,False,Viale Arturo Toscanini,secondary,False,101.702,SP17,"LINESTRING (10.3809841 44.6359679, 10.381293 44.636284, 10.3817531 44.6366648, 10.3817782 44.6366856)",,,
48018070,True,,secondary,False,19.776,,"LINESTRING (10.3864454 44.6435367, 10.3864477 44.6434775, 10.3864739 44.6434212, 10.3865219 44.6433727)",,roundabout,
48018070,True,,secondary,False,22.573,,"LINESTRING (10.3866056 44.6436955, 10.3865278 44.6436566, 10.3864724 44.6436016, 10.3864454 44.6435367)",,roundabout,
964208487,False,Via Roma,residential,True,19.447,,"LINESTRING (10.381508 44.6414521, 10.3814635 44.6416241)",,,
268315595,False,Via Giacomo Matteotti,residential,False,29.302,SP513R,"LINESTRING (10.381508 44.6414521, 10.3815335 44.6413642, 10.3815834 44.6411941)",,,
82798721,False,Via R. Pezzani,unclassified,True,75.716,,"LINESTRING (10.3835691 44.6363701, 10.382642 44.6365388)",,,
82798683,False,Via Cesare Pavese,unclassified,False,138.482,,"LINESTRING (10.3835691 44.6363701, 10.3825342 44.6355109, 10.382429 44.6354252)",,,
"[82798721, 952369948]",False,Via R. Pezzani,unclassified,False,196.428,,"LINESTRING (10.3835691 44.6363701, 10.384055 44.6362933, 10.3842483 44.6362627, 10.3843669 44.6362582, 10.3844063 44.6362566, 10.3849389 44.6373517)",,,
507810064,False,Via Giovanni Pascoli,residential,False,81.52000000000001,,"LINESTRING (10.3792617 44.6427732, 10.3792345 44.6426919, 10.3786202 44.6422114)",50,,
964208478,False,Via Pedemontana,residential,False,147.886,,"LINESTRING (10.3792617 44.6427732, 10.3793684 44.6426687, 10.3795457 44.6425371, 10.3798058 44.6423861, 10.3806953 44.6419308)",,,
964208478,False,Via Pedemontana,residential,True,71.388,,"LINESTRING (10.3792617 44.6427732, 10.3790203 44.6430043, 10.3788138 44.6432026, 10.3787233 44.6432884)",,,
440906672,False,Via del Popolo,unclassified,True,97.873,,"LINESTRING (10.3777687 44.6428499, 10.3786202 44.6422114)",,,
507810066,False,Via Caduti in Russia,residential,True,77.215,,"LINESTRING (10.3777687 44.6428499, 10.3774157 44.6422025)",,,
440906672,False,Via del Popolo,unclassified,False,162.784,,"LINESTRING (10.3777687 44.6428499, 10.3776707 44.6429227, 10.3774597 44.6430109, 10.3759711 44.6435513)",,,
629996224,False,Via Gabriele D'Annunzio,unclassified,False,29.243,,"LINESTRING (10.3811452 44.6405023, 10.381498 44.6404239)",,,
27350915,True,Via San Martino,residential,False,72.946,,"LINESTRING (10.3811452 44.6405023, 10.3813587 44.6409226, 10.3815078 44.6411028)",,,
82798764,False,Via Piave,unclassified,True,111.093,,"LINESTRING (10.3760751 44.6405298, 10.3773795 44.64016)",,,
206278349,False,,residential,False,20.869,,"LINESTRING (10.3760751 44.6405298, 10.376064 44.6405092, 10.3760108 44.6404101, 10.3759809 44.6403545)",,,
943571988,True,Via Ventiquattro Maggio,unclassified,False,20.344,,"LINESTRING (10.381568 44.6390124, 10.3817332 44.6391526)",,,
948481031,True,Via Ventiquattro Maggio,unclassified,False,13.642,,"LINESTRING (10.381568 44.6390124, 10.3816349 44.6390187, 10.3816858 44.6390076, 10.3817257 44.6389842)",,,
82798723,False,Via I. Cocconi,residential,True,41.59,,"LINESTRING (10.3767931 44.6392284, 10.3772485 44.6394152)",50,,
507810063,False,Via Carnerini,residential,True,32.111,,"LINESTRING (10.3767931 44.6392284, 10.3769598 44.6394917)",50,,
82798764,False,Via Piave,unclassified,False,111.093,,"LINESTRING (10.3773795 44.64016, 10.3760751 44.6405298)",,,
82798764,False,Via Piave,unclassified,True,31.544,,"LINESTRING (10.3773795 44.64016, 10.3777467 44.6400495)",,,
507810063,False,Via Carnerini,residential,False,81.393,,"LINESTRING (10.3773795 44.64016, 10.3769598 44.6394917)",50,,
507810064,False,Via Giovanni Pascoli,residential,True,70.595,,"LINESTRING (10.3773795 44.64016, 10.3777097 44.6407498)",50,,
82798723,False,Via I. Cocconi,residential,False,104.398,,"LINESTRING (10.3784044 44.639868, 10.3772485 44.6394152)",50,,
82798764,False,Via Piave,unclassified,False,55.813,,"LINESTRING (10.3784044 44.639868, 10.3777467 44.6400495)",,,
82798759,False,Via Francesco Petrarca,residential,True,168.72899999999998,,"LINESTRING (10.3784044 44.639868, 10.3797917 44.639485, 10.3800638 44.6394099, 10.3804107 44.6393647)",50,,
82798715,True,Via Gabriele D'Annunzio,unclassified,False,275.727,,"LINESTRING (10.3786202 44.6422114, 10.3811452 44.6405023)",,,
440906672,False,Via del Popolo,unclassified,False,97.873,,"LINESTRING (10.3786202 44.6422114, 10.3777687 44.6428499)",,,
507810064,False,Via Giovanni Pascoli,residential,False,144.898,,"LINESTRING (10.3786202 44.6422114, 10.3779039 44.6410121)",50,,
507810064,False,Via Giovanni Pascoli,residential,True,81.52000000000001,,"LINESTRING (10.3786202 44.6422114, 10.3792345 44.6426919, 10.3792617 44.6427732)",50,,
35670754,False,Viale Arturo Toscanini,secondary,True,6.216,SP17,"LINESTRING (10.3818294 44.636728, 10.3817782 44.6366856)",,,
142839040,False,Viale Arturo Toscanini,secondary,False,97.087,SP17,"LINESTRING (10.3818294 44.636728, 10.3826293 44.6373901)",,,
82798721,False,Via R. Pezzani,unclassified,False,67.672,,"LINESTRING (10.3818294 44.636728, 10.381923 44.6367106, 10.3819477 44.636706, 10.3820248 44.6366874, 10.3821131 44.6366662, 10.382642 44.6365388)",,,
36951004,False,Via Roma,residential,False,74.3,,"LINESTRING (10.3810177 44.6431953, 10.3810448 44.6430288, 10.3811832 44.642538)",,,
36951004,False,Via Roma,residential,True,51.612,,"LINESTRING (10.3810177 44.6431953, 10.3810096 44.6433107, 10.3810311 44.64357, 10.3810359 44.6436588)",,,
86356233,False,Via Bruno Buozzi,residential,True,24.374,,"LINESTRING (10.3769598 44.6394917, 10.3772485 44.6394152)",,,
507810063,False,Via Carnerini,residential,False,32.111,,"LINESTRING (10.3769598 44.6394917, 10.3767931 44.6392284)",50,,
507810063,False,Via Carnerini,residential,True,81.393,,"LINESTRING (10.3769598 44.6394917, 10.3773795 44.64016)",50,,
86356233,False,Via Bruno Buozzi,residential,False,144.615,,"LINESTRING (10.3769598 44.6394917, 10.3764926 44.6396175, 10.3763938 44.6396261, 10.3754818 44.6390402)",,,
507810064,False,Via Giovanni Pascoli,residential,False,32.966,,"LINESTRING (10.3779039 44.6410121, 10.3777097 44.6407498)",50,,
507810064,False,Via Giovanni Pascoli,residential,True,144.898,,"LINESTRING (10.3779039 44.6410121, 10.3786202 44.6422114)",50,,
86356245,False,Via Luigi Pirandello,residential,False,160.08499999999998,,"LINESTRING (10.3779039 44.6410121, 10.3769027 44.641327, 10.3772588 44.6419373)",,,
36951004,False,Via Roma,residential,False,51.611999999999995,,"LINESTRING (10.3810359 44.6436588, 10.3810311 44.64357, 10.3810096 44.6433107, 10.3810177 44.6431953)",,,
964208478,False,Via Pedemontana,residential,False,12.58,,"LINESTRING (10.3786296 44.6433798, 10.3787233 44.6432884)",,,
