osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref,junction,tunnel
395075860,2,Via Giacomo Medici,secondary,False,False,55.131,"LINESTRING (14.6390276 38.069072, 14.6388546 38.0690359, 14.6386261 38.0689881, 14.6384189 38.0689448)",,,,
1167162485,2,Via Giacomo Medici,secondary,False,False,33.456,"LINESTRING (14.6367508 38.0687161, 14.6363688 38.0687251)",,,,
1167162485,2,Via Giacomo Medici,secondary,False,True,24.961,"LINESTRING (14.6367508 38.0687161, 14.6370356 38.0687052)",,,,
181526257,,,residential,False,False,65.08099999999999,"LINESTRING (14.6367508 38.0687161, 14.636755 38.0685436, 14.6367881 38.06838, 14.6368391 38.0681362)",,,,
181525581,,Via Roma,residential,False,False,213.607,"LINESTRING (14.6348524 38.0687822, 14.6343788 38.069524, 14.6342693 38.0696828, 14.6340491 38.0700017, 14.6338684 38.0702609, 14.6337284 38.0704869)",,,,
857643589,,Via Giacomo Medici,secondary,True,False,25.402,"LINESTRING (14.6348524 38.0687822, 14.6346219 38.0687863, 14.6345623 38.0687873)",,,,
1167162485,2,Via Giacomo Medici,secondary,False,True,30.459,"LINESTRING (14.6348524 38.0687822, 14.635034 38.0687722, 14.6351999 38.0687715)",,,,
180739247,,Via Giacomo Medici,secondary,True,False,24.742,"LINESTRING (14.6339396 38.0696516, 14.6338036 38.0695934, 14.6336913 38.0695453)",,,,
181525589,,,residential,True,False,51.428,"LINESTRING (14.6339396 38.0696516, 14.6338872 38.0697124, 14.6337543 38.0698663, 14.6337115 38.0699232, 14.6335427 38.0698907)",,,,
181525575,,,residential,False,True,40.502,"LINESTRING (14.6382085 38.069477, 14.6383401 38.0691278)",,,,
1171257221,,,residential,False,False,49.4,"LINESTRING (14.6382085 38.069477, 14.637668 38.0693493)",,,,
181525575,,,residential,False,False,58.316,"LINESTRING (14.6382085 38.069477, 14.6381743 38.0695626, 14.6381376 38.0696623, 14.6380092 38.0699774)",,,,
180749322,,,residential,False,False,25.35,"LINESTRING (14.6370719 38.0701433, 14.6368105 38.0700452)",,,,
180749322,,,residential,False,True,75.757,"LINESTRING (14.6370719 38.0701433, 14.637855 38.0704333)",,,,
181525594,,,residential,False,False,32.341,"LINESTRING (14.6370719 38.0701433, 14.637016 38.0704308)",,,,
180749322,,,residential,False,False,75.757,"LINESTRING (14.637855 38.0704333, 14.6370719 38.0701433)",,,,
