osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel,junction
128292595,,,Via del Teatro,residential,False,False,101.571,"LINESTRING (12.1323025 44.1501855, 12.1322645 44.1501657, 12.1321809 44.1501222, 12.1319977 44.1500268, 12.1318211 44.1499349, 12.1319015 44.1498425, 12.1321751 44.1498579, 12.1322855 44.1496953)",,,
318204310,,,Via del Sasso,unclassified,False,True,115.38799999999999,"LINESTRING (12.1324624 44.1516409, 12.1323231 44.151584, 12.1321466 44.1515801, 12.1319081 44.1516429, 12.1317569 44.1516528, 12.1315468 44.1516616, 12.1313423 44.1516339, 12.1312484 44.1515997, 12.1310971 44.1515302)",,,
755879829,,,Via del Sasso,unclassified,False,False,65.701,"LINESTRING (12.1324624 44.1516409, 12.1326515 44.151581, 12.1328979 44.1515204, 12.1332278 44.1514238)",,,
902339925,2,,Via Badia,tertiary,False,True,16.024,"LINESTRING (12.1332278 44.1514238, 12.1333658 44.1513191)",,,
755879829,,,Via del Sasso,unclassified,False,True,65.70100000000001,"LINESTRING (12.1332278 44.1514238, 12.1328979 44.1515204, 12.1326515 44.151581, 12.1324624 44.1516409)",,,
858425480,,,,unclassified,True,False,6.599,"LINESTRING (12.1348954 44.1458045, 12.1349095 44.1457875, 12.1349298 44.1457741, 12.1349546 44.1457655)",,,roundabout
34397360,2,SP65,Via Cavour,secondary,False,True,26.925,"LINESTRING (12.1372998 44.1510701, 12.1374886 44.1512708)",,,
35333889,,,Via V Martiri,residential,True,False,122.401,"LINESTRING (12.1372998 44.1510701, 12.1385494 44.1504315)",,,
755961958,,SP65,Via Cavour,secondary,False,False,33.755,"LINESTRING (12.1372998 44.1510701, 12.1370592 44.1508204)",,,
"[35333892, 1106333614]",,,Via Luigi Ugolini,residential,False,"[False, True]",124.16000000000001,"LINESTRING (12.1372998 44.1510701, 12.1370782 44.1512187, 12.1370487 44.1512664, 12.1370957 44.1514105, 12.1371165 44.1515243, 12.1370924 44.1516125, 12.1370146 44.1516763, 12.1368399 44.1516964, 12.1366953 44.1516929, 12.1364826 44.1516001)",,,
26698245,,,Via Salvador Allende,unclassified,False,True,54.139,"LINESTRING (12.1385494 44.1504315, 12.138138 44.1500443)",,,
26698245,,,Via Salvador Allende,unclassified,False,False,124.846,"LINESTRING (12.1385494 44.1504315, 12.1390335 44.1509193, 12.1391259 44.1510386, 12.1391119 44.151187, 12.1389524 44.1513965)",,,
35333890,,,Via A. Alessandrini,residential,False,True,242.815,"LINESTRING (12.1385494 44.1504315, 12.1392199 44.1501113, 12.1392163 44.1500465, 12.1379706 44.1487913)",,,
35333890,,,Via A. Alessandrini,residential,False,False,242.815,"LINESTRING (12.1379706 44.1487913, 12.1392163 44.1500465, 12.1392199 44.1501113, 12.1385494 44.1504315)",,,
56158966,,,Via Salvador Allende,residential,False,True,21.022,"LINESTRING (12.1361627 44.1485314, 12.1362099 44.1483454)",,,
128292593,,,Via Fossato,residential,False,False,33.613,"LINESTRING (12.1326983 44.1497557, 12.1322855 44.1496953)",,,
846765560,,,Via Arrigo Mainardi,residential,True,False,50.078,"LINESTRING (12.1326983 44.1497557, 12.1324892 44.1499416, 12.1324501 44.1499967, 12.1323853 44.1500881, 12.1324051 44.150133)",,,
"[846765563, 107474469]",,,Via Aldruda Frangipane,residential,False,False,100.271,"LINESTRING (12.1326723 44.1483548, 12.1328355 44.1479324, 12.132871 44.147719, 12.1330173 44.1475167, 12.1330305 44.1474984)",,,
129752975,,,Via Aldruda Frangipane,residential,True,False,61.31699999999999,"LINESTRING (12.1326723 44.1483548, 12.1326387 44.1485325, 12.1326264 44.1485692, 12.1326041 44.148636, 12.1325589 44.1487746, 12.1325229 44.1488952)",,,
431859197,,,Piazza Ermete Novelli,residential,False,False,58.16199999999999,"LINESTRING (12.1318375 44.1492013, 12.1317508 44.1491391, 12.1317494 44.1490708, 12.1318326 44.1487089)",,,
"[846765561, 846765562]",,,Via Aldruda Frangipane,residential,True,False,47.608000000000004,"LINESTRING (12.1318375 44.1492013, 12.1318839 44.1492589, 12.1319473 44.149322, 12.1321336 44.1494444, 12.1321952 44.1494567, 12.1322731 44.1494662)",,,
318204310,,,Via del Sasso,unclassified,False,False,115.38799999999999,"LINESTRING (12.1310971 44.1515302, 12.1312484 44.1515997, 12.1313423 44.1516339, 12.1315468 44.1516616, 12.1317569 44.1516528, 12.1319081 44.1516429, 12.1321466 44.1515801, 12.1323231 44.151584, 12.1324624 44.1516409)",,,
262555678,,,,unclassified,True,False,18.981,"LINESTRING (12.1350022 44.1456191, 12.1350443 44.1457074, 12.1350534 44.1457845)",,,
"[846765563, 107474469]",,,Via Aldruda Frangipane,residential,False,True,100.271,"LINESTRING (12.1330305 44.1474984, 12.1330173 44.1475167, 12.132871 44.147719, 12.1328355 44.1479324, 12.1326723 44.1483548)",,,
128290787,,,,residential,False,False,44.954,"LINESTRING (12.1325229 44.1488952, 12.1327072 44.1490508, 12.1329341 44.1489345)",,,
"[846765562, 129752975]",,,Via Aldruda Frangipane,residential,True,False,67.454,"LINESTRING (12.1325229 44.1488952, 12.1323878 44.1490057, 12.1322692 44.1490587, 12.1320038 44.1490841, 12.1318375 44.1492013)",,,
128290787,,,,residential,False,True,44.954,"LINESTRING (12.1329341 44.1489345, 12.1327072 44.1490508, 12.1325229 44.1488952)",,,
"[128292603, 755879822, 128293847]",,,"['Via Santissima Trinità', 'Via G. Vandemini']",residential,False,True,394.13399999999996,"LINESTRING (12.1345024 44.1487409, 12.1345178 44.148531, 12.1345685 44.1483144, 12.1345194 44.148068, 12.1343906 44.1478557, 12.1343842 44.1477676, 12.1343823 44.1476872, 12.1343423 44.1474329, 12.134255 44.1470177, 12.1342885 44.1469818, 12.1343182 44.1469866, 12.1343473 44.1470674, 12.1343694 44.1471313, 12.1344038 44.1472451, 12.134466 44.1472783, 12.1345303 44.1472161, 12.1345944 44.1469822, 12.134656 44.1467972, 12.1347142 44.1466222, 12.1347516 44.1465497, 12.13475 44.1464052, 12.1346588 44.1459139)",,,
846765559,,,Via Giuseppe Mazzini,residential,True,False,64.13799999999999,"LINESTRING (12.1345024 44.1487409, 12.1343965 44.148849, 12.1342814 44.1489247, 12.1341877 44.1489875, 12.1338997 44.1491108)",,,
128292598,,,Via A. Costa,residential,False,True,211.542,"LINESTRING (12.1341977 44.1482453, 12.134003 44.1486008, 12.1338259 44.1487425, 12.1335541 44.1488852, 12.1328483 44.1491766, 12.1323594 44.1494232, 12.1322731 44.1494662)",,,
128292593,,,Via Fossato,residential,False,False,18.386,"LINESTRING (12.1322855 44.1496953, 12.1320624 44.1496539)",,,
128292593,,,Via Fossato,residential,False,True,33.613,"LINESTRING (12.1322855 44.1496953, 12.1326983 44.1497557)",,,
128292595,,,Via del Teatro,residential,False,True,101.57100000000001,"LINESTRING (12.1322855 44.1496953, 12.1321751 44.1498579, 12.1319015 44.1498425, 12.1318211 44.1499349, 12.1319977 44.1500268, 12.1321809 44.1501222, 12.1322645 44.1501657, 12.1323025 44.1501855)",,,
128292593,,,Via Fossato,residential,False,True,18.386,"LINESTRING (12.1320624 44.1496539, 12.1322855 44.1496953)",,,
128292598,,,Via A. Costa,residential,False,False,211.54200000000003,"LINESTRING (12.1322731 44.1494662, 12.1323594 44.1494232, 12.1328483 44.1491766, 12.1335541 44.1488852, 12.1338259 44.1487425, 12.134003 44.1486008, 12.1341977 44.1482453)",,,
846765561,,,Via Aldruda Frangipane,residential,True,False,43.019000000000005,"LINESTRING (12.1322731 44.1494662, 12.1325 44.1494824, 12.132797 44.1494158)",,,
"[180592624, 846765555, 846765556, 180592622]",,,"['Via Francesco Rossi', 'Via F. Rossi']",residential,True,False,118.84400000000001,"LINESTRING (12.133713 44.1496543, 12.1342828 44.1494606, 12.1343429 44.1494514, 12.1344781 44.1494145, 12.1345452 44.1493962, 12.1349292 44.1492162, 12.1350188 44.1491563)",,yes,
128293844,,,Via della Mura,residential,False,False,57.379999999999995,"LINESTRING (12.1346644 44.1490285, 12.134431 44.1492211, 12.1340949 44.1493204)",,,
182885084,,,Via delle Mura,residential,True,False,104.934,"LINESTRING (12.1346644 44.1490285, 12.1346137 44.1491264, 12.1344887 44.1492434, 12.133713 44.1496543)",,,
128293844,,,Via della Mura,residential,False,True,57.379999999999995,"LINESTRING (12.1340949 44.1493204, 12.134431 44.1492211, 12.1346644 44.1490285)",,,
"[128292604, 846765557]",,,Via Giuseppe Mazzini,residential,True,False,171.277,"LINESTRING (12.1349643 44.1472584, 12.1348808 44.1474794, 12.1348733 44.1476832, 12.1348655 44.1478962, 12.1348587 44.1479375, 12.1348192 44.1481599, 12.1347026 44.1484728, 12.1345806 44.1486548, 12.1345024 44.1487409)",,,
"[128293841, 182885084, 182885085]",,,Via delle Mura,residential,True,False,201.85799999999998,"LINESTRING (12.1349643 44.1472584, 12.13499 44.1473731, 12.1350169 44.1474821, 12.1350558 44.1475753, 12.1350631 44.1479351, 12.1350587 44.1479507, 12.1350014 44.1481812, 12.1349665 44.1482882, 12.1348916 44.1484716, 12.1347942 44.1486997, 12.1346644 44.1490285)",,yes,
129752979,,,Via G. Mazzini,residential,False,False,46.303000000000004,"LINESTRING (12.1349643 44.1472584, 12.1350134 44.1471636, 12.1351414 44.146862)",,,
"[128292603, 755879822, 128293847]",,,"['Via Santissima Trinità', 'Via G. Vandemini']",residential,False,False,394.13400000000007,"LINESTRING (12.1346588 44.1459139, 12.13475 44.1464052, 12.1347516 44.1465497, 12.1347142 44.1466222, 12.134656 44.1467972, 12.1345944 44.1469822, 12.1345303 44.1472161, 12.134466 44.1472783, 12.1344038 44.1472451, 12.1343694 44.1471313, 12.1343473 44.1470674, 12.1343182 44.1469866, 12.1342885 44.1469818, 12.134255 44.1470177, 12.1343423 44.1474329, 12.1343823 44.1476872, 12.1343842 44.1477676, 12.1343906 44.1478557, 12.1345194 44.148068, 12.1345685 44.1483144, 12.1345178 44.148531, 12.1345024 44.1487409)",,,
"[755879825, 755879826, 755879843, 846765564]",,,Via del Soccorso,residential,True,False,391.073,"LINESTRING (12.1346588 44.1459139, 12.1343789 44.1460259, 12.1339884 44.1461718, 12.1332341 44.146464, 12.1325776 44.1468536, 12.1324043 44.1469564, 12.1323015 44.1470575, 12.1322603 44.1470981, 12.1321961 44.1471832, 12.1321127 44.1474751, 12.1321372 44.1476513, 12.1325839 44.1479919, 12.1325878 44.1480114, 12.1326049 44.1480961, 12.1326723 44.1483548)",,,
159687873,,,Via G.Oberdan,residential,False,False,48.13000000000001,"LINESTRING (12.132797 44.1494158, 12.1329706 44.1493739, 12.133147 44.1493295, 12.1332616 44.1492957, 12.1333 44.1492993, 12.1333235 44.1493233, 12.133335 44.1493429)",,,
34397465,,SP65,Viale Carducci,secondary,False,True,213.995,"LINESTRING (12.1397055 44.1442829, 12.13856 44.14492, 12.1374324 44.1452773)",30,,
128292596,,,Via Arrigo Mainardi,residential,True,False,1.926,"LINESTRING (12.133355 44.1493332, 12.133335 44.1493429)",,,
159687873,,,Via G.Oberdan,residential,False,True,48.129999999999995,"LINESTRING (12.133335 44.1493429, 12.1333235 44.1493233, 12.1333 44.1492993, 12.1332616 44.1492957, 12.133147 44.1493295, 12.1329706 44.1493739, 12.132797 44.1494158)",,,
846765560,,,Via Arrigo Mainardi,residential,True,False,71.8,"LINESTRING (12.133335 44.1493429, 12.1332315 44.1494042, 12.1332068 44.1494337, 12.1332117 44.1494927, 12.1331911 44.1495107, 12.1330399 44.1496031, 12.1329446 44.1496591, 12.1328424 44.1497055, 12.1326983 44.1497557)",,,
858425480,,,,unclassified,True,False,3.5460000000000003,"LINESTRING (12.1350534 44.1457845, 12.1350663 44.1457974, 12.1350748 44.1458122)",,,roundabout
56159668,,,,unclassified,True,False,16.716,"LINESTRING (12.1349546 44.1457655, 12.1350022 44.1456191)",,,
858425480,,,,unclassified,True,False,8.593,"LINESTRING (12.1349546 44.1457655, 12.1349812 44.1457623, 12.1350079 44.1457646, 12.1350326 44.1457722, 12.1350534 44.1457845)",,,roundabout
180399106,,,,unclassified,True,False,17.002,"LINESTRING (12.1350748 44.1458122, 12.1352212 44.1459233)",,,
858425480,,,,unclassified,True,False,11.173,"LINESTRING (12.1350748 44.1458122, 12.1350782 44.1458321, 12.1350735 44.1458519, 12.1350608 44.1458699, 12.1350415 44.1458844, 12.135017 44.1458942)",,,roundabout
129752978,,,Via del Soccorso,residential,True,False,19.915,"LINESTRING (12.1348947 44.1458554, 12.1346588 44.1459139)",,,
755879842,,,,unclassified,True,False,5.784000000000001,"LINESTRING (12.1348947 44.1458554, 12.1348889 44.1458386, 12.1348891 44.1458212, 12.1348954 44.1458045)",,,roundabout
858425480,,,,unclassified,True,False,11.788,"LINESTRING (12.135017 44.1458942, 12.1349881 44.1458986, 12.1349587 44.1458964, 12.1349317 44.1458878, 12.1349097 44.1458737, 12.1348947 44.1458554)",,,roundabout
35333887,,,,unclassified,False,True,11.513,"LINESTRING (12.1352212 44.1459233, 12.1353537 44.1459643)",,,
262555679,,,,unclassified,True,False,16.613,"LINESTRING (12.1352212 44.1459233, 12.1350754 44.1459034, 12.135017 44.1458942)",,,
"[846765553, 180571581]",,,Via Novelli,residential,False,True,76.976,"LINESTRING (12.1350188 44.1491563, 12.1349958 44.1492695, 12.1349419 44.1493431, 12.1348672 44.1494017, 12.1349002 44.1494429, 12.1353532 44.149615)",,,
846765555,,,Via Francesco Rossi,residential,True,False,35.342,"LINESTRING (12.1350188 44.1491563, 12.1351198 44.1490409, 12.1352239 44.1488754)",,,
"[846765553, 180571581]",,,Via Novelli,residential,False,False,76.976,"LINESTRING (12.1353532 44.149615, 12.1349002 44.1494429, 12.1348672 44.1494017, 12.1349419 44.1493431, 12.1349958 44.1492695, 12.1350188 44.1491563)",,,
846765552,,SP65,Via Badia,tertiary,True,False,49.595,"LINESTRING (12.1353532 44.149615, 12.1351491 44.1497414, 12.1348336 44.1498534)",,,
180592620,,,Via Calboli,residential,False,True,66.504,"LINESTRING (12.1357893 44.1512719, 12.1358565 44.1513905, 12.135903 44.1515592, 12.1358229 44.1516241, 12.1355283 44.1516278)",,,
180592619,,,Via Calboli,residential,False,True,19.799,"LINESTRING (12.135332 44.1515796, 12.135487 44.1515685, 12.1355283 44.1516278)",,,
180592620,,,Via Calboli,residential,False,True,19.118,"LINESTRING (12.1355283 44.1516278, 12.1355078 44.1517991)",,,
180592619,,,Via Calboli,residential,False,False,19.799,"LINESTRING (12.1355283 44.1516278, 12.135487 44.1515685, 12.135332 44.1515796)",,,
180592620,,,Via Calboli,residential,False,False,66.504,"LINESTRING (12.1355283 44.1516278, 12.1358229 44.1516241, 12.135903 44.1515592, 12.1358565 44.1513905, 12.1357893 44.1512719)",,,
180592621,,,Via Cellaimo,residential,False,True,108.829,"LINESTRING (12.1361997 44.1517251, 12.1370804 44.15218, 12.137126 44.1522363, 12.1371 44.15237)",,,
180592620,,,Via Calboli,residential,False,False,19.118,"LINESTRING (12.1355078 44.1517991, 12.1355283 44.1516278)",,,
1214296394,2,SP39,Via Cellaimo,secondary,False,False,146.429,"LINESTRING (12.1355078 44.1517991, 12.13567 44.15178, 12.1358235 44.1517949, 12.13597 44.15182, 12.1371 44.15237)",50,,
755961957,2,SP39,Via Cellaimo,secondary,False,False,8.403,"LINESTRING (12.1372095 44.1524196, 12.1372986 44.1524599)",,,
"[1214296394, 755961959]",2,SP39,Via Cellaimo,secondary,False,True,10.331,"LINESTRING (12.1372095 44.1524196, 12.1371257 44.1523817, 12.1371 44.15237)",50,,
318205534,,,,unclassified,False,False,80.129,"LINESTRING (12.1338173 44.1519628, 12.1333658 44.1513191)",,,
755961957,2,SP39,Via Cellaimo,secondary,False,True,8.403,"LINESTRING (12.1372986 44.1524599, 12.1372095 44.1524196)",,,
376627783,,,,residential,False,False,56.795,"LINESTRING (12.1372986 44.1524599, 12.1375012 44.1523798, 12.137618 44.1523697, 12.1376436 44.1522407, 12.1375409 44.1521335)",,,
755961957,2,SP39,Via Cellaimo,secondary,False,False,142.40400000000002,"LINESTRING (12.1372986 44.1524599, 12.1377165 44.1526591, 12.1378832 44.1526995, 12.1380745 44.1527134, 12.1382091 44.1527036, 12.1382864 44.1526917, 12.1383514 44.1526644, 12.1384691 44.1525864, 12.1385337 44.1525341, 12.1385956 44.1524664, 12.1386063 44.1523741, 12.1386036 44.1522839)",,,
376627783,,,,residential,False,True,56.795,"LINESTRING (12.1375409 44.1521335, 12.1376436 44.1522407, 12.137618 44.1523697, 12.1375012 44.1523798, 12.1372986 44.1524599)",,,
376627786,,,Via Salvador Allende,residential,False,False,61.217,"LINESTRING (12.1354428 44.1483342, 12.1362099 44.1483454)",,,
56158966,,,Via Salvador Allende,residential,False,False,21.022,"LINESTRING (12.1362099 44.1483454, 12.1361627 44.1485314)",,,
56158966,,,Via Salvador Allende,residential,False,True,95.017,"LINESTRING (12.1362099 44.1483454, 12.1364137 44.1475035)",,,
376627786,,,Via Salvador Allende,residential,False,True,61.217,"LINESTRING (12.1362099 44.1483454, 12.1354428 44.1483342)",,,
31066229,2,,Via Badia,tertiary,False,True,11.124,"LINESTRING (12.134709 44.1498983, 12.1348336 44.1498534)",,,
31066229,2,,Via Badia,tertiary,False,False,48.754,"LINESTRING (12.134709 44.1498983, 12.1345402 44.1499592, 12.1342869 44.1502015)",,,
376627880,,,,residential,False,False,48.773,"LINESTRING (12.134709 44.1498983, 12.1346446 44.1499806, 12.1344628 44.1501331, 12.1342869 44.1502015)",,,
31066229,2,,Via Badia,tertiary,False,False,144.714,"LINESTRING (12.1342869 44.1502015, 12.1337679 44.1507437, 12.1333658 44.1513191)",,,
31066229,2,,Via Badia,tertiary,False,True,48.754,"LINESTRING (12.1342869 44.1502015, 12.1345402 44.1499592, 12.134709 44.1498983)",,,
376627880,,,,residential,False,True,48.772999999999996,"LINESTRING (12.1342869 44.1502015, 12.1344628 44.1501331, 12.1346446 44.1499806, 12.134709 44.1498983)",,,
431859197,,,Piazza Ermete Novelli,residential,False,True,58.16199999999999,"LINESTRING (12.1318326 44.1487089, 12.1317494 44.1490708, 12.1317508 44.1491391, 12.1318375 44.1492013)",,,
34397465,,SP65,Viale Carducci,secondary,False,False,213.995,"LINESTRING (12.1374324 44.1452773, 12.13856 44.14492, 12.1397055 44.1442829)",30,,
34397465,,SP65,Viale Carducci,secondary,False,True,177.613,"LINESTRING (12.1374324 44.1452773, 12.1365772 44.1455483, 12.1355688 44.1458887, 12.1354142 44.1459501)",30,,
"[35333892, 1106333614]",,,Via Luigi Ugolini,residential,False,"[False, True]",124.16,"LINESTRING (12.1364826 44.1516001, 12.1366953 44.1516929, 12.1368399 44.1516964, 12.1370146 44.1516763, 12.1370924 44.1516125, 12.1371165 44.1515243, 12.1370957 44.1514105, 12.1370487 44.1512664, 12.1370782 44.1512187, 12.1372998 44.1510701)",,,
