osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,maxspeed,access
60860019,Via Cristoforo Colombo,residential,False,False,75.967,"LINESTRING (18.1282818 40.3939863, 18.1288365 40.3934494)",,,,
60860019,Via Cristoforo Colombo,residential,False,True,63.037,"LINESTRING (18.1282818 40.3939863, 18.1278051 40.3944217)",,,,
60860013,Via Luigi Trabucco,tertiary,False,False,27.893,"LINESTRING (18.1294472 40.3928791, 18.1297104 40.3930299)",,,,
60860013,Via Luigi Trabucco,tertiary,False,True,201.19,"LINESTRING (18.1294472 40.3928791, 18.1275684 40.3917718)",,,,
60860008,Via Don Francesco Cosma,residential,False,True,39.896,"LINESTRING (18.1299757 40.392242, 18.1301055 40.3918971)",,,,
60860008,Via Don Francesco Cosma,residential,False,False,90.593,"LINESTRING (18.1299757 40.392242, 18.1297982 40.3926764, 18.1297104 40.3930299)",,,,
60860013,Via Luigi Trabucco,tertiary,False,False,201.19,"LINESTRING (18.1275684 40.3917718, 18.1294472 40.3928791)",,,,
60860626,Via Armando Diaz,tertiary,False,False,236.18,"LINESTRING (18.1297064 40.3939887, 18.1297734 40.3961121)",2,,,
1099838589,Via Guglielmo Marconi,residential,True,False,94.991,"LINESTRING (18.1297064 40.3939887, 18.1288365 40.3934494)",,,,
60860626,Via Armando Diaz,tertiary,False,True,106.61500000000001,"LINESTRING (18.1297064 40.3939887, 18.1297101 40.3930991, 18.1297104 40.3930299)",2,,,
60860019,Via Cristoforo Colombo,residential,False,True,75.967,"LINESTRING (18.1288365 40.3934494, 18.1282818 40.3939863)",,,,
992380141,Via Cristoforo Colombo,residential,True,False,81.831,"LINESTRING (18.1288365 40.3934494, 18.1294472 40.3928791)",,,,
60860013,Via Luigi Trabucco,tertiary,False,True,27.893,"LINESTRING (18.1297104 40.3930299, 18.1294472 40.3928791)",,,,
60860635,Via Luigi Trabucco,tertiary,False,False,48.517,"LINESTRING (18.1297104 40.3930299, 18.1301748 40.3932854)",,,,
60860008,Via Don Francesco Cosma,residential,False,True,90.593,"LINESTRING (18.1297104 40.3930299, 18.1297982 40.3926764, 18.1299757 40.392242)",,,,
60860626,Via Armando Diaz,tertiary,False,False,106.61500000000001,"LINESTRING (18.1297104 40.3930299, 18.1297101 40.3930991, 18.1297064 40.3939887)",2,,,
60860019,Via Cristoforo Colombo,residential,False,False,63.037,"LINESTRING (18.1278051 40.3944217, 18.1282818 40.3939863)",,,,
60860632,Via undici Febbraio,residential,False,False,100.016,"LINESTRING (18.1339717 40.3929831, 18.1330442 40.3924263)",,,,
60860632,Via undici Febbraio,residential,False,True,83.692,"LINESTRING (18.1339717 40.3929831, 18.1347538 40.3934432)",,,,
60860636,Via Francesco Lo Re,residential,True,False,55.827,"LINESTRING (18.1339717 40.3929831, 18.1335527 40.3933707)",,,,
294423753,Via quattro Novembre,residential,True,False,64.786,"LINESTRING (18.1307183 40.393632, 18.1313009 40.3940096)",,,,
855559485,Via quattro Novembre,residential,False,True,60.032,"LINESTRING (18.1307183 40.393632, 18.1301748 40.3932854)",,,,
60860624,Via Trento,residential,False,True,57.82000000000001,"LINESTRING (18.1307183 40.393632, 18.1307628 40.3935867, 18.131157 40.3932337)",,,,
176068888,Via Trento,residential,False,True,91.061,"LINESTRING (18.1307183 40.393632, 18.1303838 40.3939508, 18.130365 40.3943614)",,,,
60860621,Via Francesco Rubichi,residential,True,False,99.721,"LINESTRING (18.1326288 40.3928147, 18.1335527 40.3933707)",,,,
60860627,Via Tripoli,residential,False,False,55.037,"LINESTRING (18.1326288 40.3928147, 18.1322071 40.3931913)",,,,
60860627,Via Tripoli,residential,False,True,55.703,"LINESTRING (18.1326288 40.3928147, 18.1330442 40.3924263)",,,,
60860624,Via Trento,residential,False,False,55.956,"LINESTRING (18.1324356 40.392062, 18.1320208 40.3924537)",,,,
60860624,Via Trento,residential,False,True,76.985,"LINESTRING (18.1324356 40.392062, 18.1330197 40.3915315)",,,,
60860632,Via undici Febbraio,residential,False,True,65.555,"LINESTRING (18.1324356 40.392062, 18.1330442 40.3924263)",,,,
992380144,Via undici Febbraio,residential,True,False,57.514,"LINESTRING (18.1324356 40.392062, 18.1319002 40.3917438)",,,,
60860638,Via Alessandro Manzoni,residential,False,False,99.828,"LINESTRING (18.133149 40.3937311, 18.1322071 40.3931913)",,,,
991747482,Via Francesco Lo Re,residential,False,False,59.636,"LINESTRING (18.133149 40.3937311, 18.1327166 40.3941544)",,,,
991747482,Via Francesco Lo Re,residential,False,True,52.677,"LINESTRING (18.133149 40.3937311, 18.1335527 40.3933707)",,,,
