osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,access,tunnel,junction,bridge
169003984,False,SP89,Via Quattro Novembre,secondary,50,False,130.54399999999998,"LINESTRING (9.8538627 45.2842258, 9.8541285 45.2842144, 9.8555282 45.2841544)",,,,
169003984,False,SP89,Via Quattro Novembre,secondary,50,True,20.749000000000002,"LINESTRING (9.8538627 45.2842258, 9.853671 45.2842317, 9.8535979 45.2842358)",,,,
232875500,False,,Via Claudio Monteverdi,residential,50,False,109.932,"LINESTRING (9.8538627 45.2842258, 9.8538781 45.2842826, 9.8538955 45.2843467, 9.8540025 45.2847607, 9.8533834 45.2848506)",,,,
"[106316293, 106316270]",False,,"['Via Giacomo Matteotti', 'Piazza della Repubblica']",residential,,True,183.346,"LINESTRING (9.8567681 45.2841027, 9.8567584 45.2840217, 9.8567228 45.2837247, 9.8566881 45.2834356, 9.8566771 45.2833442, 9.8554249 45.2834524)",,,,
169003984,False,SP89,Via Quattro Novembre,secondary,50,True,70.283,"LINESTRING (9.8567681 45.2841027, 9.8566445 45.2841076, 9.8558712 45.2841386)",,,,
1159337919,False,SP89,Via Antonio Landriani,secondary,50,False,192.30700000000002,"LINESTRING (9.8567681 45.2841027, 9.8568731 45.2841031, 9.8592261 45.2841115)",,,,
"[106312970, 1230224708]",False,,Viale Giacomo Matteotti,unclassified,50,False,192.937,"LINESTRING (9.8567681 45.2841027, 9.8567752 45.2841764, 9.8569358 45.2858338)",,,,
169001945,True,,Piazza Giuseppe Garibaldi,residential,,False,15.804,"LINESTRING (9.8539663 45.2872364, 9.8541674 45.2872229)",,,,
26673735,False,,Via Barbò,residential,50,False,201.46699999999998,"LINESTRING (9.8539663 45.2872364, 9.8537709 45.2864193, 9.8535257 45.2854513)",,,,
232893357,True,,Via Emilio Caldara,unclassified,50,False,25.128999999999998,"LINESTRING (9.8595104 45.2871167, 9.8593681 45.2871068, 9.8591901 45.2871129)",yes,,,
232893658,False,,Via Emilio Caldara,unclassified,50,False,125.34700000000001,"LINESTRING (9.8595104 45.2871167, 9.8597794 45.2871398, 9.8605457 45.2872782, 9.8608264 45.2873245, 9.8610752 45.2873517)",yes,,,
106312975,False,,Via Ugo Foscolo,residential,50,True,133.85,"LINESTRING (9.8633936 45.291613, 9.8633538 45.2915828, 9.863332 45.2915631, 9.863319 45.2915458, 9.8633098 45.2915294, 9.8630747 45.2904415)",yes,,,
1148556064,True,,Via Quattro Novembre,secondary,,False,24.794,"LINESTRING (9.8528405 45.2842678, 9.8531523 45.2842279)",,,,
232891534,False,,Via Emilio Caldara,unclassified,50,True,58.555,"LINESTRING (9.8577038 45.2873581, 9.8575904 45.2873201, 9.8572429 45.2871745, 9.8570431 45.2871124)",yes,,,
232896582,True,,Via Martiri dell'Insurrezione,unclassified,50,False,102.63,"LINESTRING (9.8577038 45.2873581, 9.85782 45.2878114, 9.8579121 45.2882692)",yes,,,
106306923,True,,Via Francesco Genala,residential,50,False,172.177,"LINESTRING (9.8514257 45.2874078, 9.8515459 45.2874001, 9.8521083 45.2873638, 9.8526954 45.2873223, 9.8531785 45.2872832, 9.8536148 45.2872486)",yes,,,
232891327,True,,Via Filodrammatici,residential,,False,18.535,"LINESTRING (9.8515711 45.2880461, 9.851483 45.2879487, 9.8514421 45.2879063)",,,,
106312866,False,,,residential,,True,18.407,"LINESTRING (9.8517807 45.2889637, 9.8516329 45.2889768, 9.8515519 45.2889978)",,,,
26673735,False,,Via Barbò,residential,50,False,39.374,"LINESTRING (9.8533834 45.2848506, 9.8533128 45.2845)",,,,
26673735,False,,Via Barbò,residential,50,True,67.716,"LINESTRING (9.8533834 45.2848506, 9.8535257 45.2854513)",,,,
232875500,False,,Via Claudio Monteverdi,residential,50,True,109.93200000000002,"LINESTRING (9.8533834 45.2848506, 9.8540025 45.2847607, 9.8538955 45.2843467, 9.8538781 45.2842826, 9.8538627 45.2842258)",,,,
106312866,False,,,residential,,False,18.407,"LINESTRING (9.8515519 45.2889978, 9.8516329 45.2889768, 9.8517807 45.2889637)",,,,
"[106312866, 106306914]",False,,Viale Fratelli Cairoli,residential,50,True,53.535000000000004,"LINESTRING (9.8515519 45.2889978, 9.8514075 45.2890963, 9.8510103 45.2892899)",yes,,,
"[1268614358, 232891327]",True,,Via Filodrammatici,residential,,False,107.25200000000001,"LINESTRING (9.8515519 45.2889978, 9.8515792 45.2888667, 9.8516459 45.2886555, 9.85165 45.2883293, 9.8516129 45.28814, 9.8515711 45.2880461)",,,,
26673735,False,,Via Barbò,residential,50,True,39.374,"LINESTRING (9.8533128 45.2845, 9.8533834 45.2848506)",,,,
"[106306890, 1199690950]",True,,,residential,,False,15.140999999999998,"LINESTRING (9.8533128 45.2845, 9.8532671 45.2844627, 9.8532205 45.2843822)",,,,
232891327,True,,Via Filodrammatici,residential,,False,56.015,"LINESTRING (9.8514421 45.2879063, 9.8514202 45.2878558, 9.8513864 45.2876672, 9.8514257 45.2874078)",,,,
"[844784238, 174375374, 844784239]",False,,Vicolo Piero Gobbetti,residential,50,False,134.548,"LINESTRING (9.858008 45.2899879, 9.8568809 45.2900446, 9.8568042 45.2900486, 9.8562926 45.2900758)",yes,yes,,
232896582,True,,Via Martiri dell'Insurrezione,unclassified,50,False,49.422,"LINESTRING (9.858008 45.2899879, 9.8580198 45.2902798, 9.8579871 45.2904305)",yes,,,
106306932,True,,Via Quattro Novembre,secondary,,False,19.540999999999997,"LINESTRING (9.8535979 45.2842358, 9.8535439 45.2842577, 9.8534928 45.2842789, 9.8533795 45.284321)",,,,
169003984,False,SP89,Via Quattro Novembre,secondary,50,False,20.749000000000002,"LINESTRING (9.8535979 45.2842358, 9.853671 45.2842317, 9.8538627 45.2842258)",,,,
