osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,access
61743938,True,Via Mantova,unclassified,False,33.793,"LINESTRING (10.4773331 45.2974769, 10.4769325 45.2975907)",,,
61743922,False,Viale Europa,tertiary,False,33.995,"LINESTRING (10.4773331 45.2974769, 10.4772794 45.2973438, 10.4772026 45.2971854)",,,
61743967,False,Viale Europa,tertiary,False,129.784,"LINESTRING (10.4773331 45.2974769, 10.4774206 45.2976697, 10.4774851 45.2977998, 10.4777356 45.2984166, 10.4778055 45.2985955)",,,
684425475,False,Via Cesare Battisti,tertiary,True,31.043,"LINESTRING (10.4773331 45.2974769, 10.4775671 45.2974285, 10.4777135 45.2973973)",,,
684429651,False,Viale Monte Grappa,tertiary,False,46.279,"LINESTRING (10.4778055 45.2985955, 10.4772414 45.2987211)",2,,
61743967,False,Viale Europa,tertiary,True,129.784,"LINESTRING (10.4778055 45.2985955, 10.4777356 45.2984166, 10.4774851 45.2977998, 10.4774206 45.2976697, 10.4773331 45.2974769)",,,
684429651,False,Viale Monte Grappa,tertiary,True,46.279,"LINESTRING (10.4772414 45.2987211, 10.4778055 45.2985955)",2,,
684429651,False,Viale Monte Grappa,tertiary,False,48.228,"LINESTRING (10.4772414 45.2987211, 10.4767537 45.298833, 10.4766552 45.2988556)",2,,
61743934,False,Via Po,residential,False,41.449,"LINESTRING (10.4724981 45.29336, 10.4729818 45.2932078)",,,
135671692,False,Via Molino Nuovo,unclassified,False,21.529,"LINESTRING (10.4724981 45.29336, 10.4726407 45.2935256)",,,
135671692,False,Via Molino Nuovo,unclassified,True,50.199,"LINESTRING (10.4724981 45.29336, 10.4722987 45.2931284, 10.4721646 45.2929743)",,,
61743943,False,Via Guglielmo Oberdan,residential,False,48.687,"LINESTRING (10.4778842 45.294881, 10.4784918 45.294786)",,,
61743943,False,Via Guglielmo Oberdan,residential,True,73.789,"LINESTRING (10.4778842 45.294881, 10.4769633 45.2950249)",,,
61743949,False,Via Giuseppe Guerzoni,unclassified,True,55.155,"LINESTRING (10.4778842 45.294881, 10.4780435 45.2953642)",,,
61743949,False,Via Giuseppe Guerzoni,unclassified,False,63.968,"LINESTRING (10.4778842 45.294881, 10.4778306 45.2947181, 10.4776964 45.2943211)",,,
61743920,False,Via Genova,residential,True,12.139,"LINESTRING (10.4758415 45.291327, 10.475784 45.2912256)",,,
61743978,False,Via Largo Napoli,residential,True,49.466,"LINESTRING (10.4758415 45.291327, 10.475265 45.2915098)",,,
61743920,False,Via Genova,residential,False,130.876,"LINESTRING (10.4758415 45.291327, 10.4759909 45.2915908, 10.4764989 45.2924092)",,,
61743928,True,Via Anselmo Cessi,unclassified,False,98.451,"LINESTRING (10.4761646 45.2956302, 10.4750027 45.2959706)",,,
272052595,True,,residential,False,15.934000000000001,"LINESTRING (10.4727308 45.2973542, 10.4726565 45.2973634, 10.472612 45.2973485, 10.4725382 45.2973287)",,,
272052596,True,Viale Piave,residential,False,20.987000000000002,"LINESTRING (10.4727308 45.2973542, 10.4726894 45.2974673, 10.4726988 45.2975029, 10.472726 45.2975331)",,,
174004881,False,Via Giulio Romano,residential,False,4.231,"LINESTRING (10.4764989 45.2924092, 10.4764485 45.292423)",,,
174004881,False,Via Giulio Romano,residential,True,45.112,"LINESTRING (10.4764989 45.2924092, 10.4770235 45.2922407)",,,
61743920,False,Via Genova,residential,True,130.876,"LINESTRING (10.4764989 45.2924092, 10.4759909 45.2915908, 10.4758415 45.291327)",,,
684429656,True,Via Andrea Botturi,unclassified,False,3.592,"LINESTRING (10.4753725 45.2970492, 10.4753673 45.2970171)",,,
684425476,False,Viale Europa,tertiary,False,17.139,"LINESTRING (10.4743989 45.2917868, 10.4743088 45.2916463)",,,
684425476,False,Viale Europa,tertiary,True,35.404,"LINESTRING (10.4743989 45.2917868, 10.4744713 45.2918997, 10.4745829 45.2920777)",,,
1018840909,False,Via Verona,residential,False,53.298,"LINESTRING (10.4743989 45.2917868, 10.474438 45.2917721, 10.4750187 45.2915879)",,,
61743958,False,Via Dante Alighieri,residential,False,73.442,"LINESTRING (10.4771351 45.2955312, 10.4780435 45.2953642)",,,
61743958,False,Via Dante Alighieri,residential,True,49.021,"LINESTRING (10.4771351 45.2955312, 10.4765276 45.2956395)",,,
1018840395,False,Via San Michele,residential,False,57.88,"LINESTRING (10.4771351 45.2955312, 10.4769633 45.2950249)",,,
684425476,False,Viale Europa,tertiary,False,12.052,"LINESTRING (10.4765906 45.2958399, 10.4765553 45.2957344)",,,
684425476,False,Viale Europa,tertiary,True,25.245,"LINESTRING (10.4765906 45.2958399, 10.4766614 45.2960614)",,,
61743931,False,Via Presanella,residential,True,5.608,"LINESTRING (10.4698076 45.2927075, 10.469769 45.292665)",,,
61743931,False,Via Presanella,residential,False,97.724,"LINESTRING (10.4698076 45.2927075, 10.4699708 45.2928857, 10.4700583 45.2930056, 10.4700675 45.2930899, 10.4700261 45.2931838, 10.4698499 45.2935103)",,,
61743953,False,Via Pasubio,residential,False,236.811,"LINESTRING (10.4698076 45.2927075, 10.4705337 45.2923653, 10.4705558 45.2923315, 10.4705595 45.2922771, 10.4694434 45.2910901)",,,
61743952,False,Via Cesare Battisti,tertiary,False,46.8,"LINESTRING (10.4791863 45.2970946, 10.4786095 45.2972065)",,,
684425476,False,Viale Europa,tertiary,True,17.139,"LINESTRING (10.4743088 45.2916463, 10.4743989 45.2917868)",,,
61743926,False,Via Leon Battista Alberti,residential,True,221.25900000000001,"LINESTRING (10.4743088 45.2916463, 10.4725272 45.2922224, 10.4717768 45.2925289)",,,
684425476,False,Viale Europa,tertiary,False,90.37400000000001,"LINESTRING (10.4743088 45.2916463, 10.4741588 45.2914122, 10.4739789 45.291043, 10.4739295 45.290881)",,,
61743977,True,Piazzale della Vittoria,unclassified,False,70.888,"LINESTRING (10.4766064 45.2969643, 10.4763412 45.2963547)",,,
255868828,False,Via Giovanni Acerbi,unclassified,True,46.431,"LINESTRING (10.4766064 45.2969643, 10.4760147 45.2969978)",,,
135671692,False,Via Molino Nuovo,unclassified,False,13.181,"LINESTRING (10.4747116 45.2960559, 10.4747853 45.2961625)",,,
135671692,False,Via Molino Nuovo,unclassified,True,28.457,"LINESTRING (10.4747116 45.2960559, 10.4745856 45.2958775, 10.474546 45.2958281)",,,
61743943,False,Via Guglielmo Oberdan,residential,True,48.687,"LINESTRING (10.4784918 45.294786, 10.4778842 45.294881)",,,
"[1018840396, 61743932]",False,"['Via Fabio Filzi', 'Via Nazario Sauro']",residential,True,111.809,"LINESTRING (10.4784918 45.294786, 10.4783444 45.2942726, 10.4782928 45.2942337, 10.4776964 45.2943211)",,,
61743969,False,Via Cavour,residential,False,53.289,"LINESTRING (10.4730395 45.2912, 10.4724332 45.2914185)",,,
