osmid,lanes,name,highway,maxspeed,oneway,reversed,length,width,geometry,tunnel,junction,access,bridge
39257409,,Via Ruffillo Tolomelli,residential,,False,True,30.316,,"LINESTRING (11.4025428 44.701149, 11.402867 44.7010033)",,,,
39257411,,Vicolo Parco Sud,residential,,False,False,79.548,,"LINESTRING (11.4025428 44.701149, 11.4030546 44.701765)",,,,
39257411,,Vicolo Parco Sud,residential,,False,True,79.548,,"LINESTRING (11.4030546 44.701765, 11.4025428 44.701149)",,,,
738483602,,Via Armando Stagni,residential,50,False,False,57.663,8.3,"LINESTRING (11.3988505 44.6986564, 11.3991117 44.6991406)",,,,
738483602,,Via Armando Stagni,residential,50,False,False,101.441,8.3,"LINESTRING (11.3991117 44.6991406, 11.3995513 44.6999977)",,,,
738483602,,Via Armando Stagni,residential,50,False,True,57.663,8.3,"LINESTRING (11.3991117 44.6991406, 11.3988505 44.6986564)",,,,
942378012,2,Via Antonio De Zaiacomo,residential,50,False,True,43.628,,"LINESTRING (11.3991117 44.6991406, 11.3996167 44.6989822)",,,,
"[856544464, 1058635924]",2,Via Antonio De Zaiacomo,residential,50,True,False,132.454,,"LINESTRING (11.3991117 44.6991406, 11.3989327 44.6991804, 11.3975123 44.6994962)",,,,
39257431,,Via Armando Stagni,residential,,False,False,47.689,6.6,"LINESTRING (11.3995513 44.6999977, 11.3990094 44.7001863)",,,,
738483602,,Via Armando Stagni,residential,50,False,True,101.441,8.3,"LINESTRING (11.3995513 44.6999977, 11.3991117 44.6991406)",,,,
738483602,,Via Armando Stagni,residential,50,False,False,55.949,8.3,"LINESTRING (11.3995513 44.6999977, 11.3995826 44.7000264, 11.3996126 44.7000383, 11.3996625 44.700041, 11.3997363 44.7000261, 11.3999432 44.6999786, 11.4002093 44.6999208)",,,,
39257431,,Via Armando Stagni,residential,,False,True,47.689,6.6,"LINESTRING (11.3990094 44.7001863, 11.3995513 44.6999977)",,,,
738485423,,Via Lucio Dalla,residential,,False,False,39.513999999999996,,"LINESTRING (11.3975123 44.6994962, 11.397295 44.6996624, 11.397129 44.6997132)",,,,
942378013,2,Via Antonio De Zaiacomo,residential,,True,False,67.99,,"LINESTRING (11.3975123 44.6994962, 11.3974262 44.6993617, 11.3971559 44.6989397)",,,,
251406896,,Via Balilla Magli,residential,,False,True,88.5,7.8,"LINESTRING (11.4011363 44.6984522, 11.400736 44.6977089)",,,,
251406897,,Via Balilla Magli,residential,,False,False,61.64,,"LINESTRING (11.4011363 44.6984522, 11.4014144 44.6989701)",,,,
942378012,2,Via Antonio De Zaiacomo,residential,50,False,False,133.787,,"LINESTRING (11.4011363 44.6984522, 11.3996167 44.6989822)",,,,
942378012,2,Via Antonio De Zaiacomo,residential,50,False,True,110.849,,"LINESTRING (11.4011363 44.6984522, 11.4022544 44.6980621, 11.4023953 44.698013)",,,,
41522557,,Via Gioacchino Rossini,residential,50,False,False,60.168,6.9,"LINESTRING (11.3972447 44.6986905, 11.3979363 44.6984644)",,,,
39257437,,Via Gioacchino Rossini,residential,50,False,True,29.166999999999994,,"LINESTRING (11.3972447 44.6986905, 11.397252 44.6987435, 11.3972362 44.698792, 11.3971791 44.6989153, 11.3971559 44.6989397)",,,,
41522555,,Via Giuseppe Pilati,residential,30,False,True,57.69,9.5,"LINESTRING (11.3996167 44.6989822, 11.3999144 44.6994559)",,,,
942378012,2,Via Antonio De Zaiacomo,residential,50,False,False,43.628,,"LINESTRING (11.3996167 44.6989822, 11.3991117 44.6991406)",,,,
942378012,2,Via Antonio De Zaiacomo,residential,50,False,True,133.787,,"LINESTRING (11.3996167 44.6989822, 11.4011363 44.6984522)",,,,
1058638849,,Via Giuseppe Pilati,residential,30,False,False,88.589,11.5,"LINESTRING (11.3996167 44.6989822, 11.3991598 44.6982547)",,,,
41440704,2,Via Antonio Vivaldi,residential,50,False,True,38.018,,"LINESTRING (11.3976531 44.6958705, 11.3972155 44.6960124)",,,,
292041744,2,Via Cesare Pavese,residential,,False,False,90.397,,"LINESTRING (11.3976531 44.6958705, 11.3986805 44.6955134)",,,,
1058635952,,Via Giuseppe Pilati,residential,30,False,True,177.951,11.2,"LINESTRING (11.3976531 44.6958705, 11.3985754 44.6973304)",,,,
112308043,,Via Paolo Borsellino,residential,50,False,False,72.362,,"LINESTRING (11.3976531 44.6958705, 11.3976077 44.6957986, 11.3972782 44.6952768)",,,,
41522556,,Via Otello Gambini,residential,50,False,False,70.461,7.6,"LINESTRING (11.3991598 44.6982547, 11.3999565 44.6979704)",,,,
1058635951,,Via Giuseppe Pilati,residential,30,False,False,20.112,11.5,"LINESTRING (11.3991598 44.6982547, 11.3990537 44.6980903)",,,,
1058638849,,Via Giuseppe Pilati,residential,30,False,True,88.589,11.5,"LINESTRING (11.3991598 44.6982547, 11.3996167 44.6989822)",,,,
41522557,,Via Gioacchino Rossini,residential,50,False,False,60.602,6.9,"LINESTRING (11.3979363 44.6984644, 11.3986349 44.6982398)",,,,
41522557,,Via Gioacchino Rossini,residential,50,False,True,60.168,6.9,"LINESTRING (11.3979363 44.6984644, 11.3972447 44.6986905)",,,,
41522557,,Via Gioacchino Rossini,residential,50,False,True,60.602,6.9,"LINESTRING (11.3986349 44.6982398, 11.3979363 44.6984644)",,,,
"[1058638848, 41440703]",,Via Giacomo Puccini,residential,50,False,False,271.902,,"LINESTRING (11.3986349 44.6982398, 11.3985734 44.6981409, 11.3985438 44.6980932, 11.3985234 44.6980614, 11.3974294 44.6963472, 11.3972155 44.6960124)",,,,
41522557,,Via Gioacchino Rossini,residential,50,False,False,37.044,6.9,"LINESTRING (11.3986349 44.6982398, 11.398895 44.698149, 11.3990537 44.6980903)",,,,
41440704,2,Via Antonio Vivaldi,residential,50,False,False,38.018,,"LINESTRING (11.3972155 44.6960124, 11.3976531 44.6958705)",,,,
"[1058638848, 41440703]",,Via Giacomo Puccini,residential,50,False,True,271.902,,"LINESTRING (11.3972155 44.6960124, 11.3974294 44.6963472, 11.3985234 44.6980614, 11.3985438 44.6980932, 11.3985734 44.6981409, 11.3986349 44.6982398)",,,,
41440705,,Via Rose,residential,50,False,True,185.991,,"LINESTRING (11.3986805 44.6955134, 11.3995009 44.6970811)",,,,
292041744,2,Via Cesare Pavese,residential,,False,True,90.397,,"LINESTRING (11.3986805 44.6955134, 11.3976531 44.6958705)",,,,
292042021,2,Via Cesare Pavese,residential,,False,False,66.15,,"LINESTRING (11.3986805 44.6955134, 11.399441 44.6952651)",,,,
292042020,,Via Sandro Pertini,residential,,False,False,46.1,8,"LINESTRING (11.3986805 44.6955134, 11.3986456 44.6954599, 11.3984351 44.6951373)",,,,
41440705,,Via Rose,residential,50,False,False,105.239,,"LINESTRING (11.3999565 44.6979704, 11.3995009 44.6970811)",,,,
41522556,,Via Otello Gambini,residential,50,False,False,68.129,7.6,"LINESTRING (11.3999565 44.6979704, 11.400736 44.6977089)",,,,
41522556,,Via Otello Gambini,residential,50,False,True,70.461,7.6,"LINESTRING (11.3999565 44.6979704, 11.3991598 44.6982547)",,,,
41522556,,Via Otello Gambini,residential,50,False,True,68.129,7.6,"LINESTRING (11.400736 44.6977089, 11.3999565 44.6979704)",,,,
41522561,,Via Balilla Magli,residential,,False,False,99.6,7.9,"LINESTRING (11.400736 44.6977089, 11.4002767 44.6968748)",,,,
251406896,,Via Balilla Magli,residential,,False,False,88.5,7.8,"LINESTRING (11.400736 44.6977089, 11.4011363 44.6984522)",,,,
251406895,,Via Otello Gambini,residential,,False,True,110.012,8.6,"LINESTRING (11.400736 44.6977089, 11.4018651 44.6973167, 11.4019865 44.6972745)",,,,
224356469,,Via Sandro Pertini,residential,,True,False,16.373,3.9,"LINESTRING (11.3984061 44.6949915, 11.3984351 44.6951373)",,,,
224356462,,,residential,,True,False,11.908999999999999,5.2,"LINESTRING (11.3984061 44.6949915, 11.3983771 44.6950086, 11.3983424 44.6950189, 11.3983049 44.6950217, 11.3982679 44.6950166)",,roundabout,,
41440710,,Via Giovanni Falcone,residential,50,True,False,20.143,5.2,"LINESTRING (11.3983554 44.6948448, 11.3984832 44.6948451, 11.3986079 44.6948279)",,,yes,
224356462,,,residential,,True,False,15.73,5.2,"LINESTRING (11.3983554 44.6948448, 11.3983901 44.6948586, 11.3984172 44.6948794, 11.398434 44.694905, 11.398439 44.6949331, 11.3984317 44.6949609)",,roundabout,,
41522561,,Via Balilla Magli,residential,,False,True,190.791,7.9,"LINESTRING (11.399441 44.6952651, 11.4002767 44.6968748)",,,,
292042021,2,Via Cesare Pavese,residential,,False,False,51.655,,"LINESTRING (11.399441 44.6952651, 11.4000351 44.6950716)",,,,
292042021,2,Via Cesare Pavese,residential,,False,True,66.15,,"LINESTRING (11.399441 44.6952651, 11.3986805 44.6955134)",,,,
292042021,2,Via Cesare Pavese,residential,,False,True,51.655,,"LINESTRING (11.4000351 44.6950716, 11.399441 44.6952651)",,,,
292042021,2,Via Cesare Pavese,residential,,False,False,61.239999999999995,,"LINESTRING (11.4000351 44.6950716, 11.4005268 44.694924, 11.4007488 44.6948573)",,,,
140194755,2,Via Galliera Sud,tertiary,,False,False,71.549,,"LINESTRING (11.4007488 44.6948573, 11.4009372 44.6952225, 11.4009991 44.6953352, 11.4010646 44.6954603)",,,,
140194755,2,Via Galliera Sud,tertiary,,False,True,19.615000000000002,,"LINESTRING (11.4007488 44.6948573, 11.400716 44.6947942, 11.4006629 44.6946918)",,,,
292042021,2,Via Cesare Pavese,residential,,False,True,61.239999999999995,,"LINESTRING (11.4007488 44.6948573, 11.4005268 44.694924, 11.4000351 44.6950716)",,,,
41440708,,Vicolo Libertà,residential,,False,False,67.4,,"LINESTRING (11.4010646 44.6954603, 11.4002657 44.6956722)",,,,
140194755,2,Via Galliera Sud,tertiary,,False,False,28.671,,"LINESTRING (11.4010646 44.6954603, 11.4011913 44.6957019)",,,,
140194755,2,Via Galliera Sud,tertiary,,False,True,71.549,,"LINESTRING (11.4010646 44.6954603, 11.4009991 44.6953352, 11.4009372 44.6952225, 11.4007488 44.6948573)",,,,
41440708,,Vicolo Libertà,residential,,False,True,67.4,,"LINESTRING (11.4002657 44.6956722, 11.4010646 44.6954603)",,,,
140194755,2,Via Galliera Sud,tertiary,,False,False,19.615000000000002,,"LINESTRING (11.4006629 44.6946918, 11.400716 44.6947942, 11.4007488 44.6948573)",,,,
41440715,,Via Luigi Mazzanti,residential,,False,False,11.444,6,"LINESTRING (11.4018104 44.6955348, 11.4019472 44.6955011)",,,,
41440715,,Via Luigi Mazzanti,residential,,False,True,52.345,6,"LINESTRING (11.4018104 44.6955348, 11.4011913 44.6957019)",,,,
41440715,,Via Luigi Mazzanti,residential,,False,False,52.345,6,"LINESTRING (11.4011913 44.6957019, 11.4018104 44.6955348)",,,,
140194755,2,Via Galliera Sud,tertiary,,False,False,10.513,,"LINESTRING (11.4011913 44.6957019, 11.4012329 44.6957917)",,,,
140194755,2,Via Galliera Sud,tertiary,,False,True,28.671,,"LINESTRING (11.4011913 44.6957019, 11.4010646 44.6954603)",,,,
41440715,,Via Luigi Mazzanti,residential,,False,True,11.444,6,"LINESTRING (11.4019472 44.6955011, 11.4018104 44.6955348)",,,,
41440716,,Via Ippolito Benelli,residential,,True,False,112.065,,"LINESTRING (11.4039955 44.7025134, 11.4046785 44.7033966)",,,,
224115811,,Via Guglielmo Oberdan,residential,,False,False,154.54899999999998,,"LINESTRING (11.4039955 44.7025134, 11.4034743 44.7027493, 11.403336 44.702812, 11.4031984 44.7028742, 11.4030515 44.7029407, 11.4029089 44.7030053, 11.402765 44.7030704, 11.4026243 44.7031341, 11.4024905 44.7031947, 11.4024288 44.7032226, 11.4023461 44.70326)",,,,
260184874,2,Via Vinicio Pescerelli,tertiary,,False,False,33.543,,"LINESTRING (11.4046785 44.7033966, 11.4050671 44.7032753)",,,,
203176890,,Via ventiquattro Maggio,residential,,False,True,130.014,,"LINESTRING (11.4075967 44.7026422, 11.4068952 44.7015846)",,,,
1058635951,,Via Giuseppe Pilati,residential,30,False,True,20.112,11.5,"LINESTRING (11.3990537 44.6980903, 11.3991598 44.6982547)",,,,
41522557,,Via Gioacchino Rossini,residential,50,False,True,37.044,6.9,"LINESTRING (11.3990537 44.6980903, 11.398895 44.698149, 11.3986349 44.6982398)",,,,
"[1058635952, 1058635951]",,Via Giuseppe Pilati,residential,30,False,False,92.569,"['11.2', '11.5']","LINESTRING (11.3990537 44.6980903, 11.3989508 44.6979269, 11.3985754 44.6973304)",,,,
134641007,,Via Giacomo Brodolini,residential,,False,False,157.846,,"LINESTRING (11.4026399 44.7007478, 11.4024455 44.700508, 11.4023181 44.7003509, 11.4018926 44.6998294, 11.4016875 44.6995732, 11.4016427 44.6995179)",,,,
39257404,2,Via Vinicio Pescerelli,tertiary,50,False,False,121.829,,"LINESTRING (11.4016427 44.6995179, 11.4002093 44.6999208)",,,,
39257404,2,Via Vinicio Pescerelli,tertiary,50,False,True,5.674,,"LINESTRING (11.4016427 44.6995179, 11.4017078 44.6994964)",,,,
134641007,,Via Giacomo Brodolini,residential,,False,True,157.846,,"LINESTRING (11.4016427 44.6995179, 11.4016875 44.6995732, 11.4018926 44.6998294, 11.4023181 44.7003509, 11.4024455 44.700508, 11.4026399 44.7007478)",,,,
"[39257446, 203177358, 24832686]",2,Via Galliera Nord,tertiary,,False,"[False, True]",225.599,,"LINESTRING (11.4065952 44.7028103, 11.4074554 44.7026042, 11.4077395 44.7025204, 11.4079517 44.7024541, 11.4092484 44.7020654)",yes,,,
203151382,,Via Galliera Nord,tertiary,,True,False,40.487,,"LINESTRING (11.4065952 44.7028103, 11.4064851 44.7028457, 11.4063938 44.702876, 11.4063216 44.7029025, 11.406269 44.7029218, 11.4062102 44.7029412, 11.4061443 44.7029798)",,,,
203151383,1,,tertiary,,True,False,13.11,,"LINESTRING (11.4060972 44.7028815, 11.4061277 44.702895, 11.4061398 44.7029047, 11.4061537 44.7029241, 11.4061582 44.7029434, 11.4061558 44.7029595, 11.4061443 44.7029798)",,roundabout,,
410048748,,Via Galliera Nord,tertiary,,True,False,40.318999999999996,,"LINESTRING (11.4060972 44.7028815, 11.4061908 44.7028806, 11.4063031 44.7028649, 11.4064067 44.7028476, 11.4065952 44.7028103)",,,,
23348335,,Via Giacomo Matteotti,residential,,True,False,75.392,,"LINESTRING (11.4059942 44.7028978, 11.4059655 44.7028627, 11.4055151 44.7023115)",,,,
203151383,1,,tertiary,,True,False,8.804,,"LINESTRING (11.4059942 44.7028978, 11.4060113 44.7028878, 11.4060381 44.7028793, 11.4060706 44.7028772, 11.4060972 44.7028815)",,roundabout,,
203151383,1,,tertiary,,True,False,6.209,,"LINESTRING (11.4059679 44.7029489, 11.4059678 44.7029413, 11.4059705 44.7029285, 11.405977 44.7029156, 11.4059942 44.7028978)",,roundabout,,
203151383,1,,tertiary,,True,False,5.46,,"LINESTRING (11.4061443 44.7029798, 11.4061251 44.7029959, 11.4060906 44.7030094)",,roundabout,,
203151383,1,,tertiary,,True,False,3.444,,"LINESTRING (11.4060906 44.7030094, 11.4060655 44.7030123, 11.4060474 44.7030114)",,roundabout,,
203151383,1,,tertiary,,True,False,10.085999999999999,,"LINESTRING (11.4060474 44.7030114, 11.4060289 44.7030078, 11.4059996 44.7029952, 11.4059859 44.7029844, 11.4059775 44.7029745, 11.4059708 44.7029616, 11.4059679 44.7029489)",,roundabout,,
203151384,,Via Vinicio Pescerelli,tertiary,,True,False,15.829,,"LINESTRING (11.4060474 44.7030114, 11.4060022 44.7030131, 11.4059684 44.7030164, 11.4059037 44.7030256, 11.4058505 44.7030353)",,,,
479862374,2,Via Vinicio Pescerelli,tertiary,,False,True,29.434,,"LINESTRING (11.4058505 44.7030353, 11.4055085 44.7031401)",,,,
441628372,,Via Vinicio Pescerelli,tertiary,,True,False,13.471,,"LINESTRING (11.4058505 44.7030353, 11.4058811 44.7030192, 11.4059145 44.7029974, 11.4059386 44.7029801, 11.4059679 44.7029489)",,,,
39257402,,Via Cesare Battisti,residential,,False,False,75.756,,"LINESTRING (11.4042633 44.699249, 11.4051672 44.6990224)",,,,
39257402,,Via Cesare Battisti,residential,,False,True,81.831,,"LINESTRING (11.4042633 44.699249, 11.4041854 44.6992685, 11.4037351 44.6993811, 11.4034057 44.6994686, 11.4032898 44.6994994)",,,,
203174258,,Via Venti Settembre,residential,,False,False,65.975,,"LINESTRING (11.4042633 44.699249, 11.4043412 44.6995185, 11.4044083 44.6998331)",,,,
203174258,,Via Venti Settembre,residential,,False,True,65.975,,"LINESTRING (11.4044083 44.6998331, 11.4043412 44.6995185, 11.4042633 44.699249)",,,,
41440717,,Via Cesare Battisti,residential,,False,False,113.83099999999999,,"LINESTRING (11.404124 44.6974194, 11.4041889 44.6975263, 11.4042711 44.6976646, 11.4045617 44.6980972, 11.4045676 44.698106, 11.4046466 44.6982235, 11.4047281 44.6983485)",,,,
41522551,,,residential,,True,False,45.632999999999996,,"LINESTRING (11.404124 44.6974194, 11.4040952 44.6974183, 11.4040682 44.6974108, 11.4040459 44.6973979, 11.4040302 44.6973806, 11.4040229 44.6973607, 11.4040245 44.6973402, 11.4040349 44.6973211, 11.4040539 44.6973047, 11.4040793 44.6972935, 11.4041084 44.6972887, 11.4041381 44.6972907, 11.4041672 44.6973001, 11.4041899 44.6973161, 11.4042036 44.6973366, 11.4042067 44.6973592, 11.4041988 44.6973812, 11.4041807 44.6974, 11.4041548 44.6974132, 11.404124 44.6974194)",,roundabout,,
112308043,,Via Paolo Borsellino,residential,50,False,True,55.182,,"LINESTRING (11.39699 44.6948248, 11.3972782 44.6952768)",,,,
224356475,,Via Giovanni Falcone,residential,50,True,False,20.395,5.2,"LINESTRING (11.3986079 44.6948279, 11.3984884 44.6949067, 11.3984317 44.6949609)",,,yes,
224356462,,,residential,,True,False,15.928999999999998,5.2,"LINESTRING (11.39819 44.6948986, 11.3982058 44.6948774, 11.3982288 44.6948599, 11.3982573 44.6948472, 11.3982894 44.6948403, 11.3983228 44.6948394, 11.3983554 44.6948448)",,roundabout,,
224356462,,,residential,,True,False,3.979,5.2,"LINESTRING (11.3984317 44.6949609, 11.3984211 44.6949771, 11.3984061 44.6949915)",,roundabout,,
224356462,,,residential,,True,False,11.91,5.2,"LINESTRING (11.3982229 44.6949973, 11.3981994 44.6949763, 11.3981855 44.6949515, 11.3981822 44.6949248, 11.39819 44.6948986)",,roundabout,,
224356476,,Via Giovanni Falcone,residential,,True,False,15.237,3.9,"LINESTRING (11.3982229 44.6949973, 11.398135 44.6950065, 11.3980324 44.6950182)",,,,
224356462,,,residential,,True,False,4.176,5.2,"LINESTRING (11.3982679 44.6950166, 11.398244 44.6950086, 11.3982229 44.6949973)",,roundabout,,
224356472,,Via Giovanni Falcone,residential,,False,True,66.188,7.5,"LINESTRING (11.3980324 44.6950182, 11.3972782 44.6952768)",,,,
224356479,,Via Giovanni Falcone,residential,,True,False,18.237,3.9,"LINESTRING (11.3980324 44.6950182, 11.3981177 44.6949486, 11.39819 44.6948986)",,,,
224356473,,Via Sandro Pertini,residential,,True,False,19.044,3.9,"LINESTRING (11.3984351 44.6951373, 11.3983429 44.6950533, 11.3982679 44.6950166)",,,,
292042020,,Via Sandro Pertini,residential,,False,True,46.1,8,"LINESTRING (11.3984351 44.6951373, 11.3986456 44.6954599, 11.3986805 44.6955134)",,,,
112308043,,Via Paolo Borsellino,residential,50,False,False,55.182,,"LINESTRING (11.3972782 44.6952768, 11.39699 44.6948248)",,,,
224356472,,Via Giovanni Falcone,residential,,False,False,66.188,7.5,"LINESTRING (11.3972782 44.6952768, 11.3980324 44.6950182)",,,,
112308043,,Via Paolo Borsellino,residential,50,False,True,72.362,,"LINESTRING (11.3972782 44.6952768, 11.3976077 44.6957986, 11.3976531 44.6958705)",,,,
140194755,2,Via Galliera Sud,tertiary,,False,True,49.454,,"LINESTRING (11.4019865 44.6972745, 11.4017579 44.6968605)",,,,
140194755,2,Via Galliera Sud,tertiary,,False,False,10.575,,"LINESTRING (11.4019865 44.6972745, 11.4020128 44.697322, 11.4020355 44.697363)",,,,
251406895,,Via Otello Gambini,residential,,False,False,110.012,8.6,"LINESTRING (11.4019865 44.6972745, 11.4018651 44.6973167, 11.400736 44.6977089)",,,,
140194755,2,Via Galliera Sud,tertiary,,False,True,77.671,,"LINESTRING (11.4023953 44.698013, 11.4022312 44.6977165, 11.4021303 44.6975353, 11.4020355 44.697363)",,,,
549525054,2,Via Giacomo Matteotti,tertiary,,False,False,64.732,,"LINESTRING (11.4023953 44.698013, 11.4025453 44.698276, 11.4026187 44.6984047, 11.402703 44.6985525)",,,,
942378012,2,Via Antonio De Zaiacomo,residential,50,False,False,110.849,,"LINESTRING (11.4023953 44.698013, 11.4022544 44.6980621, 11.4011363 44.6984522)",,,,
39257404,2,Via Vinicio Pescerelli,tertiary,50,False,False,5.674,,"LINESTRING (11.4017078 44.6994964, 11.4016427 44.6995179)",,,,
39257404,2,Via Vinicio Pescerelli,tertiary,50,False,True,102.174,,"LINESTRING (11.4017078 44.6994964, 11.4028785 44.6991067)",,,,
251406897,,Via Balilla Magli,residential,,False,True,62.949,,"LINESTRING (11.4017078 44.6994964, 11.4014144 44.6989701)",,,,
251406897,,Via Balilla Magli,residential,,False,False,62.949,,"LINESTRING (11.4014144 44.6989701, 11.4017078 44.6994964)",,,,
251406897,,Via Balilla Magli,residential,,False,True,61.64,,"LINESTRING (11.4014144 44.6989701, 11.4011363 44.6984522)",,,,
251407102,,Via Alberto Buttieri,residential,,False,True,130.284,,"LINESTRING (11.4014144 44.6989701, 11.3999144 44.6994559)",,,,
41522555,,Via Giuseppe Pilati,residential,30,False,False,57.69,9.5,"LINESTRING (11.3999144 44.6994559, 11.3996167 44.6989822)",,,,
41522555,,Via Giuseppe Pilati,residential,30,False,True,56.706,9.5,"LINESTRING (11.3999144 44.6994559, 11.4002093 44.6999208)",,,,
