osmid,name,highway,oneway,reversed,length,ref,geometry,junction,tunnel
96096003,Via Palmiro Togliatti,residential,False,False,77.986,,"LINESTRING (15.6368301 41.7115729, 15.6371306 41.7109084)",,
96706212,Viale Europa,secondary,False,False,20.836,SS272,"LINESTRING (15.6368301 41.7115729, 15.6370787 41.7115988)",,
96706212,Viale Europa,secondary,False,True,141.553,SS272,"LINESTRING (15.6368301 41.7115729, 15.6351248 41.711569)",,
96695530,,secondary,False,False,114.69999999999999,SS272,"LINESTRING (15.6437458 41.7115997, 15.6438419 41.7115975, 15.6439224 41.7115824, 15.6439681 41.7115603, 15.6440833 41.7114885, 15.6442716 41.7113037, 15.644486 41.7111553, 15.644823 41.7110019)",,
96695530,,secondary,False,True,97.374,SS272,"LINESTRING (15.6437458 41.7115997, 15.6436479 41.7115844, 15.6435466 41.7115434, 15.6434501 41.7114472, 15.6434289 41.7113263, 15.6434606 41.7112334, 15.6435316 41.7111455, 15.6437811 41.710944)",,
96718849,Via Luigi Longo,residential,False,False,65.066,,"LINESTRING (15.6437458 41.7115997, 15.6436956 41.7117669, 15.6432385 41.712001)",,
26331644,Piazza Europa,secondary,True,False,23.662,,"LINESTRING (15.6351248 41.711569, 15.6348587 41.7116453)",roundabout,
96706212,Viale Europa,secondary,False,False,141.553,SS272,"LINESTRING (15.6351248 41.711569, 15.6368301 41.7115729)",,
96695532,Via Matteo La Piscopia,secondary,False,False,29.476,SS272,"LINESTRING (15.637963 41.7114255, 15.638289 41.7113204)",,
96695532,Via Matteo La Piscopia,secondary,False,True,45.94,SS272,"LINESTRING (15.637963 41.7114255, 15.6374584 41.7115952)",,
96091927,Via Celano,residential,False,True,53.611,,"LINESTRING (15.637963 41.7114255, 15.6380793 41.7110303, 15.6380774 41.7109528)",,
96706212,Viale Europa,secondary,False,True,20.836,SS272,"LINESTRING (15.6370787 41.7115988, 15.6368301 41.7115729)",,
26566019,Piazza Aldo Moro,secondary,True,False,32.981,SS272,"LINESTRING (15.6370787 41.7115988, 15.6372157 41.7115599, 15.6373144 41.7115588, 15.6374584 41.7115952)",roundabout,
26566019,Piazza Aldo Moro,secondary,True,False,20.972,SS272,"LINESTRING (15.6373168 41.7116506, 15.6372332 41.71165, 15.6370787 41.7115988)",roundabout,
96689310,Via Guglielmo Marconi,residential,False,False,49.498,,"LINESTRING (15.6373168 41.7116506, 15.6375705 41.711841, 15.6377816 41.7119207)",,
107157427,Viale della Repubblica,secondary,True,False,22.902,SS272,"LINESTRING (15.6348587 41.7116453, 15.6345985 41.7117138)",,
26331644,Piazza Europa,secondary,True,False,19.582,,"LINESTRING (15.6348587 41.7116453, 15.6347885 41.7116201, 15.6347322 41.7115766, 15.6347003 41.7115243)",roundabout,
26565904,Via Giovanni Amendola,tertiary,False,False,25.129,,"LINESTRING (15.6347729 41.7113479, 15.6345583 41.7111885)",,
26331644,Piazza Europa,secondary,True,False,28.817,,"LINESTRING (15.6347729 41.7113479, 15.634828 41.7113214, 15.6348971 41.7113067, 15.6349888 41.7113119, 15.6350904 41.7113564)",roundabout,
96561479,Via Generale Arimondi,residential,False,True,59.677,,"LINESTRING (15.6345985 41.7117138, 15.6348795 41.7122078)",,
96595835,Viale della Repubblica,secondary,False,True,22.144,SS272,"LINESTRING (15.6345985 41.7117138, 15.6343889 41.711837)",,
1238261669,Viale della Repubblica,secondary,True,False,22.703,SS272,"LINESTRING (15.6345985 41.7117138, 15.6347003 41.7115243)",,
26565876,Via Sannicandro,residential,False,False,87.663,,"LINESTRING (15.6437811 41.710944, 15.6435114 41.7109273, 15.6428255 41.711213)",,
96695530,,secondary,False,False,97.374,SS272,"LINESTRING (15.6437811 41.710944, 15.6435316 41.7111455, 15.6434606 41.7112334, 15.6434289 41.7113263, 15.6434501 41.7114472, 15.6435466 41.7115434, 15.6436479 41.7115844, 15.6437458 41.7115997)",,
96695530,,secondary,False,True,54.888000000000005,SS272,"LINESTRING (15.6437811 41.710944, 15.6440005 41.7107507, 15.6441701 41.7105465)",,
96091942,Corso Pietro Giannone,residential,False,True,5.428,,"LINESTRING (15.6359772 41.7137538, 15.6359181 41.7137747)",,
96595843,Via Giosuè Carducci,residential,False,False,12.058,,"LINESTRING (15.6359772 41.7137538, 15.6359571 41.7136464)",,
96091942,Corso Pietro Giannone,residential,False,False,42.096000000000004,,"LINESTRING (15.6359772 41.7137538, 15.6363799 41.7136703, 15.6364619 41.7136441)",,
96595838,Corso Giacomo Matteotti,residential,False,True,41.78,,"LINESTRING (15.6358467 41.7131339, 15.6363192 41.7130044)",,
107158467,Via Roma,residential,False,True,23.345,,"LINESTRING (15.6358467 41.7131339, 15.6357502 41.7129367)",,
96595838,Corso Giacomo Matteotti,residential,False,False,36.87,,"LINESTRING (15.6358467 41.7131339, 15.6355488 41.7131997, 15.6354207 41.7132278)",,
96595843,Via Giosuè Carducci,residential,False,True,28.066,,"LINESTRING (15.6358467 41.7131339, 15.6358901 41.7132867, 15.6359078 41.713382)",,
96689309,Via della Vittoria,residential,False,False,21.168,,"LINESTRING (15.6389916 41.7121903, 15.6392265 41.7121162)",,
96689309,Via della Vittoria,residential,False,True,18.527,,"LINESTRING (15.6389916 41.7121903, 15.6387847 41.7122528)",,
96710897,,residential,False,False,21.162,,"LINESTRING (15.6389916 41.7121903, 15.6388095 41.7120571)",,
96710899,Via Monte Grappa,residential,False,False,54.621,,"LINESTRING (15.6389916 41.7121903, 15.6392594 41.712639)",,
26566019,Piazza Aldo Moro,secondary,True,False,13.27,SS272,"LINESTRING (15.6374584 41.7115952, 15.6373168 41.7116506)",roundabout,
96695532,Via Matteo La Piscopia,secondary,False,False,45.94,SS272,"LINESTRING (15.6374584 41.7115952, 15.637963 41.7114255)",,
107101645,,residential,False,True,51.277,,"LINESTRING (15.6374584 41.7115952, 15.6377676 41.7116086, 15.6380681 41.7116591)",,
96055339,Via XXIV Maggio,residential,False,True,7.986,,"LINESTRING (15.6392594 41.712639, 15.6393091 41.7125775)",,
96710899,Via Monte Grappa,residential,False,True,54.621,,"LINESTRING (15.6392594 41.712639, 15.6389916 41.7121903)",,
96055339,Via XXIV Maggio,residential,False,False,21.945999999999998,,"LINESTRING (15.6392594 41.712639, 15.6391941 41.7127138, 15.6391578 41.7127397, 15.6390727 41.7127705)",,
