osmid,oneway,lanes,name,highway,maxspeed,access,reversed,length,geometry,ref,bridge,area,width
28515317,False,2,Via Bramalegno,unclassified,50,yes,True,207.592,"LINESTRING (10.7447271 43.8396875, 10.7446573 43.8396448, 10.7445597 43.8395803, 10.7444913 43.8395358, 10.7443606 43.83945, 10.7440865 43.8393085, 10.7438711 43.8391972, 10.7437554 43.8391375, 10.7435392 43.8390456, 10.7433692 43.8389733, 10.7433147 43.838924, 10.7431705 43.8387936, 10.7431369 43.8387503, 10.7430509 43.8386396, 10.7429775 43.8385283, 10.7429297 43.8384116)",,,,
41591822,False,2,Via Ventiquattro Maggio,secondary,50,yes,False,95.34700000000001,"LINESTRING (10.7447271 43.8396875, 10.7451236 43.839663, 10.7454565 43.8396434, 10.7459119 43.839617)",SP15,,,
139299520,False,2,Via Roma,secondary,50,yes,True,211.01600000000005,"LINESTRING (10.7447271 43.8396875, 10.7445118 43.8396898, 10.7443039 43.8396821, 10.7440426 43.8396732, 10.7439191 43.8396689, 10.7437762 43.839664, 10.7433953 43.8396509, 10.7433052 43.8396478, 10.7429487 43.8396355, 10.7427758 43.8396305, 10.7424701 43.8396216, 10.7422009 43.8396136, 10.7420986 43.8396107)",SP15,,,
648843531,False,2,Via Giacomo Puccini,secondary,50,yes,True,7.727,"LINESTRING (10.7488382 43.8423423, 10.7488696 43.8422766)",SP15,,,
648843531,False,2,Via Giacomo Puccini,secondary,50,yes,False,37.358999999999995,"LINESTRING (10.7488382 43.8423423, 10.7487311 43.8424828, 10.7485808 43.842621)",SP15,,,
41591741,True,,Via della Libertà,unclassified,50,yes,False,23.119,"LINESTRING (10.7475912 43.843391, 10.7475289 43.843188)",,,,
648843531,False,2,Via Giacomo Puccini,secondary,50,yes,True,9.479,"LINESTRING (10.7475912 43.843391, 10.7476623 43.8433229)",SP15,,,
41591730,False,2,Via Buggianese,secondary,50,yes,False,37.864999999999995,"LINESTRING (10.7475912 43.843391, 10.7475688 43.8434306, 10.7475414 43.843479, 10.7475034 43.8435844, 10.7474888 43.843625, 10.7474581 43.843717)",SP15,,,
28515317,False,2,Via Bramalegno,unclassified,50,yes,False,207.59199999999998,"LINESTRING (10.7429297 43.8384116, 10.7429775 43.8385283, 10.7430509 43.8386396, 10.7431369 43.8387503, 10.7431705 43.8387936, 10.7433147 43.838924, 10.7433692 43.8389733, 10.7435392 43.8390456, 10.7437554 43.8391375, 10.7438711 43.8391972, 10.7440865 43.8393085, 10.7443606 43.83945, 10.7444913 43.8395358, 10.7445597 43.8395803, 10.7446573 43.8396448, 10.7447271 43.8396875)",,,,
28515317,False,2,Via Bramalegno,unclassified,50,yes,True,30.293999999999997,"LINESTRING (10.7429297 43.8384116, 10.7428924 43.8383165, 10.7428731 43.8382716, 10.7428627 43.8382379, 10.7428568 43.8382189, 10.7428514 43.8381464)",,,,
41591693,False,2,Via Aldo Moro,unclassified,50,yes,True,205.98000000000002,"LINESTRING (10.7429297 43.8384116, 10.7430056 43.8384122, 10.7434567 43.8384157, 10.7435778 43.8384159, 10.7438015 43.8384218, 10.74396 43.8384278, 10.7441152 43.8384509, 10.7442521 43.8384967, 10.744287 43.8385082, 10.7453282 43.8388556, 10.7453668 43.8388685)",,,,
41591822,False,2,Via Ventiquattro Maggio,secondary,50,yes,True,5.361,"LINESTRING (10.7478754 43.8395695, 10.7478092 43.8395628)",SP15,,,
"[279443083, 140282292, 41591717, 41591822]",False,2,"['Ponte della Vittoria', 'Via Ventiquattro Maggio', 'Via Giacomo Puccini', 'Via XXIV Maggio']",secondary,50,yes,False,101.281,"LINESTRING (10.7478754 43.8395695, 10.7480722 43.8395984, 10.748265 43.8396528, 10.7484102 43.8397332, 10.7484175 43.8397372, 10.7485166 43.8398277, 10.7485473 43.8398558, 10.7485675 43.8398744, 10.7487848 43.8400925, 10.7488006 43.8401084, 10.7488127 43.8401208)",SP15,yes,,
41591823,True,,Via Filippo Cecchi,residential,50,yes,False,119.572,"LINESTRING (10.7478754 43.8395695, 10.7478686 43.8396067, 10.7478243 43.8398495, 10.7477884 43.840046, 10.7477845 43.8400959, 10.747774 43.8402327, 10.7477255 43.8402741, 10.7476298 43.840314, 10.7474615 43.8403647, 10.7473577 43.8403971, 10.7472793 43.8404191)",,,,
41591673,False,,Via Genova,unclassified,50,yes,False,20.422,"LINESTRING (10.7489678 43.8366851, 10.7491938 43.8367697)",,,,
41591675,False,,Via Venezia,residential,50,yes,False,46.963,"LINESTRING (10.7489678 43.8366851, 10.7487097 43.8370642)",,,,
"[41591673, 379949931]",False,2,"['Viale della Costituzione', 'Via Genova']",unclassified,50,yes,True,334.31600000000003,"LINESTRING (10.7489678 43.8366851, 10.7487677 43.8366546, 10.7485916 43.8366345, 10.7485252 43.8366269, 10.7482103 43.8365909, 10.7474134 43.8364698, 10.7473316 43.8364609, 10.747286 43.8364811, 10.7472603 43.8365215, 10.7470991 43.836903, 10.7470938 43.8369183, 10.7470608 43.8369903, 10.7470321 43.8370527, 10.7470064 43.8371121, 10.7468345 43.8375087, 10.746538 43.8381625)",,,,
41591673,False,,Via Genova,unclassified,50,yes,True,86.03399999999999,"LINESTRING (10.7501458 43.8371262, 10.7501074 43.8371118, 10.7500864 43.8371039, 10.7492749 43.8368001, 10.7491938 43.8367697)",,,,
222661205,False,2,Via del Popolo,unclassified,50,yes,False,48.882000000000005,"LINESTRING (10.7501458 43.8371262, 10.7500237 43.8372204, 10.749892 43.8373219, 10.7497309 43.8374482)",,,,
41591675,False,,Via Venezia,residential,50,yes,True,46.963,"LINESTRING (10.7487097 43.8370642, 10.7489678 43.8366851)",,,,
41591687,False,,Via Bologna,residential,50,yes,False,24.111,"LINESTRING (10.7487097 43.8370642, 10.7484325 43.8369803)",,,,
"[41591675, 41591685]",False,,"['Via Milano', 'Via Venezia']",residential,50,yes,"[False, True]",55.955999999999996,"LINESTRING (10.7487097 43.8370642, 10.7486911 43.8370938, 10.7484654 43.8374529, 10.7485599 43.8374875)",,,,
41591687,False,,Via Bologna,residential,50,yes,True,92.369,"LINESTRING (10.7487097 43.8370642, 10.7490601 43.8371985, 10.7496682 43.8374248, 10.7496818 43.8374299, 10.7497309 43.8374482)",,,,
222661205,False,2,Via del Popolo,unclassified,50,yes,False,38.343,"LINESTRING (10.7478573 43.8392198, 10.7478558 43.8392357, 10.7478502 43.8392861, 10.7478192 43.839516, 10.7478092 43.8395628)",,,,
222661205,False,2,Via del Popolo,unclassified,50,yes,True,30.679000000000002,"LINESTRING (10.7478573 43.8392198, 10.7478743 43.8391458, 10.7479281 43.8389672, 10.7479335 43.8389495)",,,,
222661205,False,2,Via del Popolo,unclassified,50,yes,False,30.679000000000002,"LINESTRING (10.7479335 43.8389495, 10.7479281 43.8389672, 10.7478743 43.8391458, 10.7478573 43.8392198)",,,,
222661205,False,2,Via del Popolo,unclassified,50,yes,True,66.345,"LINESTRING (10.7479335 43.8389495, 10.7480525 43.8387731, 10.7482193 43.8385722, 10.7482772 43.8385018, 10.748337 43.8384292)",,,,
1158802115,True,2,Via Firenze,residential,50,yes,False,43.242,"LINESTRING (10.7479335 43.8389495, 10.7480094 43.8389595, 10.748055 43.8389655, 10.7484639 43.8390193)",,,no,
222661205,False,2,Via del Popolo,unclassified,50,yes,False,66.345,"LINESTRING (10.748337 43.8384292, 10.7482772 43.8385018, 10.7482193 43.8385722, 10.7480525 43.8387731, 10.7479335 43.8389495)",,,,
222661205,False,2,Via del Popolo,unclassified,50,yes,True,96.42099999999999,"LINESTRING (10.748337 43.8384292, 10.7485314 43.8382146, 10.7486088 43.8381467, 10.7487396 43.8380497, 10.7491741 43.8378217)",,,,
1158802117,True,1,Via Torino,residential,50,yes,False,58.553,"LINESTRING (10.748337 43.8384292, 10.7484023 43.8384363, 10.7486418 43.8384625, 10.748774 43.8384769, 10.7490227 43.8385028, 10.7490591 43.8385066)",,,,
41591684,False,1,Via Torino,residential,50,yes,True,51.217000000000006,"LINESTRING (10.7501965 43.8386321, 10.7501616 43.8386283, 10.7495651 43.8385632)",,,,
222661205,False,2,Via del Popolo,unclassified,50,yes,False,9.852,"LINESTRING (10.7492703 43.8377666, 10.7491741 43.8378217)",,,,
222661205,False,2,Via del Popolo,unclassified,50,yes,True,51.169,"LINESTRING (10.7492703 43.8377666, 10.7497309 43.8374482)",,,,
41591685,False,,Via Milano,residential,50,yes,False,64.936,"LINESTRING (10.7492703 43.8377666, 10.7492162 43.8377448, 10.749196 43.8377367, 10.7488593 43.837601, 10.748796 43.8375836, 10.7485599 43.8374875)",,,,
222661205,False,2,Via del Popolo,unclassified,50,yes,False,51.169,"LINESTRING (10.7497309 43.8374482, 10.7492703 43.8377666)",,,,
