osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,bridge,junction,maxspeed
753052806,False,2,SP7,Via Martiri della Libertà,tertiary,False,50.936,"LINESTRING (11.0220071 43.933512, 11.0219741 43.9335353, 11.0219412 43.933551, 11.0219083 43.9335628, 11.0214421 43.9337181)",,,
309853877,False,2,SP7,Via Quattro Novembre,tertiary,False,28.202,"LINESTRING (11.0114647 43.9347997, 11.0111126 43.9347937)",,,
309853877,False,2,SP7,Via Quattro Novembre,tertiary,True,14.092,"LINESTRING (11.0114647 43.9347997, 11.0116405 43.9348055)",,,
1256120415,False,,,Via Aldo Moro,residential,True,67.80499999999999,"LINESTRING (11.0114647 43.9347997, 11.0112423 43.9343197, 11.0112146 43.9342738, 11.0112054 43.9342594, 11.011198 43.9342507, 11.0111856 43.9342415, 11.0111685 43.9342332)",,,
753052807,True,1,SP7,Via Martiri della Libertà,tertiary,False,47.971000000000004,"LINESTRING (11.0190243 43.9345233, 11.0189277 43.9345358, 11.0184328 43.9345916)",,,
759006483,False,,,,unclassified,True,30.414,"LINESTRING (11.0190243 43.9345233, 11.0190337 43.9345589, 11.0190371 43.9345729, 11.0190555 43.934657, 11.0190586 43.9346822, 11.0190541 43.9347076, 11.0190406 43.9347374, 11.0190148 43.9347899)",,,
176768771,True,,,Via Antonio Gramsci,unclassified,False,54.12,"LINESTRING (11.0214421 43.9337181, 11.0215017 43.9337864, 11.0218052 43.9341286)",,,
176823604,False,,,Via dell'Oste,unclassified,False,387.4990000000001,"LINESTRING (11.0214421 43.9337181, 11.0211032 43.9333731, 11.0206765 43.9328222, 11.0204673 43.9324861, 11.0201937 43.9322968, 11.0188931 43.9316926, 11.0188345 43.9316662, 11.0187643 43.9316346, 11.0186731 43.9316771, 11.0184286 43.9318503, 11.0183657 43.9318848, 11.0182997 43.9319182, 11.0181402 43.9319691)",,,
753052806,False,2,SP7,Via Martiri della Libertà,tertiary,False,56.224000000000004,"LINESTRING (11.0214421 43.9337181, 11.0213056 43.9337619, 11.0209979 43.9338602, 11.0209597 43.9338739, 11.0209223 43.9338882, 11.0208865 43.9339041, 11.0208102 43.9339371)",,,
753052806,False,2,SP7,Via Martiri della Libertà,tertiary,True,50.936,"LINESTRING (11.0214421 43.9337181, 11.0219083 43.9335628, 11.0219412 43.933551, 11.0219741 43.9335353, 11.0220071 43.933512)",,,
548098691,False,,,Via Fratelli Masini,unclassified,False,70.495,"LINESTRING (11.0213633 43.9350545, 11.0213814 43.9350338, 11.0214026 43.9350198, 11.021445 43.9350029, 11.021929 43.9348573, 11.0220312 43.9348063, 11.022079 43.9347268)",,,
548098692,True,,,Via Fratelli Masini,unclassified,False,192.31699999999998,"LINESTRING (11.0213633 43.9350545, 11.0213559 43.935078, 11.0213552 43.9351027, 11.0213566 43.9351266, 11.0213696 43.9352001, 11.0213765 43.93523, 11.0214533 43.9354525, 11.0214779 43.9355017, 11.0214991 43.9355481, 11.0215141 43.935591, 11.021525 43.9356387, 11.0215257 43.9356801, 11.0215197 43.9357308, 11.0215008 43.9357887, 11.021462 43.9358499, 11.0214367 43.9358835, 11.0214046 43.9359171, 11.0213751 43.9359402, 11.0213445 43.9359593, 11.0213084 43.9359777, 11.0212584 43.9359993, 11.0205498 43.936255, 11.0203936 43.9363123)",,,
699273764,False,2,SP7,Via Martiri della Libertà,tertiary,True,49.371,"LINESTRING (11.0146293 43.9348775, 11.0152458 43.934884)",,,
