osmid,oneway,name,highway,maxspeed,reversed,length,geometry,bridge,junction,lanes
117733883,True,Via Ala Italiana,residential,50,False,98.578,"LINESTRING (8.5224206 39.165541, 8.5232873 39.1658132, 8.5234595 39.1659041)",,,
202941738,False,Via Trieste,residential,50,False,125.67600000000002,"LINESTRING (8.5224206 39.165541, 8.5226002 39.1646442, 8.522625 39.1645346, 8.5226478 39.1644246)",,,
46705103,False,Via Roma,tertiary,50,False,32.551,"LINESTRING (8.5226478 39.1644246, 8.5230203 39.1644724)",,,
202941738,False,Via Trieste,residential,50,True,125.676,"LINESTRING (8.5226478 39.1644246, 8.522625 39.1645346, 8.5226002 39.1646442, 8.5224206 39.165541)",,,
863304983,False,Viale Arsia,tertiary,50,False,72.0,"LINESTRING (8.5268024 39.1638005, 8.5263161 39.1632741)",,,
863304983,False,Viale Arsia,tertiary,50,True,39.013,"LINESTRING (8.5268024 39.1638005, 8.5270665 39.1640854)",,,
117736132,True,Via Gallura,residential,50,False,161.708,"LINESTRING (8.5268024 39.1638005, 8.5272242 39.1635963, 8.5273832 39.1635256, 8.5276045 39.1634448, 8.5279446 39.1633545, 8.5280356 39.1633277, 8.5285136 39.1632321)",,,
117725738,True,Piazza Rinascita,residential,50,False,52.231,"LINESTRING (8.5267231 39.168201, 8.5261867 39.1684194)",,,
171665738,False,Via Macomer,residential,50,False,90.714,"LINESTRING (8.5267231 39.168201, 8.5269726 39.1685824, 8.5271907 39.1689318)",,,
447955763,False,Via San Ponziano,residential,50,True,68.672,"LINESTRING (8.5272284 39.1669711, 8.5266027 39.1665889)",,,
80778949,False,Via Lucania,residential,50,False,125.142,"LINESTRING (8.5272284 39.1669711, 8.527292 39.1669031, 8.5274198 39.1667883, 8.5274842 39.1667745, 8.5275672 39.1667751, 8.5276474 39.1668024, 8.5282009 39.1671481, 8.5283654 39.1672356)",,,
