osmid,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,lanes,ref,junction
84665450,Via Eugenio Curiel,residential,50,False,False,57.326,"LINESTRING (11.0673393 44.8903236, 11.0680668 44.8903117)",,,,
84665450,Via Eugenio Curiel,residential,50,False,True,60.323,"LINESTRING (11.0673393 44.8903236, 11.0665738 44.89031)",,,,
84665450,Via Eugenio Curiel,residential,50,False,False,18.256,"LINESTRING (11.0714247 44.890194, 11.0716563 44.8901883)",,,,
84665450,Via Eugenio Curiel,residential,50,False,True,53.267,"LINESTRING (11.0714247 44.890194, 11.0707509 44.8902341)",,,,
32930323,Via Odoardo Focherini,residential,50,True,False,32.561,"LINESTRING (11.0656185 44.8862216, 11.0652239 44.8861345)",,,,
74006374,Via Giovanni Pico,residential,,True,False,38.666,"LINESTRING (11.0656185 44.8862216, 11.0654854 44.8865563)",,,,
24961413,Via Giovanni Pico,residential,50,True,False,82.56700000000001,"LINESTRING (11.0661971 44.8850656, 11.0658914 44.8856257, 11.0658262 44.88576)",,,,
"[584954581, 584954582, 584954583]",Vicolo Personali,residential,,False,False,46.929,"LINESTRING (11.0661971 44.8850656, 11.0661136 44.8850538, 11.0659516 44.8850135, 11.065629 44.8849401)",building_passage,,,
36072203,Viale Circonvallazione Est,secondary,50,True,False,41.523,"LINESTRING (11.0673231 44.8893949, 11.0668061 44.8894676)",,2,SS12,
33171960,Via Milazzo,unclassified,,False,False,91.18299999999999,"LINESTRING (11.0673231 44.8893949, 11.0673018 44.8890644, 11.0672627 44.888576)",,,,
36072203,Viale Circonvallazione Est,secondary,50,True,False,38.863,"LINESTRING (11.0714421 44.8863436, 11.0712066 44.8866507)",,2,SS12,
24961413,Via Giovanni Pico,residential,50,True,False,121.876,"LINESTRING (11.0669273 44.8840276, 11.0662292 44.8850057)",,,,
162860609,Via Statale Sud,secondary,50,False,False,112.92099999999999,"LINESTRING (11.0669273 44.8840276, 11.0670128 44.8838814, 11.0671526 44.8836421, 11.0672644 44.8834594, 11.0674927 44.8830945)",,2,,
215809332,Viale Circonvallazione Ovest,secondary,50,False,True,44.325,"LINESTRING (11.0669273 44.8840276, 11.067116 44.8840509, 11.0671708 44.8840576, 11.0674836 44.8840865)",,2,SS12,
74006361,Via per San Martino Carano,tertiary,50,False,False,88.11800000000001,"LINESTRING (11.0639557 44.8846477, 11.0637866 44.884574, 11.0630054 44.8842298)",,,,
782224187,Viale Circonvallazione Ovest,secondary,50,True,False,140.928,"LINESTRING (11.0639557 44.8846477, 11.0640924 44.8845883, 11.0656552 44.8842641)",,2,SS12,
80176706,Viale Circonvallazione Ovest,secondary,50,True,False,36.997,"LINESTRING (11.0635808 44.8857854, 11.0636652 44.8854581)",,2,SS12,
74006379,Viale Circonvallazione Ovest,secondary,50,True,False,211.77599999999998,"LINESTRING (11.0659321 44.8895893, 11.0657158 44.8895123, 11.0638574 44.8888505, 11.0636677 44.8887791, 11.0635569 44.888706)",,2,SS12,
118585976,Piazza della Costituente,unclassified,50,False,False,110.944,"LINESTRING (11.0659321 44.8895893, 11.0659404 44.8894257, 11.0659827 44.8885922)",,,,
490713855,Viale cinque Martiri,secondary,50,False,False,78.73,"LINESTRING (11.0659321 44.8895893, 11.06592 44.8897238, 11.0658685 44.8902959)",,2,SS12,
33171965,Via Giuseppe Verdi,residential,50,False,False,87.524,"LINESTRING (11.0689971 44.8884698, 11.0678914 44.8885466)",,,,
396938390,Via Francesco Montanari,residential,50,True,False,74.542,"LINESTRING (11.0689971 44.8884698, 11.0691062 44.8891357)",,,,
36072203,Viale Circonvallazione Est,secondary,50,True,False,77.95,"LINESTRING (11.0703596 44.8852355, 11.0709559 44.8857949)",,2,SS12,
396938390,Via Francesco Montanari,residential,50,True,False,68.631,"LINESTRING (11.0703596 44.8852355, 11.0701141 44.8858277)",,,,
162860609,Via Statale Sud,secondary,50,False,False,17.517,"LINESTRING (11.0674927 44.8830945, 11.0675806 44.8829498)",,2,,
162860609,Via Statale Sud,secondary,50,False,True,112.92100000000002,"LINESTRING (11.0674927 44.8830945, 11.0672644 44.8834594, 11.0671526 44.8836421, 11.0670128 44.8838814, 11.0669273 44.8840276)",,2,,
24044468,Viale Gregorio Agnini,secondary,50,False,True,73.442,"LINESTRING (11.0658685 44.8902959, 11.0657344 44.8902915, 11.0649372 44.8902656)",,,SP8,
84665450,Via Eugenio Curiel,residential,50,False,False,55.584,"LINESTRING (11.0658685 44.8902959, 11.0660014 44.8902986, 11.0665738 44.89031)",,,,
490713855,Viale cinque Martiri,secondary,50,False,True,78.73,"LINESTRING (11.0658685 44.8902959, 11.06592 44.8897238, 11.0659321 44.8895893)",,2,SS12,
33171965,Via Giuseppe Verdi,residential,50,False,False,49.636,"LINESTRING (11.0678914 44.8885466, 11.0672627 44.888576)",,,,
33171965,Via Giuseppe Verdi,residential,50,False,True,87.524,"LINESTRING (11.0678914 44.8885466, 11.0689971 44.8884698)",,,,
200252510,Piazza Giuseppe Garibaldi,residential,50,False,True,94.487,"LINESTRING (11.0678914 44.8885466, 11.0677365 44.8878577, 11.0676215 44.8877292)",,,,
36072203,Viale Circonvallazione Est,secondary,50,True,False,143.397,"LINESTRING (11.0691062 44.8891357, 11.0689989 44.8891513, 11.0681847 44.8892697, 11.0673231 44.8893949)",,2,SS12,
74006379,Viale Circonvallazione Ovest,secondary,50,True,False,44.209999999999994,"LINESTRING (11.0635569 44.888706, 11.0635293 44.8886203, 11.063502 44.8885099, 11.0634991 44.8883123)",,2,SS12,
"[161642801, 847051443]",via Montenegro,"['unclassified', 'residential']",,False,"[False, True]",134.53,"LINESTRING (11.0635569 44.888706, 11.0633784 44.8887096, 11.0631878 44.8887135, 11.061987 44.8882947)",,,,
1227136520,Via Cesare Battisti,living_street,,False,False,38.927,"LINESTRING (11.0654854 44.8865563, 11.0659555 44.8866641)",,,,
74006374,Via Giovanni Pico,residential,,True,False,27.695,"LINESTRING (11.0654854 44.8865563, 11.0654326 44.8866668, 11.0653667 44.8867907)",,,,
165381335,Via Felice Cavallotti,residential,,True,False,7.163,"LINESTRING (11.0652041 44.8871447, 11.0651135 44.8871393)",,,,
1227136519,Via Felice Cavallotti,residential,,False,False,52.542,"LINESTRING (11.0652041 44.8871447, 11.0658659 44.8872032)",,,,
74006392,Via Tagliate,residential,,False,True,98.145,"LINESTRING (11.0600269 44.8865805, 11.0598699 44.8874561)",,,,
74006392,Via Tagliate,residential,,False,False,52.605,"LINESTRING (11.0600269 44.8865805, 11.0598652 44.8861795, 11.0598435 44.8861256)",,,,
705463234,Via Piave,residential,50,False,False,272.28000000000003,"LINESTRING (11.0600269 44.8865805, 11.0633868 44.8865536, 11.0634827 44.8865564)",,,,
74006369,Via Vittorio Veneto,residential,50,False,False,220.571,"LINESTRING (11.063488 44.8874702, 11.0633763 44.8874722, 11.0606883 44.8874593)",,,,
74006379,Viale Circonvallazione Ovest,secondary,50,True,False,101.61600000000001,"LINESTRING (11.063488 44.8874702, 11.0634786 44.8867089, 11.0634827 44.8865564)",,2,SS12,
173073498,Via San Martino Carano,tertiary,50,False,False,67.584,"LINESTRING (11.0630054 44.8842298, 11.0621492 44.8842671)",,,,
74006361,Via per San Martino Carano,tertiary,50,False,True,88.11800000000001,"LINESTRING (11.0630054 44.8842298, 11.0637866 44.884574, 11.0639557 44.8846477)",,,,
36072203,Viale Circonvallazione Est,secondary,50,True,False,46.58,"LINESTRING (11.0694115 44.884329, 11.0697495 44.8846727)",,2,SS12,
129019283,Viale Circonvallazione Est,secondary,50,True,False,13.774000000000001,"LINESTRING (11.0694115 44.884329, 11.0693931 44.8843486, 11.0693691 44.8843633, 11.069347 44.8843715, 11.069305 44.8843774, 11.0692634 44.8843727)",,2,,roundabout
1227138021,Via Remo Brunatti,residential,50,True,False,18.206,"LINESTRING (11.0705621 44.8875058, 11.0703425 44.8874548)",,,,
36072203,Viale Circonvallazione Est,secondary,50,True,False,223.14800000000002,"LINESTRING (11.0705621 44.8875058, 11.0696131 44.8889226, 11.0695279 44.8890193, 11.0693615 44.889092, 11.0691062 44.8891357)",,2,SS12,
74006369,Via Vittorio Veneto,residential,50,False,True,64.475,"LINESTRING (11.0598699 44.8874561, 11.0606883 44.8874593)",,,,
74006392,Via Tagliate,residential,,False,False,98.145,"LINESTRING (11.0598699 44.8874561, 11.0600269 44.8865805)",,,,
74006392,Via Tagliate,residential,,False,True,57.761,"LINESTRING (11.0598699 44.8874561, 11.0597789 44.887954, 11.0597763 44.8879713)",,,,
74006379,Viale Circonvallazione Ovest,secondary,50,True,False,27.016,"LINESTRING (11.0634827 44.8865564, 11.0634877 44.8863745, 11.0634901 44.8863135)",,2,SS12,
705463234,Via Piave,residential,50,False,True,272.28000000000003,"LINESTRING (11.0634827 44.8865564, 11.0633868 44.8865536, 11.0600269 44.8865805)",,,,
74006365,Via Camillo Benso di Cavour,residential,,False,False,67.525,"LINESTRING (11.0701141 44.8858277, 11.0692934 44.8856526)",,,,
396938390,Via Francesco Montanari,residential,50,True,False,61.056,"LINESTRING (11.0701141 44.8858277, 11.0698941 44.8863542)",,,,
24961413,Via Giovanni Pico,residential,50,True,False,7.125,"LINESTRING (11.0662292 44.8850057, 11.0661971 44.8850656)",,,,
