osmid,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,tunnel,junction
215024911,Via Lunga,residential,False,False,37.175,,"LINESTRING (13.5793132 37.3106386, 13.5793426 37.3109721)",,,
98139617,Via Empedocle,residential,False,False,128.843,2,"LINESTRING (13.5793132 37.3106386, 13.5792577 37.3106391, 13.5792077 37.3106371, 13.5791804 37.310634, 13.5791532 37.3106309, 13.5791088 37.3106211, 13.5789081 37.3105258, 13.5787393 37.3104457, 13.5783696 37.3102702, 13.5782257 37.3102029, 13.5781281 37.310188, 13.5781017 37.3101866, 13.5780052 37.3101862)",,,
98139617,Via Empedocle,residential,False,True,22.898,2,"LINESTRING (13.5793132 37.3106386, 13.5793898 37.310619, 13.579557 37.3105694)",,,
98139617,Via Empedocle,residential,False,False,125.72600000000001,2,"LINESTRING (13.5780052 37.3101862, 13.5779422 37.3101896, 13.5778591 37.3102041, 13.5776033 37.3102888, 13.5773033 37.3104239, 13.5772735 37.3104373, 13.5771541 37.3105038, 13.5768423 37.3106776, 13.5767679 37.310719)",,,
98139617,Via Empedocle,residential,False,True,128.843,2,"LINESTRING (13.5780052 37.3101862, 13.5781017 37.3101866, 13.5781281 37.310188, 13.5782257 37.3102029, 13.5783696 37.3102702, 13.5787393 37.3104457, 13.5789081 37.3105258, 13.5791088 37.3106211, 13.5791532 37.3106309, 13.5791804 37.310634, 13.5792077 37.3106371, 13.5792577 37.3106391, 13.5793132 37.3106386)",,,
"[215024915, 215020637]","['Via Niccolò Gallo', 'Via Santa Lucia']",residential,False,"[False, True]",168.519,,"LINESTRING (13.5780052 37.3101862, 13.5780173 37.3102161, 13.5780833 37.3102317, 13.5781769 37.3102605, 13.5782749 37.3103001, 13.578367 37.3103474, 13.5784038 37.3104071, 13.5784375 37.3104682, 13.5784733 37.3105885, 13.5784905 37.3106374, 13.5785403 37.3107793, 13.5785861 37.3109073, 13.5786235 37.3109558, 13.5787933 37.3110575, 13.5790634 37.3112033, 13.5791803 37.3112435)",,,
82711942,,residential,False,False,8.672,,"LINESTRING (13.5764101 37.3109635, 13.5763197 37.3109333)",,,
82711942,,residential,False,True,23.589,,"LINESTRING (13.5764101 37.3109635, 13.5764918 37.3109928, 13.5766542 37.311049)",,,
829994670,Piazza Giuseppe Sinatra,residential,False,True,26.282,,"LINESTRING (13.5764101 37.3109635, 13.5764475 37.3108995, 13.5766052 37.3107911)",,,
82711942,,residential,False,True,8.672,,"LINESTRING (13.5763197 37.3109333, 13.5764101 37.3109635)",,,
82711943,Via Garibaldi,residential,True,False,58.22,,"LINESTRING (13.5763197 37.3109333, 13.576145 37.3109074, 13.5761279 37.3109078, 13.5760458 37.3109095, 13.5759348 37.3109207, 13.5758177 37.3109412, 13.5756748 37.3109763)",,,
111994993,Viale Pietro Nenni,residential,False,False,41.428999999999995,,"LINESTRING (13.5729379 37.3119408, 13.5728937 37.3117336, 13.572879 37.3116295, 13.5728773 37.3116179, 13.5728726 37.3115841, 13.5728709 37.3115722)",,,
213485334,Via Giuseppe Garibaldi,residential,False,False,83.48499999999999,,"LINESTRING (13.5729379 37.3119408, 13.5725952 37.3120832, 13.5725205 37.312113, 13.5724877 37.3121268, 13.5721012 37.3122884)",,,
213138342,Via Giuseppe Garibaldi,residential,False,True,40.145,,"LINESTRING (13.5721012 37.3122884, 13.5720688 37.3122376, 13.5717966 37.3123452, 13.5717214 37.3123627)",,,
213485334,Via Giuseppe Garibaldi,residential,False,False,108.14599999999999,,"LINESTRING (13.5721012 37.3122884, 13.5720876 37.3122951, 13.57204 37.3123163, 13.5717511 37.3124469, 13.5716615 37.3124861, 13.5714948 37.3125576, 13.5709884 37.3126774)",,,
213485334,Via Giuseppe Garibaldi,residential,False,True,83.485,,"LINESTRING (13.5721012 37.3122884, 13.5724877 37.3121268, 13.5725205 37.312113, 13.5725952 37.3120832, 13.5729379 37.3119408)",,,
213485334,Via Giuseppe Garibaldi,residential,False,True,70.233,,"LINESTRING (13.570218 37.3128292, 13.5703582 37.3128092, 13.5704342 37.3127931, 13.5707104 37.3127367, 13.5708006 37.3127184, 13.5709218 37.3126939, 13.5709884 37.3126774)",,,
"[892396152, 892396153, 213119908]","['Via Giovanni Finazzi Agrò', 'Discesa Porto Empedocle', 'Via G. Finazzi Agrò']",residential,False,False,165.102,,"LINESTRING (13.570218 37.3128292, 13.5702349 37.3128796, 13.5700779 37.3129479, 13.5700089 37.3129879, 13.5699506 37.3130341, 13.5699159 37.3130644, 13.5698874 37.3130986, 13.569871 37.3131325, 13.5698612 37.3131673, 13.569842 37.313315, 13.5698242 37.3134313, 13.5697972 37.3135166, 13.5696036 37.3139244, 13.5695691 37.3139899, 13.5694994 37.3141211)",,,
892396153,Discesa Porto Empedocle,residential,False,True,48.232,,"LINESTRING (13.570218 37.3128292, 13.5701952 37.3127356, 13.5701812 37.3126377, 13.5702227 37.3125294, 13.5702618 37.3124066)",,,
892396152,Via G. Finazzi Agrò,residential,False,False,11.712,,"LINESTRING (13.5694994 37.3141211, 13.5693965 37.3141874)",,,
139607229,Via Dante Alighieri,secondary,True,False,101.36200000000001,2,"LINESTRING (13.5694994 37.3141211, 13.5699082 37.3145623, 13.5701072 37.3147653, 13.5701469 37.3148106, 13.5701871 37.3148502)",50,,
