osmid,name,highway,oneway,reversed,length,geometry,lanes,tunnel,junction,ref
247635222,Via Cesare Battisti,unclassified,False,True,138.091,"LINESTRING (9.2218998 45.8078918, 9.220832 45.8068977)",,,,
440966410,Via Carlo Porta,residential,False,False,62.797,"LINESTRING (9.2218998 45.8078918, 9.2212896 45.8082633)",,,,
440966414,Via Cesare Battisti,unclassified,False,False,87.401,"LINESTRING (9.2218998 45.8078918, 9.2225905 45.8085131)",,,,
193968849,,unclassified,True,False,15.951,"LINESTRING (9.2198223 45.8057126, 9.2196643 45.8057145, 9.2196182 45.8057232)",,,,
266873364,Via San Maurizio,unclassified,False,False,50.759,"LINESTRING (9.2198223 45.8057126, 9.2200887 45.8057507, 9.2203952 45.8058178, 9.2204542 45.8058054)",,,,
266873364,Via San Maurizio,unclassified,False,False,116.194,"LINESTRING (9.2204542 45.8058054, 9.2212748 45.8060842, 9.2215141 45.8061848, 9.2217605 45.8063121)",,,,
266873364,Via San Maurizio,unclassified,False,True,50.759,"LINESTRING (9.2204542 45.8058054, 9.2203952 45.8058178, 9.2200887 45.8057507, 9.2198223 45.8057126)",,,,
81957129,Corso Battista Bartesaghi,unclassified,False,False,118.17500000000001,"LINESTRING (9.2223873 45.8130778, 9.222226 45.8129757, 9.2219288 45.8127878, 9.2217522 45.8126695, 9.221562 45.8125227, 9.2213456 45.8123556, 9.2213106 45.812327)",,,,
432112734,Corso Battista Bartesaghi,unclassified,True,False,27.993000000000002,"LINESTRING (9.2223873 45.8130778, 9.2225541 45.8131204, 9.2226444 45.8131351, 9.2227335 45.8131473)",1,,,
282470202,Via Ferraris,unclassified,True,False,21.827,"LINESTRING (9.222867 45.8134543, 9.2228107 45.8134024, 9.222749 45.8133538, 9.222685 45.8133047)",1,,,
266885354,Via San Maurizio,unclassified,False,True,37.474,"LINESTRING (9.2170452 45.8059071, 9.2175058 45.8058047)",2,,,
266885354,Via San Maurizio,unclassified,False,False,58.247,"LINESTRING (9.2170452 45.8059071, 9.2170126 45.80596, 9.2168839 45.8061601, 9.2166885 45.8063661)",2,,,
267008304,Via San Gaetano,residential,False,False,30.275,"LINESTRING (9.2170452 45.8059071, 9.2168161 45.8058009, 9.2167165 45.8057602)",2,,,
266589635,Via San Cassiano,residential,False,False,36.076,"LINESTRING (9.2166885 45.8063661, 9.2164867 45.8063779, 9.216332 45.8063527, 9.2162374 45.8063225)",2,,,
266885354,Via San Maurizio,unclassified,False,False,116.47799999999998,"LINESTRING (9.2166885 45.8063661, 9.2166822 45.8064656, 9.2167042 45.8065454, 9.2167346 45.8066033, 9.2167547 45.8066879, 9.2167245 45.8067997, 9.216693 45.8068656, 9.2166508 45.8069268, 9.2165345 45.8070639, 9.2164692 45.8071319, 9.2164396 45.8071677, 9.2164084 45.8071992, 9.2163134 45.8073309)",2,,,
266885354,Via San Maurizio,unclassified,False,True,58.247,"LINESTRING (9.2166885 45.8063661, 9.2168839 45.8061601, 9.2170126 45.80596, 9.2170452 45.8059071)",2,,,
266885354,Via San Maurizio,unclassified,False,False,37.312,"LINESTRING (9.2163134 45.8073309, 9.2161927 45.8073378, 9.2160342 45.8072974, 9.2159166 45.8072337, 9.2158776 45.8072456)",2,,,
266885354,Via San Maurizio,unclassified,False,True,116.478,"LINESTRING (9.2163134 45.8073309, 9.2164084 45.8071992, 9.2164396 45.8071677, 9.2164692 45.8071319, 9.2165345 45.8070639, 9.2166508 45.8069268, 9.216693 45.8068656, 9.2167245 45.8067997, 9.2167547 45.8066879, 9.2167346 45.8066033, 9.2167042 45.8065454, 9.2166822 45.8064656, 9.2166885 45.8063661)",2,,,
267012933,Via Giuseppe Garibaldi,unclassified,False,True,173.555,"LINESTRING (9.2163134 45.8073309, 9.2164722 45.8073703, 9.2170179 45.8075778, 9.2173981 45.8077704, 9.2181073 45.8082408)",2,,,
193968815,Via San Maurizio,residential,True,False,15.555,"LINESTRING (9.2175058 45.8058047, 9.2177062 45.8057974)",1,,,
