osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes,tunnel,bridge,width,junction
27233953,False,Viale Guglielmo Marconi,primary,False,37.153,,"LINESTRING (17.1110813 40.5927454, 17.1115035 40.5926513)",,,,,
115088525,True,Via Matteo Pagliari,residential,False,48.212,50,"LINESTRING (17.1134792 40.58467, 17.1136698 40.5850787)",,,,,
166120286,False,Via la Rotonda,primary,True,41.485,50,"LINESTRING (17.1134792 40.58467, 17.1138959 40.5844724)",,,,,
47391882,False,Via Colonnello Scarano,primary,False,39.013,50,"LINESTRING (17.1161375 40.5880094, 17.115977 40.5876804)",,,,,
47391882,False,Via Colonnello Scarano,primary,True,37.042,50,"LINESTRING (17.1161375 40.5880094, 17.1162898 40.5883218)",,,,,
115626476,True,Via Alfonso La Marmora,residential,False,40.978,50,"LINESTRING (17.1161375 40.5880094, 17.1156879 40.5881481)",,,,,
47391882,False,Via Colonnello Scarano,primary,True,39.013,50,"LINESTRING (17.115977 40.5876804, 17.1161375 40.5880094)",,,,,
115625831,True,Piazza Vittorio Emanuele,primary,False,38.864,50,"LINESTRING (17.115977 40.5876804, 17.1155458 40.5878026)",,,,,
115625831,True,Piazza Vittorio Emanuele,primary,False,39.052,50,"LINESTRING (17.1156301 40.5870524, 17.1160643 40.5869315)",,,,,
47391667,False,Corso Regina Margherita,primary,False,39.178,50,"LINESTRING (17.1156301 40.5870524, 17.1155579 40.586897, 17.1154744 40.5867205)",,,,,
115836553,False,Via Tevere,residential,False,38.533,,"LINESTRING (17.116031 40.5930789, 17.1164683 40.5929798)",,,,,
116075831,False,Viale Virgilio,residential,False,64.48,,"LINESTRING (17.116031 40.5930789, 17.1152999 40.5932464)",,,,,
116164918,False,Via Nicola Frappietri,tertiary,False,42.508,,"LINESTRING (17.116031 40.5930789, 17.1157634 40.5927551)",,,,,
1063678954,False,Viale Guglielmo Marconi,primary,False,41.201,,"LINESTRING (17.1150847 40.5918296, 17.1155502 40.5917185)",,,,,
27233953,False,Viale Guglielmo Marconi,primary,True,28.887,,"LINESTRING (17.1150847 40.5918296, 17.1149695 40.591857, 17.1147572 40.5919047)",,,,,
116164918,False,Via Nicola Frappietri,tertiary,True,79.402,,"LINESTRING (17.1150847 40.5918296, 17.1152077 40.5919672, 17.1153644 40.5921706, 17.1155455 40.5924508)",,,,,
130010195,False,Via Dalmazia,residential,False,116.11600000000001,,"LINESTRING (17.1150847 40.5918296, 17.115039 40.5917824, 17.1147618 40.5914676, 17.1145537 40.5912524, 17.1142711 40.5909887)",,,,,
27233953,False,Viale Guglielmo Marconi,primary,True,38.117,,"LINESTRING (17.1130748 40.5923046, 17.1126403 40.5923976)",,,,,
116180268,True,Via Alessandro Manzoni,residential,False,37.714,,"LINESTRING (17.1130748 40.5923046, 17.1132021 40.5926297)",,,,,
27233953,False,Viale Guglielmo Marconi,primary,False,36.212,,"LINESTRING (17.1130748 40.5923046, 17.1134747 40.592206, 17.1134801 40.5922109)",,,,,
130011358,True,Via Tazzoli,residential,False,39.498000000000005,,"LINESTRING (17.1130748 40.5923046, 17.1130585 40.5922999, 17.1129438 40.5919692)",,,,,
116180266,True,Via Lavigna,residential,False,35.612,,"LINESTRING (17.1134444 40.5932858, 17.113852 40.5932035)",,,,,
47391667,False,Corso Regina Margherita,primary,False,34.951,50,"LINESTRING (17.1148634 40.5854568, 17.1147216 40.5851615)",,,,,
47391667,False,Corso Regina Margherita,primary,True,37.872,50,"LINESTRING (17.1148634 40.5854568, 17.115024 40.5857748)",,,,,
114982445,True,Via Benedetto Cairoli,residential,False,40.791,50,"LINESTRING (17.1148634 40.5854568, 17.1144152 40.5855936)",,,,,
114982445,True,Via Benedetto Cairoli,residential,False,23.269,50,"LINESTRING (17.1167797 40.5849023, 17.1165219 40.5849762)",,,,,
131597670,False,Via Puglia,residential,True,21.812,,"LINESTRING (17.1167797 40.5849023, 17.1166961 40.5847167)",,,,,
131597670,False,Via Puglia,residential,False,42.428000000000004,,"LINESTRING (17.1167797 40.5849023, 17.1168003 40.585163, 17.1167982 40.5852323, 17.1167669 40.5852775)",,,,,
131597670,False,Via Puglia,residential,False,13.448,,"LINESTRING (17.1166357 40.5846048, 17.1166961 40.5847167)",,,,,
131597670,False,Via Puglia,residential,True,3.581,,"LINESTRING (17.1166357 40.5846048, 17.1166323 40.5845727)",,,,,
115088143,True,Piazza Risorgimento,residential,False,15.75,,"LINESTRING (17.1131336 40.5862585, 17.1132853 40.5861761)",,,,,
131386905,False,Via I° Santi Medici,residential,False,7.608,,"LINESTRING (17.1131336 40.5862585, 17.1130452 40.5862453)",,,,,
115088141,False,Corso Roma,tertiary,False,39.76,50,"LINESTRING (17.1162159 40.5872454, 17.1166565 40.5871193)",,,,,
115625831,True,Piazza Vittorio Emanuele,primary,False,38.566,50,"LINESTRING (17.1162159 40.5872454, 17.1163718 40.5875714)",,,,,
115088142,True,Via Giuseppe Pisanelli,residential,False,36.733,50,"LINESTRING (17.1134905 40.5865812, 17.1136573 40.5868863)",,,,,
