osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,junction,tunnel
522050651,Via della Chiusa,residential,False,True,21.952,,,,"LINESTRING (13.5186225 42.2054624, 13.5183594 42.2054309)",,
72720625,Viale XXIV Maggio,primary,False,False,31.201999999999998,2,SS696,50,"LINESTRING (13.5186225 42.2054624, 13.518638 42.2053913, 13.5186831 42.2051854)",,
615525294,Viale Vittime del IX Maggio,primary,False,True,162.698,,SS696,50,"LINESTRING (13.5186225 42.2054624, 13.5184842 42.2061008, 13.5183838 42.2065646, 13.5183096 42.2069071)",,
714960215,Piazza Principe di Piemonte,residential,True,False,21.977999999999998,,,,"LINESTRING (13.5197186 42.205321, 13.519695 42.2054523, 13.5196813 42.2055167)",,
"[907979707, 907979723]","['Largo Piave', ""Via Tenente Italo D'Eramo""]",residential,False,"[False, True]",25.25,,,,"LINESTRING (13.5197186 42.205321, 13.5197631 42.2052727, 13.5198139 42.20521, 13.5198224 42.2051977, 13.519852 42.2051545, 13.5198701 42.2051241)",,
"[700521774, 72597022]",Via dell'Oratorio,residential,True,False,86.615,,,,"LINESTRING (13.5186831 42.2051854, 13.5187735 42.2051973, 13.51928 42.205264, 13.5195948 42.2053054, 13.5197186 42.205321)",,
72720625,Viale XXIV Maggio,primary,False,False,20.096,2,SS696,50,"LINESTRING (13.5186831 42.2051854, 13.5186936 42.2051373, 13.5187221 42.205007)",,
72720625,Viale XXIV Maggio,primary,False,True,31.201999999999998,2,SS696,50,"LINESTRING (13.5186831 42.2051854, 13.518638 42.2053913, 13.5186225 42.2054624)",,
72442704,Via della Madonna,tertiary,False,False,103.90599999999999,,,,"LINESTRING (13.5201819 42.2085371, 13.5202272 42.2085712, 13.5202742 42.2086111, 13.5203327 42.2086673, 13.5205078 42.2088446, 13.5206434 42.2089928, 13.520698 42.2090623, 13.5207478 42.2091357, 13.5207732 42.209189, 13.5207893 42.2092465, 13.520797 42.2092894, 13.520801 42.2093322)",,
73229782,Via Circonvallazione,tertiary,False,False,246.66000000000003,,,,"LINESTRING (13.5201819 42.2085371, 13.5202305 42.208467, 13.5202649 42.2084237, 13.5202972 42.2083847, 13.5203699 42.2083044, 13.52044 42.2082339, 13.5206621 42.2080253, 13.5209732 42.2077106, 13.5211829 42.207505, 13.5215072 42.2071863, 13.5215575 42.2071316, 13.5215968 42.2070851, 13.5216336 42.2070361, 13.5216753 42.206967, 13.5217081 42.2069021, 13.5217361 42.2068364, 13.5217769 42.2067304, 13.5217931 42.2066865)",,
"[799404010, 814007141]","['Piazza Principe di Piemonte', 'Via Generale Caldora']",tertiary,False,True,132.83999999999997,,,,"LINESTRING (13.5201819 42.2085371, 13.5201043 42.2084867, 13.5200382 42.2084486, 13.5199622 42.208411, 13.5198348 42.208356, 13.51955 42.2082285, 13.5194384 42.2081695, 13.5193343 42.2081163, 13.5192263 42.2080474, 13.5191788 42.2080116, 13.5191417 42.2079749, 13.5191118 42.2079395, 13.5190852 42.2079027, 13.5190362 42.207832, 13.5189926 42.2077666)",,
72597025,Via delle Cese,residential,False,False,86.37,,,,"LINESTRING (13.5187221 42.205007, 13.5186737 42.2050002, 13.5186402 42.2049946, 13.5186128 42.2049877, 13.5185853 42.2049782, 13.5185663 42.2049706, 13.5185324 42.204957, 13.5185058 42.2049435, 13.5184806 42.2049273, 13.5184496 42.2049051, 13.5184171 42.2048772, 13.5181447 42.2046009, 13.5181094 42.2045671, 13.5180693 42.204535, 13.5180348 42.2045122, 13.5179977 42.2044924, 13.5179839 42.2044857)",,
72720625,Viale XXIV Maggio,primary,False,False,441.592,2,SS696,50,"LINESTRING (13.5187221 42.205007, 13.5188125 42.2045933, 13.5188327 42.2045007, 13.5188506 42.2044188, 13.5190182 42.2036522, 13.5190561 42.2034787, 13.5191049 42.2032552, 13.5191145 42.2032116, 13.5192158 42.2027481, 13.5193539 42.2021161, 13.5194664 42.2016014, 13.5195248 42.2013341, 13.5195789 42.2010867)",,
72720625,Viale XXIV Maggio,primary,False,True,20.096,2,SS696,50,"LINESTRING (13.5187221 42.205007, 13.5186936 42.2051373, 13.5186831 42.2051854)",,
72720620,Via Antonio del Fante,residential,False,False,68.784,,,,"LINESTRING (13.5174297 42.2065835, 13.5173946 42.2065848, 13.5173442 42.2065929, 13.5172763 42.2066085, 13.5171959 42.2066315, 13.5171198 42.2066555, 13.5168707 42.2067427, 13.5166602 42.2068165)",,
72720620,Via Antonio del Fante,residential,False,True,96.61999999999998,,,,"LINESTRING (13.5174297 42.2065835, 13.517445 42.2065829, 13.5175119 42.2065893, 13.517579 42.2066005, 13.5176268 42.2066143, 13.517669 42.2066281, 13.517777 42.2066726, 13.5178269 42.2066974, 13.5178658 42.2067221, 13.5179219 42.2067687, 13.5179786 42.2068293, 13.5180266 42.2068965, 13.5180891 42.2070079, 13.5181154 42.207046, 13.5181366 42.2070686, 13.518161 42.2070844, 13.5181869 42.2070975, 13.5182151 42.2071058, 13.518265 42.2071129)",,
145483712,Via San Pasquale,residential,False,True,150.766,,,,"LINESTRING (13.5174297 42.2065835, 13.517431 42.206561, 13.5174344 42.2065383, 13.5174444 42.2065109, 13.5174583 42.2064866, 13.517522 42.2064038, 13.5175655 42.2063472, 13.5176752 42.2062144, 13.5178966 42.2059482, 13.5179489 42.2058941, 13.5179891 42.2058525, 13.5180817 42.2057625, 13.5182315 42.2056357, 13.5182703 42.2055959, 13.5183027 42.2055538, 13.5183261 42.2055109, 13.5183444 42.2054713, 13.5183594 42.2054309)",,
615525292,,residential,False,False,161.021,,,,"LINESTRING (13.5166602 42.2068165, 13.5170733 42.2082319)",,
72720620,Via Antonio del Fante,residential,False,True,68.784,,,,"LINESTRING (13.5166602 42.2068165, 13.5168707 42.2067427, 13.5171198 42.2066555, 13.5171959 42.2066315, 13.5172763 42.2066085, 13.5173442 42.2065929, 13.5173946 42.2065848, 13.5174297 42.2065835)",,
73229792,,residential,False,False,101.32500000000002,,,,"LINESTRING (13.5178433 42.2090376, 13.5178273 42.2090339, 13.5178075 42.209028, 13.5177871 42.2090199, 13.5176708 42.2089701, 13.5176163 42.2089477, 13.5175582 42.2089282, 13.5175041 42.2089126, 13.5174443 42.2088986, 13.5172931 42.208868, 13.5170671 42.2088228, 13.5166832 42.2087481)",,
616259216,Viale Padre Giovanni Minozzi,primary,False,True,110.136,,SS696,50,"LINESTRING (13.5178433 42.2090376, 13.5180057 42.2082985, 13.5180483 42.208105, 13.5180582 42.20806)",,
