osmid,lanes,highway,junction,oneway,reversed,length,geometry,name,maxspeed,access,tunnel
27854367,1,tertiary,roundabout,True,False,17.874,"LINESTRING (9.6848889 45.3660654, 9.684858 45.3660927, 9.6847928 45.3661157, 9.6847432 45.3661168, 9.6846899 45.3661035)",,,,
30791654,,tertiary,,False,True,52.623999999999995,"LINESTRING (9.6848889 45.3660654, 9.6849974 45.3661037, 9.6855091 45.3662495)",Via Stazione,,,
23343258,,residential,,True,False,20.361,"LINESTRING (9.6885978 45.3661617, 9.6886153 45.365979)",Via Santa Chiara,,,
941353885,,residential,,False,False,30.523,"LINESTRING (9.6920239 45.3645422, 9.6921226 45.3642766)",Via Luigi Griffini,,,
72037494,,residential,,True,False,86.928,"LINESTRING (9.6920239 45.3645422, 9.6919269 45.364744, 9.6919157 45.3647652, 9.6918964 45.3647986, 9.6918717 45.3648338, 9.6918504 45.3648643, 9.6918078 45.3649159, 9.6917744 45.3649546, 9.6915228 45.3652356)",Via Luigi Griffini,,,
232886045,,residential,,True,False,26.945999999999998,"LINESTRING (9.6886996 45.3651612, 9.6885763 45.3651065, 9.6884341 45.3650086)",Via Borgo San Pietro,,,
23393150,,residential,,False,False,52.172,"LINESTRING (9.6928561 45.3601624, 9.6934446 45.3599407)",Via Bombelli,,,
23393150,,residential,,False,True,103.549,"LINESTRING (9.6928561 45.3601624, 9.6916991 45.3606166)",Via Bombelli,,,
23393150,,residential,,False,True,52.172,"LINESTRING (9.6934446 45.3599407, 9.6928561 45.3601624)",Via Bombelli,,,
43469747,2,tertiary,,False,False,3.657,"LINESTRING (9.6934446 45.3599407, 9.6934248 45.3599109)",Via Quattro Novembre,50,,
42701597,,residential,,False,False,21.745,"LINESTRING (9.6837127 45.3628456, 9.6835019 45.3629733)",,,,
197557038,,residential,,True,False,69.275,"LINESTRING (9.6837127 45.3628456, 9.684176 45.3633768)",Via Giuseppe Verdi,,,
1070513807,,residential,,False,True,11.939,"LINESTRING (9.6884221 45.3625518, 9.6884584 45.3624475)",Via Giacomo Matteotti,,,
23945835,,residential,,True,False,157.07600000000002,"LINESTRING (9.6884221 45.3625518, 9.6884717 45.3625568, 9.6893087 45.3626756, 9.6892732 45.3628076, 9.6891188 45.3627853, 9.688437 45.3626744, 9.6883807 45.3626651)",Piazza Aldo Moro,,,
1070513806,,residential,,False,False,13.009,"LINESTRING (9.6884221 45.3625518, 9.6884045 45.3625963, 9.6883807 45.3626651)",Via Giacomo Matteotti,,,
24546311,,residential,,True,False,8.782,"LINESTRING (9.686138 45.3644636, 9.6860561 45.3645177)",Piazza Guglielmo Marconi,,,
1070513806,,residential,,False,True,13.009,"LINESTRING (9.6883807 45.3626651, 9.6884045 45.3625963, 9.6884221 45.3625518)",Via Giacomo Matteotti,,,
"[1075067648, 1075067649, 1075067650, 23404071, 1075068295]",,living_street,,False,"[False, True]",181.68800000000002,"LINESTRING (9.6883807 45.3626651, 9.6882629 45.3629703, 9.6882074 45.3631242, 9.6880416 45.3636158, 9.6880264 45.3637062, 9.6880225 45.3638225, 9.6880198 45.3638795, 9.688037 45.3639365, 9.6881706 45.364254)","['Via Giacomo Matteotti', 'Via Cavour']",,,
234650276,,residential,,True,False,11.478,"LINESTRING (9.6824069 45.3622195, 9.6822913 45.3621558)",Via Giuseppe Verdi,,,
232886042,,residential,,True,False,37.522,"LINESTRING (9.6898697 45.3655601, 9.6900969 45.3658574)",Via Borgo San Pietro,,,
648212021,,residential,,False,False,111.051,"LINESTRING (9.6886194 45.3592558, 9.6887481 45.3602504)",Via Kennedy,,,
648212021,,residential,,False,True,48.851,"LINESTRING (9.6886194 45.3592558, 9.6885673 45.358818)",Via Kennedy,,,
25075752,,residential,,True,False,160.28300000000002,"LINESTRING (9.6886194 45.3592558, 9.6885208 45.3592613, 9.6875734 45.3593252, 9.6873585 45.3593396, 9.6865772 45.3593923)",Via Antonio Magri,,,
25075862,,residential,,True,False,117.061,"LINESTRING (9.6887643 45.3606376, 9.6872662 45.3606539)",Via Alemanio Fino,,,
33465968,,residential,,False,True,43.073,"LINESTRING (9.6887643 45.3606376, 9.6887481 45.3602504)",Piazzetta Caduti sul Lavoro,,,
33465978,,residential,,False,False,4.611,"LINESTRING (9.6887643 45.3606376, 9.6887987 45.3606713)",Via Giacomo Matteotti,,,
25075746,,residential,,True,False,54.702,"LINESTRING (9.6865772 45.3593923, 9.6867529 45.3589161)",Via Pasubio,,,
404354562,,residential,,True,False,86.511,"LINESTRING (9.6854749 45.3594657, 9.6865772 45.3593923)",Via Antonio Magri,,,
404354561,,residential,,False,True,111.04400000000001,"LINESTRING (9.6854749 45.3594657, 9.6854883 45.3595555, 9.6855751 45.3604618)",Via Medaglie d'Oro,,,
24449269,,residential,,False,False,18.669,"LINESTRING (9.6855751 45.3604618, 9.6854934 45.360453, 9.6853566 45.3603999)",Via Pavesi,,,
25075780,,residential,,True,False,68.955,"LINESTRING (9.6855751 45.3604618, 9.6856405 45.3604593, 9.6861915 45.360413, 9.6864496 45.3603808)",Via Teresine,,,
404354561,,residential,,False,False,111.04400000000001,"LINESTRING (9.6855751 45.3604618, 9.6854883 45.3595555, 9.6854749 45.3594657)",Via Medaglie d'Oro,,,
25075865,,residential,,True,False,38.695,"LINESTRING (9.6864496 45.3603808, 9.6864662 45.3607286)",Via Donati F.,,,
25075780,,residential,,True,False,180.8,"LINESTRING (9.6864496 45.3603808, 9.6870069 45.3602964, 9.6878268 45.3602626, 9.6880168 45.3602734, 9.6882907 45.360264, 9.6887481 45.3602504)",Via Teresine,,,
"[25075766, 25075862]",,residential,,True,False,110.369,"LINESTRING (9.6864662 45.3607286, 9.686315 45.3607426, 9.6857666 45.3608002, 9.6855414 45.3607985, 9.6855457 45.3607507, 9.6855675 45.3605145, 9.6855751 45.3604618)","['Via Alemanio Fino', ""Via Medaglie d'Oro""]",,,
745839709,,residential,,False,True,54.513999999999996,"LINESTRING (9.6864662 45.3607286, 9.6864648 45.3608175, 9.6863335 45.3612081)",Piazza Premoli,,,
234650276,,residential,,True,False,22.095,"LINESTRING (9.682587 45.3620663, 9.6824069 45.3622195)",Via Giuseppe Verdi,,,
197557038,,residential,,True,False,56.644,"LINESTRING (9.682587 45.3620663, 9.68294 45.3622906, 9.683119 45.3624123)",Via Giuseppe Verdi,,,
28417210,,residential,,False,True,29.051,"LINESTRING (9.6811672 45.3655145, 9.6813671 45.3657348)",Via Samarani,,,
23338945,,tertiary,,False,True,145.40099999999998,"LINESTRING (9.6814258 45.3631679, 9.6822307 45.3641799, 9.6823174 45.3642924, 9.6823372 45.3643073)",Via Mercato,,,
54952899,,residential,,False,True,26.252,"LINESTRING (9.6934063 45.362873, 9.6933614 45.3628873, 9.6931002 45.3629704)",,,,
