osmid,oneway,highway,reversed,length,name,geometry,lanes,maxspeed,ref,bridge,junction
526488064,True,tertiary,False,15.303,,"LINESTRING (13.6989106 37.9811066, 13.6988515 37.9809771)",,,,,
82652517,False,tertiary,True,166.19099999999997,Via Stesicoro,"LINESTRING (13.6989106 37.9811066, 13.6987937 37.9812216, 13.698334 37.9817015, 13.6977976 37.982316)",,,,,
177518556,True,residential,False,173.03700000000003,Via Taormina,"LINESTRING (13.6989106 37.9811066, 13.6991653 37.9811009, 13.6992243 37.9811157, 13.6993718 37.9812362, 13.6994148 37.9812425, 13.6998734 37.9812383, 13.7000397 37.9812277, 13.7003508 37.9811685, 13.7004608 37.9811516, 13.7005547 37.9811707, 13.7007952 37.9812145)",,,,,
526487968,False,residential,False,101.994,Via Stesicoro,"LINESTRING (13.6989106 37.9811066, 13.6989494 37.9812024, 13.6989465 37.9813312, 13.6988308 37.982013)",,,,,
86208006,False,residential,True,62.118,Via Formosa,"LINESTRING (13.6960076 37.9841082, 13.6953077 37.9840201)",,,,,
182621874,True,tertiary,False,251.859,Via Stesicoro,"LINESTRING (13.6960076 37.9841082, 13.6962317 37.9842244, 13.6963332 37.9842918, 13.6964055 37.9843775, 13.6964347 37.984426, 13.6964874 37.9845194, 13.6965256 37.9846076, 13.6965203 37.9846813, 13.6964443 37.9847866, 13.6963223 37.9849232, 13.6955414 37.98573, 13.6953673 37.9859022)",,,,,
39021247,True,secondary,False,34.317,,"LINESTRING (13.6917198 37.9797006, 13.691835 37.9797046, 13.6921103 37.9797224)",1,,,,
39021247,True,secondary,False,14.641,,"LINESTRING (13.6915532 37.979691, 13.6917198 37.9797006)",1,,,,
82652520,False,secondary,False,43.937,Via Giovanni Falcone e Paolo Borsellino,"LINESTRING (13.6915532 37.979691, 13.6912246 37.9793926)",,,,,
82652520,False,secondary,True,18.844,Via Giovanni Falcone e Paolo Borsellino,"LINESTRING (13.6915532 37.979691, 13.6916794 37.9798282)",,,,,
39021246,True,tertiary,False,15.174,Via Giovanni Falcone e Paolo Borsellino,"LINESTRING (13.6916794 37.9798282, 13.6917822 37.979938)",,,,,
82652520,False,secondary,False,18.844,Via Giovanni Falcone e Paolo Borsellino,"LINESTRING (13.6916794 37.9798282, 13.6915532 37.979691)",,,,,
198958379,False,secondary,True,19.086,Via Valeria,"LINESTRING (13.6921103 37.9797224, 13.692328 37.9797184)",2,,,,
39021248,True,secondary,False,40.064,,"LINESTRING (13.6921103 37.9797224, 13.6918982 37.979752, 13.6917884 37.9797753, 13.6916794 37.9798282)",1,,,,
56230796,False,unclassified,False,39.676,Via Ospedale Civico,"LINESTRING (13.6959227 37.9817819, 13.6960187 37.981911, 13.6959891 37.9820473, 13.6959743 37.9821152)",,,,,
198958379,False,secondary,False,83.988,Via Valeria,"LINESTRING (13.6959227 37.9817819, 13.6959004 37.9818407, 13.6958479 37.9818811, 13.6957737 37.9819044, 13.6956885 37.9819007, 13.6954364 37.9818187, 13.695325 37.981754, 13.6951548 37.9816312)",2,,,,
198958379,False,secondary,True,93.21300000000001,Via Valeria,"LINESTRING (13.6959227 37.9817819, 13.6958917 37.9817116, 13.6956544 37.9814114, 13.6956467 37.9813574, 13.6956594 37.9813023, 13.6956946 37.9812486, 13.6959123 37.9810817)",2,,,,
86216265,False,residential,True,163.04,Via Diego Mormino,"LINESTRING (13.6959123 37.9810817, 13.6959356 37.9808973, 13.6959152 37.9807159, 13.6958773 37.9806431, 13.6957856 37.9805226, 13.6957882 37.9804769, 13.6958713 37.980442, 13.6959543 37.9804507, 13.6960152 37.9805031, 13.696303 37.9809306, 13.6963916 37.9809481, 13.6964636 37.9809132)",,,,,
198958379,False,secondary,False,93.213,Via Valeria,"LINESTRING (13.6959123 37.9810817, 13.6956946 37.9812486, 13.6956594 37.9813023, 13.6956467 37.9813574, 13.6956544 37.9814114, 13.6958917 37.9817116, 13.6959227 37.9817819)",2,,,,
198958379,False,secondary,True,95.90199999999999,Via Valeria,"LINESTRING (13.6959123 37.9810817, 13.6959722 37.9810577, 13.6960583 37.9810562, 13.6961339 37.9810776, 13.6961981 37.9811337, 13.6963723 37.9813584, 13.6964431 37.9814132, 13.696526 37.9814514, 13.6966433 37.9814675, 13.6967585 37.9814548)",2,,,,
198958379,False,secondary,True,15.91,Via Valeria,"LINESTRING (13.6967403 37.9803828, 13.6966597 37.9802546)",2,,,,
