osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,ref,access
117237511,True,Piazza Giuseppe Garibaldi,residential,50,False,140.19299999999998,"LINESTRING (16.669431 41.1852526, 16.6694718 41.1853315, 16.6697291 41.1858286, 16.6697599 41.1858881, 16.6699877 41.1863281, 16.6700391 41.1864274)",,,
34249726,False,Corso Roma,residential,50,True,28.0,"LINESTRING (16.6700391 41.1864274, 16.6698297 41.1866238)",,,
442036123,False,Piazza Garibaldi Giuseppe,residential,30,False,23.802,"LINESTRING (16.6700391 41.1864274, 16.6701025 41.1863848, 16.6701439 41.186372, 16.6702869 41.1863276)",,,
180438816,True,,secondary,,False,4.318,"LINESTRING (16.6705683 41.1875272, 16.6706152 41.187511)",,,
1058853184,True,,residential,,False,6.977,"LINESTRING (16.6705683 41.1875272, 16.6705628 41.1874987, 16.6705387 41.18747)",,,
180438816,True,,secondary,,False,39.602,"LINESTRING (16.670857 41.1874408, 16.6710341 41.1873917, 16.6711617 41.1873624, 16.6713121 41.1873515)",,,
"[739733500, 117237508, 1235821414]",True,Via Piano,residential,50,False,41.801,"LINESTRING (16.670857 41.1874408, 16.6709435 41.1873714, 16.6709747 41.1873393, 16.6709932 41.1873147, 16.6709985 41.1872905, 16.6709941 41.1872722, 16.6709609 41.1872421, 16.670824 41.187162)",,,
177297255,True,Via Rodogni,residential,,False,57.315,"LINESTRING (16.6760779 41.1848534, 16.6761225 41.1848852, 16.6765746 41.1852083)",,,
374428749,False,Via Bari,secondary,50,False,22.032,"LINESTRING (16.6760779 41.1848534, 16.6761315 41.1848084, 16.6762528 41.1847053)",,,
374428749,False,Via Bari,secondary,50,True,27.535,"LINESTRING (16.6760779 41.1848534, 16.6760042 41.1849106, 16.6758562 41.1850363)",,,
50133854,True,Lungomare Esercito Italiano,residential,,False,52.632,"LINESTRING (16.6774792 41.1858356, 16.677418 41.1858895, 16.6770788 41.1862006)",,,
177297251,True,Via Marsala,residential,,False,46.628,"LINESTRING (16.6770788 41.1862006, 16.6766613 41.1859229)",,,
574132826,False,Lungomare Esercito Italiano,residential,,False,47.412,"LINESTRING (16.6770788 41.1862006, 16.6770517 41.186225, 16.6770088 41.1862688, 16.6768656 41.1864154, 16.6767555 41.1865502)",,,
34586185,True,Via Dalmazia,residential,,False,38.767,"LINESTRING (16.6660911 41.1867899, 16.6660096 41.1864467)",,,
440353237,True,Via A. Molino,residential,50,False,29.002,"LINESTRING (16.6660911 41.1867899, 16.6657502 41.1868369)",,,
439104802,False,Via maggiore Zeverino,residential,,True,63.00900000000001,"LINESTRING (16.667387 41.1866276, 16.667494 41.1865733, 16.6678837 41.186257, 16.6679182 41.186229)",,,
25831789,False,Via Marrano F.,residential,,False,67.304,"LINESTRING (16.6672613 41.1832745, 16.6669788 41.1833957, 16.6665658 41.1835784)",,,
371914913,False,Via Daconto Saverio,tertiary,,False,43.58,"LINESTRING (16.6672613 41.1832745, 16.6673274 41.1833558, 16.6673451 41.1833776, 16.6675307 41.1836099)",,,
440351253,True,,residential,,False,13.936,"LINESTRING (16.6667521 41.1900632, 16.666761 41.1900798, 16.6667626 41.1900977, 16.6667567 41.190115, 16.6667441 41.1901302, 16.6667258 41.1901417, 16.6667037 41.1901483, 16.66668 41.1901495)",roundabout,,
25831903,True,Lungomare Marina Italiana,residential,,False,20.113999999999997,"LINESTRING (16.6669279 41.1899483, 16.6668336 41.1899805, 16.6667521 41.1900632)",,,
"[44612875, 572342548, 800360654]",False,"['Piazza Porto', 'Piazza Umberto I']",residential,,False,91.241,"LINESTRING (16.6728009 41.1879344, 16.6727934 41.1879691, 16.6727527 41.1881577, 16.6727234 41.188197, 16.6726441 41.1883449, 16.6724027 41.18831, 16.6721353 41.188272)",,,
"[1235821418, 180438804]",True,Piazza Vittorio Emanuele II,residential,,False,48.313,"LINESTRING (16.6728009 41.1879344, 16.6726495 41.1879085, 16.672503 41.1878821, 16.6722378 41.1878385)",,,
849865593,False,Via Bari,secondary,,True,9.134,"LINESTRING (16.6735953 41.1868355, 16.6735184 41.1868938)",,,
25832071,True,Via Papa Giovanni XXIII,residential,,False,55.001,"LINESTRING (16.6735953 41.1868355, 16.6736468 41.1868748, 16.6737633 41.1869647, 16.6738714 41.1869386, 16.6741548 41.1868568)",,,
849865593,False,Via Bari,secondary,,False,48.035000000000004,"LINESTRING (16.6735953 41.1868355, 16.673671 41.186775, 16.6739877 41.1865202)",,,
25832071,True,Via Papa Giovanni XXIII,residential,,False,54.399,"LINESTRING (16.6750947 41.186599, 16.6756972 41.1864153)",,,
516300806,True,Via Solferino,residential,,False,14.922,"LINESTRING (16.6750947 41.186599, 16.6749645 41.1865073)",,,
177297255,True,Via Rodogni,residential,,False,46.755,"LINESTRING (16.6770678 41.1855511, 16.6774792 41.1858356)",,,
25831903,True,Lungomare Marina Italiana,residential,,False,100.31000000000002,"LINESTRING (16.671727 41.1892169, 16.6715658 41.1895321, 16.6715312 41.1895835, 16.6714601 41.1896328, 16.6713103 41.1896661, 16.6708921 41.1896993)",,,
50133853,True,Via Milano,residential,,False,54.276,"LINESTRING (16.6745261 41.183762, 16.6740797 41.1841161)",,,
507981927,True,Via Firenze,secondary,,False,33.482,"LINESTRING (16.6745261 41.183762, 16.6748184 41.1839676)",,,
631762304,True,Via Bitonto,secondary,,False,26.754,"LINESTRING (16.6739609 41.184033, 16.674016 41.183796)",,,
44612841,True,Via Cialdini Enrico,secondary,,False,53.113,"LINESTRING (16.6756281 41.1852094, 16.67517 41.1848788)",,,
374428749,False,Via Bari,secondary,50,False,27.108,"LINESTRING (16.6756281 41.1852094, 16.6758562 41.1850363)",,,
374428749,False,Via Bari,secondary,50,True,22.266,"LINESTRING (16.6756281 41.1852094, 16.6755791 41.1852482, 16.6754446 41.1853544)",,,
28724800,False,Via Balilla,tertiary,,False,42.937,"LINESTRING (16.6686526 41.1846063, 16.6687128 41.1845777, 16.6690864 41.1844001)",,,
117237509,False,Via Marziani,tertiary,50,True,34.901,"LINESTRING (16.6686526 41.1846063, 16.6685944 41.1846523, 16.668365 41.1848336)",,,
371914898,True,Via Daconto,residential,,False,70.65,"LINESTRING (16.6686526 41.1846063, 16.6687217 41.1846573, 16.6692552 41.1850513)",,,
371914913,False,Via Daconto Saverio,tertiary,,True,38.092,"LINESTRING (16.6686526 41.1846063, 16.6686011 41.1845664, 16.6683354 41.1843606)",,,
117237516,False,Via Alcide De Gasperi,tertiary,,True,53.235,"LINESTRING (16.673874 41.1830269, 16.6738071 41.1830329, 16.6732387 41.1830481)",,,
671305176,False,Via Bitonto,secondary,,True,20.658,"LINESTRING (16.673874 41.1830269, 16.6739125 41.183122, 16.673946 41.1832046)",,,
50133889,False,Via Pagano Mario,residential,,False,52.732,"LINESTRING (16.674858 41.1858273, 16.6748031 41.1857877, 16.6743919 41.1855082)",,,
849865593,False,Via Bari,secondary,,False,24.433,"LINESTRING (16.674858 41.1858273, 16.6749183 41.1857792, 16.6750564 41.1856661)",,,
849865593,False,Via Bari,secondary,,True,25.046,"LINESTRING (16.674858 41.1858273, 16.6747982 41.1858749, 16.6746534 41.1859917)",,,
28724802,False,Via Dogali,residential,,False,25.241,"LINESTRING (16.6753689 41.1861851, 16.6755742 41.1860188)",,,
516300894,True,Via Magenta,residential,,False,58.403999999999996,"LINESTRING (16.6753689 41.1861851, 16.674921 41.1858691, 16.674858 41.1858273)",,,
516300895,True,Via Dogali,residential,,False,49.283,"LINESTRING (16.6749645 41.1865073, 16.6753689 41.1861851)",,,
439652193,True,Via Milillo,residential,,False,47.014,"LINESTRING (16.6756539 41.1870073, 16.6752486 41.1867145)",,,
442036123,False,Piazza Garibaldi Giuseppe,residential,30,True,26.045,"LINESTRING (16.6705722 41.186234, 16.6702869 41.1863276)",,,
50133941,True,Corso Principe Amedeo,residential,,False,28.476,"LINESTRING (16.6705722 41.186234, 16.6706118 41.1862903, 16.6706869 41.1864742)",,,
442036123,False,Piazza Garibaldi Giuseppe,residential,30,False,122.622,"LINESTRING (16.6705722 41.186234, 16.6706056 41.1862144, 16.6706356 41.1862055, 16.6706693 41.1861953, 16.6719268 41.1858167)",,,
34249726,False,Corso Roma,residential,50,False,38.518,"LINESTRING (16.6692992 41.1871001, 16.6693791 41.1870226, 16.6696027 41.18684)",,,
117237515,True,Via Cappuccini,residential,50,False,151.025,"LINESTRING (16.6692992 41.1871001, 16.6691819 41.1869971, 16.668594 41.1866485, 16.6679182 41.186229)",,,
