osmid,lanes,ref,highway,junction,oneway,reversed,length,geometry,name,maxspeed,width,tunnel,access
841704422,1,SP248,secondary,roundabout,True,False,17.267,"LINESTRING (11.6586058 45.7411229, 11.6586833 45.7410672, 11.6587858 45.741037)",,,,,
841704422,1,SP248,secondary,roundabout,True,False,6.291,"LINESTRING (11.6586833 45.7413896, 11.6586516 45.741372, 11.6586238 45.7413514)",,,,,
26319209,,SP121,secondary,,False,False,136.698,"LINESTRING (11.6556869 45.7445057, 11.6554801 45.7444069, 11.6548047 45.744084, 11.6546478 45.744009, 11.6542316 45.743813)",Via Quattro Novembre,50,,,
28228601,2,,tertiary,,False,False,90.614,"LINESTRING (11.6556869 45.7445057, 11.6556962 45.7444703, 11.6557346 45.7443377, 11.6557381 45.7442558, 11.655737 45.7436941)",Via Roma,,,,
840574916,,SP121,secondary,,False,True,59.45399999999999,"LINESTRING (11.6556869 45.7445057, 11.6558901 45.7446165, 11.6562987 45.7448275)",Via Stazione,50,,,
27700685,,,unclassified,,False,False,194.68099999999998,"LINESTRING (11.655737 45.7436941, 11.6558215 45.7437201, 11.6571858 45.74414, 11.6580095 45.7444343)",Via Tenente S. Pivato,,,,
28228601,2,,tertiary,,False,False,109.46100000000001,"LINESTRING (11.655737 45.7436941, 11.655737 45.7436773, 11.6557372 45.7432284, 11.655737 45.7432057, 11.6557329 45.7427097)",Via Roma,,,,
28228601,2,,tertiary,,False,True,90.61399999999999,"LINESTRING (11.655737 45.7436941, 11.6557381 45.7442558, 11.6557346 45.7443377, 11.6556962 45.7444703, 11.6556869 45.7445057)",Via Roma,,,,
27236954,,,residential,,True,False,26.08,"LINESTRING (11.6586238 45.7413514, 11.6583124 45.7412632)",Via Campo Sportivo,,,,
841704422,1,SP248,secondary,roundabout,True,False,19.619,"LINESTRING (11.6586238 45.7413514, 11.6585812 45.7413006, 11.6585622 45.7412433, 11.6585685 45.7411847)",,,,,
841704422,1,SP248,secondary,roundabout,True,False,7.484999999999999,"LINESTRING (11.6585685 45.7411847, 11.6585833 45.7411527, 11.6586058 45.7411229)",,,,,
28253968,,SP60,secondary,,True,False,21.517,"LINESTRING (11.6589656 45.7410535, 11.6590713 45.7410007, 11.6591778 45.7409297)",Corso della Ceramica,,,,
841704420,1,SP248,secondary,roundabout,True,False,15.772,"LINESTRING (11.6589656 45.7410535, 11.6590222 45.7410795, 11.6590682 45.7411142, 11.6591009 45.7411556)",,,,,
"[24362115, 1132401860]",1,SP248,secondary,roundabout,True,False,40.828,"LINESTRING (11.6591009 45.7411556, 11.6591193 45.7412066, 11.6591176 45.7412591, 11.6590959 45.7413094, 11.6590557 45.7413539, 11.659 45.7413892, 11.6589328 45.741413, 11.65886 45.7414233)",,,,,
27236944,,SP248,secondary,,True,False,22.313000000000002,"LINESTRING (11.65886 45.7414233, 11.6587968 45.7414545, 11.6587571 45.7414884, 11.6587389 45.741513, 11.6586975 45.7415824)",Via Rubbi,,,,
841704421,1,SP248,secondary,roundabout,True,False,14.454,"LINESTRING (11.65886 45.7414233, 11.658798 45.7414214, 11.6587381 45.74141, 11.6586833 45.7413896)",,,,,
27316948,,SP248,secondary,,True,False,21.47,"LINESTRING (11.6586975 45.7415824, 11.6586891 45.741439, 11.6586833 45.7413896)",Via Rubbi,,,,
"[298777338, 1182287405]",2,SP248,secondary,,False,True,130.52499999999998,"LINESTRING (11.6586975 45.7415824, 11.6586855 45.7416114, 11.658602 45.7418067, 11.6585531 45.7419308, 11.6585294 45.7420795, 11.6584936 45.742458, 11.6584734 45.7426468, 11.658468 45.742697, 11.6584635 45.7427394)",Via Rubbi,50,,,
841704422,1,SP248,secondary,roundabout,True,False,14.302,"LINESTRING (11.6587858 45.741037, 11.658847 45.7410332, 11.6589079 45.7410388, 11.6589656 45.7410535)",,,,,
28228601,2,,tertiary,,False,False,9.062,"LINESTRING (11.6557248 45.7414903, 11.6557243 45.7414088)",Via Roma,,,,
28228601,2,,tertiary,,False,True,135.59300000000002,"LINESTRING (11.6557248 45.7414903, 11.6557253 45.7415685, 11.6557329 45.7427097)",Via Roma,,,,
28344385,2,,residential,,False,True,101.447,"LINESTRING (11.6557248 45.7414903, 11.6558204 45.7414816, 11.6560406 45.7414617, 11.6570212 45.741373)",Via Campo Sportivo,,,,
27236976,2,,residential,,False,False,133.875,"LINESTRING (11.6535251 45.7413837, 11.6523593 45.7411977, 11.6520909 45.741171, 11.6518356 45.7411444)",Via Carlo Alberto Dalla Chiesa,,,,
27236976,2,,residential,,False,True,63.771,"LINESTRING (11.6535251 45.7413837, 11.653731 45.7413936, 11.6543455 45.7414166)",Via Carlo Alberto Dalla Chiesa,,,,
"[179815844, 891699558]",2,,residential,,False,True,317.39,"LINESTRING (11.6535251 45.7413837, 11.6535222 45.7414345, 11.6534516 45.7426625, 11.6535307 45.7426697, 11.6536071 45.7426767, 11.6537315 45.7426495, 11.6538446 45.7426025, 11.6539837 45.7424996, 11.6539838 45.7424993, 11.6540574 45.7423339, 11.6540656 45.7419254, 11.6540697 45.7417911, 11.6542867 45.7415511, 11.6543201 45.7414747, 11.6543455 45.7414166)","['Via Ing. F. Festa', 'Via Aldo Moro']",,,,
28253854,,,residential,,False,False,44.98,"LINESTRING (11.6599934 45.7445043, 11.6600323 45.7441007)",,,,,
302776303,,,residential,,False,True,133.725,"LINESTRING (11.6599934 45.7445043, 11.65983 45.7457015)",Via Brigata Sassari,,,,
110459460,,,residential,,False,False,127.19300000000001,"LINESTRING (11.6599934 45.7445043, 11.6598217 45.7444984, 11.6589759 45.7445119, 11.6588662 45.7445101, 11.6586308 45.7445063, 11.6584452 45.7445059, 11.6583556 45.7444976)",Via 4 Martiri,,,,
