osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,junction,tunnel,access
24228524,True,2,SS7,Via Appia Nuova,primary,False,32.315,"LINESTRING (12.6558193 41.7313669, 12.6558212 41.7312439, 12.6558194 41.7310763)",,,,
512974110,False,2,SS7,Via Appia Nuova,primary,False,14.699,"LINESTRING (12.6558193 41.7313669, 12.6557218 41.7314464, 12.6556997 41.7314644)",50,,,
24228623,False,2,SS7,Via Appia Nuova,primary,True,71.543,"LINESTRING (12.6627763 41.7249279, 12.6630177 41.7247038, 12.663308 41.7244215)",30,,,
537997291,True,2,,Via della Stella,tertiary,False,43.571,"LINESTRING (12.6627763 41.7249279, 12.662747 41.7249109, 12.6627253 41.7248867, 12.6627114 41.7248543, 12.6627284 41.7247283, 12.662766 41.7245562)",,,,
672488440,False,2,SS7,Borgo Giuseppe Garibaldi,primary,False,236.822,"LINESTRING (12.6627763 41.7249279, 12.6623872 41.7252838, 12.6616583 41.7259475, 12.6614902 41.7261002, 12.6609937 41.7265906)",30,,,
655167810,False,2,SS7,Corso Giacomo Matteotti,primary,False,22.612,"LINESTRING (12.6597238 41.7276971, 12.6595531 41.7278556)",30,,,
655167810,False,2,SS7,Corso Giacomo Matteotti,primary,True,74.985,"LINESTRING (12.6597238 41.7276971, 12.6603049 41.7271807)",30,,,
150713520,False,2,,Via Vascarelle,tertiary,True,14.691,"LINESTRING (12.6559086 41.7274475, 12.6560768 41.7274887)",,,,
150713520,False,2,,Via Vascarelle,tertiary,False,29.476999999999997,"LINESTRING (12.6559086 41.7274475, 12.655827 41.7274293, 12.6555702 41.727367)",,,,
222615964,False,,,Via Giacomo Puccini,residential,False,105.304,"LINESTRING (12.6559086 41.7274475, 12.6555093 41.7279661, 12.6554515 41.7279884, 12.6553877 41.727989, 12.6550808 41.7278822)",,,,
58727152,False,2,,Via Vascarelle,tertiary,True,8.741,"LINESTRING (12.6555702 41.727367, 12.655466 41.7273555)",,,,
150713520,False,2,,Via Vascarelle,tertiary,True,29.476999999999997,"LINESTRING (12.6555702 41.727367, 12.655827 41.7274293, 12.6559086 41.7274475)",,,,
201509339,False,,,Via Gioacchino Rossini,residential,True,75.673,"LINESTRING (12.6555702 41.727367, 12.6556055 41.7273015, 12.6556935 41.7270842, 12.6557129 41.727005, 12.6557105 41.726942, 12.6556954 41.7268718, 12.6556284 41.7267111)",,,,
23643842,False,2,,Via Trilussa,residential,False,48.842,"LINESTRING (12.6594643 41.7266334, 12.6592839 41.7270515)",30,,,
147087067,True,,,Via Alexander Fleming,residential,False,128.43599999999998,"LINESTRING (12.6594643 41.7266334, 12.6593361 41.7266104, 12.6592559 41.7265974, 12.6592285 41.7265953, 12.659202 41.7265953, 12.6591768 41.7265972, 12.6591434 41.7266018, 12.659118 41.7266072, 12.6590896 41.726618, 12.6590712 41.7266268, 12.6590528 41.7266376, 12.659037 41.7266479, 12.6590213 41.7266602, 12.6589847 41.7266945, 12.658965 41.7267089, 12.6589336 41.7267224, 12.6589074 41.7267297, 12.658882 41.7267344, 12.6588503 41.7267365, 12.6588239 41.7267335, 12.6587831 41.7267213, 12.6587385 41.7266963, 12.6587221 41.7266795, 12.658715 41.7266627, 12.658714 41.7266419, 12.6587224 41.7266211, 12.6587524 41.7265824, 12.658771 41.726564, 12.658791 41.7265476, 12.6588129 41.7265304, 12.6588362 41.7265152, 12.6588615 41.7265002, 12.6588861 41.7264838, 12.658906 41.7264663, 12.658924 41.7264468, 12.6589319 41.7264328, 12.6589359 41.7264184, 12.6589369 41.7263995, 12.6589352 41.7263806, 12.6588972 41.7262129)",,,,
23643842,False,2,,Via Trilussa,residential,True,48.842,"LINESTRING (12.6592839 41.7270515, 12.6594643 41.7266334)",30,,,
146748226,True,2,SP93a,Piazza Antonio Gramsci,primary,False,58.792,"LINESTRING (12.6592839 41.7270515, 12.6592699 41.7270835, 12.659258 41.7271134, 12.6592506 41.7271355, 12.6592459 41.7271576, 12.6592446 41.7271756, 12.6592439 41.7271957, 12.6592501 41.7272471, 12.6592555 41.7272708, 12.6592617 41.727293, 12.6592679 41.7273115, 12.6592749 41.7273284, 12.6592821 41.7273424, 12.6592934 41.7273584, 12.6593419 41.7274133, 12.6593719 41.7274419, 12.6594081 41.7274752, 12.6594688 41.7275252)",30,,,
"[672492833, 672490607]",False,2,SS7,"['Piazza San Pietro', 'Corso Giacomo Matteotti']",primary,False,45.441,"LINESTRING (12.6586157 41.7287242, 12.6585727 41.7287642, 12.6584142 41.7288953, 12.6583235 41.7289835, 12.6582643 41.7290373)",30,,,
"[672490606, 672490607]",False,2,SS7,"['Largo Marco Moscati', 'Piazza San Pietro']",primary,True,29.498,"LINESTRING (12.6586157 41.7287242, 12.6586448 41.7286983, 12.6587153 41.7286343, 12.6588418 41.7285195)",30,,,
58727152,False,2,,Via Vascarelle,tertiary,False,205.355,"LINESTRING (12.6529999 41.7273736, 12.6530834 41.7273848, 12.6531842 41.7273987, 12.653305 41.7274105, 12.6533955 41.7274172, 12.6534888 41.727423, 12.6535827 41.7274267, 12.653682 41.7274294, 12.653776 41.7274299, 12.6538753 41.7274295, 12.6543449 41.727418, 12.6546732 41.7274012, 12.6550606 41.72738, 12.6552818 41.7273664, 12.655466 41.7273555)",,,,
150711040,True,2,,Via Vascarelle,tertiary,False,36.103,"LINESTRING (12.6529999 41.7273736, 12.6528302 41.7273619, 12.6527219 41.7273542, 12.6526628 41.7273458, 12.6526154 41.7273384, 12.6525707 41.727327)",,,,
58727154,False,,,Via Gaetano Donizetti,residential,False,28.227,"LINESTRING (12.6526553 41.7266608, 12.6526729 41.7266198, 12.652693 41.7265804, 12.6527184 41.726541, 12.6527464 41.7265045, 12.6527797 41.7264681, 12.6528111 41.7264372)",,,,
58727154,False,,,Via Gaetano Donizetti,residential,True,24.145,"LINESTRING (12.6526553 41.7266608, 12.6526419 41.7266956, 12.6526325 41.7267294, 12.6526252 41.7267626, 12.652622 41.7267948, 12.6526169 41.7268752)",,,,
58727154,False,,,Via Gaetano Donizetti,residential,False,76.972,"LINESTRING (12.6528111 41.7264372, 12.653405 41.7259055)",,,,
150711033,False,,,Via Antonio Vivaldi,residential,True,53.2,"LINESTRING (12.6528111 41.7264372, 12.6523272 41.7261234)",,,,
58727154,False,,,Via Gaetano Donizetti,residential,True,28.227,"LINESTRING (12.6528111 41.7264372, 12.6527797 41.7264681, 12.6527464 41.7265045, 12.6527184 41.726541, 12.652693 41.7265804, 12.6526729 41.7266198, 12.6526553 41.7266608)",,,,
150711033,False,,,Via Antonio Vivaldi,residential,False,156.982,"LINESTRING (12.6528111 41.7264372, 12.6529149 41.726504, 12.653009 41.7265746, 12.6531186 41.7266532, 12.6533264 41.7267931, 12.6533678 41.7268164, 12.653408 41.7268336, 12.653443 41.7268468, 12.6534821 41.726858, 12.6535383 41.7268723, 12.6538206 41.7269289, 12.6539281 41.7269487, 12.654018 41.7269621, 12.6541065 41.7269734, 12.6541573 41.7269775, 12.654205 41.7269796, 12.6542487 41.7269797, 12.6542858 41.7269776, 12.6543229 41.7269725, 12.6543468 41.7269643, 12.6543625 41.7269534, 12.6543791 41.7269388, 12.6543875 41.726927, 12.6544098 41.7268876)",,,,
143577367,False,2,SP101a,Via Olivella,secondary,False,291.26800000000003,"LINESTRING (12.6523971 41.7308177, 12.6538152 41.7307298, 12.6539673 41.7307209, 12.6541408 41.7307179, 12.6543261 41.7307362, 12.654581 41.7307903, 12.6550199 41.7309153, 12.6551833 41.7309618, 12.6552887 41.7309875, 12.6554116 41.7310186, 12.655664 41.7310742, 12.6557582 41.7310901, 12.6558194 41.7310763)",50,,,
691033130,True,2,SS7,Via Appia Nuova,primary,False,27.305,"LINESTRING (12.6560161 41.7311701, 12.6558193 41.7313669)",50,,,
512974108,True,,,Piazza Giuseppe Mazzini,primary,False,21.446,"LINESTRING (12.6560161 41.7311701, 12.6559936 41.731172, 12.6559661 41.7311712, 12.6559311 41.7311659, 12.655898 41.7311562, 12.6558698 41.7311415, 12.6558503 41.7311258, 12.6558341 41.7311088, 12.6558194 41.7310763)",,roundabout,,
24228514,True,,,Piazza Giuseppe Mazzini,primary,False,18.654,"LINESTRING (12.6559963 41.7308917, 12.6560408 41.7308865, 12.6560748 41.7308905, 12.6561178 41.7309159, 12.6561456 41.7309406, 12.6561652 41.7309727)",,roundabout,,
24228571,True,2,,Via Cardinale Altieri,primary,False,205.498,"LINESTRING (12.6559963 41.7308917, 12.6560038 41.7307928, 12.6560413 41.7306998, 12.6560547 41.7306677, 12.6560856 41.7306147, 12.6562378 41.7304752, 12.656342 41.7303797, 12.6568903 41.7298582, 12.6569318 41.7298166, 12.6569442 41.7298042, 12.6571269 41.7296209, 12.6571664 41.7295757, 12.656977 41.7293758)",30,,,
24228573,True,2,,Via Vascarelle,primary,False,100.15,"LINESTRING (12.6568824 41.7278131, 12.6570238 41.7278165, 12.657271 41.727824, 12.6574603 41.7278274, 12.6576832 41.7278314, 12.657981 41.7278304, 12.6580883 41.7278225)",30,,,
"[150713520, 150713518, 42779246]",False,2,,Via Vascarelle,tertiary,False,76.109,"LINESTRING (12.6568824 41.7278131, 12.656809 41.7277817, 12.6566005 41.7276897, 12.6564761 41.7276393, 12.6563312 41.7275737, 12.6561462 41.7275057, 12.6560768 41.7274887)",,,yes,
150715669,False,,,Piazza Risorgimento,residential,True,56.04900000000001,"LINESTRING (12.6634764 41.7254765, 12.6636429 41.7255973, 12.6636613 41.7256062, 12.6636803 41.7256106, 12.6637005 41.7256093, 12.6637194 41.725605, 12.6637369 41.7255944, 12.6637503 41.7255807, 12.6637566 41.7255669, 12.6637589 41.725553, 12.663752 41.7255329, 12.6637347 41.7255163, 12.6635612 41.7254132)",,,,
672491345,True,2,,Viale Risorgimento,tertiary,False,70.34,"LINESTRING (12.6634764 41.7254765, 12.6634113 41.7255081, 12.6633855 41.7255198, 12.6633516 41.7255336, 12.6632827 41.7255547, 12.6632192 41.7255697, 12.6631496 41.7255815, 12.6630692 41.7255892, 12.6630017 41.7255928, 12.6629309 41.7255965, 12.6627717 41.7256005, 12.6627135 41.725609, 12.662666 41.7256215)",30,,,
