osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,access,tunnel,maxspeed
"[302747178, 302747181, 598328340, 593879030, 538349628, 52507261]",unclassified,False,False,1732.6589999999997,"LINESTRING (12.5137427 42.5157716, 12.5135376 42.5159077, 12.5133735 42.5160947, 12.5131379 42.5163925, 12.5128239 42.5167688, 12.5125861 42.5172363, 12.5123241 42.5176864, 12.5120622 42.518208, 12.5119335 42.5186746, 12.5118798 42.5192993, 12.5117833 42.5198924, 12.5116867 42.5204222, 12.5116223 42.5210785, 12.5115472 42.5216953, 12.5114077 42.5220274, 12.5111069 42.5224559, 12.5110078 42.5226866, 12.5109649 42.5230227, 12.5110644 42.5233716, 12.5113219 42.5237116, 12.5116974 42.5240674, 12.5120729 42.5243284, 12.5127711 42.5246563, 12.513071 42.5247334, 12.5134945 42.5248459, 12.5143303 42.5250649, 12.5144491 42.5250755, 12.5145479 42.5250818, 12.514651 42.5250727, 12.5148016 42.5250535, 12.5150331 42.5250034, 12.5151712 42.5249669, 12.5153107 42.5249452, 12.5157214 42.5249194, 12.5157652 42.524909, 12.5160597 42.5248425, 12.5163471 42.5247516, 12.5167505 42.5245662, 12.516997 42.5243618, 12.517145 42.524171, 12.5172004 42.5239211, 12.5172189 42.5236259, 12.5172867 42.5234896, 12.5175864 42.5232476, 12.5178073 42.5230699, 12.5179429 42.5229243, 12.5180083 42.5228185, 12.5180262 42.5227124, 12.5180215 42.5224476, 12.5179397 42.5222684)",,,,,,
166522909,primary,False,False,78.68800000000002,"LINESTRING (12.5187327 42.517918, 12.5188062 42.5179646, 12.518909 42.5180297, 12.5189833 42.5180727, 12.5191168 42.5180842, 12.5194045 42.5180242, 12.5195001 42.5179773, 12.5195517 42.5179276)",2,SS3,Via Roma,,,
305273732,residential,False,False,68.885,"LINESTRING (12.5187327 42.517918, 12.5188149 42.5179081, 12.5189092 42.5178967, 12.5194086 42.5178729, 12.51951 42.5179117, 12.5195517 42.5179276)",,,Largo Quattro Novembre,,,
"[538349581, 598292644, 166522909]",primary,False,True,202.11100000000002,"LINESTRING (12.5187327 42.517918, 12.5183641 42.5177077, 12.5182337 42.5176333, 12.5180619 42.5175754, 12.5178951 42.5175579, 12.5177212 42.5175806, 12.5170877 42.5176513, 12.5169293 42.5176727, 12.5166324 42.5177738, 12.5165629 42.5177921, 12.5165393 42.5178002, 12.5164698 42.517815)",2,SS3,"['Via Roma', 'Piazza Giuseppe Garibaldi']",,,
262674448,residential,False,False,54.196,"LINESTRING (12.5163161 42.5178215, 12.516322 42.5178615, 12.5163261 42.5178896, 12.5163549 42.5181884, 12.5162972 42.5182999)",,,Via Arco Romano,no,,
538349581,primary,False,False,12.718,"LINESTRING (12.5163161 42.5178215, 12.5163939 42.5178254, 12.5164698 42.517815)",2,SS3,Piazza Giuseppe Garibaldi,,,
538349581,primary,False,True,36.927,"LINESTRING (12.5163161 42.5178215, 12.5159754 42.5177539, 12.5158842 42.517728)",2,SS3,Piazza Giuseppe Garibaldi,,,
"[302747178, 302747181, 598328340, 593879030, 538349628, 52507261]",unclassified,False,True,1732.6590000000003,"LINESTRING (12.5179397 42.5222684, 12.5180215 42.5224476, 12.5180262 42.5227124, 12.5180083 42.5228185, 12.5179429 42.5229243, 12.5178073 42.5230699, 12.5175864 42.5232476, 12.5172867 42.5234896, 12.5172189 42.5236259, 12.5172004 42.5239211, 12.517145 42.524171, 12.516997 42.5243618, 12.5167505 42.5245662, 12.5163471 42.5247516, 12.5160597 42.5248425, 12.5157652 42.524909, 12.5157214 42.5249194, 12.5153107 42.5249452, 12.5151712 42.5249669, 12.5150331 42.5250034, 12.5148016 42.5250535, 12.514651 42.5250727, 12.5145479 42.5250818, 12.5144491 42.5250755, 12.5143303 42.5250649, 12.5134945 42.5248459, 12.513071 42.5247334, 12.5127711 42.5246563, 12.5120729 42.5243284, 12.5116974 42.5240674, 12.5113219 42.5237116, 12.5110644 42.5233716, 12.5109649 42.5230227, 12.5110078 42.5226866, 12.5111069 42.5224559, 12.5114077 42.5220274, 12.5115472 42.5216953, 12.5116223 42.5210785, 12.5116867 42.5204222, 12.5117833 42.5198924, 12.5118798 42.5192993, 12.5119335 42.5186746, 12.5120622 42.518208, 12.5123241 42.5176864, 12.5125861 42.5172363, 12.5128239 42.5167688, 12.5131379 42.5163925, 12.5133735 42.5160947, 12.5135376 42.5159077, 12.5137427 42.5157716)",,,,,,
362431879,secondary,False,False,176.93599999999998,"LINESTRING (12.5179397 42.5222684, 12.5180605 42.522169, 12.5182361 42.5220349, 12.5186029 42.5217878, 12.5189237 42.5215651, 12.5190671 42.5214547, 12.5194513 42.5211344)",2,SP1,Strada dei Tre Ponti,,,
538349629,secondary,False,True,134.15400000000002,"LINESTRING (12.5179397 42.5222684, 12.5177034 42.5225153, 12.5171658 42.5232099, 12.5170961 42.5233011)",2,SP1,Strada dei Tre Ponti,,,
"[598292645, 166522909, 166522903]",primary,False,False,78.176,"LINESTRING (12.5195517 42.5179276, 12.5196384 42.5178269, 12.5198161 42.5176723, 12.5198901 42.5176087, 12.5199593 42.5175516, 12.5200224 42.517511, 12.5201682 42.5173937)",2,SS3,"['Via Roma', 'Via Flaminia Ternana']",,building_passage,
166522909,primary,False,True,78.688,"LINESTRING (12.5195517 42.5179276, 12.5195001 42.5179773, 12.5194045 42.5180242, 12.5191168 42.5180842, 12.5189833 42.5180727, 12.518909 42.5180297, 12.5188062 42.5179646, 12.5187327 42.517918)",2,SS3,Via Roma,,,
305273732,residential,False,True,68.885,"LINESTRING (12.5195517 42.5179276, 12.51951 42.5179117, 12.5194086 42.5178729, 12.5189092 42.5178967, 12.5188149 42.5179081, 12.5187327 42.517918)",,,Largo Quattro Novembre,,,
"[166509086, 598292639]",residential,False,True,27.051,"LINESTRING (12.5164698 42.517815, 12.516438 42.5177872, 12.5163756 42.5177315, 12.5163213 42.517695, 12.5162371 42.5176437)",,,Piazza Giuseppe Garibaldi,,,
"[166522909, 598292644, 538349581]",primary,False,False,202.11100000000002,"LINESTRING (12.5164698 42.517815, 12.5165393 42.5178002, 12.5165629 42.5177921, 12.5166324 42.5177738, 12.5169293 42.5176727, 12.5170877 42.5176513, 12.5177212 42.5175806, 12.5178951 42.5175579, 12.5180619 42.5175754, 12.5182337 42.5176333, 12.5183641 42.5177077, 12.5187327 42.517918)",2,SS3,"['Piazza Giuseppe Garibaldi', 'Via Roma']",,,
538349581,primary,False,True,12.718,"LINESTRING (12.5164698 42.517815, 12.5163939 42.5178254, 12.5163161 42.5178215)",2,SS3,Piazza Giuseppe Garibaldi,,,
"[305273733, 89608254]",residential,False,False,69.485,"LINESTRING (12.5158842 42.517728, 12.5158835 42.517751, 12.5158822 42.517796, 12.5159437 42.5179241, 12.5159488 42.5179514, 12.5159415 42.5179905, 12.5159143 42.5180557, 12.5159171 42.5180793, 12.5159126 42.5180996, 12.5159185 42.5181228, 12.5161307 42.5182745)",,,"['Piazza Giuseppe Garibaldi', 'Piazza Cavour']",,,
