osmid,name,highway,oneway,reversed,length,geometry,ref,junction,bridge,lanes,maxspeed
77358791,Via Quattro Novembre,tertiary,False,True,40.698,"LINESTRING (9.7396453 45.7099248, 9.7393249 45.7099535, 9.7391254 45.7099713)",,,,,
415200096,Via Quattro Novembre,tertiary,False,False,38.708,"LINESTRING (9.7396453 45.7099248, 9.7394693 45.7099966, 9.7394105 45.7100206, 9.7392064 45.7100893)",,,,,
591665013,Via Quattro Novembre,tertiary,False,True,130.133,"LINESTRING (9.7396453 45.7099248, 9.7399294 45.7098221, 9.7400013 45.7097961, 9.7406819 45.7095466, 9.7410467 45.7094393, 9.7411438 45.7094024)",SP68,,,,
55883368,Via Cavalieri di Vittorio Veneto,residential,False,False,67.00200000000001,"LINESTRING (9.7392064 45.7100893, 9.7392185 45.71011, 9.7392624 45.7101902, 9.7394087 45.7105056, 9.7394796 45.7106607)",,,,,
77358773,Via Quattro Novembre,tertiary,False,False,19.017,"LINESTRING (9.7392064 45.7100893, 9.7391122 45.7101223, 9.7390584 45.7101392, 9.7389812 45.7101552)",,,,,
415200096,Via Quattro Novembre,tertiary,False,True,38.708,"LINESTRING (9.7392064 45.7100893, 9.7394105 45.7100206, 9.7394693 45.7099966, 9.7396453 45.7099248)",,,,,
55883573,Via Francesco Martinengo Colleoni,residential,False,False,70.295,"LINESTRING (9.738791 45.7102104, 9.7387919 45.7102671, 9.7387636 45.7103119, 9.7383517 45.7105908, 9.7382293 45.7106832)",,,,,
195108725,Piazza Andrea Caslini,tertiary,True,False,14.678,"LINESTRING (9.738791 45.7102104, 9.7387324 45.7101857, 9.7386903 45.7101572, 9.7386824 45.7101504, 9.7386513 45.7101236)",,roundabout,,,
25687730,Piazza Andrea Caslini,tertiary,True,False,4.553,"LINESTRING (9.7389156 45.7099505, 9.7389628 45.7099748)",,roundabout,,,
163082616,Viale Aldo Moro,residential,False,True,24.692,"LINESTRING (9.7389156 45.7099505, 9.7389015 45.7099011, 9.7388875 45.7098668, 9.7388297 45.7097369)",,,,,
77358798,Via Roma,tertiary,False,False,38.119,"LINESTRING (9.7382262 45.7098551, 9.7378587 45.7096278)",SP67,,,,
77358797,Via Roma,tertiary,True,False,34.253,"LINESTRING (9.7382262 45.7098551, 9.7384999 45.709952, 9.7386341 45.7099551)",,,,,
77358798,Via Roma,tertiary,False,False,9.502,"LINESTRING (9.7367415 45.7090254, 9.7366234 45.709003)",SP67,,,,
77358798,Via Roma,tertiary,False,True,75.742,"LINESTRING (9.7367415 45.7090254, 9.7370285 45.7091217, 9.7371241 45.7091556, 9.7373989 45.7093243, 9.7374327 45.7093467, 9.7375322 45.7094128)",SP67,,,,
77358798,Via Roma,tertiary,False,False,41.092,"LINESTRING (9.7360861 45.7089027, 9.7360495 45.7088939, 9.7358655 45.7088737, 9.7355628 45.7088524)",SP67,,,,
77358798,Via Roma,tertiary,False,True,43.219,"LINESTRING (9.7360861 45.7089027, 9.7362226 45.7089225, 9.7365225 45.7089862, 9.7366234 45.709003)",SP67,,,,
"[160968896, 160968897, 266010977, 77358799, 146193202]",Via Monte San Michele,residential,True,False,311.6739999999999,"LINESTRING (9.7360861 45.7089027, 9.7360871 45.7089532, 9.7360622 45.7098938, 9.7360589 45.7100178, 9.7360585 45.7100328, 9.7360509 45.7100675, 9.7361177 45.7101538, 9.7361267 45.7103719, 9.7361354 45.7106308, 9.7361352 45.7107522, 9.736135 45.7108218, 9.736135 45.7108499, 9.7361232 45.7112091, 9.7361035 45.7112627, 9.7360684 45.7113003, 9.7360547 45.7113939, 9.7360372 45.7115373, 9.7360223 45.7116826)",,,yes,,
"[77358785, 150888925]","['Via Trieste', 'Via Gorizia']",residential,False,False,256.022,"LINESTRING (9.7355628 45.7088524, 9.7355728 45.708823, 9.7356001 45.7087425, 9.7356866 45.7084881, 9.7360443 45.7073739, 9.7360581 45.7073311, 9.7360953 45.7072822, 9.7361439 45.7072592, 9.7362039 45.7072402, 9.7362811 45.7072382, 9.736364 45.7072452, 9.7368577 45.7073252, 9.7369429 45.707353, 9.7370167 45.7073975)",,,,,
77358798,Via Roma,tertiary,False,False,31.776,"LINESTRING (9.7355628 45.7088524, 9.7354248 45.7088385, 9.7351568 45.7088167)",SP67,,,,
77358798,Via Roma,tertiary,False,True,41.092,"LINESTRING (9.7355628 45.7088524, 9.7358655 45.7088737, 9.7360495 45.7088939, 9.7360861 45.7089027)",SP67,,,,
44888666,Via Isonzo,residential,True,False,107.517,"LINESTRING (9.7337523 45.7086827, 9.7327359 45.7089267, 9.7326084 45.7089499, 9.7324312 45.7089626)",,,,,
77358798,Via Roma,tertiary,False,True,45.339999999999996,"LINESTRING (9.7337523 45.7086827, 9.7338489 45.7086952, 9.7343299 45.7087421)",SP67,,,,
163054237,Via Antonio Galimberti,unclassified,False,True,177.725,"LINESTRING (9.7337523 45.7086827, 9.7337788 45.7085964, 9.73393 45.7078467, 9.734063 45.7075989, 9.7342985 45.7071391)",,,,,
193016002,Via Antonio Galimberti,unclassified,False,False,62.181000000000004,"LINESTRING (9.7337523 45.7086827, 9.7337347 45.7087585, 9.7336749 45.7092391)",,,,,
"[201512428, 25687726]","['Corso Europa', 'Via Roma']",tertiary,False,False,99.593,"LINESTRING (9.7337523 45.7086827, 9.7335473 45.7086383, 9.7333457 45.7085714, 9.732601 45.7082929)",SP67,,,,
25687726,Corso Europa,tertiary,False,False,9.276,"LINESTRING (9.7315938 45.7079208, 9.7314892 45.7078805)",SP67,,,,
25687726,Corso Europa,tertiary,False,True,88.50099999999999,"LINESTRING (9.7315938 45.7079208, 9.7317334 45.7079655, 9.732601 45.7082929)",SP67,,,,
201532126,Via Molino Vecchio,residential,False,True,15.195,"LINESTRING (9.7315938 45.7079208, 9.7315633 45.7079475, 9.73153 45.7079771, 9.7315105 45.7080405)",,,,,
25687726,Corso Europa,tertiary,False,False,7.379,"LINESTRING (9.7314086 45.7078484, 9.7313232 45.7078193)",SP67,,,,
25687726,Corso Europa,tertiary,False,True,7.205,"LINESTRING (9.7314086 45.7078484, 9.7314892 45.7078805)",SP67,,,,
150887085,Via Petrarca,residential,False,True,7.442,"LINESTRING (9.7314086 45.7078484, 9.7313797 45.7078829, 9.7313564 45.7079044)",,,,,
201532127,Via Rossini,residential,False,True,34.439,"LINESTRING (9.7314086 45.7078484, 9.7314222 45.7078107, 9.731431 45.7077477, 9.7314452 45.7075404)",,,,,
25687729,Via Roma,tertiary,True,False,44.632999999999996,"LINESTRING (9.7386513 45.7101236, 9.7385053 45.7100432, 9.7383187 45.7099305, 9.7382262 45.7098551)",,,,,
194291588,Piazza Andrea Caslini,tertiary,True,False,20.947,"LINESTRING (9.7386513 45.7101236, 9.73865 45.7100659, 9.7386595 45.710028, 9.7386787 45.7099973, 9.7387277 45.7099496)",,roundabout,,,
77358786,,unclassified,True,False,4.212,"LINESTRING (9.7317269 45.7118872, 9.7317658 45.7118608)",,roundabout,,,
44888674,Via Fratelli Cervi,unclassified,False,False,37.101,"LINESTRING (9.729091 45.7124435, 9.7295077 45.7122802)",,,,,
44888674,Via Fratelli Cervi,unclassified,False,True,30.797,"LINESTRING (9.729091 45.7124435, 9.7290005 45.7124697, 9.7289531 45.7124869, 9.7287355 45.7125659)",,,,,
"[194076444, 26003125]",Via Alcide De Gasperi,residential,False,True,269.411,"LINESTRING (9.729091 45.7124435, 9.7291026 45.7124728, 9.7291191 45.7125222, 9.7292365 45.7130359, 9.7293488 45.7134976, 9.7295146 45.7141903, 9.7295101 45.7142392, 9.729476 45.7142641, 9.7286783 45.7143727)",,,,,
193601090,,unclassified,True,False,8.457,"LINESTRING (9.732028 45.7119978, 9.7320025 45.7120314, 9.7319633 45.7120578)",,roundabout,,,
77358809,,unclassified,True,False,40.602000000000004,"LINESTRING (9.7319633 45.7120578, 9.7319066 45.712107, 9.7318413 45.7121915, 9.731814 45.712249, 9.7317756 45.7123919)",,,,,
"[415368761, 415368758]",,unclassified,True,False,19.838,"LINESTRING (9.7319633 45.7120578, 9.731915 45.7120741, 9.7318619 45.7120793, 9.7318091 45.7120728, 9.7317669 45.7120579, 9.7317321 45.7120355)",,roundabout,,1,
26003136,,unclassified,True,False,1.911,"LINESTRING (9.7319488 45.711854, 9.7319694 45.7118634)",,roundabout,,,
26003146,Via Antonio Galimberti,unclassified,True,False,30.131999999999998,"LINESTRING (9.7319488 45.711854, 9.7320972 45.7117777, 9.7322512 45.7116845)",,,,,
44888674,Via Fratelli Cervi,unclassified,False,False,33.072,"LINESTRING (9.7299198 45.7121068, 9.7303387 45.7120529)",,,,,
44888674,Via Fratelli Cervi,unclassified,False,True,37.357,"LINESTRING (9.7299198 45.7121068, 9.7295077 45.7122802)",,,,,
77358780,Via Gabriele D'Annunzio,residential,False,False,136.434,"LINESTRING (9.7299198 45.7121068, 9.7300245 45.710882)",,,,,
77358807,Via Matteotti,unclassified,True,False,12.281,"LINESTRING (9.7322512 45.7116845, 9.7321895 45.7117862)",,,,,
"[193601307, 193601309, 1175905062]",Via Matteotti,"['residential', 'unclassified']",False,True,199.56900000000002,"LINESTRING (9.7322512 45.7116845, 9.7322794 45.7116615, 9.7323379 45.7116023, 9.7325584 45.7113838, 9.7326049 45.7113378, 9.7329239 45.7110216, 9.7335008 45.7102441, 9.7335488 45.710143)",,,,,30
"[1175905057, 77358795]",Via Fratelli Cervi,unclassified,True,False,39.1,"LINESTRING (9.7317003 45.7119943, 9.7316531 45.7119701, 9.7316059 45.7119567, 9.7315317 45.7119441, 9.7314259 45.7119345, 9.7312149 45.7119365)",,,,,
77358800,,unclassified,True,False,12.49,"LINESTRING (9.7317003 45.7119943, 9.7316928 45.7119572, 9.7317019 45.7119203, 9.7317269 45.7118872)",,roundabout,,,
150887083,Via Guglielmo Marconi,residential,False,False,48.251,"LINESTRING (9.7317493 45.7088953, 9.7311355 45.7088276)",,,,,
