osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,bridge,tunnel,junction
27353352,True,1,SP28a,Strada Provinciale Pineto-Atri,secondary,False,26.282999999999998,"LINESTRING (14.061725 42.6101016, 14.0619198 42.6102251, 14.061948 42.610243, 14.0619684 42.6102558)",,,,
27353305,True,1,SS16,,primary,False,2.965,"LINESTRING (14.0619684 42.6102558, 14.0620043 42.6102522)",50,,,
835810159,True,1,SS16,Strada Statale 16 Adriatica,primary,False,20.619000000000003,"LINESTRING (14.062219 42.6101913, 14.062153 42.6103105, 14.0621393 42.6103355, 14.062122 42.6103624)",50,,,
"[835810160, 891040923, 303719536]",False,2,SS16,Strada Statale 16 Adriatica,primary,False,425.05699999999996,"LINESTRING (14.062219 42.6101913, 14.0622375 42.6101695, 14.0624482 42.6099325, 14.0624648 42.6099131, 14.0650061 42.6069657)",,yes,,
891040921,True,1,SS16,Strada Statale 16 Adriatica,primary,False,30.130000000000003,"LINESTRING (14.0650061 42.6069657, 14.0650491 42.6068927, 14.0650692 42.6068406, 14.0650776 42.606806, 14.0650779 42.6067755, 14.0650667 42.6067382, 14.0650569 42.6067056)",50,,,
"[303719536, 891040923, 835810160]",False,2,SS16,Strada Statale 16 Adriatica,primary,True,425.05699999999996,"LINESTRING (14.0650061 42.6069657, 14.0624648 42.6099131, 14.0624482 42.6099325, 14.0622375 42.6101695, 14.062219 42.6101913)",,yes,,
87158177,False,,,Via Cesare De Titta,residential,False,20.572,"LINESTRING (14.0625234 42.6108245, 14.0625248 42.6108597, 14.0625294 42.6109091, 14.0625411 42.6109544, 14.0625533 42.6109879, 14.0625597 42.6110068)",,,,
"[87158177, 1043815626, 87158166]",False,,,Via Cesare De Titta,residential,True,59.084,"LINESTRING (14.0625234 42.6108245, 14.0625433 42.6107655, 14.0626046 42.610661, 14.0626791 42.6105902, 14.0628887 42.6104423, 14.0629449 42.6104084)",,yes,,
218249415,True,1,,Via Eugenio Curiel,residential,False,116.545,"LINESTRING (14.0625234 42.6108245, 14.0624929 42.6108275, 14.0624109 42.6108396, 14.0623762 42.6108462, 14.0622917 42.6108663, 14.0622526 42.610878, 14.0621599 42.6109216, 14.0620797 42.6109631, 14.0619955 42.6110134, 14.0618495 42.6110937, 14.0616717 42.611191, 14.0615758 42.6112356, 14.0614693 42.6112841, 14.0614291 42.6113019, 14.0613117 42.6113538)",,,,
1238709602,False,2,,Via Cesare De Titta,residential,False,11.444,"LINESTRING (14.0630633 42.6120271, 14.0631043 42.6121255)",,,,
87158175,True,,,Via Francesco Martella,residential,False,24.579,"LINESTRING (14.0630633 42.6120271, 14.0629676 42.6120166, 14.0628719 42.6120161, 14.0627646 42.6120244)",,,,
1238709605,False,2,,Via Cesare De Titta,residential,True,13.682,"LINESTRING (14.0630633 42.6120271, 14.0630247 42.6119302, 14.0630136 42.6119097)",,,,
87158145,False,,,Via Venezia,residential,True,58.769,"LINESTRING (14.066001 42.6097725, 14.0653723 42.6095171)",,,,
443117811,False,2,,Via Gabriele D'Annunzio,residential,False,52.65,"LINESTRING (14.066001 42.6097725, 14.0656866 42.6101856)",,,,
443117811,False,2,,Via Gabriele D'Annunzio,residential,True,49.048,"LINESTRING (14.066001 42.6097725, 14.0662976 42.6093892)",,,,
324774023,False,,,Via Giuseppe Mazzini,residential,True,79.622,"LINESTRING (14.064724 42.608224, 14.0642439 42.6088468)",,,,
218247557,True,,,Via Giuseppe Mazzini,residential,False,116.697,"LINESTRING (14.064724 42.608224, 14.0650085 42.6078838, 14.0651231 42.6077401, 14.065194 42.6076397, 14.0652532 42.6075369, 14.0652936 42.607498, 14.0653272 42.6074801, 14.0653844 42.6074858, 14.0654792 42.6075195, 14.0655533 42.6075423)",,,,
443117811,False,2,,Via Gabriele D'Annunzio,residential,False,53.928,"LINESTRING (14.067213 42.6081992, 14.0668931 42.6086232)",,,,
87158125,False,2,,Via Gabriele D'Annunzio,residential,True,48.931,"LINESTRING (14.067213 42.6081992, 14.0674403 42.6078908, 14.0674981 42.6078124)",,,,
218248996,False,2,,Via Milano,residential,False,58.674,"LINESTRING (14.067213 42.6081992, 14.0670684 42.6081356, 14.0666229 42.6079395, 14.0665976 42.6079285)",,,,
218248996,False,2,,Via Milano,residential,False,55.216,"LINESTRING (14.0665976 42.6079285, 14.0664876 42.6078801, 14.0663172 42.6078051, 14.0660375 42.6076821, 14.0660185 42.6076737)",,,,
218248996,False,2,,Via Milano,residential,True,58.674,"LINESTRING (14.0665976 42.6079285, 14.0666229 42.6079395, 14.0670684 42.6081356, 14.067213 42.6081992)",,,,
324770635,True,,,Via Antonio Gramsci,residential,False,105.657,"LINESTRING (14.0665976 42.6079285, 14.0665721 42.6079618, 14.065964 42.6087564)",,,,
87158160,False,2,,Via Luigi Filiani,residential,False,162.574,"LINESTRING (14.0679148 42.6046934, 14.0686361 42.6037577, 14.0688951 42.6034218)",,,,
"[218241160, 946737176, 946725349, 946737175]",False,2,,Via Luigi Filiani,residential,True,239.744,"LINESTRING (14.0679148 42.6046934, 14.0676867 42.6046035, 14.0676457 42.6046118, 14.0673158 42.6050173, 14.0672347 42.60512, 14.0670894 42.6053114, 14.0670694 42.6053378, 14.0666816 42.6058496, 14.0664816 42.6061134, 14.0664856 42.6062325, 14.0665071 42.6063172)",,,,
87158138,True,,,Via Francesco Martella,residential,False,28.844,"LINESTRING (14.0627646 42.6120244, 14.0628499 42.6119525, 14.0629596 42.6118098)",,,,
1238709607,False,,,Via Francesco Martella,residential,True,38.334,"LINESTRING (14.0627646 42.6120244, 14.0624705 42.612113, 14.0623308 42.6121545)",,,,
87158145,False,,,Via Venezia,residential,False,59.84,"LINESTRING (14.0641345 42.6089887, 14.0647571 42.6092709)",,,,
324774023,False,,,Via Giuseppe Mazzini,residential,False,18.142,"LINESTRING (14.0641345 42.6089887, 14.0642439 42.6088468)",,,,
324774023,False,,,Via Giuseppe Mazzini,residential,True,21.321,"LINESTRING (14.0641345 42.6089887, 14.0640122 42.609158)",,,,
902981414,True,,,Via Livorno,residential,False,52.468,"LINESTRING (14.0659745 42.6107639, 14.0654209 42.6105259)",,,,
441247304,False,,,,residential,False,133.49200000000002,"LINESTRING (14.0659745 42.6107639, 14.065377 42.6115306, 14.0653664 42.6115918, 14.065364 42.6116176, 14.0652146 42.6118186)",,,,
87158125,False,2,,Via Gabriele D'Annunzio,residential,True,82.557,"LINESTRING (14.0693868 42.6053353, 14.069893 42.6046931)",,,,
87158125,False,2,,Via Gabriele D'Annunzio,residential,False,160.568,"LINESTRING (14.0693868 42.6053353, 14.0693694 42.6053589, 14.0689723 42.6058771, 14.0684363 42.6065985)",,,,
"[682268230, 323450862]",True,1,,Via Leonardo da Vinci,residential,False,140.051,"LINESTRING (14.0693868 42.6053353, 14.0684309 42.6049083, 14.0680505 42.6047469, 14.0679896 42.6047223, 14.0679148 42.6046934)",,,,
87158125,False,2,,Via Gabriele D'Annunzio,residential,False,18.865,"LINESTRING (14.0681252 42.6070011, 14.0680188 42.6071516)",,,,
87158125,False,2,,Via Gabriele D'Annunzio,residential,True,51.501000000000005,"LINESTRING (14.0681252 42.6070011, 14.0682654 42.6068196, 14.0684363 42.6065985)",,,,
682268231,True,1,,Via Verona,residential,False,60.443999999999996,"LINESTRING (14.0681252 42.6070011, 14.0681777 42.6070213, 14.0687129 42.6072274, 14.0687796 42.6072531)",30,,,
87158128,False,2,,Viale delle Rose,unclassified,True,223.015,"LINESTRING (14.0627087 42.6073846, 14.062908 42.6073277, 14.063112 42.607264, 14.0634296 42.6071728, 14.0637426 42.6070816, 14.0639154 42.6070178, 14.0640026 42.6069825, 14.0640867 42.6069438, 14.0641876 42.6068929, 14.0642451 42.6068578, 14.0642948 42.6068296, 14.0643442 42.6067959, 14.0643936 42.6067623, 14.0644862 42.6066882, 14.064694 42.6065101, 14.0647499 42.6064689, 14.064812 42.6064345, 14.0648721 42.6064056, 14.0649044 42.6063941, 14.0649261 42.60639, 14.0649468 42.606386, 14.064978 42.6063837, 14.0650082 42.606384)",,,,
"[324770649, 323460122]",False,,,Via Roma,residential,True,141.267,"LINESTRING (14.0627087 42.6073846, 14.0627647 42.6074081, 14.0628045 42.6074248, 14.0635783 42.6077491, 14.0638082 42.6078476, 14.06403 42.6079383, 14.064208 42.6080141)",40,,yes,
1201001580,False,2,,Viale delle Rose,unclassified,False,82.938,"LINESTRING (14.0627087 42.6073846, 14.0624412 42.6074572, 14.0620628 42.60756, 14.0619835 42.6075799, 14.0619162 42.6075965, 14.0618734 42.6076036, 14.0618337 42.6076096, 14.0617481 42.6076136)",30,,,
87158174,True,,,Via Giuseppe Garibaldi,residential,False,95.268,"LINESTRING (14.0641897 42.610019, 14.0647571 42.6092709)",,,,
87158181,True,,,Via Livorno,residential,False,57.788,"LINESTRING (14.0641897 42.610019, 14.0638865 42.6098979, 14.0635745 42.609764)",,,,
218248996,False,2,,Via Milano,residential,True,7.796,"LINESTRING (14.065945 42.6077183, 14.0660185 42.6076737)",,,,
682268232,True,,,Via Milano,residential,False,37.561,"LINESTRING (14.065945 42.6077183, 14.0656704 42.607597, 14.0655533 42.6075423)",,,,
324774020,True,,,Via Giovanni Spadolini,residential,False,7.521,"LINESTRING (14.0630683 42.6101316, 14.063113 42.6101907)",,,,
943573082,False,,,Via Giovanni Spadolini,residential,False,63.575,"LINESTRING (14.0630683 42.6101316, 14.0631423 42.6100133, 14.0631616 42.6099825, 14.0632203 42.6099123, 14.0632514 42.609875, 14.0633069 42.6098182, 14.063324 42.6098089, 14.0633846 42.6097758, 14.0635745 42.609764)",,,,
323450867,True,1,,Via Verona,residential,False,35.359,"LINESTRING (14.0665071 42.6063172, 14.0668818 42.6064755)",30,,,
"[946737176, 218241160, 946725349, 946737175]",False,2,,Via Luigi Filiani,residential,False,239.74399999999997,"LINESTRING (14.0665071 42.6063172, 14.0664856 42.6062325, 14.0664816 42.6061134, 14.0666816 42.6058496, 14.0670694 42.6053378, 14.0670894 42.6053114, 14.0672347 42.60512, 14.0673158 42.6050173, 14.0676457 42.6046118, 14.0676867 42.6046035, 14.0679148 42.6046934)",,,,
682268237,True,1,,Via Venti Settembre,residential,False,83.756,"LINESTRING (14.0707787 42.6050523, 14.0702748 42.6057079)",,,,
844192611,True,1,,,primary,False,2.97,"LINESTRING (14.0611528 42.6116206, 14.0611351 42.6116237, 14.061117 42.6116236)",,,,roundabout
87158171,True,,,Via Giovanni Spadolini,residential,False,17.33,"LINESTRING (14.0631098 42.6103378, 14.0630571 42.6103014, 14.0630371 42.6102586, 14.063025 42.6102019)",,,,
