osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,tunnel,width,maxspeed,access
42987124,Via Bartolomeo Colleoni,tertiary,False,True,217.015,"LINESTRING (8.7745053 45.5535004, 8.7738611 45.5533395, 8.7732261 45.553152, 8.7730623 45.5530869, 8.7729731 45.55303, 8.7729155 45.5529761, 8.7728697 45.552913, 8.7728375 45.5528499, 8.7728292 45.5527742, 8.7728416 45.5526959, 8.7728692 45.5526156, 8.7729065 45.5525571, 8.7730938 45.5523242)",,,,,,
"[51482756, 506065347, 51482755, 586583686]","['Ponte Carlo Alberto Dalla Chiesa', 'Via Quattro Novembre']",tertiary,False,False,49.564,"LINESTRING (8.7745053 45.5535004, 8.7744393 45.5535817, 8.7744241 45.5536028, 8.7742658 45.5538637, 8.7742402 45.5539051)",yes,SP32,,,,
41078840,Viale Rimembranze,unclassified,False,True,78.588,"LINESTRING (8.7841051 45.5545762, 8.7831437 45.5547914)",,,,,,
469936647,Via Oleggio,tertiary,False,False,72.896,"LINESTRING (8.7742402 45.5539051, 8.7733741 45.5536562)",,SP32,,,,
41078848,Via Giacomo Matteotti,tertiary,False,False,122.87,"LINESTRING (8.7742402 45.5539051, 8.7743285 45.5539302, 8.7748129 45.5540683, 8.775096 45.5541498, 8.7752052 45.5541844, 8.7753391 45.5542268, 8.77569 45.5543408)",,,,,,
"[506065347, 51482755, 51482756, 586583686]","['Ponte Carlo Alberto Dalla Chiesa', 'Via Quattro Novembre']",tertiary,False,True,49.564,"LINESTRING (8.7742402 45.5539051, 8.7742658 45.5538637, 8.7744241 45.5536028, 8.7744393 45.5535817, 8.7745053 45.5535004)",yes,SP32,,,,
41078848,Via Giacomo Matteotti,tertiary,False,False,94.073,"LINESTRING (8.7789889 45.5549478, 8.7801738 45.5551132)",,,,,,
41078848,Via Giacomo Matteotti,tertiary,False,True,40.077,"LINESTRING (8.7789889 45.5549478, 8.7784887 45.5548628)",,,,,,
41078848,Via Giacomo Matteotti,tertiary,False,False,30.035,"LINESTRING (8.7777115 45.5547346, 8.7780853 45.5548013)",,,,,,
41078848,Via Giacomo Matteotti,tertiary,False,True,33.956,"LINESTRING (8.7777115 45.5547346, 8.7772858 45.5546683)",,,,,,
157374096,Via Bruno Buozzi,residential,False,True,103.445,"LINESTRING (8.7777115 45.5547346, 8.777571 45.555528, 8.7775501 45.555658)",,,,,,
41078848,Via Giacomo Matteotti,tertiary,False,True,46.95,"LINESTRING (8.7807613 45.5552083, 8.7801738 45.5551132)",,,,,,
41078848,Via Giacomo Matteotti,tertiary,False,False,114.666,"LINESTRING (8.7807613 45.5552083, 8.782029 45.5554186, 8.7821088 45.555437, 8.7821903 45.555456)",,,,,,
443369408,Via Lonate,unclassified,False,True,111.152,"LINESTRING (8.77569 45.5543408, 8.7754915 45.5553307)",,,,,,
41078848,Via Giacomo Matteotti,tertiary,False,False,129.48,"LINESTRING (8.77569 45.5543408, 8.7765375 45.5545172, 8.7772858 45.5546683)",,,,,,
41078848,Via Giacomo Matteotti,tertiary,False,True,122.87,"LINESTRING (8.77569 45.5543408, 8.7753391 45.5542268, 8.7752052 45.5541844, 8.775096 45.5541498, 8.7748129 45.5540683, 8.7743285 45.5539302, 8.7742402 45.5539051)",,,,,,
41078840,Viale Rimembranze,unclassified,False,False,78.588,"LINESTRING (8.7831437 45.5547914, 8.7841051 45.5545762)",,,,,,
44448501,Via Gallarate,tertiary,False,True,137.82999999999998,"LINESTRING (8.7831437 45.5547914, 8.7834521 45.5557012, 8.7835562 45.5559968)",,,,,,
"[63382564, 63382556, 44448510, 44448511]",Via Gallarate,tertiary,False,False,128.465,"LINESTRING (8.7831437 45.5547914, 8.7831348 45.5547698, 8.7830195 45.554474, 8.7829987 45.5543988, 8.7828968 45.5540975, 8.7827561 45.5536687)",yes,,,,,
44448344,,residential,False,True,72.28,"LINESTRING (8.7718988 45.5475273, 8.7713938 45.5480727)",,,,,,
777264094,Via Magenta,tertiary,False,True,133.223,"LINESTRING (8.7718988 45.5475273, 8.7735322 45.5478836)",,,,,,
44448436,Via Vittorio Veneto,tertiary,False,True,9.569,"LINESTRING (8.771302 45.5480155, 8.7713938 45.5480727)",,,,,,
44448436,Via Vittorio Veneto,tertiary,False,False,74.869,"LINESTRING (8.7722875 45.5486292, 8.771569 45.5481818)",,,,,,
44448436,Via Vittorio Veneto,tertiary,False,True,62.227,"LINESTRING (8.7722875 45.5486292, 8.772898 45.5489903)",,,,,,
44448445,Via Nino Bixio,residential,False,False,90.718,"LINESTRING (8.7722875 45.5486292, 8.7719124 45.5494016)",,,,,,
44448436,Via Vittorio Veneto,tertiary,False,False,18.257,"LINESTRING (8.771569 45.5481818, 8.7713938 45.5480727)",,,,,,
44448436,Via Vittorio Veneto,tertiary,False,True,74.869,"LINESTRING (8.771569 45.5481818, 8.7722875 45.5486292)",,,,,,
44448344,,residential,False,False,72.28,"LINESTRING (8.7713938 45.5480727, 8.7718988 45.5475273)",,,,,,
44448436,Via Vittorio Veneto,tertiary,False,False,9.569,"LINESTRING (8.7713938 45.5480727, 8.771302 45.5480155)",,,,,,
44448436,Via Vittorio Veneto,tertiary,False,True,18.257,"LINESTRING (8.7713938 45.5480727, 8.771569 45.5481818)",,,,,,
44448401,,residential,False,True,69.809,"LINESTRING (8.7744649 45.5471166, 8.7743027 45.5475689, 8.7742717 45.5477289)",,,,,,
