osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction,bridge
297387559,2,Via Monsuello,secondary,50,False,True,59.829,"LINESTRING (10.2662551 45.6499984, 10.2666831 45.6495512)",,,
297387560,2,Via Roma,secondary,50,False,False,218.223,"LINESTRING (10.2662551 45.6499984, 10.2662567 45.6500297, 10.266268 45.6500564, 10.2663028 45.6501015, 10.26637 45.6501279, 10.2664404 45.6501322, 10.2665003 45.6501252, 10.2665555 45.6500898, 10.2666583 45.6499951, 10.266717 45.6499614, 10.2667912 45.6499418, 10.2668367 45.6499367, 10.2669225 45.6499254, 10.2671361 45.6498997, 10.2677356 45.6498275, 10.2680704 45.6497897, 10.2688049 45.6497107)",,,
297387559,2,Via Monsuello,secondary,50,False,False,59.829,"LINESTRING (10.2666831 45.6495512, 10.2662551 45.6499984)",,,
211185016,,Via Gaspare Bianchi,residential,,False,True,125.908,"LINESTRING (10.2666831 45.6495512, 10.2667539 45.6494419, 10.2669406 45.6493533, 10.2670927 45.6492942, 10.267118 45.6492475, 10.2671033 45.6492022, 10.2670346 45.6490787, 10.2669116 45.6489597, 10.26657 45.648694)",,,
297387559,2,Via Monsuello,secondary,50,False,True,149.681,"LINESTRING (10.2666831 45.6495512, 10.2667341 45.64952, 10.2667718 45.6495009, 10.2668306 45.6494723, 10.2669019 45.6494418, 10.2672669 45.6493206, 10.2675683 45.6491973, 10.2678531 45.64902, 10.2679571 45.6489489, 10.268076 45.6488306, 10.2681424 45.6487592, 10.2681673 45.6487311)",,,
211185014,1,Via Artigiani,residential,,False,True,8.09,"LINESTRING (10.266951 45.6484093, 10.2668849 45.6484655)",,,
297387559,2,Via Monsuello,secondary,50,False,False,130.218,"LINESTRING (10.266951 45.6484093, 10.2670851 45.6483997, 10.267535 45.6482118, 10.2683816 45.6478187)",,,
297387559,2,Via Monsuello,secondary,50,False,True,319.44100000000003,"LINESTRING (10.266951 45.6484093, 10.2668115 45.648371, 10.2661044 45.6481221, 10.265927 45.6480839, 10.2656682 45.6481012, 10.2655115 45.648138, 10.2653195 45.6482328, 10.265083 45.6484237, 10.2649685 45.6485109, 10.2648034 45.6485912, 10.2646186 45.6486553, 10.2643901 45.6487152, 10.263796 45.6488643, 10.2633164 45.6489829)",,,
417308647,,Via Alessandro Volta,residential,,False,True,93.939,"LINESTRING (10.266951 45.6484093, 10.2669819 45.6483191, 10.2669635 45.6482254, 10.2669117 45.6481716, 10.2665386 45.6478916, 10.2663627 45.6477214)",,,
184489829,,Via Ruca,residential,,False,True,101.81400000000001,"LINESTRING (10.2642606 45.6438604, 10.264449 45.6438696, 10.2647814 45.6439211, 10.2649901 45.6439158, 10.2651825 45.6438723, 10.2653495 45.6438195, 10.2654493 45.643809, 10.2655338 45.6438161)",,,
319953017,,Via Ruca,residential,,False,False,81.88999999999999,"LINESTRING (10.2642606 45.6438604, 10.2642124 45.6438335, 10.26417 45.643829, 10.2637778 45.6438077, 10.2636826 45.6438452, 10.2635984 45.6439131, 10.2635694 45.6439806, 10.2635895 45.6440847, 10.2635719 45.6441296)",,,
320746041,,Via Faidana,residential,,False,False,183.99300000000002,"LINESTRING (10.2642606 45.6438604, 10.2642133 45.6438738, 10.2641599 45.6439145, 10.2641514 45.6440216, 10.2641722 45.6441002, 10.2645545 45.6444422, 10.2645894 45.6445166, 10.2645623 45.6445856, 10.264484 45.6446463, 10.2643833 45.6446399, 10.264276 45.6446052, 10.2636427 45.6442662)",,,
184489829,,Via Ruca,residential,,False,False,101.81400000000001,"LINESTRING (10.2655338 45.6438161, 10.2654493 45.643809, 10.2653495 45.6438195, 10.2651825 45.6438723, 10.2649901 45.6439158, 10.2647814 45.6439211, 10.264449 45.6438696, 10.2642606 45.6438604)",,,
184489829,,Via Ruca,residential,,False,True,49.258,"LINESTRING (10.2655338 45.6438161, 10.265725 45.6438497, 10.2659971 45.6439113, 10.2661473 45.6439049)",,,
650037969,,Via Ruca,residential,,False,False,40.623,"LINESTRING (10.2655338 45.6438161, 10.2655099 45.6439422, 10.2654589 45.6440641, 10.2654622 45.6441752)",,,
184489829,,Via Ruca,residential,,False,False,384.712,"LINESTRING (10.270626 45.6440886, 10.2705076 45.6441376, 10.2704008 45.6441728, 10.2700371 45.6442762, 10.2692644 45.6444958, 10.2691394 45.6445314, 10.2690868 45.6445463, 10.2689113 45.6445387, 10.2686831 45.6444914, 10.2681852 45.6443517, 10.2680525 45.6443039, 10.2677491 45.6441959, 10.2673765 45.6440282, 10.2673293 45.6440065, 10.2668076 45.64376, 10.2666502 45.6437534, 10.2661473 45.6439049)",,,
165345561,,Via Rango,residential,,False,False,18.309,"LINESTRING (10.2634445 45.6447307, 10.263645 45.6448171)",,,
"[319953011, 319953012]",,Via Faidana,unclassified,,False,"[False, True]",54.07,"LINESTRING (10.2634445 45.6447307, 10.2634733 45.6446914, 10.2635271 45.644596, 10.2636427 45.6442662)",,,
"[1115745449, 1115745450]",,,"['residential', 'unclassified']",,False,True,203.467,"LINESTRING (10.2634445 45.6447307, 10.2627754 45.6444766, 10.2625382 45.6443627, 10.2623462 45.6442725, 10.2621664 45.644235, 10.2620263 45.6442317, 10.2618752 45.6442364, 10.2617343 45.6442641, 10.2616214 45.6443126, 10.2611808 45.6445751)",,,
319953011,,Via Faidana,unclassified,,False,True,9.151,"LINESTRING (10.2636427 45.6442662, 10.2635986 45.6441899)",,,
"[319953011, 319953012]",,Via Faidana,unclassified,,False,"[False, True]",54.06999999999999,"LINESTRING (10.2636427 45.6442662, 10.2635271 45.644596, 10.2634733 45.6446914, 10.2634445 45.6447307)",,,
320746041,,Via Faidana,residential,,False,True,183.99300000000002,"LINESTRING (10.2636427 45.6442662, 10.264276 45.6446052, 10.2643833 45.6446399, 10.264484 45.6446463, 10.2645623 45.6445856, 10.2645894 45.6445166, 10.2645545 45.6444422, 10.2641722 45.6441002, 10.2641514 45.6440216, 10.2641599 45.6439145, 10.2642133 45.6438738, 10.2642606 45.6438604)",,,
118603723,1,Via Montegrappa,residential,,False,False,33.51,"LINESTRING (10.2629355 45.6500908, 10.2631559 45.6503498)",,,
"[450556715, 118603723]",1,Via Montegrappa,"['residential', 'unclassified']",,False,"[False, True]",43.839,"LINESTRING (10.2629355 45.6500908, 10.2628331 45.6500737, 10.2626626 45.6500693, 10.2623746 45.6500745)",,,
118603726,2,Via Industriale,residential,,False,True,29.993,"LINESTRING (10.2617876 45.6496772, 10.261504 45.6494943)",,,
165508271,,Via Guglielmo Marconi,residential,,False,False,64.308,"LINESTRING (10.2617876 45.6496772, 10.262351 45.6500244, 10.2623655 45.6500432, 10.2623746 45.6500745)",,,
297387559,2,Via Monsuello,secondary,50,False,False,115.291,"LINESTRING (10.2617876 45.6496772, 10.2621091 45.6494046, 10.262254 45.6492892, 10.2624672 45.6492028, 10.2629487 45.6490817)",,,
297387559,2,Via Monsuello,secondary,50,False,True,166.265,"LINESTRING (10.2617876 45.6496772, 10.2616623 45.649763, 10.2614354 45.6498734, 10.2611631 45.6499278, 10.2608795 45.6499503, 10.2607087 45.6499639, 10.2597622 45.6499747)",,,
118603723,1,Via Montegrappa,residential,,False,True,33.51,"LINESTRING (10.2631559 45.6503498, 10.2629355 45.6500908)",,,
118603723,1,Via Montegrappa,residential,,False,False,39.621,"LINESTRING (10.2631559 45.6503498, 10.2632609 45.6504299, 10.2634933 45.6505663, 10.2635338 45.6505878)",,,
211180656,,,residential,,False,True,69.29499999999999,"LINESTRING (10.2631559 45.6503498, 10.2631053 45.6503784, 10.2622966 45.6504974)",,,
320062068,,Piazza Monsignor Giovanni Battista Masneri,residential,,False,True,28.055,"LINESTRING (10.2654193 45.6489107, 10.2654892 45.6489466, 10.2655685 45.648962, 10.2657603 45.6489581)",,,
417304784,1,Via Don De Giacomi,residential,,True,False,187.714,"LINESTRING (10.2654193 45.6489107, 10.2647383 45.6491583, 10.2638698 45.6495074, 10.26333 45.6497548)",,,
165508271,,Via Guglielmo Marconi,residential,,False,False,348.89300000000003,"LINESTRING (10.2623746 45.6500745, 10.2623746 45.6501266, 10.2623501 45.6501871, 10.2622686 45.6502421, 10.2622037 45.6502584, 10.2614192 45.6504555, 10.2609094 45.650476, 10.2607155 45.6504838, 10.2603838 45.6504509, 10.2600519 45.6504424, 10.2597077 45.6505069, 10.2593757 45.6506171, 10.2588272 45.6508416, 10.2586104 45.6509386, 10.2584775 45.6509966, 10.2583852 45.6510902)",,,
