osmid,lanes,name,highway,oneway,reversed,length,bridge,maxspeed,width,geometry,access,tunnel
25020700,,Via della Vigna Vecchia,residential,True,False,131.111,,,,"LINESTRING (11.2586837 43.7701855, 11.2587044 43.7701858, 11.2590941 43.7701942, 11.2592752 43.7701915, 11.2594425 43.7701838, 11.2597397 43.7701579, 11.2600178 43.7701354, 11.260054 43.7701299, 11.2600787 43.7701246, 11.2600996 43.7701169, 11.2602506 43.7700469, 11.2602752 43.7700363)",no,
25020733,,Via dell'Acqua,residential,True,False,22.264,,,,"LINESTRING (11.2586637 43.7699858, 11.2586837 43.7701855)",no,
24881949,,Via delle Burella,residential,True,False,117.851,,,,"LINESTRING (11.2586637 43.7699858, 11.2586792 43.7699845, 11.2591364 43.7699444, 11.2593481 43.7699269, 11.2595281 43.7699081, 11.2597096 43.7698913, 11.2598087 43.7698793, 11.2599148 43.7698414, 11.259969 43.7698127, 11.2599936 43.7697917, 11.260015 43.769729)",no,
24651692,,Via dei Pandolfini,residential,True,False,38.88,,,,"LINESTRING (11.2610224 43.7708867, 11.2605382 43.7708838)",no,
119417139,,Via Matteo Palmieri,residential,True,False,63.214999999999996,,,,"LINESTRING (11.2610224 43.7708867, 11.2608005 43.7706418, 11.2606148 43.7704222, 11.2606016 43.7704063)",no,
25020898,,Via Isola delle Stinche,residential,True,False,48.781,,,,"LINESTRING (11.2602752 43.7700363, 11.2602874 43.7700503, 11.2605869 43.7703895, 11.2606016 43.7704063)",no,
25020357,,Via Torta,residential,True,False,38.23199999999999,,,,"LINESTRING (11.260015 43.769729, 11.2599689 43.769726, 11.2599171 43.7697203, 11.2598661 43.7697119, 11.2598073 43.769696, 11.2597575 43.7696773, 11.2596701 43.7696465, 11.2596248 43.769625, 11.2595815 43.7696008)",no,
25020406,,Via Torta,residential,True,False,81.507,,,,"LINESTRING (11.260015 43.769729, 11.2600686 43.7697207, 11.2601204 43.769708, 11.2601234 43.7697073, 11.2602012 43.7696793, 11.2602711 43.7696465, 11.2603323 43.7696109, 11.2603983 43.7695532, 11.2604152 43.769529, 11.2604512 43.7694776, 11.2605118 43.7694107, 11.2605693 43.7693707, 11.2607136 43.7692975, 11.2607238 43.7692934, 11.2607313 43.7692904, 11.2607709 43.7692743)",no,
24579024,,Via Giuseppe Verdi,residential,True,False,75.697,,,,"LINESTRING (11.2610706 43.7696521, 11.2612646 43.7699085, 11.2615039 43.7701951, 11.2615446 43.7702403)",no,
24579091,,Via dei Lavatoi,residential,True,False,76.84799999999998,,,,"LINESTRING (11.2610706 43.7696521, 11.2609755 43.7696995, 11.260387 43.769979, 11.2603768 43.7699838, 11.2602752 43.7700363)",no,
30030570,,Piazza di Santa Croce,residential,True,False,23.272,,,,"LINESTRING (11.2606261 43.769093, 11.2607709 43.7692743)",no,
24579098,,Via dell'Anguillara,residential,True,False,101.114,,,,"LINESTRING (11.2606261 43.769093, 11.2605871 43.7691122, 11.2605747 43.7691182, 11.2595815 43.7696008)",no,
"[24579098, 25020733]",,"[""Via dell'Anguillara"", ""Via dell'Acqua""]",residential,True,False,107.396,,,,"LINESTRING (11.2595815 43.7696008, 11.2595269 43.7696195, 11.2594468 43.7696341, 11.25923 43.7696613, 11.258823 43.7697003, 11.2586192 43.769731, 11.2586204 43.7697401, 11.2586637 43.7699858)",no,
"[24883363, 25020485, 596439670, 80852587]",,"['Volta dei Peruzzi', 'Piazza dei Peruzzi', 'Via dei Bentaccordi']",residential,True,False,167.42600000000004,,,,"LINESTRING (11.2595815 43.7696008, 11.259562 43.7695817, 11.2595251 43.7695455, 11.2594353 43.769447, 11.2593816 43.7693829, 11.2593406 43.7693123, 11.2593193 43.7692741, 11.2593026 43.7692369, 11.2592811 43.7691774, 11.2592696 43.7691095, 11.2592672 43.7690952, 11.2592664 43.769085, 11.2592651 43.7690575, 11.259269 43.7690199, 11.2592748 43.7689755, 11.2592926 43.7689196, 11.2592987 43.7689041, 11.2593146 43.76887, 11.259333 43.7688419, 11.2593619 43.7688088, 11.259383 43.7687899, 11.2594041 43.7687724, 11.2594778 43.7687249, 11.2595163 43.7687027, 11.2595507 43.7686832, 11.2595817 43.7686708, 11.2596184 43.7686641, 11.2596557 43.7686572, 11.2598138 43.7685804, 11.259836 43.7685634, 11.2598429 43.768558, 11.2599515 43.7685041, 11.2600548 43.7684544, 11.2600821 43.7684416)",no,yes
"[611473505, 27590582]",2,"['Lungarno Torrigiani', 'Piazza di Santa Maria Soprarno']",unclassified,False,False,69.87700000000001,,,,"LINESTRING (11.2549222 43.7667904, 11.2548419 43.7668238, 11.2546506 43.7669047, 11.2546013 43.7669259, 11.2544915 43.7669655, 11.254427 43.7669885, 11.2544054 43.7669953, 11.254376 43.7670021, 11.2543376 43.7670086, 11.2542803 43.7670149, 11.2542218 43.7670163, 11.2541641 43.767014, 11.2541287 43.7670109)",no,
"[664868489, 22930119]",2,Lungarno Torrigiani,unclassified,False,True,314.4649999999999,,,,"LINESTRING (11.2549222 43.7667904, 11.2550113 43.7667578, 11.2552975 43.766654, 11.2579825 43.7656435, 11.2580913 43.7656035, 11.2582107 43.7655577, 11.2584021 43.7654938)",no,
24651692,,Via dei Pandolfini,residential,True,False,96.957,,,,"LINESTRING (11.2599425 43.7708791, 11.258735 43.7708769)",no,
"[611473505, 27590582]",2,"['Lungarno Torrigiani', 'Piazza di Santa Maria Soprarno']",unclassified,False,True,69.877,,,,"LINESTRING (11.2541287 43.7670109, 11.2541641 43.767014, 11.2542218 43.7670163, 11.2542803 43.7670149, 11.2543376 43.7670086, 11.254376 43.7670021, 11.2544054 43.7669953, 11.254427 43.7669885, 11.2544915 43.7669655, 11.2546013 43.7669259, 11.2546506 43.7669047, 11.2548419 43.7668238, 11.2549222 43.7667904)",no,
"[611473506, 656229972]",2,"['Via dei Bardi', 'Piazza di Santa Maria Soprarno']",unclassified,False,True,42.457,,,,"LINESTRING (11.2541287 43.7670109, 11.2541058 43.7670108, 11.2540847 43.7670137, 11.2540598 43.7670204, 11.2536344 43.7671425)",no,
"[115710652, 91613303]",,"['Piazza dei Bonsi', 'Via del Canneto']",residential,False,True,176.607,,,,"LINESTRING (11.2561686 43.7654724, 11.2560589 43.7655935, 11.2559945 43.7656631, 11.255914 43.765726, 11.255746 43.7658341, 11.2556843 43.7658633, 11.2556167 43.7658964, 11.2555158 43.7659407, 11.2554768 43.7659517, 11.2554336 43.7659624, 11.2553836 43.7659718, 11.2553431 43.7659747, 11.2550501 43.7659678, 11.2548576 43.7659711, 11.2547816 43.7659647, 11.2547757 43.7659837, 11.2547314 43.7661451, 11.2546836 43.766187, 11.2545014 43.7661394)",no,
49137076,2,Lungarno Serristori,unclassified,False,False,91.64800000000001,,,,"LINESTRING (11.2595312 43.7653759, 11.2592766 43.7654005, 11.2590739 43.76542, 11.258856 43.765441, 11.2585557 43.7654698, 11.2584021 43.7654938)",,
"[30030264, 24975952, 24985548, 24985596]",,"['Via Stracciatella', 'Costa di San Giorgio', 'Costa del Pozzo']",residential,True,False,339.55400000000003,,,,"LINESTRING (11.2549235 43.7654049, 11.2547819 43.7654881, 11.2544586 43.7656931, 11.2544166 43.7657264, 11.2543956 43.7657505, 11.2542416 43.7659874, 11.2541654 43.766131, 11.2541209 43.7662311, 11.2540825 43.766336, 11.254056 43.7663916, 11.2540379 43.7664315, 11.2540003 43.7664801, 11.2539653 43.766512, 11.2538976 43.7665551, 11.2538142 43.7665944, 11.2537758 43.7666058, 11.2536358 43.7666344, 11.253467 43.7666641, 11.2532367 43.7667052, 11.2529861 43.7667777, 11.2528508 43.7668119, 11.252798 43.7668234, 11.2527521 43.7668414, 11.2527832 43.7668962, 11.252813 43.7669488, 11.2530088 43.7669122, 11.2532945 43.7668786, 11.253398 43.7668507, 11.2534973 43.7668222, 11.2535493 43.7669553)",no,
"[595460866, 27590556]",,"['Piazza Mentana', 'Via dei Vagellai']",residential,True,False,115.91300000000001,,,,"LINESTRING (11.2593704 43.7676059, 11.2593091 43.7676179, 11.259287 43.7676226, 11.2591347 43.7676477, 11.258993 43.7676554, 11.2586774 43.7676518, 11.2583851 43.7676531, 11.2581247 43.767644, 11.2581032 43.7676432, 11.2580345 43.7676242, 11.2579474 43.767597)",no,
890032369,,Via dei Benci,residential,True,False,33.876999999999995,,,,"LINESTRING (11.2593704 43.7676059, 11.2593399 43.7675835, 11.2592412 43.7673582, 11.2592457 43.7673214)",no,
27590559,,Piazza Mentana,residential,True,False,22.145,,,,"LINESTRING (11.2576722 43.7675842, 11.2578813 43.767593, 11.2579474 43.767597)",no,
"[24579024, 30030570]",,"['Piazza di Santa Croce', 'Via Giuseppe Verdi']",residential,True,False,48.415,,,,"LINESTRING (11.2607709 43.7692743, 11.260825 43.7693421, 11.2608378 43.7693581, 11.2608477 43.769371, 11.2608546 43.76938, 11.2610706 43.7696521)",no,
"[119009546, 119009542, 24880695]",,"['Costa dei Magnoli', 'Piazza di Santa Maria Soprarno']",residential,True,False,99.73300000000002,,,,"LINESTRING (11.2540994 43.7669753, 11.25415 43.7669408, 11.2542701 43.7667858, 11.2543189 43.7666429, 11.2543557 43.7664945, 11.2543845 43.7663931, 11.2544227 43.7662938, 11.2545014 43.7661394)",no,yes
30030265,,Piazza di Santa Maria Soprarno,residential,True,False,4.6049999999999995,,,,"LINESTRING (11.2540994 43.7669753, 11.2541082 43.7669864, 11.2541287 43.7670109)",no,
"[24975939, 24985599]",,"['Vicolo del Canneto', 'Piazza di Santa Maria Soprarno']",residential,True,False,55.177,,,,"LINESTRING (11.2535493 43.7669553, 11.2539553 43.7668461, 11.2539856 43.766838, 11.2540994 43.7669753)",no,
119319190,,Costa del Pozzo,residential,True,False,21.909,,,,"LINESTRING (11.2536344 43.7671425, 11.2536258 43.7671236, 11.2535493 43.7669553)",no,
"[611473506, 656229972]",2,"['Via dei Bardi', 'Piazza di Santa Maria Soprarno']",unclassified,False,False,42.457,,,,"LINESTRING (11.2536344 43.7671425, 11.2540598 43.7670204, 11.2540847 43.7670137, 11.2541058 43.7670108, 11.2541287 43.7670109)",no,
24651692,,Via dei Pandolfini,residential,True,False,52.599,,,,"LINESTRING (11.2616562 43.7707684, 11.2610371 43.7708866, 11.2610224 43.7708867)",no,
24550771,,Via della Pergola,residential,True,False,142.628,,,,"LINESTRING (11.2615138 43.7736357, 11.2610229 43.7731635, 11.2609688 43.7731111, 11.2608282 43.7729757, 11.2604828 43.7726432, 11.2604479 43.7726096)",no,
"[115710652, 91613303]",,"['Piazza dei Bonsi', 'Via del Canneto']",residential,False,False,176.607,,,,"LINESTRING (11.2545014 43.7661394, 11.2546836 43.766187, 11.2547314 43.7661451, 11.2547757 43.7659837, 11.2547816 43.7659647, 11.2548576 43.7659711, 11.2550501 43.7659678, 11.2553431 43.7659747, 11.2553836 43.7659718, 11.2554336 43.7659624, 11.2554768 43.7659517, 11.2555158 43.7659407, 11.2556167 43.7658964, 11.2556843 43.7658633, 11.255746 43.7658341, 11.255914 43.765726, 11.2559945 43.7656631, 11.2560589 43.7655935, 11.2561686 43.7654724)",no,
119009542,,Costa dei Magnoli,residential,True,False,88.718,,,,"LINESTRING (11.2545014 43.7661394, 11.2546215 43.7658964, 11.2548192 43.7655255, 11.2548251 43.7655145, 11.2549235 43.7654049)",no,
114716159,,Piazza Mentana,residential,True,False,16.749,,,,"LINESTRING (11.2579474 43.767597, 11.2579188 43.7674478)",no,
24881797,,Via Vincenzo Malenchini,residential,True,False,106.88700000000001,,,,"LINESTRING (11.2579188 43.7674478, 11.2580127 43.7674317, 11.2581041 43.7674226, 11.2583874 43.7674027, 11.258681 43.7673743, 11.2588011 43.7673616, 11.2591214 43.7673071, 11.2592297 43.7672895)",no,
"[843937618, 27590694, 114716159]",,Piazza Mentana,residential,True,False,36.23,,,,"LINESTRING (11.2579188 43.7674478, 11.2578764 43.7673343, 11.2578622 43.7672969, 11.2578355 43.7672226, 11.2578167 43.7671716, 11.2578024 43.767133)",no,
24651692,,Via dei Pandolfini,residential,True,False,47.835,,,,"LINESTRING (11.2605382 43.7708838, 11.2599425 43.7708791)",no,
172496045,,Via del Crocifisso,residential,True,False,54.571,,,,"LINESTRING (11.2605382 43.7708838, 11.2602673 43.7704487, 11.2602595 43.7704362)",no,
22930109,2,Via dei Benci,residential,True,False,45.941,,,,"LINESTRING (11.2592145 43.767258, 11.2590688 43.7669366, 11.259038 43.766865)",no,
223950529,,Via Mozza,residential,False,False,27.774,,,,"LINESTRING (11.2592145 43.767258, 11.259249 43.7672489, 11.2595381 43.7671698)",no,
223950529,,Via Mozza,residential,False,True,27.774,,,,"LINESTRING (11.2595381 43.7671698, 11.259249 43.7672489, 11.2592145 43.767258)",no,
843937619,,Piazza Mentana,residential,True,False,21.119,,,,"LINESTRING (11.2578024 43.767133, 11.2577233 43.7671492, 11.2575494 43.7671849)",no,
843937620,,Lungarno Generale Diaz,residential,False,False,61.463,,,,"LINESTRING (11.2578024 43.767133, 11.2579472 43.7671027, 11.2582942 43.7670281, 11.2585359 43.7669751)",no,
890032369,,Via dei Benci,residential,True,False,1.097,,,,"LINESTRING (11.2593803 43.7676127, 11.2593704 43.7676059)",no,
22930109,2,Via dei Benci,residential,True,False,3.773,,,,"LINESTRING (11.2592457 43.7673214, 11.2592297 43.7672895)",no,
890032367,,Via dei Benci,residential,True,False,34.839,,,,"LINESTRING (11.2592457 43.7673214, 11.2592835 43.7673514, 11.2593342 43.7674631, 11.2593664 43.7675341, 11.2593829 43.7675714, 11.2593803 43.7676127)",no,
843937620,,Lungarno Generale Diaz,residential,False,True,61.463,,,,"LINESTRING (11.2585359 43.7669751, 11.2582942 43.7670281, 11.2579472 43.7671027, 11.2578024 43.767133)",no,
1021972470,,Lungarno Generale Diaz,residential,True,False,42.503,,,,"LINESTRING (11.2585359 43.7669751, 11.2585891 43.7669474, 11.2589133 43.7668805, 11.259038 43.766865)",no,
