osmid,oneway,highway,reversed,length,geometry,name,lanes,maxspeed,junction,bridge
23101170,True,primary_link,False,64.597,"LINESTRING (9.0944428 45.5067079, 9.094749 45.5068432, 9.0948004 45.5068691, 9.0948434 45.5069014, 9.0948785 45.5069343, 9.0949084 45.5069701, 9.0949637 45.5070509, 9.0950038 45.5071112)",,,,,
195029711,True,primary_link,False,38.094,"LINESTRING (9.0944428 45.5067079, 9.0947624 45.5067874, 9.0949016 45.506826)",,,,,
357158614,True,primary_link,False,66.759,"LINESTRING (9.0949016 45.506826, 9.0952808 45.5069456, 9.0953903 45.5069728, 9.0955297 45.506996, 9.0957081 45.507019)",,,,,
1022399856,False,residential,True,84.20100000000001,"LINESTRING (9.0844069 45.5129807, 9.084256 45.5129364, 9.0834992 45.5127142, 9.0834109 45.512687)",Via Girolamo Savonarola,,,,
410253234,False,primary,False,53.743,"LINESTRING (9.0839644 45.512032, 9.0838094 45.5121125, 9.0834005 45.5123102)",Via Sempione,2,,,
442465063,False,primary,True,196.126,"LINESTRING (9.0839644 45.512032, 9.0841112 45.5119603, 9.085737 45.5110541, 9.0858488 45.5109999, 9.085953 45.5109519)",Via Sempione,2,,,
"[1101879904, 30336076]",True,"['unclassified', 'residential']",False,295.83699999999993,"LINESTRING (9.0839644 45.512032, 9.0840294 45.5121023, 9.0840677 45.512122, 9.0843964 45.5122137, 9.0844739 45.5122381, 9.0845737 45.5122646, 9.0846406 45.512283, 9.0847134 45.5122982, 9.085354 45.5124013, 9.0853988 45.5124086, 9.0854863 45.5124226, 9.0857451 45.5124891, 9.0863961 45.5126523, 9.0872317 45.51291, 9.087275 45.5129161, 9.0873123 45.5129137, 9.0873522 45.5129072, 9.0873799 45.5128965, 9.0874229 45.5128726, 9.0874661 45.5128497)",Via degli Orti,,,,
23101204,True,primary,False,154.00099999999998,"LINESTRING (9.0893572 45.5091055, 9.0899918 45.5087851, 9.0904605 45.5086319, 9.0906887 45.508557, 9.0908841 45.508497, 9.0910274 45.5084529, 9.0910779 45.5084374)",Via Sempione,2,,,
30335511,False,primary,False,102.498,"LINESTRING (9.0893572 45.5091055, 9.0892317 45.5091703, 9.0891716 45.5092014, 9.088401 45.5096139, 9.0883093 45.5096626)",Via Sempione,2,,,
30335484,True,primary_link,False,102.39399999999999,"LINESTRING (9.0932218 45.5077275, 9.093289 45.5076929, 9.0933535 45.5076582, 9.0933827 45.5076397, 9.0934092 45.5076211, 9.0934343 45.5076021, 9.0934621 45.5075793, 9.0934831 45.5075598, 9.0935028 45.5075411, 9.0935214 45.5075176, 9.0935386 45.507495, 9.0935731 45.5074444, 9.0935863 45.5074187, 9.0935968 45.5073964, 9.0936052 45.5073678, 9.0936123 45.5073412, 9.0936169 45.5073141, 9.0936188 45.507287, 9.0936185 45.5072599, 9.0936169 45.5072366, 9.0936139 45.507213, 9.0936057 45.507175, 9.0935972 45.5071492, 9.093586 45.5071233, 9.0935468 45.5070572, 9.0934574 45.5069317)",,,,,
195029739,True,primary,False,74.487,"LINESTRING (9.0932218 45.5077275, 9.093295 45.507708, 9.0933307 45.5077003, 9.0933654 45.507694, 9.0933922 45.5076896, 9.0934261 45.5076848, 9.09365 45.50766, 9.0936778 45.5076566, 9.0937117 45.5076514, 9.0937428 45.5076462, 9.0937797 45.5076386, 9.0938138 45.507631, 9.0938559 45.5076193, 9.0938953 45.5076076, 9.0940186 45.507565, 9.094127 45.5075275)",Via Sempione,2,,,
195029746,True,primary_link,False,86.141,"LINESTRING (9.0934574 45.5069317, 9.0928691 45.5064765, 9.0927053 45.5063643)",,,,,
283658518,True,primary_link,False,37.118,"LINESTRING (9.0950038 45.5071112, 9.0951308 45.5073179, 9.0951439 45.5073425, 9.0951543 45.5073681, 9.0951796 45.5074211)",Via Gallarate,,,,
283658520,True,primary,False,55.980000000000004,"LINESTRING (9.0950038 45.5071112, 9.0951264 45.5070849, 9.0951492 45.5070802, 9.0953011 45.5070559, 9.0955155 45.5070324, 9.0957081 45.507019)",Via Sempione,2,,,
64312799,True,tertiary,False,202.24499999999998,"LINESTRING (9.0903853 45.508125, 9.0904422 45.5081703, 9.0905007 45.5082303, 9.0905495 45.5082567, 9.0906074 45.5082652, 9.0906774 45.5082643, 9.0907336 45.5082469, 9.0907915 45.5082205, 9.0908788 45.5081147, 9.0909678 45.5080075, 9.0911748 45.5077747, 9.0912715 45.5077236, 9.0913145 45.5077138, 9.0914037 45.507703, 9.0915096 45.5077121, 9.0916593 45.5077368, 9.0920297 45.5077988, 9.0922345 45.5078353, 9.0923989 45.5078751, 9.0924517 45.5078919)",Via Carlo Pisacane,1,,,
442465065,False,tertiary,True,38.229,"LINESTRING (9.0903853 45.508125, 9.0903735 45.5081075, 9.0902536 45.507944, 9.0901842 45.5078767, 9.0901324 45.507832)",Via Carlo Pisacane,2,50,,
30335926,True,residential,False,97.86,"LINESTRING (9.0847032 45.5067311, 9.0857067 45.5071305, 9.0857402 45.5071439, 9.0857964 45.5071641)",Via Quattro Novembre,,,,
409553587,False,residential,False,136.649,"LINESTRING (9.0847032 45.5067311, 9.0855273 45.5057548, 9.085596 45.5056734)",Via Bergamina,2,,,
435913602,False,residential,True,130.405,"LINESTRING (9.0857964 45.5071641, 9.0866322 45.5061481)",Via Oratorio,2,,,
64312769,True,residential,False,99.725,"LINESTRING (9.0857964 45.5071641, 9.0868044 45.5075771, 9.0868521 45.5075967, 9.0869012 45.5076167)",Via Andrea Costa,1,,,
208146389,True,residential,False,65.665,"LINESTRING (9.0857964 45.5071641, 9.0854175 45.5076228, 9.0853726 45.5076745)",Via Oratorio,1,,,
372084068,True,residential,False,64.227,"LINESTRING (9.0842616 45.5072188, 9.0847032 45.5067311)",Via Bergamina,1,,,
208146389,True,residential,False,63.646,"LINESTRING (9.0853726 45.5076745, 9.0853272 45.5077316, 9.0850051 45.508137, 9.0849753 45.5081746)",Via Oratorio,1,,,
409554768,True,residential,False,100.316,"LINESTRING (9.0853726 45.5076745, 9.0853016 45.5076454, 9.0843224 45.5072435, 9.0842616 45.5072188)",Via Bruno Buozzi,1,,,
30335930,True,residential,False,52.065999999999995,"LINESTRING (9.0838313 45.508672, 9.0833316 45.5084667, 9.0832549 45.5084352)",Via don Giovanni Minzoni,1,,,
64312800,False,residential,True,7.205,"LINESTRING (9.0864774 45.5081276, 9.0865239 45.5080716)",Via Olona,2,50,,
30335927,True,residential,False,99.75299999999999,"LINESTRING (9.0864774 45.5081276, 9.0864123 45.5081005, 9.08545 45.5077055, 9.085411 45.5076899, 9.0853726 45.5076745)",Via Gaetano Salvemini,1,,,
64312800,False,residential,False,68.388,"LINESTRING (9.0864774 45.5081276, 9.0860918 45.5085925, 9.0860854 45.5086001, 9.0860363 45.5086593)",Via Olona,2,50,,
195029700,True,primary,False,16.774,"LINESTRING (9.0927823 45.5080103, 9.0927795 45.5080307, 9.0927714 45.508053, 9.0927612 45.5080723, 9.0927429 45.5080916, 9.0927251 45.508108, 9.0926993 45.5081225, 9.0926759 45.5081336)",Via Sempione,,,roundabout,
30336182,True,residential,False,71.624,"LINESTRING (9.0938193 45.5095107, 9.0929833 45.509243)",Via Vincenzo Gioberti,,,,
30336959,False,unclassified,False,112.526,"LINESTRING (9.0938193 45.5095107, 9.0944242 45.5085918)",Via Piave,2,,,
30336959,False,unclassified,True,203.749,"LINESTRING (9.0938193 45.5095107, 9.0927125 45.5111708)",Via Piave,2,,,
