osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge,width
"[366379499, 180806190]",2,SPexSS236,Strada Provinciale exSS236 Goitese,primary,50,False,True,227.285,"LINESTRING (10.6692409 45.2535544, 10.6691282 45.2535064, 10.6690368 45.2534733, 10.6689294 45.2534418, 10.6688007 45.2534152, 10.6686801 45.2534035, 10.6685525 45.2534117, 10.6683742 45.2534394, 10.6682312 45.253472, 10.6680989 45.2535126, 10.6671476 45.2538044, 10.6670812 45.2538284, 10.6665737 45.2540248)",,,
366383275,2,SPexSS236,Strada Provinciale exSS236 Goitese,primary,50,False,False,55.82599999999999,"LINESTRING (10.6692409 45.2535544, 10.669397 45.2536523, 10.6697694 45.2538915)",,,
23446944,2,SPexSS236,Strada Provinciale exSS236 Goitese,primary,50,False,False,29.080000000000002,"LINESTRING (10.6768494 45.2534165, 10.6770215 45.2533555, 10.6771511 45.2532983, 10.677172 45.2532876)",yes,,
39268681,,SP17,Strada Marengo,secondary,,False,False,28.639000000000003,"LINESTRING (10.6768494 45.2534165, 10.6769535 45.2534578, 10.6770799 45.2534902, 10.677186 45.2535151)",,,
"[683685428, 683685429]","['2', '3']",SPexSS236,Strada Provinciale exSS236 Goitese,primary,50,False,True,43.037,"LINESTRING (10.6768494 45.2534165, 10.6767362 45.253461, 10.6765284 45.2535258, 10.6764376 45.2535577, 10.6763521 45.2535804)",yes,,
23446944,2,SPexSS236,Strada Provinciale exSS236 Goitese,primary,50,False,True,96.131,"LINESTRING (10.6781663 45.2527802, 10.677172 45.2532876)",yes,,
119673960,,,,unclassified,,False,False,43.084,"LINESTRING (10.6781663 45.2527802, 10.6781229 45.2527404, 10.6778285 45.2524743)",,,
683684885,3,SPexSS236,Strada Provinciale exSS236 Goitese,primary,50,False,False,46.205,"LINESTRING (10.6725553 45.2545061, 10.6731405 45.2544517)",,,
683684886,3,SPexSS236,Strada Provinciale exSS236 Goitese,primary,50,False,True,32.228,"LINESTRING (10.6725553 45.2545061, 10.6722789 45.2545179, 10.6721441 45.2545191)",,,
"[46929408, 683685429, 46929407]",2,"['SPexSS236', 'SPex236']",Strada Provinciale exSS236 Goitese,primary,50,False,False,35.801,"LINESTRING (10.675932 45.2537074, 10.6760175 45.2536851, 10.6762112 45.253626, 10.6763521 45.2535804)",yes,yes,
"[46929408, 366383274, 45420381]",2,"['SPexSS236', 'SPex236']",Strada Provinciale exSS236 Goitese,primary,50,False,True,210.44599999999997,"LINESTRING (10.675932 45.2537074, 10.6757892 45.2537511, 10.6752482 45.2539234, 10.6751874 45.2539428, 10.674933 45.2540248, 10.6747221 45.2540914, 10.674381 45.2541907, 10.6741106 45.2542651, 10.6737566 45.2543481, 10.6734734 45.2544062, 10.6734412 45.2544133)",,yes,
683684886,3,SPexSS236,Strada Provinciale exSS236 Goitese,primary,50,False,False,32.228,"LINESTRING (10.6721441 45.2545191, 10.6722789 45.2545179, 10.6725553 45.2545061)",,,
683684887,3,SPexSS236,Strada Provinciale exSS236 Goitese,primary,50,False,True,106.43599999999999,"LINESTRING (10.6721441 45.2545191, 10.6720082 45.2545089, 10.6716246 45.2544638, 10.6711486 45.2543966, 10.6709604 45.2543633, 10.6708111 45.254335)",,,
"[180806259, 1142727356]",,,Viale Don Minzoni,residential,50,True,False,86.82399999999998,"LINESTRING (10.6721441 45.2545191, 10.6721195 45.2545763, 10.6720968 45.254629, 10.6718627 45.2551724, 10.6718198 45.2552658)",,,
1167808739,,,Strada Pedagno,residential,50,False,False,21.152,"LINESTRING (10.6721441 45.2545191, 10.6721394 45.2543818, 10.672125 45.2543299)",,,
36791147,,,Strada Pedagno,residential,50,True,False,18.696,"LINESTRING (10.671794 45.2530769, 10.6717035 45.2529213)",,,
"[366389890, 366389891]",,,Via Gaetano Donizetti,residential,,False,True,183.366,"LINESTRING (10.671794 45.2530769, 10.6715276 45.2531776, 10.6713501 45.2532243, 10.6700219 45.253732, 10.6698118 45.2538647, 10.6697694 45.2538915)",,,
110902345,,,Via Pietro Mascagni,residential,,False,True,62.055,"LINESTRING (10.6706697 45.2517982, 10.6698811 45.2518551)",,,
581930457,,,Strada Pedagno,residential,40,False,False,13.607000000000001,"LINESTRING (10.6706697 45.2517982, 10.6706701 45.251777, 10.6706091 45.2516854)",,,
110902341,,,Via Giuseppe Verdi,residential,,False,True,248.656,"LINESTRING (10.6702936 45.2512209, 10.6678592 45.2513688, 10.6671295 45.2514177)",,,
581930457,,,Strada Pedagno,residential,40,False,False,64.05600000000001,"LINESTRING (10.6702936 45.2512209, 10.6702358 45.2510277, 10.6701933 45.2508418, 10.6701664 45.2506524)",,,
581930457,,,Strada Pedagno,residential,40,False,True,57.41,"LINESTRING (10.6702936 45.2512209, 10.6703873 45.2513961, 10.6704976 45.2515558, 10.6706091 45.2516854)",,,
