osmid,highway,oneway,reversed,length,name,geometry,maxspeed,ref
98755531,residential,False,False,89.528,,"LINESTRING (14.1970161 41.0045179, 14.1959492 41.0045179)",,
98755549,residential,False,False,92.713,,"LINESTRING (14.1970569 41.0050348, 14.1959521 41.0050436)",,
98755549,residential,False,True,92.713,,"LINESTRING (14.1959521 41.0050436, 14.1970569 41.0050348)",,
846696922,residential,False,False,52.474,Via Dante,"LINESTRING (14.1959521 41.0050436, 14.1959564 41.0055155)",,
846696922,residential,False,True,58.456,Via Dante,"LINESTRING (14.1959521 41.0050436, 14.1959492 41.0045179)",,
98755549,residential,False,False,192.49599999999998,,"LINESTRING (14.1959521 41.0050436, 14.1952205 41.0050502, 14.1952147 41.0038712)",,
98755549,residential,False,True,192.49599999999998,,"LINESTRING (14.1952147 41.0038712, 14.1952205 41.0050502, 14.1959521 41.0050436)",,
98755554,residential,False,False,68.05,Via Salvador Allende,"LINESTRING (14.1952147 41.0038712, 14.1954782 41.0038599, 14.1955533 41.0038528, 14.1956565 41.0038356, 14.1957169 41.0038205, 14.195796 41.003785, 14.1958497 41.0037577, 14.1958952 41.0037223, 14.1959288 41.0036676)",,
98755554,residential,False,True,210.528,Via Salvador Allende,"LINESTRING (14.1952147 41.0038712, 14.1949454 41.0038892, 14.1948541 41.003901, 14.1947738 41.0039216, 14.1947105 41.003941, 14.1946486 41.0039693, 14.1946045 41.0039977, 14.1945713 41.004036, 14.1945514 41.004086, 14.1945382 41.0041744, 14.1945382 41.0042394, 14.1945956 41.0048545, 14.1945956 41.0049029, 14.1945846 41.0049495, 14.194483 41.0051663, 14.1944432 41.0052296, 14.1943374 41.005346)",,
846696922,residential,False,False,37.073,Via Dante,"LINESTRING (14.1959288 41.0036676, 14.1959301 41.004001)",,
98755554,residential,False,True,68.05,Via Salvador Allende,"LINESTRING (14.1959288 41.0036676, 14.1958952 41.0037223, 14.1958497 41.0037577, 14.195796 41.003785, 14.1957169 41.0038205, 14.1956565 41.0038356, 14.1955533 41.0038528, 14.1954782 41.0038599, 14.1952147 41.0038712)",,
846696922,residential,False,True,160.759,Via Dante,"LINESTRING (14.1959288 41.0036676, 14.1959625 41.0032944, 14.1959812 41.0032216, 14.1960054 41.003177, 14.1960389 41.0031416, 14.1960939 41.0030971, 14.1961717 41.0030556, 14.1962522 41.0030272, 14.1963246 41.003011, 14.1964158 41.0029999, 14.1965003 41.0029999, 14.1971785 41.0030616)",,
98755561,residential,False,False,20.014,Piazza Castello,"LINESTRING (14.1975655 41.003673, 14.1974449 41.003673, 14.197327 41.003673)",,
98755573,residential,False,False,204.14,Via Aldo Moro,"LINESTRING (14.197327 41.003673, 14.1973491 41.0055088)",,
98755561,residential,False,False,77.333,Piazza Castello,"LINESTRING (14.197327 41.003673, 14.1972165 41.003673, 14.1972051 41.00349, 14.1971988 41.0033885, 14.1971785 41.0030616)",,
