osmid,oneway,name,highway,reversed,length,geometry,ref,junction,maxspeed,access
454254069,False,Viale Roma,secondary,False,100.602,"LINESTRING (13.8125094 42.8145792, 13.8124239 42.8150719, 13.8124173 42.8151579, 13.8124091 42.8152673, 13.8124232 42.8154794)",,,,
1242367799,False,,residential,True,109.02,"LINESTRING (13.8125094 42.8145792, 13.8119829 42.8145511, 13.8119317 42.8148154, 13.811599 42.8150319)",,,,
454254069,False,Viale Roma,secondary,True,21.376,"LINESTRING (13.8135908 42.8166737, 13.8134286 42.8165227)",,,,
556023527,False,,secondary,False,66.744,"LINESTRING (13.8135908 42.8166737, 13.8141437 42.8171162)",,,,
"[1095655971, 125434119]",False,Viale Europa,secondary,False,186.026,"LINESTRING (13.8135908 42.8166737, 13.8143651 42.8162502, 13.8146656 42.8160859, 13.8154192 42.8156737)",,,,
148010627,False,Via Antonio Gramsci,tertiary,True,35.859,"LINESTRING (13.8172857 42.8178622, 13.8176826 42.8180009)",,,,
206122644,False,,residential,False,77.005,"LINESTRING (13.8172857 42.8178622, 13.8168195 42.8184644)",,,,
"[1095225745, 148010627]",False,Via Antonio Gramsci,tertiary,False,192.574,"LINESTRING (13.8172857 42.8178622, 13.816868 42.8177017, 13.8166241 42.8176621, 13.8164312 42.8176307, 13.8160576 42.8176378, 13.8149896 42.8176582)",,,,
148010627,False,Via Antonio Gramsci,tertiary,False,22.145,"LINESTRING (13.8181654 42.8181882, 13.817931 42.8180877)",,,,
154309316,False,Via Kennedy,residential,True,110.439,"LINESTRING (13.8181654 42.8181882, 13.8190939 42.8174653)",,,,
148010627,False,Via Antonio Gramsci,tertiary,True,113.477,"LINESTRING (13.8181654 42.8181882, 13.8187924 42.8187947, 13.81882 42.8188214, 13.8190076 42.8190005)",,,,
125433992,True,Via Giuseppe Mazzini,tertiary,False,68.603,"LINESTRING (13.8190428 42.8196026, 13.8183944 42.8199956)",,,,
43164548,False,Via della Fontana,tertiary,True,38.497,"LINESTRING (13.8190428 42.8196026, 13.8190883 42.8196285, 13.8191364 42.8196899, 13.8191775 42.8199211)",SP6,,,
153813005,False,Via Giuseppe Mazzini,tertiary,False,26.182,"LINESTRING (13.8190428 42.8196026, 13.8190868 42.8194922, 13.819119 42.8193741)",,,,
148082229,False,Viale Roma,tertiary,True,20.04,"LINESTRING (13.8173756 42.8201335, 13.8173705 42.8200805, 13.8173227 42.8199811, 13.8173058 42.8199633)",,,,
1244009487,False,Piazza Partenope,residential,True,42.276,"LINESTRING (13.8173756 42.8201335, 13.817299 42.8201834, 13.8170405 42.8203518, 13.8169957 42.8203914)",,,,
"[43164321, 43164548]",False,"['Via della Fontana', 'Via San Savino']",tertiary,False,523.9129999999999,"LINESTRING (13.817897 42.823408, 13.817436 42.823503, 13.817106 42.823568, 13.816865 42.823553, 13.816714 42.823476, 13.816601 42.823351, 13.816513 42.823185, 13.8164901 42.8231351, 13.816479 42.823083, 13.8164521 42.822869, 13.8165919 42.8226779, 13.8170928 42.8222959, 13.817672 42.821885, 13.8181433 42.8214071, 13.8186143 42.8210216, 13.8190133 42.820604, 13.8190973 42.8204202)",SP6,,,
125434119,False,Viale Europa,secondary,True,166.887,"LINESTRING (13.8171542 42.814886, 13.8161127 42.8152945, 13.8154192 42.8156737)",,,,
153007085,False,,unclassified,True,193.58200000000002,"LINESTRING (13.8171542 42.814886, 13.8175249 42.8153396, 13.817938 42.8159059, 13.8181074 42.8161704, 13.8181933 42.8164407)",,,,
454254069,False,Viale Roma,secondary,False,46.007,"LINESTRING (13.8124232 42.8154794, 13.8125672 42.8157199, 13.8126946 42.8158386)",,,,
454254069,False,Viale Roma,secondary,True,100.602,"LINESTRING (13.8124232 42.8154794, 13.8124091 42.8152673, 13.8124173 42.8151579, 13.8124239 42.8150719, 13.8125094 42.8145792)",,,,
655751313,False,,residential,True,169.38400000000001,"LINESTRING (13.8124232 42.8154794, 13.812323 42.8155382, 13.8112074 42.8167099)",,,,
148082229,False,Viale Roma,tertiary,False,46.46,"LINESTRING (13.8160027 42.8188742, 13.816102 42.8189573, 13.8163785 42.8191882)",,,,
148083162,False,Via Vittorio Veneto,secondary,True,69.924,"LINESTRING (13.8160027 42.8188742, 13.815929 42.8189449, 13.8156054 42.8192551, 13.8154817 42.8193736)",SP7,,,
584953632,False,Viale Roma,secondary,True,117.83,"LINESTRING (13.8160027 42.8188742, 13.8158956 42.8187727, 13.8155718 42.8184658, 13.8151185 42.8180362)",,,,
154213279,False,Via Michelangelo,residential,True,71.701,"LINESTRING (13.810904 42.8209787, 13.8109736 42.8203359)",,,,
159820707,False,Via Marco Iachini,secondary,False,112.61599999999999,"LINESTRING (13.810904 42.8209787, 13.8114333 42.8209923, 13.8119256 42.821078, 13.812255 42.8211537)",SP7,,,
148083162,False,Via Vittorio Veneto,secondary,False,186.27800000000002,"LINESTRING (13.8133595 42.8214075, 13.8134467 42.8213807, 13.8136456 42.8211653, 13.8139028 42.8208868, 13.8139154 42.8208747, 13.8141851 42.8206162, 13.8147475 42.82009)",SP7,,,
159820707,False,Via Marco Iachini,secondary,True,94.399,"LINESTRING (13.8133595 42.8214075, 13.8130294 42.8213316, 13.8127839 42.8212752, 13.812255 42.8211537)",SP7,,,
154309137,False,Via Giovanni XXIII,residential,False,22.656,"LINESTRING (13.8213752 42.8171432, 13.8211816 42.8169971)",,,,
