osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,bridge,ref,junction,tunnel
1064023023,2,Via Gremone,residential,False,True,3.354,,"LINESTRING (10.1970948 45.6638804, 10.1970681 45.6638567)",,,,
263423964,,Via Gremone,residential,False,True,26.116999999999997,30,"LINESTRING (10.1970948 45.6638804, 10.1971257 45.6638825, 10.1971493 45.6638804, 10.1971723 45.6638712, 10.1972953 45.6637153)",,,,
293117012,2,Via Gremone,residential,False,False,88.485,50,"LINESTRING (10.1970948 45.6638804, 10.1970391 45.6641432, 10.1970196 45.6641986, 10.1969408 45.66435, 10.1968741 45.664457, 10.1967409 45.6646286)",,,,
293117012,2,Via Gremone,residential,False,True,37.633,50,"LINESTRING (10.1965015 45.6649228, 10.1967409 45.6646286)",,,,
293117013,,Via Monte Grappa,residential,False,False,49.978,,"LINESTRING (10.1965015 45.6649228, 10.1969101 45.6652699)",,,,
"[630288312, 692373649]",,Via Gremone,residential,False,False,38.946,50,"LINESTRING (10.1965015 45.6649228, 10.1963374 45.6650619, 10.1961962 45.6652003)",yes,,,
293117013,,Via Monte Grappa,residential,False,False,43.988,,"LINESTRING (10.1969101 45.6652699, 10.1972866 45.6655653)",,,,
293117013,,Via Monte Grappa,residential,False,True,49.978,,"LINESTRING (10.1969101 45.6652699, 10.1965015 45.6649228)",,,,
318302912,,Via Gioacchino Rossini,residential,False,False,161.55899999999997,,"LINESTRING (10.1969101 45.6652699, 10.19714 45.6651451, 10.1973097 45.6650516, 10.1975865 45.6648901, 10.1977307 45.6647671, 10.1979624 45.6644948, 10.1981597 45.6642035, 10.1982231 45.6641841)",,,,
293117013,,Via Monte Grappa,residential,False,True,35.388,,"LINESTRING (10.1976081 45.6657907, 10.1972866 45.6655653)",,,,
148695836,,Via Giacomo Matteotti,residential,False,True,137.46499999999997,,"LINESTRING (10.1976081 45.6657907, 10.197789 45.665643, 10.1979178 45.665508, 10.1982257 45.6651355, 10.198278 45.6650464, 10.1983017 45.6649609, 10.1983382 45.664765, 10.1983417 45.6646966)",,,,
"[318302949, 293117013]",,"['Via Marco Polo', 'Via Monte Grappa']",residential,False,False,166.777,,"LINESTRING (10.1976081 45.6657907, 10.1977479 45.6658634, 10.1978111 45.6658642, 10.1980256 45.6657059, 10.1981154 45.6656694, 10.1982073 45.6655672, 10.1982737 45.6654791, 10.1983528 45.6654079, 10.1984024 45.6652636, 10.1984105 45.6650733, 10.1983903 45.6647218, 10.1983417 45.6646966)",,,,
148695836,,Via Giacomo Matteotti,residential,False,False,91.28399999999999,,"LINESTRING (10.1972953 45.6637153, 10.1977809 45.6639108, 10.197942 45.6639571, 10.1980081 45.6639828, 10.1980899 45.6640315, 10.1981767 45.6641145, 10.1982231 45.6641841)",,,,
263423964,,Via Gremone,residential,False,False,26.117,30,"LINESTRING (10.1972953 45.6637153, 10.1971723 45.6638712, 10.1971493 45.6638804, 10.1971257 45.6638825, 10.1970948 45.6638804)",,,,
"[251411754, 263423967]",,Via Gremone,residential,False,True,126.901,30,"LINESTRING (10.1972953 45.6637153, 10.1972437 45.6636797, 10.1972147 45.6636376, 10.1972186 45.6635933, 10.1972507 45.6635334, 10.1975662 45.6632427, 10.1975861 45.6632252, 10.1976939 45.6631229, 10.1977218 45.6630896, 10.1977696 45.6630199, 10.1978037 45.6629675, 10.1978235 45.6629309, 10.1978889 45.6628062, 10.1979039 45.6627673, 10.1979066 45.6627318)",,,,
762504839,,Via San Bernardino,residential,True,False,93.10900000000001,,"LINESTRING (10.1936743 45.6593882, 10.1936849 45.6598361, 10.1936415 45.6599736, 10.1935737 45.6600569, 10.1935617 45.6601367, 10.1935633 45.6602092)",,,,
261012553,,Via Giuseppe Verdi,residential,False,False,45.929,,"LINESTRING (10.19903 45.6598094, 10.1991545 45.6598138, 10.1992838 45.6598206, 10.1993372 45.6598199, 10.1993766 45.6597992, 10.1994684 45.6596488)",,,,
1098000980,2,Via Giuseppe Verdi,residential,False,False,127.659,50,"LINESTRING (10.19903 45.6598094, 10.1990137 45.6597615, 10.1990405 45.6596796, 10.199084 45.6595873, 10.1991404 45.6594645, 10.1992343 45.6592636, 10.1993832 45.6590202, 10.1994761 45.6588891, 10.1995803 45.6587396)",,,,
