osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,width
28522968,Via Vecchia Fiesolana,unclassified,False,False,32.515,"LINESTRING (11.2916035 43.8065715, 11.2915379 43.8065713, 11.2914771 43.8065485, 11.2914403 43.8065232, 11.291302 43.8063995)",,,,,
"[1259032880, 1259032881, 28522966]","[""Via Fra' Giovanni da Fiesole detto il Beato Angelico"", 'Piazza Mino da Fiesole']",secondary,False,False,71.499,"LINESTRING (11.2916035 43.8065715, 11.291618 43.8066453, 11.2916455 43.8066905, 11.2917032 43.8067495, 11.2917902 43.8068364, 11.2918438 43.8068819, 11.2918883 43.8069166, 11.2919215 43.8069368, 11.2919669 43.8069627, 11.2920472 43.8070069, 11.292089 43.8070241, 11.2921214 43.8070324, 11.2921452 43.807035, 11.2921587 43.8070341)",2,SP53,50,,
"[1259032880, 28522967]",Via Fra' Giovanni da Fiesole detto il Beato Angelico,secondary,False,True,511.9020000000001,"LINESTRING (11.2916035 43.8065715, 11.291605 43.8065552, 11.2916239 43.8064852, 11.2916795 43.806404, 11.2917684 43.8063118, 11.2919263 43.8061895, 11.2919603 43.8061632, 11.2921607 43.8060065, 11.2922668 43.8058932, 11.2923244 43.8058023, 11.2923665 43.8057051, 11.2923835 43.8056349, 11.292388 43.805573, 11.2923848 43.8055037, 11.2923672 43.80542, 11.2922516 43.8050222, 11.2922477 43.8049632, 11.2922568 43.8049084, 11.292273 43.8048606, 11.2923006 43.8048197, 11.2923449 43.8047845, 11.2924824 43.8046989, 11.292537 43.8046624, 11.2927437 43.8045474, 11.2929405 43.8043999, 11.2936129 43.8039062, 11.293795 43.8037835, 11.2939781 43.8036792, 11.2941873 43.8035674, 11.2943696 43.8034721, 11.2945599 43.8033705, 11.2946099 43.8033438, 11.2947445 43.8032532, 11.2949053 43.8031144, 11.2950032 43.8030303)",2,SP53,50,,
"[202500859, 583367471]",Piazza Mino da Fiesole,secondary,False,True,32.336,"LINESTRING (11.2925149 43.8069008, 11.2924996 43.8069058, 11.2924012 43.8069466, 11.2923233 43.8069783, 11.2922844 43.8069941, 11.292208 43.8070246, 11.292173 43.8070331, 11.2921587 43.8070341)",2,SP53,,,
1259032884,Piazza Mino da Fiesole,secondary,True,False,13.901,"LINESTRING (11.2925149 43.8069008, 11.2925057 43.8068767, 11.2925077 43.8068517, 11.2925209 43.8068286, 11.2925437 43.8068098, 11.2925737 43.8067973)",1,SP53,30,roundabout,
"[28522969, 44782993]","['Piazza Giuseppe Garibaldi', 'Piazza Mino da Fiesole']",secondary,False,False,112.97000000000001,"LINESTRING (11.2927155 43.8068772, 11.292798 43.8068637, 11.2928664 43.8068543, 11.2929543 43.806845, 11.293062 43.8068364, 11.2933371 43.806819, 11.2933957 43.8068163, 11.2935369 43.806817, 11.2935872 43.8068219, 11.2936255 43.8068286, 11.293657 43.8068349, 11.2936734 43.8068365, 11.2937 43.806837, 11.2937663 43.8068344, 11.293842 43.8068364, 11.2939052 43.8068413, 11.2939782 43.8068523, 11.2940201 43.806859, 11.294109 43.8068733)",2,SP53,30,,
583367864,Piazza Mino da Fiesole,secondary,True,False,5.218,"LINESTRING (11.2927155 43.8068772, 11.2927069 43.8068999, 11.2926892 43.8069195)",1,SP53,30,roundabout,
44782993,Piazza Giuseppe Garibaldi,secondary,False,False,24.391,"LINESTRING (11.294109 43.8068733, 11.2944079 43.8069131)",,SP53,30,,
"[44782993, 28522969]","['Piazza Giuseppe Garibaldi', 'Piazza Mino da Fiesole']",secondary,False,True,112.97,"LINESTRING (11.294109 43.8068733, 11.2940201 43.806859, 11.2939782 43.8068523, 11.2939052 43.8068413, 11.293842 43.8068364, 11.2937663 43.8068344, 11.2937 43.806837, 11.2936734 43.8068365, 11.293657 43.8068349, 11.2936255 43.8068286, 11.2935872 43.8068219, 11.2935369 43.806817, 11.2933957 43.8068163, 11.2933371 43.806819, 11.293062 43.8068364, 11.2929543 43.806845, 11.2928664 43.8068543, 11.292798 43.8068637, 11.2927155 43.8068772)",2,SP53,30,,
44782994,Piazza Giuseppe Garibaldi,residential,True,False,48.176,"LINESTRING (11.294109 43.8068733, 11.2941601 43.8068375, 11.2942097 43.8068087, 11.2942645 43.8067982, 11.2943449 43.8067939, 11.2945817 43.8067987, 11.2946125 43.8067993, 11.2946729 43.8068006)",,,30,,
