osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,tunnel,junction
163078823,Borgo San Francesco d'Assisi,tertiary,False,False,19.922,"LINESTRING (13.1542918 41.7407668, 13.1540535 41.7407448)",,,,,
163078823,Borgo San Francesco d'Assisi,tertiary,False,True,19.922,"LINESTRING (13.1540535 41.7407448, 13.1542918 41.7407668)",,,,,
164081946,,residential,False,False,68.965,"LINESTRING (13.1540535 41.7407448, 13.1540599 41.741365)",,,,,
163078823,Borgo San Francesco d'Assisi,tertiary,False,False,104.66500000000002,"LINESTRING (13.1540535 41.7407448, 13.1539349 41.7407656, 13.1538336 41.7408005, 13.1537345 41.740881, 13.1536772 41.7409603, 13.1536634 41.7410284, 13.1536756 41.7411221, 13.1537017 41.7411914, 13.1537612 41.7412682, 13.1538742 41.7413168, 13.1540599 41.741365)",,,,,
164061430,,residential,False,False,39.449,"LINESTRING (13.1518455 41.7444924, 13.1521677 41.7447533)",,,,,
164061428,Via dello Spizzone,tertiary,True,False,87.89099999999999,"LINESTRING (13.1518455 41.7444924, 13.1517516 41.7445917, 13.1516445 41.7447769, 13.1514127 41.7452109)",SP25,30,,,
84017667,Via San Magno,unclassified,False,False,248.678,"LINESTRING (13.1513751 41.7452812, 13.1510512 41.7451745, 13.1505194 41.7450334, 13.1504287 41.7450196, 13.150304 41.7450006, 13.1495436 41.7449646, 13.149359 41.7450072, 13.149214 41.7451154, 13.1491436 41.7452007, 13.1490953 41.7453811, 13.1490557 41.7455483, 13.1490118 41.7456073)",,,,,
"[1208332849, 164061428]",Via dello Spizzone,tertiary,True,False,39.941,"LINESTRING (13.1513751 41.7452812, 13.1513607 41.7453116, 13.1512765 41.745489, 13.1512219 41.7455901, 13.1512192 41.7456198)",SP25,30,,,
"[163831371, 163831759]","['Viale Regina Margherita', 'Piazza Ruggero Bonghi']",tertiary,False,False,179.899,"LINESTRING (13.1510962 41.7458299, 13.1510031 41.7458993, 13.1503159 41.7464187, 13.1500006 41.7466464, 13.1497503 41.7468462, 13.149572 41.7469804)",SP25,30,,,
848056119,Viale Regina Margherita,tertiary,True,False,19.700000000000003,"LINESTRING (13.1510962 41.7458299, 13.1511533 41.7457038, 13.1511841 41.7456662)",,,1,,
163834531,Via Giovanni Giminiani,tertiary,True,False,22.643,"LINESTRING (13.1551803 41.7436862, 13.1553795 41.743547)",,,,,
164059881,Via San Paolo,residential,False,False,47.645,"LINESTRING (13.1551803 41.7436862, 13.155045 41.7437165, 13.1549904 41.7437507, 13.1548038 41.7439819)",,,,,
84017664,Viale Regina Margherita,residential,False,False,71.751,"LINESTRING (13.1518074 41.7453399, 13.1518423 41.7452836, 13.1523284 41.7449334, 13.1524342 41.7449287)",,,,,
163834531,Via Giovanni Giminiani,tertiary,True,False,134.985,"LINESTRING (13.1518074 41.7453399, 13.1518729 41.7453417, 13.1519335 41.7453671, 13.1522054 41.7455562, 13.1526918 41.7459238, 13.1528475 41.7460121, 13.1529679 41.7460295, 13.1530776 41.7460273)",,,,,
848056115,Viale Regina Margherita,tertiary,False,True,42.007,"LINESTRING (13.1518074 41.7453399, 13.1517375 41.7453633, 13.1514794 41.7455503, 13.1514251 41.7455832)",,,,,
163834514,Via degli Arci,residential,True,False,135.82100000000003,"LINESTRING (13.1530776 41.7460273, 13.1528404 41.7454492, 13.1527883 41.7452828, 13.152759 41.7452257, 13.1527037 41.7451528, 13.1524799 41.7449666, 13.1524342 41.7449287)",,,,,
163834531,Via Giovanni Giminiani,tertiary,True,False,368.002,"LINESTRING (13.1530776 41.7460273, 13.153216 41.7459832, 13.1533339 41.7459157, 13.1534058 41.7458467, 13.1536366 41.7455384, 13.1537377 41.7454472, 13.1538432 41.7453902, 13.1539631 41.7453607, 13.1541085 41.7453518, 13.1543656 41.7453767, 13.1545787 41.7453899, 13.154694 41.7453637, 13.1547775 41.7453188, 13.1548123 41.7452561, 13.154814 41.7451947, 13.1547471 41.7450021, 13.1547158 41.7448683, 13.1547214 41.7447387, 13.154949 41.7441197, 13.1550008 41.7439378, 13.1550625 41.7438267, 13.1551803 41.7436862)",,,,,
164081946,,residential,False,True,68.965,"LINESTRING (13.1540599 41.741365, 13.1540535 41.7407448)",,,,,
163078823,Borgo San Francesco d'Assisi,tertiary,False,True,104.665,"LINESTRING (13.1540599 41.741365, 13.1538742 41.7413168, 13.1537612 41.7412682, 13.1537017 41.7411914, 13.1536756 41.7411221, 13.1536634 41.7410284, 13.1536772 41.7409603, 13.1537345 41.740881, 13.1538336 41.7408005, 13.1539349 41.7407656, 13.1540535 41.7407448)",,,,,
