osmid,bridge,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,tunnel,junction
"[842676923, 256453063]",,False,2,,Via Tenda,secondary,"['50', '30']","[False, True]",70.342,"LINESTRING (7.6035253 43.7951655, 7.6035908 43.7950743, 7.6036513 43.79499, 7.6036693 43.7949759, 7.6036874 43.7949713, 7.6037211 43.7949688, 7.6039777 43.7949649, 7.6041067 43.794963, 7.6041922 43.7949616, 7.6042257 43.7949592, 7.6042411 43.7949524)",,,
256366906,,False,,,Via Venticinque Aprile,residential,,True,33.954,"LINESTRING (7.6043824 43.7954914, 7.6042816 43.7954488, 7.6041741 43.7954051, 7.6040115 43.7953447)",,,
842676923,,False,2,,Via Tenda,secondary,50,True,47.727,"LINESTRING (7.6032602 43.7955497, 7.6035253 43.7951655)",,,
"[256464356, 256367415]",,False,,,Via Gianchette,residential,,False,104.29400000000001,"LINESTRING (7.6032602 43.7955497, 7.6033045 43.7955675, 7.6033289 43.7955773, 7.6035607 43.7956702, 7.6038443 43.7957795, 7.6038801 43.7958289, 7.6040744 43.7959053, 7.6041936 43.7959559, 7.6042889 43.7960021, 7.6043306 43.7960277, 7.6043523 43.7960403)",,,
842676923,,False,2,,Via Tenda,secondary,50,False,48.519999999999996,"LINESTRING (7.6032602 43.7955497, 7.6031067 43.795791, 7.603004 43.7959449)",,,
256367416,,False,,,Via Sospello,residential,,False,70.16,"LINESTRING (7.603004 43.7959449, 7.603041 43.7959575, 7.6030564 43.7959627, 7.6037953 43.796213)",,,
842676923,,False,2,,Via Tenda,secondary,50,True,48.519999999999996,"LINESTRING (7.603004 43.7959449, 7.6031067 43.795791, 7.6032602 43.7955497)",,,
256367416,,False,,,Via Sospello,residential,,True,70.16,"LINESTRING (7.6037953 43.796213, 7.6030564 43.7959627, 7.603041 43.7959575, 7.603004 43.7959449)",,,
"[842676923, 256453063]",,False,2,,Via Tenda,secondary,"['30', '50']","[False, True]",70.342,"LINESTRING (7.6042411 43.7949524, 7.6042257 43.7949592, 7.6041922 43.7949616, 7.6041067 43.794963, 7.6039777 43.7949649, 7.6037211 43.7949688, 7.6036874 43.7949713, 7.6036693 43.7949759, 7.6036513 43.79499, 7.6035908 43.7950743, 7.6035253 43.7951655)",,,
256453095,,False,,,Via Zandonai,residential,20,False,188.00499999999997,"LINESTRING (7.6042411 43.7949524, 7.6043656 43.7950546, 7.6047642 43.7952742, 7.6048212 43.7952813, 7.6049499 43.7951638, 7.6051404 43.7950991, 7.6052869 43.795078, 7.6054156 43.7950298, 7.6055426 43.7949686, 7.6055784 43.7950051, 7.6055361 43.795045, 7.6054074 43.7951497, 7.6053049 43.7952343, 7.6051762 43.7952778, 7.6050964 43.7953283)",,,
"[256453096, 842676926]",,False,,,Via Zandonai,residential,20,False,57.874,"LINESTRING (7.6042411 43.7949524, 7.6044045 43.7949199, 7.6045453 43.7949078, 7.6047724 43.7948911, 7.6049515 43.7948699)",,,
"[1155893321, 842676924, 842676925]",,False,2,,Via Tenda,secondary,30,False,33.005,"LINESTRING (7.6042411 43.7949524, 7.6042498 43.7949406, 7.6042526 43.7949307, 7.6042522 43.7949193, 7.6042465 43.794706, 7.6042451 43.7946574)",,yes,
256453095,,False,,,Via Zandonai,residential,20,True,188.00500000000002,"LINESTRING (7.6050964 43.7953283, 7.6051762 43.7952778, 7.6053049 43.7952343, 7.6054074 43.7951497, 7.6055361 43.795045, 7.6055784 43.7950051, 7.6055426 43.7949686, 7.6054156 43.7950298, 7.6052869 43.795078, 7.6051404 43.7950991, 7.6049499 43.7951638, 7.6048212 43.7952813, 7.6047642 43.7952742, 7.6043656 43.7950546, 7.6042411 43.7949524)",,,
"[256453096, 842676926]",,False,,,Via Zandonai,residential,20,True,57.873999999999995,"LINESTRING (7.6049515 43.7948699, 7.6047724 43.7948911, 7.6045453 43.7949078, 7.6044045 43.7949199, 7.6042411 43.7949524)",,,
256366906,,False,,,Via Venticinque Aprile,residential,,False,33.954,"LINESTRING (7.6040115 43.7953447, 7.6041741 43.7954051, 7.6042816 43.7954488, 7.6043824 43.7954914)",,,
256366906,,False,,,Via Venticinque Aprile,residential,,True,43.818,"LINESTRING (7.6040115 43.7953447, 7.6037791 43.7952605, 7.6035253 43.7951655)",,,
256464346,,False,,,,residential,,False,36.735,"LINESTRING (7.6040115 43.7953447, 7.6040325 43.7953191, 7.6041175 43.7952208, 7.6043517 43.7952953)",,,
256464346,,False,,,,residential,,True,36.735,"LINESTRING (7.6043517 43.7952953, 7.6041175 43.7952208, 7.6040325 43.7953191, 7.6040115 43.7953447)",,,
"[256464356, 256367415]",,False,,,Via Gianchette,residential,,True,104.294,"LINESTRING (7.6043523 43.7960403, 7.6043306 43.7960277, 7.6042889 43.7960021, 7.6041936 43.7959559, 7.6040744 43.7959053, 7.6038801 43.7958289, 7.6038443 43.7957795, 7.6035607 43.7956702, 7.6033289 43.7955773, 7.6033045 43.7955675, 7.6032602 43.7955497)",,,
257704992,,False,,,,residential,,True,5.418,"LINESTRING (7.6063285 43.7939529, 7.6062752 43.7939828)",,,
256717037,,False,,,Via G. Freccero,unclassified,,False,379.74999999999994,"LINESTRING (7.598755 43.7940208, 7.5992852 43.7941181, 7.5997027 43.7941786, 7.6000429 43.7942089, 7.6003875 43.794244, 7.6011209 43.7943269, 7.6013837 43.7943477, 7.6015671 43.7943636, 7.6017151 43.7943636, 7.6018013 43.7943445, 7.6018719 43.7943014, 7.6018962 43.7942313, 7.6019448 43.794083, 7.6019934 43.7939379, 7.6020443 43.7938071, 7.6020796 43.7937082, 7.6021067 43.7936406, 7.6021282 43.7935871, 7.6021702 43.7934531, 7.6022366 43.7932967, 7.6022548 43.7932609, 7.6022709 43.7932242)",,,
15244779,,False,2,SS1,Corso Francia,primary,50,False,106.876,"LINESTRING (7.6022709 43.7932242, 7.6024059 43.7932204, 7.6025714 43.7931817, 7.6026868 43.793116, 7.6029944 43.7928096, 7.6030539 43.7927478, 7.6031784 43.7925938)",,,
15244779,,False,2,SS1,Corso Francia,primary,50,True,115.95800000000001,"LINESTRING (7.6022709 43.7932242, 7.6021735 43.7932037, 7.6018013 43.7931012, 7.6016801 43.7930881, 7.6015554 43.7930949, 7.6014301 43.7931322, 7.601173 43.7932393, 7.6009241 43.7933047)",,,
256717037,,False,,,Via G. Freccero,unclassified,,True,379.7499999999999,"LINESTRING (7.6022709 43.7932242, 7.6022548 43.7932609, 7.6022366 43.7932967, 7.6021702 43.7934531, 7.6021282 43.7935871, 7.6021067 43.7936406, 7.6020796 43.7937082, 7.6020443 43.7938071, 7.6019934 43.7939379, 7.6019448 43.794083, 7.6018962 43.7942313, 7.6018719 43.7943014, 7.6018013 43.7943445, 7.6017151 43.7943636, 7.6015671 43.7943636, 7.6013837 43.7943477, 7.6011209 43.7943269, 7.6003875 43.794244, 7.6000429 43.7942089, 7.5997027 43.7941786, 7.5992852 43.7941181, 7.598755 43.7940208)",,,
257682644,,False,2,,Lungo Roia Gerolamo Rossi,residential,50,False,52.062,"LINESTRING (7.6051395 43.7926304, 7.6051908 43.7925772, 7.605251 43.7925074, 7.6055005 43.7922415)",,,
257682645,,True,1,,,residential,50,False,19.935,"LINESTRING (7.6051395 43.7926304, 7.6051302 43.7926664, 7.605137 43.792689, 7.6051571 43.79272, 7.6052411 43.79278)",,,
"[257682646, 348399455]",yes,True,1,,,residential,50,False,25.421,"LINESTRING (7.6048539 43.7926464, 7.6049538 43.7926684, 7.605017 43.7926811, 7.6050481 43.7926803, 7.6050851 43.7926665, 7.6051395 43.7926304)",,,
"[692693002, 28140222]",yes,True,2,SS1,Strada statale 1 Via Aurelia,primary,50,False,31.363,"LINESTRING (7.6048539 43.7926464, 7.6049224 43.7926905, 7.6049978 43.792729, 7.6050832 43.7927619, 7.6051888 43.7927836)",,,
"[963701776, 123770633]",,False,,,Via al Capo,residential,20,True,131.706,"LINESTRING (7.6035384 43.790545, 7.6034779 43.7905863, 7.6034758 43.7905982, 7.6034009 43.7906377, 7.6033564 43.7906397, 7.6032682 43.7906668, 7.6031437 43.7907338, 7.6029632 43.7908282, 7.6029379 43.7908414, 7.6028959 43.7908634, 7.6024498 43.7911114, 7.6022807 43.7912143, 7.6022338 43.7912438)",,,
"[523711638, 349543702]",,False,2,,Lungo Roia Gerolamo Rossi,residential,50,False,30.747,"LINESTRING (7.6073548 43.7899314, 7.607397 43.7897931, 7.6074355 43.7896611)",,,
"[692693011, 349543701]",,False,2,,Lungo Roia Gerolamo Rossi,residential,50,True,52.939,"LINESTRING (7.6073548 43.7899314, 7.6073395 43.7899709, 7.6071504 43.790384)",,,
257686092,,False,2,,,residential,30,False,28.473999999999997,"LINESTRING (7.6074355 43.7896611, 7.6074423 43.7897289, 7.6074603 43.7897555, 7.6075188 43.78983, 7.6075744 43.7898908)",,,
"[241810481, 349543703]",,False,2,,"['Lungo Roia Gerolamo Rossi', 'Passeggiata Guglielmo Oberdan']",residential,"['50', '30']",False,217.167,"LINESTRING (7.6074355 43.7896611, 7.6075856 43.7891886, 7.6076851 43.7888683, 7.6078496 43.7883463, 7.6078763 43.788315, 7.6079124 43.7882973, 7.6082669 43.7882115, 7.6085162 43.788154, 7.6086183 43.7881298)",,,
"[523711638, 349543702]",,False,2,,Lungo Roia Gerolamo Rossi,residential,50,True,30.747,"LINESTRING (7.6074355 43.7896611, 7.607397 43.7897931, 7.6073548 43.7899314)",,,
242185645,,True,2,SS1,Via Cavour,primary,50,False,51.902,"LINESTRING (7.6061582 43.7930056, 7.6060441 43.79306, 7.6060162 43.7930723, 7.6059706 43.7930844, 7.6058853 43.793085, 7.6055921 43.7929561)",,,
257702828,,False,,,,residential,,False,37.019,"LINESTRING (7.6061582 43.7930056, 7.6062034 43.7930803, 7.6060868 43.7933172)",,,
257702828,,False,,,,residential,,True,37.019,"LINESTRING (7.6060868 43.7933172, 7.6062034 43.7930803, 7.6061582 43.7930056)",,,
242185645,,True,2,SS1,Via Cavour,primary,50,False,5.862,"LINESTRING (7.6062191 43.7929765, 7.6061582 43.7930056)",,,
257702829,,False,,,,residential,,False,57.515,"LINESTRING (7.6062191 43.7929765, 7.6063142 43.7930631, 7.6065054 43.7931302, 7.6066001 43.7931397, 7.6066305 43.7931583, 7.6066424 43.7931816, 7.6065751 43.7933029)",,,
257702829,,False,,,,residential,,True,57.515,"LINESTRING (7.6065751 43.7933029, 7.6066424 43.7931816, 7.6066305 43.7931583, 7.6066001 43.7931397, 7.6065054 43.7931302, 7.6063142 43.7930631, 7.6062191 43.7929765)",,,
188317143,,False,,,Via San Secondo,residential,,True,11.221,"LINESTRING (7.606844 43.79331, 7.6067914 43.7934035)",,,
257704992,,False,,,,residential,,False,5.418,"LINESTRING (7.6062752 43.7939828, 7.6063285 43.7939529)",,,
932852192,,False,2,,Via San Secondo,unclassified,,False,29.759,"LINESTRING (7.6062752 43.7939828, 7.6062125 43.7939317, 7.6060222 43.7937872)",,,
256464755,,True,1,,Via Tenda,secondary,30,False,40.685,"LINESTRING (7.6042451 43.7946574, 7.6042091 43.7946221, 7.6041677 43.7945991, 7.6040888 43.7945629, 7.6040145 43.7945282, 7.6039979 43.7945165, 7.6039865 43.7945023, 7.6039809 43.7944837, 7.6039893 43.7944668, 7.6040491 43.7943961)",,,
"[1155893321, 842676924, 842676925]",,False,2,,Via Tenda,secondary,30,True,33.005,"LINESTRING (7.6042451 43.7946574, 7.6042465 43.794706, 7.6042522 43.7949193, 7.6042526 43.7949307, 7.6042498 43.7949406, 7.6042411 43.7949524)",,yes,
264880699,,True,1,,,secondary,50,False,32.04900000000001,"LINESTRING (7.6035887 43.7922051, 7.6036212 43.7921674, 7.6036245 43.7921251, 7.6036114 43.7920887, 7.603603 43.7920643, 7.6035922 43.792037, 7.6035802 43.7920063, 7.6035783 43.7920016, 7.6035674 43.7919285)",,,
303074904,,True,2,SS1,Via Aurelia,primary,50,False,31.316000000000003,"LINESTRING (7.6035887 43.7922051, 7.6036483 43.7921718, 7.6036839 43.7921612, 7.6037252 43.7921564, 7.603789 43.7921555, 7.6038481 43.792174, 7.6039387 43.792214)",,,
"[932859780, 932859782]",,True,,,Piazza Costituente,secondary,,False,18.214000000000002,"LINESTRING (7.6035126 43.7918608, 7.6035253 43.7918501, 7.6035429 43.7918409, 7.6035638 43.7918367, 7.6035893 43.7918363, 7.6036063 43.7918411, 7.6036208 43.7918552, 7.6036297 43.7918678, 7.6036326 43.7918818, 7.6036295 43.7918958, 7.6036241 43.7919095, 7.6036137 43.7919195)",,,
"[141382138, 932859781]",,False,2,,Piazza Costituente,secondary,50,True,16.219,"LINESTRING (7.6035126 43.7918608, 7.6034354 43.7918288, 7.6034057 43.7918065, 7.6033799 43.7917947, 7.6033544 43.7917728)",,,
188317143,,False,,,Via San Secondo,residential,,False,11.221,"LINESTRING (7.6067914 43.7934035, 7.606844 43.79331)",,,
265945168,,False,,,,residential,,False,18.762,"LINESTRING (7.6067914 43.7934035, 7.6070105 43.7934623)",,,
188317143,,False,,,Via San Secondo,residential,,True,96.05799999999999,"LINESTRING (7.6067914 43.7934035, 7.6066395 43.7936734, 7.6062951 43.7935612, 7.6060222 43.7937872)",,,
265945168,,False,,,,residential,,True,18.762,"LINESTRING (7.6070105 43.7934623, 7.6067914 43.7934035)",,,
15244779,,False,2,SS1,Corso Francia,primary,50,False,115.958,"LINESTRING (7.6009241 43.7933047, 7.601173 43.7932393, 7.6014301 43.7931322, 7.6015554 43.7930949, 7.6016801 43.7930881, 7.6018013 43.7931012, 7.6021735 43.7932037, 7.6022709 43.7932242)",,,
15244779,,False,2,SS1,Corso Francia,primary,50,True,294.75200000000007,"LINESTRING (7.6009241 43.7933047, 7.6008342 43.7933247, 7.6007564 43.793342, 7.600388 43.7934008, 7.599732 43.7934737, 7.5991798 43.7935502, 7.5985561 43.7936862, 7.5982099 43.793798, 7.5977773 43.7939613, 7.5974705 43.7941163)",,,
307026162,,False,,,Discesa Bastioni,residential,20,False,248.25499999999994,"LINESTRING (7.6009241 43.7933047, 7.6008088 43.7932656, 7.6006469 43.7932548, 7.6004192 43.7932938, 7.6002244 43.7933349, 7.6000566 43.7933673, 7.5998075 43.79337, 7.599625 43.7933586, 7.5993913 43.7933651, 7.5991172 43.7934144, 7.5990167 43.7934365, 7.5988669 43.7934743, 7.5988523 43.7934787, 7.5988365 43.7934794, 7.5988212 43.7934764, 7.5988081 43.79347, 7.5987985 43.7934609, 7.5987935 43.7934501, 7.5987937 43.7934387, 7.5987989 43.7934279, 7.5988087 43.7934189, 7.5989957 43.7932851, 7.5991704 43.7931177, 7.599297 43.7929915, 7.5993318 43.7929494)",,,
"[603502609, 603502607, 162949599]",,True,,,Via San Secondo,unclassified,,False,63.07899999999999,"LINESTRING (7.6069498 43.7942397, 7.6067874 43.7942859, 7.6067179 43.79431, 7.6066435 43.794339, 7.6066037 43.7943568, 7.6065545 43.7943695, 7.6065253 43.7943688, 7.6064979 43.7943581, 7.6064062 43.7942131, 7.6063725 43.7941693)",,yes,
842676927,,True,1,,Via Brigate Partigiane,unclassified,30,False,179.56500000000003,"LINESTRING (7.6063725 43.7941693, 7.6062967 43.7941961, 7.6062047 43.794242, 7.6060853 43.7942816, 7.6059646 43.7943128, 7.6059355 43.7943195, 7.6057379 43.7943656, 7.605313 43.7944776, 7.6052472 43.7944897, 7.605166 43.7945003, 7.6050647 43.7944955, 7.6049627 43.7944863, 7.6048609 43.7944934, 7.6047436 43.794526, 7.6045713 43.794578, 7.6044959 43.7945939, 7.6043854 43.7946012, 7.6042537 43.7945975)",,,
932852191,,True,1,,Via San Secondo,unclassified,,False,22.208,"LINESTRING (7.6063725 43.7941693, 7.6063482 43.7941052, 7.6062752 43.7939828)",,,
303073970,,True,2,SS1,Largo Torino,primary,50,False,7.487,"LINESTRING (7.6052411 43.79278, 7.605288 43.7927852, 7.6053299 43.7927986)",,,roundabout
932847737,,True,1,,Via Tenda,secondary,30,False,6.696,"LINESTRING (7.6042537 43.7945975, 7.6042451 43.7946574)",,,
38957720,,False,2,,Via Tenda,secondary,50,True,162.154,"LINESTRING (7.6040491 43.7943961, 7.6043025 43.7941132, 7.6044306 43.7939703, 7.6046106 43.7937589, 7.6048669 43.7934578, 7.605072 43.793206, 7.6051136 43.7931569)",,,
932847737,,True,1,,Via Tenda,secondary,30,False,29.372,"LINESTRING (7.6040491 43.7943961, 7.6040501 43.7944281, 7.6040617 43.7944486, 7.6040806 43.7944639, 7.6042059 43.7945315, 7.6042301 43.7945501, 7.6042453 43.7945683, 7.6042537 43.7945975)",,,
932859783,,True,,,Piazza Costituente,secondary,,False,10.091000000000001,"LINESTRING (7.6035674 43.7919285, 7.6035487 43.7919257, 7.603533 43.791918, 7.6035192 43.7919079, 7.6035098 43.7918938, 7.6035077 43.7918782, 7.6035126 43.7918608)",,,
1041383497,,True,,,,residential,,False,9.987,"LINESTRING (7.601192 43.790033, 7.6011695 43.790042, 7.6011442 43.7900452, 7.6011202 43.7900423, 7.6010986 43.7900342, 7.6010818 43.7900215)",,,
1041383496,,False,,,Cala del Forte,residential,20,True,54.892,"LINESTRING (7.6010818 43.7900215, 7.600515 43.7902977)",,,
"[1041391368, 1041391363, 1041391367]",,True,,,,residential,,False,19.868000000000002,"LINESTRING (7.6010818 43.7900215, 7.6010713 43.7900056, 7.6010684 43.7899882, 7.6010732 43.789971, 7.6010854 43.7899558, 7.6011036 43.7899441, 7.601126 43.7899372, 7.6011502 43.7899357, 7.6011751 43.7899403, 7.6011965 43.7899506, 7.6012119 43.7899655)",,,
76657187,,False,,,Via G. Garibaldi,residential,,False,0.479,"LINESTRING (7.600603 43.7918236, 7.6006088 43.7918226)",,,
76657187,,False,,,Via G. Garibaldi,residential,,True,24.983,"LINESTRING (7.600603 43.7918236, 7.6003004 43.7918762)",,,
963309723,,False,,,Piazzetta della Fontana,residential,,False,38.357,"LINESTRING (7.600603 43.7918236, 7.6006532 43.7918656, 7.6006261 43.7918749, 7.6003741 43.7919283, 7.6003259 43.791911, 7.6003004 43.7918762)",,,
76657187,,False,,,Via G. Garibaldi,residential,,False,24.983,"LINESTRING (7.6003004 43.7918762, 7.600603 43.7918236)",,,
963309723,,False,,,Piazzetta della Fontana,residential,,True,38.357,"LINESTRING (7.6003004 43.7918762, 7.6003259 43.791911, 7.6003741 43.7919283, 7.6006261 43.7918749, 7.6006532 43.7918656, 7.600603 43.7918236)",,,
"[76657187, 625806441, 625806444, 76978797, 188218589]",,False,,,Via G. Garibaldi,residential,30,True,229.13799999999998,"LINESTRING (7.6003004 43.7918762, 7.6002774 43.7918802, 7.600248 43.7918788, 7.600194 43.7918582, 7.600165 43.7918225, 7.6001236 43.7917961, 7.6000839 43.7917973, 7.5999888 43.7918135, 7.5998625 43.791852, 7.5996088 43.7919055, 7.5995517 43.7918902, 7.5994358 43.7919069, 7.5993729 43.7919208, 7.599355 43.7919042, 7.5993217 43.7918673, 7.5993129 43.7918611, 7.5993012 43.79185, 7.5991572 43.7918392, 7.599026 43.7918208, 7.5989576 43.7918038, 7.5988805 43.7917846, 7.5987458 43.7917498, 7.5985714 43.7916716, 7.5984871 43.791639, 7.5984349 43.7916188, 7.5980688 43.791467, 7.5978269 43.7913643, 7.5977579 43.7913297)",,building_passage,
"[349544130, 349544127]",,False,,,Via Roma,residential,30,True,83.912,"LINESTRING (7.6093152 43.7904715, 7.6092251 43.7905117, 7.6089662 43.7906308, 7.608511 43.7908188, 7.6084222 43.7908632)",,,
1078553105,,True,,,Via Ruffini,residential,30,False,100.758,"LINESTRING (7.6093152 43.7904715, 7.6092257 43.7903829, 7.6087094 43.7897818, 7.608644 43.7897061)",,,
