osmid,name,highway,oneway,reversed,length,geometry,lanes,tunnel,bridge,maxspeed,access
1014560343,Viale Antonio Labianca,tertiary,False,True,28.67,"LINESTRING (16.8666067 41.0039074, 16.8662738 41.0039654)",,,,,
30664745,Via Domenico Nicolai,residential,True,False,69.863,"LINESTRING (16.8666067 41.0039074, 16.8665999 41.0038763, 16.8665911 41.0038182, 16.8665314 41.0032818)",,,,,
40403569,Via Cesare Battisti,residential,True,False,58.773,"LINESTRING (16.8666067 41.0039074, 16.8667101 41.0043186, 16.8667386 41.0044265)",,,,,
1014560343,Viale Antonio Labianca,tertiary,False,False,68.841,"LINESTRING (16.8666067 41.0039074, 16.8668697 41.003884, 16.8673512 41.0038536, 16.8674233 41.003849)",,,,,
29264000,Via Vittorio Veneto,tertiary,True,False,63.385000000000005,"LINESTRING (16.8684422 41.0038361, 16.8689888 41.0038313, 16.8691975 41.0038295)",,,,,
202543487,Via Borgo San Rocco,residential,False,False,28.113,"LINESTRING (16.8684422 41.0038361, 16.8684401 41.0038173, 16.8684152 41.0035841)",,,,,
1118107070,Via Vittorio Veneto,tertiary,False,True,25.821,"LINESTRING (16.8743645 41.0038775, 16.8746709 41.0038989)",,,,,
28670744,Via Chiancaro,tertiary,False,True,210.715,"LINESTRING (16.8743645 41.0038775, 16.8743628 41.0039222, 16.8743623 41.0039879, 16.8743389 41.0040538, 16.8742642 41.0041029, 16.8741759 41.0041419, 16.8741013 41.004165, 16.8740159 41.0042115, 16.8739602 41.0042935, 16.8739285 41.0043646, 16.8739084 41.0044501, 16.8738723 41.0047263, 16.8738621 41.0048858, 16.8738841 41.0050007, 16.8739245 41.0051878, 16.8740866 41.0055971)",,,,,
"[390878331, 260830229]",Via Vittorio Veneto,tertiary,False,True,71.262,"LINESTRING (16.8743645 41.0038775, 16.8738498 41.0038544, 16.8737537 41.0038482, 16.8735173 41.0038339)",2,,,,
28343717,Via Capotorti,residential,True,False,49.99,"LINESTRING (16.8755199 41.0031465, 16.8749269 41.0031894)",,,,,
222024094,Corso Umberto I,residential,False,False,47.842,"LINESTRING (16.8755199 41.0031465, 16.8753409 41.002738)",,,,,
222024096,Corso Umberto I,residential,False,True,45.744,"LINESTRING (16.8755199 41.0031465, 16.8756241 41.0027427)",,,,,
