osmid,oneway,highway,reversed,length,geometry,name,maxspeed,junction,access,tunnel,ref
967270724,True,tertiary,False,15.902000000000001,"LINESTRING (17.5223632 40.6422804, 17.5224661 40.6423003, 17.5225477 40.6422923)",,,,,,
335399657,True,tertiary,False,18.687,"LINESTRING (17.5190902 40.6491513, 17.5189957 40.6491114, 17.518897 40.6490691)",,,,,,
334768921,False,tertiary,True,18.218,"LINESTRING (17.5124564 40.6481848, 17.5126215 40.6482904)",Via Ovidio,,,,,
334903068,False,tertiary,True,7.439,"LINESTRING (17.5124564 40.6481848, 17.5125088 40.648131)",Via Martina,,,,,
334909404,False,tertiary,False,34.843,"LINESTRING (17.5124564 40.6481848, 17.5122253 40.6484445)",Via Martina,,,,,
334909416,False,tertiary,False,20.886,"LINESTRING (17.5124564 40.6481848, 17.5122492 40.648082)",Via Angelo Petracca,,,,,
334909404,False,tertiary,True,35.444,"LINESTRING (17.5111913 40.6497071, 17.5114127 40.6494362)",Via Martina,,,,,
334909416,False,tertiary,True,51.045,"LINESTRING (17.5114069 40.6476749, 17.5116071 40.647769, 17.5119177 40.6479209)",Via Angelo Petracca,,,,,
334702762,True,tertiary,False,48.289,"LINESTRING (17.5186523 40.6459062, 17.5187564 40.6459616, 17.5187847 40.6459875, 17.5188074 40.6460138, 17.5189157 40.6461443, 17.5189756 40.6461904, 17.5190364 40.646218)",Via Porta di Giuso,50,,,,
168567751,True,tertiary,False,56.143,"LINESTRING (17.5148628 40.6420548, 17.5152578 40.6418552, 17.5154212 40.6417804)",Via Sant'Aurelia,,,,,
335458574,True,tertiary,False,29.341,"LINESTRING (17.5148628 40.6420548, 17.514932 40.6420596, 17.5149962 40.64208, 17.5150492 40.6421141, 17.5150862 40.6421588, 17.5151038 40.6422099)",,,roundabout,,,
338812234,False,tertiary,False,60.772000000000006,"LINESTRING (17.5128317 40.649247, 17.5128473 40.6492245, 17.5129201 40.6491541, 17.513134 40.6489474, 17.5132305 40.6488541, 17.5132714 40.6488146)",,50,,,,
334699449,True,tertiary,False,3.381,"LINESTRING (17.5181272 40.6447195, 17.5181374 40.6447489)",Via Umberto I,50,,,,
367868665,False,tertiary,True,47.006,"LINESTRING (17.5181272 40.6447195, 17.5179693 40.6443141)",Via Padre Pantaleone Palma,,,,,
334768921,False,tertiary,False,36.584,"LINESTRING (17.5132714 40.6488146, 17.5129842 40.6485681)",Via Ovidio,,,,,
334768921,False,tertiary,True,9.342,"LINESTRING (17.5132714 40.6488146, 17.5133485 40.6488749)",Via Ovidio,,,,,
338812234,False,tertiary,True,60.772000000000006,"LINESTRING (17.5132714 40.6488146, 17.5132305 40.6488541, 17.513134 40.6489474, 17.5129201 40.6491541, 17.5128473 40.6492245, 17.5128317 40.649247)",,50,,,,
399230694,False,residential,True,22.407,"LINESTRING (17.517374 40.6461126, 17.5171435 40.6462127)",Piazza Plebiscito,50,,,,
168569155,True,tertiary,False,111.74399999999999,"LINESTRING (17.517374 40.6461126, 17.5174519 40.6460899, 17.5176905 40.6460224, 17.5180198 40.6459268, 17.5181436 40.6459157, 17.5181845 40.6459116, 17.5185885 40.645906, 17.5186523 40.6459062)",Via Dante Alighieri,,,,,
335458574,True,tertiary,False,11.741,"LINESTRING (17.5147345 40.6420924, 17.5147948 40.6420661, 17.5148628 40.6420548)",,,roundabout,,,
137444933,False,residential,False,54.156,"LINESTRING (17.5187245 40.6429479, 17.5193176 40.6431341)",Via Giuseppe Toniolo,,,,,
334775787,False,tertiary,True,54.455,"LINESTRING (17.5187245 40.6429479, 17.5187817 40.6424601)",Via San Paolo della Croce,,,,,
334775787,False,tertiary,False,43.201,"LINESTRING (17.5187245 40.6429479, 17.5186968 40.6432095, 17.518669 40.6433338)",Via San Paolo della Croce,,,,,
335458563,False,tertiary,True,26.379,"LINESTRING (17.51404 40.643666, 17.5138692 40.6434673)",,,,,,
335653886,False,residential,True,22.25,"LINESTRING (17.51404 40.643666, 17.5138103 40.6437643)",Via Mameli,,,,,
335653881,False,tertiary,False,24.226,"LINESTRING (17.51404 40.643666, 17.5141124 40.6436864, 17.5142034 40.6436999, 17.5142508 40.643705, 17.5143189 40.6437148)",,,,,,
1025006091,True,tertiary,False,19.249,"LINESTRING (17.5151038 40.6422099, 17.5150987 40.6422675, 17.515069 40.6423206, 17.5150372 40.6423473, 17.515018 40.6423634)",,,roundabout,,,
334768946,True,tertiary,False,27.961,"LINESTRING (17.5160478 40.644139, 17.5161659 40.6442803, 17.5162252 40.6443514)",Via XX Settembre,50,,,,
335458563,False,tertiary,False,29.668,"LINESTRING (17.5136794 40.6432427, 17.5138692 40.6434673)",,,,,,
337633947,False,residential,False,22.352,"LINESTRING (17.5136794 40.6432427, 17.5134612 40.6433567)",Via Mario Pagano,,,,,
335458571,False,tertiary,True,53.763,"LINESTRING (17.5136794 40.6432427, 17.5135426 40.6430909, 17.5133197 40.6428436)",Via Francesco Crispi,,,,,
48878209,True,residential,False,96.495,"LINESTRING (17.5113875 40.6452308, 17.5114946 40.6449496, 17.5115059 40.6449198, 17.5116035 40.6446857, 17.5117181 40.6444001)",Via Piave,,,,,
334775759,False,secondary,False,20.896,"LINESTRING (17.5191848 40.6488793, 17.5189972 40.649002)",Via Don Rocco Gallone,,,,,
334775759,False,secondary,True,314.44500000000005,"LINESTRING (17.5191848 40.6488793, 17.5193132 40.6487903, 17.520074 40.648262, 17.5204894 40.6479345, 17.5207741 40.6476413, 17.5209113 40.6474573, 17.5209664 40.6473533, 17.5211813 40.6469475, 17.5212508 40.6466178)",Via Don Rocco Gallone,,,,,
334903068,False,tertiary,False,18.364,"LINESTRING (17.5131234 40.6474959, 17.5129833 40.6476223)",Via Martina,,,,,
334903069,False,tertiary,False,20.546,"LINESTRING (17.5131234 40.6474959, 17.5133669 40.6474929)",,,,,,
335458560,False,residential,False,27.247,"LINESTRING (17.5117181 40.6444001, 17.5114461 40.644268)",Via Amerigo Vespucci,,,,,
335458560,False,residential,True,9.922,"LINESTRING (17.5117181 40.6444001, 17.5117851 40.644399, 17.511835 40.6444053)",Via Amerigo Vespucci,,,,,
367868665,False,tertiary,False,47.006,"LINESTRING (17.5179693 40.6443141, 17.5181272 40.6447195)",Via Padre Pantaleone Palma,,,,,
334775728,True,tertiary,False,84.275,"LINESTRING (17.5179693 40.6443141, 17.5176148 40.6441692, 17.5174451 40.6440999, 17.5171157 40.6439231)",Largo Cappuccini,,,,,
