osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,bridge,tunnel
74510614,False,2,Via Pasubio,tertiary,50,True,102.68700000000001,"LINESTRING (8.3008166 45.1956674, 8.3008106 45.1956155, 8.3005354 45.194968, 8.300455 45.1947809)",,,
188488724,False,2,Via Ortigara,tertiary,50,False,141.67800000000003,"LINESTRING (8.3008166 45.1956674, 8.3007765 45.195701, 8.300695 45.1957373, 8.2992965 45.1963535)",,,
188488742,False,,Via Pasubio,residential,50,True,62.459,"LINESTRING (8.3008166 45.1956674, 8.3008607 45.1957068, 8.3009202 45.1958027, 8.3011166 45.1961853)",,,
74510614,False,2,Via Pasubio,tertiary,50,False,109.25,"LINESTRING (8.2999566 45.1938791, 8.3000166 45.193906, 8.3000635 45.1939402, 8.3000888 45.1939892, 8.300455 45.1947809)",,,
188249102,False,2,Corso Casale,tertiary,50,False,266.693,"LINESTRING (8.2999566 45.1938791, 8.3001071 45.1938287, 8.3011378 45.193313, 8.3017991 45.1929742, 8.3027291 45.1924914)",,,
189227377,False,2,Via Monte Grappa,tertiary,50,False,149.83800000000002,"LINESTRING (8.2999566 45.1938791, 8.2998972 45.1938587, 8.2998598 45.1938396, 8.2997856 45.1937451, 8.2994579 45.1926079)",,,
"[485347106, 156626461]",False,2,Corso Camillo Benso Conte di Cavour,tertiary,50,True,92.339,"LINESTRING (8.2999566 45.1938791, 8.2998419 45.1939095, 8.2997769 45.1939258, 8.2997203 45.1939347, 8.2990537 45.1940081, 8.2989726 45.1940178, 8.2988733 45.1940284, 8.2988024 45.1940348)",,,
101207414,False,,Largo Geisenheim,tertiary,50,True,26.698,"LINESTRING (8.2962718 45.1926982, 8.2962958 45.1929377)",,,
517288941,True,,Largo Geisenheim,tertiary,50,False,8.491,"LINESTRING (8.2962718 45.1926982, 8.2962502 45.1926993, 8.2962293 45.1926951, 8.2962118 45.1926861, 8.2961996 45.1926735, 8.2961943 45.1926587)",roundabout,,
188255030,False,,Piazza Dante Alighieri,residential,50,True,60.192,"LINESTRING (8.294318 45.1902311, 8.2943936 45.1903744, 8.294438 45.1904585, 8.2944593 45.1904975, 8.2945856 45.1907385)",,,
