osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,tunnel,junction
31576973,Via Guglielmo Marconi,residential,False,True,92.47800000000001,"LINESTRING (13.7229524 43.3089005, 13.7240167 43.3087635, 13.7240788 43.3087627)",,,,
161276113,Via Edmondo De Amicis,primary,False,False,259.618,"LINESTRING (13.7229524 43.3089005, 13.7229095 43.3088056, 13.7228696 43.308704, 13.7228469 43.3086056, 13.7228197 43.308452, 13.722778 43.3081114, 13.7227616 43.3079586, 13.7227222 43.3075672, 13.7226915 43.3072618, 13.7226373 43.306844, 13.7225969 43.3067177, 13.7225427 43.3065924)",2,SS16,,
1238638912,Via Castellara,residential,False,True,9.034,"LINESTRING (13.7229524 43.3089005, 13.7228746 43.3089121, 13.7228444 43.3089203)",,,,
157199335,,secondary_link,True,False,34.039,"LINESTRING (13.7218518 43.3053553, 13.7217808 43.3052716, 13.7217375 43.3052334, 13.7216976 43.3052134, 13.721665 43.3052017, 13.7216158 43.3051949, 13.721577 43.3051931, 13.7215336 43.3051969)",,,,
927303429,Via Edmondo De Amicis,primary,False,False,14.449,"LINESTRING (13.7218518 43.3053553, 13.7218348 43.3052897, 13.721822 43.3052272)",2,SS16,,
"[927303680, 1232239713]",Via Edmondo De Amicis,primary,False,True,148.539,"LINESTRING (13.7218518 43.3053553, 13.7219216 43.3055091, 13.7219644 43.305591, 13.7219794 43.3056196, 13.7221409 43.3058985, 13.7222445 43.3060773, 13.7225427 43.3065924)",2,SS16,,
178461914,Via Giosuè Carducci,primary,False,False,61.361,"LINESTRING (13.7237041 43.3014736, 13.7236601 43.3015355, 13.7235257 43.3017245, 13.7234265 43.301864, 13.7234106 43.3018863, 13.7233556 43.3019637)",2,SS16,,
23395169,Via Fratelli Rosselli,residential,False,True,65.43300000000002,"LINESTRING (13.7267587 43.3094045, 13.7266768 43.3093785, 13.7262757 43.3092511, 13.7262515 43.309248, 13.7262321 43.3092491, 13.7262128 43.3092531, 13.7261952 43.3092616, 13.7261803 43.3092725, 13.7261718 43.309282, 13.7261638 43.3092945, 13.7261523 43.3093223, 13.7261305 43.309394)",,,,
31827901,Corso Umberto I,tertiary,True,False,72.55999999999999,"LINESTRING (13.7267587 43.3094045, 13.7267914 43.3093515, 13.7271263 43.3088093)",,,,
1231438128,Piazza Venti Settembre,tertiary,False,False,16.027,"LINESTRING (13.7282025 43.3070665, 13.7283843 43.3071237)",,,,
23205512,Via Bruno Buozzi,tertiary,False,False,54.519000000000005,"LINESTRING (13.7282025 43.3070665, 13.7280216 43.3069807, 13.7279687 43.3069556, 13.7276381 43.3067987)",,,,
