osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,tunnel,access,width
243723064,True,Via Giuseppe Mazzini,tertiary,50,False,30.853,"LINESTRING (12.7379138 43.9634429, 12.7381003 43.9634099, 12.7382786 43.9633559)",,,,,
25941370,True,Via Giuseppe Mazzini,tertiary,50,False,41.82,"LINESTRING (12.7389749 43.9632384, 12.7387522 43.9633038, 12.73864 43.9633502, 12.7385114 43.9634093)",,,,,
198690588,False,Via Giuseppe Mazzini,tertiary,50,False,119.376,"LINESTRING (12.7389749 43.9632384, 12.7394374 43.9631609, 12.7395468 43.9631442, 12.7400368 43.9630663, 12.7404288 43.962999)",,,,,
198690588,False,Via Giuseppe Mazzini,tertiary,50,False,31.397,"LINESTRING (12.7412096 43.9628695, 12.7415916 43.9628053)",,,,,
158846653,False,Via Indipendenza,tertiary,,True,75.102,"LINESTRING (12.7412096 43.9628695, 12.7411604 43.9626327, 12.7411585 43.9624183, 12.7411687 43.9623007, 12.7411909 43.9621982)",,,,,
198690588,False,Via Giuseppe Mazzini,tertiary,50,True,64.182,"LINESTRING (12.7412096 43.9628695, 12.7410427 43.962907, 12.7404288 43.962999)",,,,,
1088914766,False,Via Lavatoio,residential,,False,39.305,"LINESTRING (12.7412096 43.9628695, 12.74122 43.9629308, 12.7412491 43.9631019, 12.7412289 43.9631632, 12.7411835 43.9632091)",,,,,
158259696,False,Via Nazario Sauro,unclassified,,True,124.55,"LINESTRING (12.7461164 43.9613872, 12.7467961 43.9623948)",,,,,
243721676,False,Via Giuseppe Garibaldi,tertiary,,False,74.52199999999999,"LINESTRING (12.7461164 43.9613872, 12.7462354 43.9613412, 12.7468255 43.9611221, 12.746944 43.9610802)",2,,,,
713165256,False,Via Giuseppe Garibaldi,tertiary,,True,58.073,"LINESTRING (12.7461164 43.9613872, 12.7460195 43.9614223, 12.745469 43.961623)",2,,,,
"[392273901, 26256694]",False,Via Fiume,tertiary,,True,183.973,"LINESTRING (12.7383582 43.9665092, 12.7383594 43.9664652, 12.7383686 43.9661177, 12.7383706 43.9660438, 12.7383711 43.9659819, 12.7383787 43.965009, 12.7383868 43.9648549)",,,,,
"[419789612, 452863815]",False,"['Via Fiume', 'Lungomare Rasi Spinelli']",tertiary,30,"[False, True]",62.724,"LINESTRING (12.7383582 43.9665092, 12.7383575 43.9665713, 12.7383573 43.9666098, 12.7383564 43.9667965, 12.7383996 43.9668653, 12.7384576 43.9668923, 12.7385331 43.9669023, 12.7386667 43.966908)",2,,,,
26256815,False,Via Giuseppe Verdi,tertiary,,False,72.724,"LINESTRING (12.7487014 43.9657996, 12.747984 43.966201)",2,,,,
26256815,False,Via Giuseppe Verdi,tertiary,,True,43.644,"LINESTRING (12.7487014 43.9657996, 12.7491363 43.9655628)",2,,,,
233391635,True,Via del Porto,residential,,False,113.371,"LINESTRING (12.7487014 43.9657996, 12.7478257 43.9649982)",,,,,
26256815,False,Via Giuseppe Verdi,tertiary,,False,45.807,"LINESTRING (12.7475031 43.9664714, 12.7470559 43.9667285)",2,,,,
26256815,False,Via Giuseppe Verdi,tertiary,,True,48.84,"LINESTRING (12.7475031 43.9664714, 12.747984 43.966201)",2,,,,
275577611,True,Via Calatafimi,residential,,False,54.861,"LINESTRING (12.7475031 43.9664714, 12.7470885 43.9660785)",,,,,
27521601,True,Via ventiquattro maggio,residential,,False,99.411,"LINESTRING (12.7434831 43.9625907, 12.7442025 43.9633195)",,,,,
25942406,True,Piazza Vincenzo Filippini,tertiary,,False,10.001000000000001,"LINESTRING (12.7434831 43.9625907, 12.743461 43.9625991, 12.7434364 43.9626022, 12.7434117 43.9625995, 12.7433894 43.9625914, 12.7433718 43.9625786)",1,roundabout,,,
496716070,True,Via Giuseppe Verdi,tertiary,,False,108.179,"LINESTRING (12.7460513 43.9673749, 12.7464412 43.9670733, 12.7470559 43.9667285)",,,,,
607768411,True,Via Guglielmo Marconi,residential,,False,123.92899999999999,"LINESTRING (12.7460513 43.9673749, 12.7458838 43.967206, 12.7455454 43.9668633, 12.7453882 43.9667141, 12.7452583 43.9666181, 12.7450713 43.9665221)",,,,,
496716069,True,Lungomare Rasi Spinelli,tertiary,,False,45.653,"LINESTRING (12.7436252 43.9671976, 12.7441921 43.9672433)",,,,,
27521613,True,Via Risorgimento,residential,,False,28.435,"LINESTRING (12.7423239 43.9653619, 12.7424891 43.9655883)",,,,,
35271170,True,Via Guglielmo Marconi,residential,,False,28.112,"LINESTRING (12.7423239 43.9653619, 12.7426249 43.9654922)",,,,,
198690572,False,Via Fiume,tertiary,30,False,46.797,"LINESTRING (12.7383868 43.9648549, 12.7383966 43.9644341)",,,,,
"[392273901, 26256694]",False,Via Fiume,tertiary,,False,183.973,"LINESTRING (12.7383868 43.9648549, 12.7383787 43.965009, 12.7383711 43.9659819, 12.7383706 43.9660438, 12.7383686 43.9661177, 12.7383594 43.9664652, 12.7383582 43.9665092)",,,,,
31051459,True,Via Giacomo Matteotti,unclassified,,False,101.24300000000001,"LINESTRING (12.7383868 43.9648549, 12.738479 43.9648652, 12.7385651 43.9648869, 12.7395851 43.9651434)",,,,,
"[31051459, 243755716, 243755718]",True,"['Via Filippo Corridoni', 'Via Giacomo Matteotti']","['unclassified', 'residential']",,False,267.89699999999993,"LINESTRING (12.7395851 43.9651434, 12.7404117 43.9653442, 12.7395871 43.9662768, 12.7394217 43.9668475, 12.7394122 43.9668802, 12.7394075 43.9669396)",,,,,
243755719,False,Via Cesare Battisti,residential,,False,54.324,"LINESTRING (12.7395851 43.9651434, 12.7397034 43.9649211, 12.7397942 43.9647319, 12.7398192 43.9646849)",,,,,
243721676,False,Via Giuseppe Garibaldi,tertiary,,True,7.778,"LINESTRING (12.7500292 43.960173, 12.7499341 43.9601874)",2,,,,
26256815,False,Via Giuseppe Verdi,tertiary,,False,36.146,"LINESTRING (12.7499118 43.9651348, 12.7495534 43.9653326)",2,,,,
158259687,False,Via Francesco Petrarca,residential,,False,220.888,"LINESTRING (12.7499118 43.9651348, 12.7495355 43.9648125, 12.7483045 43.9637297, 12.7481618 43.9635988)",2,,,,
158259695,False,,residential,,True,62.741,"LINESTRING (12.7449052 43.9609365, 12.7444867 43.9604594)",,,,,
713165258,True,Via Massimo d'Azeglio,residential,,False,61.705,"LINESTRING (12.7449052 43.9609365, 12.7456068 43.9607065)",,,,,
713165256,False,Via Giuseppe Garibaldi,tertiary,,False,11.625,"LINESTRING (12.7444421 43.9620348, 12.7445634 43.9619773)",2,,,,
713165259,True,Via Cavour,residential,,False,93.827,"LINESTRING (12.7444421 43.9620348, 12.7439645 43.9612642)",,,,,
452856221,False,Via venti settembre,tertiary,,True,80.149,"LINESTRING (12.7444421 43.9620348, 12.7439983 43.9622628, 12.7436357 43.962462)",,,,,
158259685,True,Via Nazario Sauro,residential,,False,85.981,"LINESTRING (12.7456068 43.9607065, 12.7461164 43.9613872)",,,,,
158259691,False,Via della Resistenza,residential,,False,33.298,"LINESTRING (12.7476485 43.9619785, 12.7473042 43.9621466)",,,,,
158259695,False,,residential,,False,62.741,"LINESTRING (12.7444867 43.9604594, 12.7449052 43.9609365)",,,,,
"[713165257, 158259685]",True,"['Via Nazario Sauro', 'Via Cavour']",residential,,False,138.03199999999998,"LINESTRING (12.7444867 43.9604594, 12.7449855 43.9602311, 12.7451826 43.9601374, 12.7456068 43.9607065)",,,,,
158259687,False,Via Francesco Petrarca,residential,,False,83.912,"LINESTRING (12.7481618 43.9635988, 12.7474856 43.9630221)",2,,,,
220010923,True,Via Viole,residential,,False,42.09,"LINESTRING (12.7481618 43.9635988, 12.7486019 43.9633916)",,,,,
158259687,False,Via Francesco Petrarca,residential,,True,220.88799999999998,"LINESTRING (12.7481618 43.9635988, 12.7483045 43.9637297, 12.7495355 43.9648125, 12.7499118 43.9651348)",2,,,,
158259687,False,Via Francesco Petrarca,residential,,True,88.943,"LINESTRING (12.7467961 43.9623948, 12.7474856 43.9630221)",2,,,,
158259691,False,Via della Resistenza,residential,,True,49.148,"LINESTRING (12.7467961 43.9623948, 12.7473042 43.9621466)",,,,,
158259696,False,Via Nazario Sauro,unclassified,,False,124.55,"LINESTRING (12.7467961 43.9623948, 12.7461164 43.9613872)",,,,,
158890093,False,Via Dottor Ferri,residential,,False,52.592,"LINESTRING (12.7467961 43.9623948, 12.7462694 43.9626776)",,,,,
158259683,False,Via Massimo d'Azeglio,residential,,True,57.07,"LINESTRING (12.7439645 43.9612642, 12.7433186 43.9614816)",,,,,
158259684,True,Via Massimo d'Azeglio,residential,,False,83.647,"LINESTRING (12.7439645 43.9612642, 12.7449052 43.9609365)",,,,,
158259692,True,Via Cavour,residential,,False,123.88,"LINESTRING (12.7439645 43.9612642, 12.7438099 43.9609937, 12.743755 43.9608833, 12.74377 43.9608115, 12.743808 43.9607606, 12.7444867 43.9604594)",,,,,
158259683,False,Via Massimo d'Azeglio,residential,,False,93.103,"LINESTRING (12.7411909 43.9621982, 12.7422444 43.9618432)",,,,,
158846653,False,Via Indipendenza,tertiary,,False,75.102,"LINESTRING (12.7411909 43.9621982, 12.7411687 43.9623007, 12.7411585 43.9624183, 12.7411604 43.9626327, 12.7412096 43.9628695)",,,,,
"[158846635, 158846653, 158846655]",False,Via Indipendenza,tertiary,,True,273.751,"LINESTRING (12.7411909 43.9621982, 12.7412848 43.9616883, 12.7413305 43.9614663, 12.7413826 43.9611207, 12.7413843 43.9610554, 12.7413721 43.9609897, 12.7413327 43.9608887, 12.7412686 43.9607966, 12.7405152 43.9599139)",,,yes,,
233391635,True,Via del Porto,residential,,False,35.403,"LINESTRING (12.7501555 43.9671009, 12.7498745 43.966855)",,,,,
158846651,True,,tertiary,,False,8.871,"LINESTRING (12.7402749 43.9595066, 12.7403445 43.9595143, 12.740381 43.9595268)",,roundabout,,,
158846634,True,Via Indipendenza,tertiary,,False,24.427999999999997,"LINESTRING (12.7404574 43.9596984, 12.7404734 43.9597821, 12.7405152 43.9599139)",,,,,
158846651,True,,tertiary,,False,17.119999999999997,"LINESTRING (12.7404574 43.9596984, 12.7404246 43.9597358, 12.7403724 43.9597658, 12.7402906 43.9597841)",,roundabout,,,
158846649,True,Via Francesca da Rimini,residential,,False,21.116,"LINESTRING (12.7402216 43.9597756, 12.7400722 43.9597749, 12.7399597 43.9597899)",,,,,
158846651,True,,tertiary,,False,19.652,"LINESTRING (12.7402216 43.9597756, 12.7401802 43.9597619, 12.7401304 43.9597299, 12.7400989 43.9596876, 12.7400894 43.9596402)",,roundabout,,,
158846651,True,,tertiary,,False,17.669,"LINESTRING (12.740103 43.9595933, 12.7401379 43.9595527, 12.7401977 43.9595202, 12.7402749 43.9595066)",,roundabout,,,
158846639,True,Via Francesca da Rimini,unclassified,,False,19.743000000000002,"LINESTRING (12.7406184 43.9595047, 12.740535 43.9595913, 12.7404726 43.9596478)",,,,,
"[158846635, 158846653, 158846655]",False,Via Indipendenza,tertiary,,False,273.75100000000003,"LINESTRING (12.7405152 43.9599139, 12.7412686 43.9607966, 12.7413327 43.9608887, 12.7413721 43.9609897, 12.7413843 43.9610554, 12.7413826 43.9611207, 12.7413305 43.9614663, 12.7412848 43.9616883, 12.7411909 43.9621982)",,,yes,,
158846654,True,Via Indipendenza,tertiary,,False,23.070999999999998,"LINESTRING (12.7405152 43.9599139, 12.740364 43.9598219, 12.7402906 43.9597841)",,,,,
158846650,True,Via Francesca da Rimini,unclassified,,False,19.162,"LINESTRING (12.740381 43.9595268, 12.740484 43.9595185, 12.7406184 43.9595047)",,,,,
158846651,True,,tertiary,,False,15.962,"LINESTRING (12.740381 43.9595268, 12.7404307 43.9595584, 12.7404626 43.9596004, 12.7404726 43.9596478)",,roundabout,,,
158846651,True,,tertiary,,False,5.603,"LINESTRING (12.7402906 43.9597841, 12.7402216 43.9597756)",,roundabout,,,
158846630,False,Via Francesca da Rimini,residential,,True,58.345,"LINESTRING (12.7399597 43.9597899, 12.7393267 43.9600501)",,,,,
158846652,True,Via Francesca da Rimini,residential,,False,19.891,"LINESTRING (12.7399597 43.9597899, 12.7400393 43.9597259, 12.7400894 43.9596402)",,,,,
158846651,True,,tertiary,,False,5.757,"LINESTRING (12.7404726 43.9596478, 12.7404574 43.9596984)",,roundabout,,,
158889396,True,Via Carlo Cattaneo,residential,,False,103.163,"LINESTRING (12.7423889 43.9631675, 12.7426559 43.963017, 12.7430702 43.9627841, 12.7432878 43.962672, 12.7433226 43.9626457, 12.7433534 43.9626129, 12.7433718 43.9625786)",1,,,,
1085192087,True,Via Carlo Cattaneo,residential,,False,31.586,"LINESTRING (12.7423889 43.9631675, 12.7421055 43.9633029, 12.7420601 43.9633246)",1,,,,
"[834240273, 452934265]",False,"['Via Carlo Marx', 'Piazzale Mercato']","['residential', 'unclassified']",,False,100.362,"LINESTRING (12.743655 43.9636085, 12.7432027 43.9638533, 12.7427504 43.9634801)",,,,,
834240273,False,Via Carlo Marx,residential,,True,54.34,"LINESTRING (12.743655 43.9636085, 12.7441054 43.9633708, 12.7442025 43.9633195)",,,,,
1086292016,False,,residential,,False,43.314,"LINESTRING (12.743655 43.9636085, 12.743632 43.9635863, 12.743618 43.9635727, 12.7433319 43.963296)",,,,,
25942406,True,Piazza Vincenzo Filippini,tertiary,,False,8.873999999999999,"LINESTRING (12.7434664 43.9624939, 12.7434853 43.9625022, 12.7435003 43.962514, 12.7435101 43.9625283, 12.7435139 43.962544, 12.7435114 43.9625599)",1,roundabout,,,
243721677,True,Via venti settembre,tertiary,,False,14.011999999999999,"LINESTRING (12.7434664 43.9624939, 12.7435422 43.9624809, 12.743593 43.9624713, 12.7436357 43.962462)",1,,,,
25942406,True,Piazza Vincenzo Filippini,tertiary,,False,4.175,"LINESTRING (12.7435114 43.9625599, 12.7435053 43.9625716, 12.7434956 43.962582, 12.7434831 43.9625907)",1,roundabout,,,
158890099,True,Via C. Mancini,residential,,False,55.121,"LINESTRING (12.7439671 43.9639064, 12.7434032 43.964191)",,,,,
