osmid,oneway,lanes,name,highway,reversed,length,geometry,junction,maxspeed,ref,bridge,access,tunnel
"[24522949, 484402837]",True,2,Via Don Giovanni Minzoni,secondary,False,203.976,"LINESTRING (10.0991419 44.0755357, 10.0992141 44.0754745, 10.0993498 44.0754174, 10.0993963 44.0753979, 10.0994981 44.0753551, 10.0996138 44.0753064, 10.1001406 44.0751018, 10.1006744 44.0748464, 10.1010284 44.074624, 10.1012282 44.0744956)",,,,,,
595827123,True,1,Via del Cavatore,secondary,False,3.1710000000000003,"LINESTRING (10.0991419 44.0755357, 10.0991574 44.0755446, 10.0991679 44.0755567)",roundabout,,,,,
186705720,False,,Via Don Giovanni Minzoni,secondary,True,11.305,"LINESTRING (10.0986731 44.0755594, 10.0985316 44.0755607)",,,,,,
498206090,True,1,Via Don Giovanni Minzoni,secondary,False,32.879000000000005,"LINESTRING (10.0986731 44.0755594, 10.0988624 44.0755434, 10.0989298 44.0755324, 10.0990107 44.0755178, 10.0990688 44.0755438)",,,,,,
186705720,False,,Via Don Giovanni Minzoni,secondary,False,11.305,"LINESTRING (10.0985316 44.0755607, 10.0986731 44.0755594)",,,,,,
24522950,False,,Via Massimo d'Azeglio,unclassified,False,52.856,"LINESTRING (10.0985316 44.0755607, 10.0984278 44.0755644, 10.0983894 44.0755714, 10.0983667 44.0755789, 10.0982862 44.0756174, 10.0980274 44.075785, 10.0979919 44.0758082)",,,,,,
123683461,False,,Via Massimo d'Azeglio,unclassified,False,60.80199999999999,"LINESTRING (10.097234 44.0762902, 10.0971591 44.0763383, 10.0967413 44.0766103, 10.0966694 44.0766569)",,,,,,
"[160360472, 556938697]",True,,Via Roma,unclassified,False,89.542,"LINESTRING (10.097234 44.0762902, 10.0971788 44.0762441, 10.0968993 44.0760188, 10.096545 44.0757331, 10.0964894 44.0756883)",,50,,,,
595890470,False,,Via Massimo d'Azeglio,unclassified,True,80.86200000000001,"LINESTRING (10.097234 44.0762902, 10.097325 44.0762294, 10.097953 44.0758327, 10.0979919 44.0758082)",,,,,,
160360472,True,,Via Roma,unclassified,False,16.723,"LINESTRING (10.095535 44.0749235, 10.095393 44.074813)",,50,,,,
30417773,False,,Piazza Venti Settembre,residential,True,49.29600000000001,"LINESTRING (10.095535 44.0749235, 10.0955004 44.0749483, 10.0954918 44.0749545, 10.0951144 44.0752089, 10.0951054 44.0752149, 10.0950897 44.07523)",,,,,,
498227089,True,,Via Domenico Cucchiari,unclassified,False,61.747,"LINESTRING (10.1026036 44.0766405, 10.1025598 44.0766086, 10.1023316 44.0764258, 10.1021317 44.0762671, 10.1021005 44.0762412, 10.1020853 44.0762286)",,,,,,
27406442,True,,Via Eugenio Chiesa,unclassified,False,47.620999999999995,"LINESTRING (10.1015975 44.0792403, 10.1014769 44.0791707, 10.1013148 44.0790568, 10.1012919 44.0790404, 10.1011731 44.078941)",,,,,,
595795933,True,,Via Pietro Tacca,unclassified,False,53.135999999999996,"LINESTRING (10.1015975 44.0792403, 10.1016237 44.0792153, 10.1016657 44.0791752, 10.1019236 44.079029, 10.1020633 44.0789039)",,,,,,
