osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,bridge,junction
143823739,Via Montemale,tertiary,False,False,93.307,"LINESTRING (7.3660201 44.4627772, 7.3661039 44.4628184, 7.3662848 44.462839, 7.3671426 44.4630104)",,,,,
318289390,Via Ripoli,residential,False,False,66.317,"LINESTRING (7.3660201 44.4627772, 7.3659459 44.4628327, 7.3659128 44.4629045, 7.3658971 44.4631456, 7.3659613 44.4633431)",50,,,,
442652179,Via Ripoli,residential,False,True,102.876,"LINESTRING (7.3660201 44.4627772, 7.3658387 44.4628072, 7.3652481 44.4628085, 7.3648721 44.4627872, 7.3647327 44.4627667)",50,,,,
1042762467,Via Ripoli,residential,False,False,26.279,"LINESTRING (7.3659613 44.4633431, 7.3662244 44.4634866)",50,,,,
318289390,Via Ripoli,residential,False,True,66.31700000000001,"LINESTRING (7.3659613 44.4633431, 7.3658971 44.4631456, 7.3659128 44.4629045, 7.3659459 44.4628327, 7.3660201 44.4627772)",50,,,,
321307146,Via Buia,unclassified,False,True,110.116,"LINESTRING (7.3659613 44.4633431, 7.3657101 44.4632987, 7.3656542 44.4632787, 7.3655459 44.4632301, 7.3653012 44.4632164, 7.3649561 44.4632311, 7.3647223 44.4632186, 7.3646137 44.4631971)",50,,,,
1042762467,Via Ripoli,residential,False,True,26.279,"LINESTRING (7.3662244 44.4634866, 7.3659613 44.4633431)",50,,,,
73291213,Via Ventiquattro Maggio,residential,False,True,130.226,"LINESTRING (7.3662244 44.4634866, 7.3656419 44.4638845, 7.3651169 44.4641949, 7.3650708 44.4642201, 7.3650294 44.464281)",,,,,
1042762468,Via Ventiquattro Maggio,residential,False,False,97.00999999999999,"LINESTRING (7.3662244 44.4634866, 7.3671906 44.463389, 7.3674147 44.4633156)",,,,,
1042762469,Via Ventiquattro Maggio,residential,False,False,13.822,"LINESTRING (7.3647308 44.4660765, 7.3648892 44.4661282)",,,,,
601721397,Via Caraglio,residential,False,True,21.857,"LINESTRING (7.3647308 44.4660765, 7.3646934 44.4661051, 7.3645087 44.4661912)",,,,,
701936861,Via Ventiquattro Maggio,residential,False,True,82.119,"LINESTRING (7.3647308 44.4660765, 7.3647242 44.46587, 7.3648342 44.4657014, 7.3651216 44.4654781, 7.3651446 44.4654386)",,,,,
192938897,Via Torino,residential,True,False,68.843,"LINESTRING (7.3625591 44.4674609, 7.3625667 44.4675238, 7.3626163 44.4678153, 7.3626702 44.4679062, 7.3627569 44.4680142, 7.3627842 44.4680482)",,,,,
"[229182924, 701936862]",Via Giovanni Giolitti,secondary,False,False,94.062,"LINESTRING (7.3625591 44.4674609, 7.3621673 44.4675553, 7.3618305 44.467595, 7.3617613 44.4676019, 7.3614945 44.4676032, 7.361401 44.4675981)",,2,SP422,,
"[318728358, 701936862]",Via Giovanni Giolitti,secondary,False,True,108.82399999999998,"LINESTRING (7.3625591 44.4674609, 7.3626603 44.4674361, 7.3631141 44.4673372, 7.3632467 44.4673142, 7.3632573 44.4673121, 7.3635214 44.4672621, 7.3637281 44.4672056, 7.3638346 44.4671482, 7.3638456 44.4671416)",,2,SP422,,
318840294,Via Torino,residential,False,False,34.02,"LINESTRING (7.3633478 44.4687072, 7.36334 44.4690131)",,,,,
132951422,,unclassified,False,False,89.33500000000001,"LINESTRING (7.3633478 44.4687072, 7.363398 44.4687367, 7.363585 44.4688496, 7.3636449 44.4688591, 7.3637491 44.4688338, 7.3639908 44.4686265, 7.3640506 44.4685917, 7.3641371 44.4686139, 7.3642103 44.4686598)",,,,,
