osmid,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel
35152487,Viale Europa,secondary,IT:urban,False,False,13.031,"LINESTRING (13.4404038 38.0759842, 13.4405319 38.0759245)",
35152487,Viale Europa,secondary,IT:urban,False,True,13.649,"LINESTRING (13.4404038 38.0759842, 13.4402672 38.0760434)",
868615682,Via S. Antonio,residential,,False,True,7.4430000000000005,"LINESTRING (13.4404038 38.0759842, 13.4404159 38.0760112, 13.4404089 38.0760491)",
35152491,Corso Vittorio Emanuele,secondary,IT:urban,True,False,32.501,"LINESTRING (13.4384799 38.0792927, 13.4381525 38.0794306)",
35152491,Corso Vittorio Emanuele,secondary,IT:urban,True,False,15.255,"LINESTRING (13.4436518 38.0772937, 13.443491 38.0773466)",
35446881,Via Diodoro Siculo,residential,,False,False,54.908,"LINESTRING (13.4436518 38.0772937, 13.4438685 38.0777571)",
46673821,Via Giulio Cesare,tertiary,IT:urban,False,True,35.032,"LINESTRING (13.4415523 38.0796893, 13.4414705 38.0797094, 13.4411723 38.0797882)",
863379372,Via Catalano Fonduta,tertiary,IT:urban,False,False,54.935,"LINESTRING (13.4415523 38.0796893, 13.4415717 38.0797419, 13.4415766 38.0797552, 13.4417516 38.0801577)",
921056442,Via Catalano Fonduta,residential,,False,True,51.629999999999995,"LINESTRING (13.4415523 38.0796893, 13.4415348 38.0796461, 13.4415271 38.079627, 13.4413736 38.0792468)",
"[926308704, 926308705]",Via Giulio Cesare,tertiary,"['IT:urban', '40']",False,False,206.79900000000004,"LINESTRING (13.4415523 38.0796893, 13.4416337 38.0796644, 13.4427598 38.0793198, 13.4430125 38.0792424, 13.4437544 38.0790154)",
46673821,Via Giulio Cesare,tertiary,IT:urban,False,False,17.741,"LINESTRING (13.4409799 38.0798384, 13.4411723 38.0797882)",
46673821,Via Giulio Cesare,tertiary,IT:urban,False,True,120.14099999999999,"LINESTRING (13.4409799 38.0798384, 13.440308 38.0800125, 13.4401564 38.0800568, 13.4400391 38.0801039, 13.4399351 38.0801571, 13.4397368 38.0802741)",
926308704,Via Giulio Cesare,tertiary,IT:urban,False,False,62.422,"LINESTRING (13.4437544 38.0790154, 13.4444148 38.0788035)",
35446883,Via Tenente Morici,residential,,False,False,21.776,"LINESTRING (13.4437544 38.0790154, 13.4437201 38.0789515, 13.4436576 38.078835)",
918801851,Via Tenente Morici,residential,,False,True,49.998999999999995,"LINESTRING (13.4437544 38.0790154, 13.4437855 38.0790737, 13.4438926 38.0792744, 13.4439776 38.0794293)",
"[926308704, 926308705]",Via Giulio Cesare,tertiary,"['IT:urban', '40']",False,True,206.799,"LINESTRING (13.4437544 38.0790154, 13.4430125 38.0792424, 13.4427598 38.0793198, 13.4416337 38.0796644, 13.4415523 38.0796893)",
35542325,Via Alcide De Gasperi,tertiary,IT:urban,True,False,43.324,"LINESTRING (13.447343 38.0778331, 13.4471258 38.077483)",
916480857,Via Alcide De Gasperi,tertiary,IT:urban,True,False,50.392,"LINESTRING (13.447343 38.0778331, 13.4475998 38.0782387)",
926308704,Via Giulio Cesare,tertiary,IT:urban,False,True,23.374,"LINESTRING (13.447343 38.0778331, 13.4470969 38.0779147)",
44646272,Via Papa Giovanni Paolo II,tertiary,IT:urban,False,False,67.225,"LINESTRING (13.447343 38.0778331, 13.4477381 38.0777164, 13.4480613 38.0776191)",
35427413,Via Francesco Giangreco,residential,,False,False,105.654,"LINESTRING (13.4416352 38.075581, 13.4420787 38.0746973)",
41704587,Via della Rinascita,residential,,False,False,14.556,"LINESTRING (13.4416352 38.075581, 13.4415992 38.0754532)",
41704587,Via della Rinascita,residential,,False,True,8.659,"LINESTRING (13.4416352 38.075581, 13.4416213 38.0756581)",
35427416,Via Gibilmanna,residential,,False,False,2.835,"LINESTRING (13.4476724 38.0737247, 13.4477026 38.0737339)",
35427416,Via Gibilmanna,residential,,False,True,44.204,"LINESTRING (13.4476724 38.0737247, 13.4471765 38.0736496)",
44644401,Via Gela,residential,,False,False,33.798,"LINESTRING (13.4476724 38.0737247, 13.4473212 38.073851)",
885575051,Via Gibilmanna,residential,,False,True,16.103,"LINESTRING (13.4481717 38.0738946, 13.4480101 38.0738254)",
44686839,Via Padre Antonio Riela,residential,,False,True,107.447,"LINESTRING (13.4481717 38.0738946, 13.4481447 38.0738242, 13.4476773 38.0730108)",
885575051,Via Gibilmanna,residential,,False,False,31.161,"LINESTRING (13.4481717 38.0738946, 13.4482592 38.0739292, 13.4484898 38.0740204)",
44644397,Via Calatafimi,residential,,False,False,38.266,"LINESTRING (13.4487036 38.0740996, 13.4490645 38.0739054)",
885575051,Via Gibilmanna,residential,,False,True,12.645,"LINESTRING (13.4487036 38.0740996, 13.4485705 38.0740554)",
915516985,Via Ammiraglio Gravina,residential,,True,False,49.194,"LINESTRING (13.4487036 38.0740996, 13.4488597 38.0741436, 13.4492461 38.0742125)",
44644398,Via Bellisario Marisa,residential,,False,False,37.666,"LINESTRING (13.4492461 38.0742125, 13.4492233 38.0741739, 13.4490645 38.0739054)",
35152491,Corso Vittorio Emanuele,secondary,IT:urban,True,False,52.405,"LINESTRING (13.4489252 38.0756693, 13.448372 38.0758495)",
35446879,Via A. Marinuzzi,residential,,False,False,3.472,"LINESTRING (13.448349 38.0771409, 13.4483126 38.0771533)",
35446879,Via A. Marinuzzi,residential,,False,False,41.101,"LINESTRING (13.4483126 38.0771533, 13.447874 38.0772853)",
35446879,Via A. Marinuzzi,residential,,False,True,3.472,"LINESTRING (13.4483126 38.0771533, 13.448349 38.0771409)",
871615773,Largo Hilton,residential,,False,True,41.301,"LINESTRING (13.4483126 38.0771533, 13.4482792 38.0770954, 13.4482296 38.0770144, 13.4481094 38.0768181)",
35446881,Via Diodoro Siculo,residential,,False,True,72.722,"LINESTRING (13.4452545 38.0802939, 13.4449245 38.0796937)",
35446882,Via Enrico Berlinguer,residential,,False,False,24.816,"LINESTRING (13.4452545 38.0802939, 13.4455374 38.0802791)",
35446882,Via Enrico Berlinguer,residential,,False,True,69.189,"LINESTRING (13.4452545 38.0802939, 13.4449564 38.0803003, 13.444788 38.0803043, 13.4444642 38.0803056)",
35152491,Corso Vittorio Emanuele,secondary,IT:urban,True,False,57.291000000000004,"LINESTRING (13.4428732 38.0775468, 13.442669 38.0776129, 13.44239 38.0776962, 13.4422643 38.0777357)",
35446884,Piazza della Regione,residential,,True,False,156.877,"LINESTRING (13.4428732 38.0775468, 13.4427785 38.0773714, 13.4433084 38.0772133, 13.4433933 38.0771341, 13.4441762 38.0768699)",
35446886,Via Roma,residential,,True,False,11.532,"LINESTRING (13.4436827 38.0757957, 13.4437283 38.075893)",
35446887,Via Roma,residential,,False,False,28.662,"LINESTRING (13.4436827 38.0757957, 13.4436905 38.0757787, 13.4437944 38.0755534)",
44644411,Via Grazia Deledda,residential,,True,False,139.609,"LINESTRING (13.4436827 38.0757957, 13.4435321 38.0758229, 13.4425367 38.0758674, 13.4427091 38.076189)",
35152491,Corso Vittorio Emanuele,secondary,IT:urban,True,False,24.26,"LINESTRING (13.4465107 38.076422, 13.4462528 38.0765019)",
35427413,Via Francesco Giangreco,residential,,False,True,105.654,"LINESTRING (13.4420787 38.0746973, 13.4416352 38.075581)",
35427413,Via Francesco Giangreco,residential,,False,False,38.414,"LINESTRING (13.4420787 38.0746973, 13.4420964 38.07466, 13.4422076 38.0744252, 13.442232 38.0743736)",
35427416,Via Gibilmanna,residential,,False,False,208.68400000000003,"LINESTRING (13.4420787 38.0746973, 13.4421364 38.0747151, 13.4427404 38.0749019, 13.4429145 38.0749326, 13.4430754 38.074909, 13.4432543 38.0748438, 13.4434148 38.0747695, 13.4434729 38.0747121, 13.443519 38.0745219, 13.4435561 38.0743347, 13.4436023 38.0742629, 13.4436646 38.0742127, 13.4438262 38.074157)",
915516987,Via Giovanni Falcone,residential,,False,False,121.056,"LINESTRING (13.4420787 38.0746973, 13.4420356 38.0746857, 13.4418379 38.0746323, 13.441712 38.0745634, 13.4415308 38.0743884, 13.4413538 38.0741721, 13.4411589 38.0739325)",
47987871,Via Fondo de Gregorio,residential,,False,True,107.03,"LINESTRING (13.4411589 38.0739325, 13.4410019 38.074263, 13.4408409 38.0746615, 13.44072 38.0748277)",
915516987,Via Giovanni Falcone,residential,,False,False,103.80699999999999,"LINESTRING (13.4411589 38.0739325, 13.4409561 38.0737157, 13.4407265 38.0735608, 13.4406152 38.073498, 13.4404042 38.0733857, 13.4402649 38.0733422)",
915516987,Via Giovanni Falcone,residential,,False,True,121.05599999999998,"LINESTRING (13.4411589 38.0739325, 13.4413538 38.0741721, 13.4415308 38.0743884, 13.441712 38.0745634, 13.4418379 38.0746323, 13.4420356 38.0746857, 13.4420787 38.0746973)",
35582349,Via Salvo D'Acquisto,residential,,False,False,40.706,"LINESTRING (13.4393348 38.0783281, 13.4390121 38.0780645)",
35582350,Via San Pietro,residential,,False,True,35.539,"LINESTRING (13.4400117 38.0765056, 13.4397 38.0767104)",
