osmid,oneway,name,highway,reversed,length,geometry,lanes,junction,maxspeed,bridge
128226422,True,Via Principe Umberto,residential,False,29.456,"LINESTRING (11.3132194 45.1965201, 11.3133069 45.1965378, 11.3133908 45.196471, 11.3134956 45.1963874)",,,,
147840167,True,Piazzetta Giosuè Carducci,tertiary,False,11.408000000000001,"LINESTRING (11.3132194 45.1965201, 11.3132372 45.1965519, 11.3132453 45.1965856, 11.3132433 45.1966198)",1,roundabout,,
148059664,True,Viale dei Tigli,tertiary,False,24.421,"LINESTRING (11.3050017 45.1925533, 11.3048425 45.1927421)",2,,,
348418956,False,Viale dei Tigli,tertiary,True,12.553,"LINESTRING (11.3050017 45.1925533, 11.3050997 45.192464)",2,,,
39247636,False,Corso della Vittoria,residential,False,71.82,"LINESTRING (11.3050017 45.1925533, 11.3050464 45.1926121, 11.3050814 45.1926271, 11.3052121 45.192649, 11.3054406 45.1926908, 11.305755 45.1927498, 11.3058382 45.1927625)",,,,
235291287,False,Via Davide Massari,tertiary,True,56.369,"LINESTRING (11.3061891 45.1939447, 11.3054801 45.193859)",2,,,
168567182,True,Viale dei Caduti,residential,False,107.652,"LINESTRING (11.3061891 45.1939447, 11.3062268 45.1938352, 11.3064936 45.1930599, 11.3065192 45.1930051)",,,,
235291287,False,Via Davide Massari,tertiary,False,78.15700000000001,"LINESTRING (11.3061891 45.1939447, 11.3063582 45.1939673, 11.3069726 45.194042, 11.3071704 45.1940702)",2,,,
148059654,False,Viale Don Giovanni Minzoni,secondary,False,67.305,"LINESTRING (11.312064 45.1888285, 11.3123021 45.1883451, 11.3123097 45.1883311, 11.3123444 45.1882564)",2,,,
"[348418962, 348418964]",True,,tertiary,False,32.523,"LINESTRING (11.312064 45.1888285, 11.3121052 45.1888431, 11.3121396 45.1888648, 11.3121648 45.188892, 11.3121792 45.1889228, 11.3121818 45.1889553, 11.3121723 45.1889871, 11.3121514 45.1890161, 11.3121206 45.1890402, 11.312082 45.189058)",1,roundabout,,
70474090,False,Via Adige,residential,False,42.906,"LINESTRING (11.312082 45.189058, 11.3125128 45.1891542, 11.3126039 45.1891746)",,,,
348418962,True,,tertiary,False,6.196,"LINESTRING (11.312082 45.189058, 11.3120451 45.189067, 11.3120052 45.1890691)",1,roundabout,,
148059658,True,Viale dei Tigli,tertiary,False,27.448,"LINESTRING (11.3077872 45.1893519, 11.3077646 45.1893235, 11.3077502 45.1892875, 11.307749 45.1892494, 11.3077581 45.1892192, 11.3077752 45.1891917, 11.3077947 45.1891713, 11.3078518 45.1891364)",2,roundabout,,
"[148059658, 347341410]",True,Viale dei Tigli,tertiary,False,34.352,"LINESTRING (11.3078518 45.1891364, 11.3079083 45.18912, 11.3079533 45.1891155, 11.3080342 45.1891248, 11.3080809 45.1891419, 11.3081193 45.189166, 11.3081448 45.1891911, 11.3081639 45.1892225, 11.3081725 45.1892597)",2,roundabout,,
225582904,False,Via Antonio Gramsci,residential,True,55.522,"LINESTRING (11.3081058 45.1893741, 11.3081714 45.1894248, 11.3082677 45.1894781, 11.3086838 45.1896587)",,,,
347341411,True,Viale dei Tigli,tertiary,False,17.251,"LINESTRING (11.3081058 45.1893741, 11.3080404 45.1894038, 11.3080005 45.1894121, 11.3079485 45.1894146, 11.3079006 45.1894088)",2,roundabout,,
70474081,True,,residential,False,62.452,"LINESTRING (11.3114594 45.1894526, 11.3117327 45.1893704, 11.3118216 45.189309, 11.3119171 45.1890532)",,,,
348418953,True,Viale dei Caduti,residential,False,61.369,"LINESTRING (11.3114594 45.1894526, 11.3115771 45.1894496, 11.3116634 45.1894629, 11.3117149 45.1894932, 11.3117154 45.1895417, 11.3116878 45.1896409, 11.3116544 45.1897551, 11.3116662 45.1898479)",,,,
128225344,True,Via Venti Settembre,residential,False,75.494,"LINESTRING (11.3091065 45.191445, 11.3083312 45.191042)",,,,
70474118,True,Via Giacomo Matteotti,residential,False,100.553,"LINESTRING (11.3091065 45.191445, 11.3090813 45.1914968, 11.3090528 45.1915553, 11.3086903 45.1923004)",,,,
70474079,False,Via Maria Montessori,residential,False,65.817,"LINESTRING (11.3126039 45.1891746, 11.3128055 45.1897492)",,,,
