osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,ref,junction,access,tunnel
29189892,2,Via Eraclea,tertiary,False,True,65.814,,"LINESTRING (12.5697751 45.627033, 12.5691856 45.6266083)",,,,
28100602,,Via Giuseppe Mazzini,residential,False,True,122.55099999999999,30,"LINESTRING (12.5697751 45.627033, 12.569404 45.6273166, 12.5692727 45.6274115, 12.5691408 45.6275037, 12.5686857 45.6278292)",,,,
320731045,,Via Giuseppe Mazzini,residential,False,False,73.85300000000001,,"LINESTRING (12.5697751 45.627033, 12.570238 45.6267246, 12.5704644 45.6265761)",,,,
41829679,2,Via Dante Alighieri,tertiary,False,False,79.556,30,"LINESTRING (12.5611135 45.6337175, 12.5611443 45.6335882, 12.5611679 45.6334718, 12.5612193 45.6333072, 12.5612811 45.6331956, 12.5613468 45.6331015, 12.561398 45.6330368)",,,,
1064350562,2,Via Aquileia,tertiary,False,False,10.251,30,"LINESTRING (12.5616024 45.6282523, 12.5617209 45.6282119)",,,,
396220639,,Corso Silvio Trentin,tertiary,False,True,10.371,30,"LINESTRING (12.5636288 45.6278637, 12.563703 45.6279412)",SS14,,,
737898591,2,Corso Silvio Trentin,tertiary,False,False,28.534,30,"LINESTRING (12.5636288 45.6278637, 12.5635988 45.6278326, 12.5635349 45.6277654, 12.5635045 45.6277223, 12.5634682 45.6276356)",SS14,,,
"[149361592, 1055631042, 149361595, 149361597]",2,"['Piazzetta Angelo Trevisan', 'Piazza Duomo o delle Grazie', 'Corso Silvio Trentin', 'Piiazza Angelo Trevisan']",tertiary,False,"[False, True]",147.77100000000002,30,"LINESTRING (12.5652337 45.6302995, 12.5653211 45.6302785, 12.5654118 45.6302815, 12.5655383 45.6302882, 12.5657024 45.6302608, 12.5657935 45.6302391, 12.5658605 45.6302298, 12.5659471 45.6302389, 12.5660127 45.6302655, 12.5660763 45.6302894, 12.5661657 45.6303083, 12.566539 45.6303125, 12.5670923 45.6303407)",SS14,,,
"[149361664, 149361601]",,"['Piazzetta Angelo Trevisan', 'Via del Campanile']","['residential', 'tertiary']",True,False,152.44000000000003,30,"LINESTRING (12.5652337 45.6302995, 12.5653509 45.6302268, 12.5653772 45.630186, 12.5654035 45.6301587, 12.5654786 45.6301027, 12.5655954 45.6300516, 12.5656992 45.6299869, 12.5657379 45.629958, 12.5658085 45.629905, 12.5658739 45.6298092, 12.5664692 45.6295894, 12.5666309 45.6295262, 12.5667494 45.62948)",,,,
149361656,2,Via Giannino Ancillotto,tertiary,False,False,151.25300000000001,30,"LINESTRING (12.5652337 45.6302995, 12.5643845 45.6305387, 12.5637062 45.6307356, 12.5634325 45.6308131)",,,,
37120703,2,Via Cesare Battisti,secondary,False,False,23.86,50,"LINESTRING (12.5701392 45.6250473, 12.5700022 45.6252393)",,,,
"[493680268, 676105539, 1163353116]",2,Via Lungo Piave Superiore,secondary,False,False,422.84999999999997,"['70', '50']","LINESTRING (12.5590662 45.629917, 12.5592172 45.6298558, 12.559335 45.6298027, 12.5594747 45.6297292, 12.5596151 45.6296363, 12.5598281 45.6294646, 12.5602838 45.629029, 12.5607596 45.6285841, 12.5610774 45.6282984, 12.5616499 45.6278346, 12.5617649 45.6277415, 12.5622407 45.6273645, 12.5625004 45.6271551, 12.5625794 45.6270914, 12.5626219 45.6270636)",SP83,,,
36600624,,Piazza dei Marinai,residential,True,False,3.45,,"LINESTRING (12.5586571 45.6319363, 12.5586793 45.6319357, 12.5587011 45.6319385)",,roundabout,,
36600624,,Piazza dei Marinai,residential,True,False,11.960999999999999,,"LINESTRING (12.5587011 45.6319385, 12.5587289 45.6319478, 12.5587513 45.6319625, 12.5587664 45.6319813, 12.5587727 45.6320023, 12.5587696 45.6320237)",,roundabout,,
1227870902,,,residential,True,False,15.437999999999999,,"LINESTRING (12.5587011 45.6319385, 12.5587898 45.6319278, 12.5588951 45.6319094)",,,,
36600624,,Piazza dei Marinai,residential,True,False,6.266,,"LINESTRING (12.5587696 45.6320237, 12.5587595 45.6320411, 12.5587432 45.632056, 12.5587218 45.6320674)",,roundabout,,
36600624,,Piazza dei Marinai,residential,True,False,4.6259999999999994,,"LINESTRING (12.5587218 45.6320674, 12.5586941 45.6320749, 12.5586644 45.6320765)",,roundabout,,
149361673,,Piazza Attilio Rizzo,residential,True,False,95.373,30,"LINESTRING (12.5667494 45.62948, 12.5678119 45.6290515)",,,,
41083760,2,Via Tredici Martiri,tertiary,False,False,125.73900000000002,30,"LINESTRING (12.5670923 45.6303407, 12.5676395 45.6303644, 12.5679644 45.6303716, 12.5685256 45.6303912, 12.5687072 45.6303981)",SS14,,,
"[149361592, 1055631042, 149361595, 149361597]",2,"['Piazzetta Angelo Trevisan', 'Piazza Duomo o delle Grazie', 'Corso Silvio Trentin', 'Piiazza Angelo Trevisan']",tertiary,False,"[False, True]",147.77100000000002,30,"LINESTRING (12.5670923 45.6303407, 12.566539 45.6303125, 12.5661657 45.6303083, 12.5660763 45.6302894, 12.5660127 45.6302655, 12.5659471 45.6302389, 12.5658605 45.6302298, 12.5657935 45.6302391, 12.5657024 45.6302608, 12.5655383 45.6302882, 12.5654118 45.6302815, 12.5653211 45.6302785, 12.5652337 45.6302995)",SS14,,,
