osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,access,tunnel
27055846,Via Bologna,residential,False,True,78.872,"LINESTRING (8.5743954 45.7765303, 8.5748867 45.7765313, 8.5754124 45.7765321)",,,,,
196670338,Via per Ranco,residential,True,False,135.825,"LINESTRING (8.5743954 45.7765303, 8.574407 45.7762609, 8.5744463 45.776088, 8.5745137 45.7759286, 8.574729 45.7758703, 8.5748864 45.7757791, 8.5750214 45.7756744, 8.5751326 45.7755275)",,,,,
333380633,Via Dante Alighieri,residential,False,False,5.251,"LINESTRING (8.5751164 45.7753393, 8.5751185 45.7753865)",,,,,
31178633,Via Lombardia,residential,False,False,27.106,"LINESTRING (8.5751164 45.7753393, 8.575032 45.775265, 8.5749582 45.7751252)",,,,,
196670337,Via Dante Alighieri,residential,False,True,166.592,"LINESTRING (8.5751164 45.7753393, 8.5752071 45.7752631, 8.5753642 45.7752145, 8.5758736 45.7751361, 8.5770123 45.7749597, 8.5771579 45.7749679)",,,,,
25557949,Via Giuseppe Mazzini,tertiary,False,False,117.78900000000002,"LINESTRING (8.5806128 45.7735698, 8.5800468 45.7735319, 8.5797476 45.7735155, 8.5793146 45.7735001, 8.5791015 45.7734737)",2,SP4,50,,
25594451,Via Solferino,residential,True,False,132.6,"LINESTRING (8.5806128 45.7735698, 8.5805901 45.7736904, 8.580698 45.7741242, 8.5807165 45.7742732, 8.5807568 45.7744454, 8.5808212 45.7746792, 8.5808165 45.7747476)",,,,,
25612062,Via Giuseppe Mazzini,tertiary,False,False,64.362,"LINESTRING (8.5806128 45.7735698, 8.5808271 45.7735795, 8.5811828 45.7736008, 8.5814351 45.7736387)",2,SP4,50,,
"[400378520, 204112964, 204112965]","['Viale Pietro Martire', 'Viale Repubblica']",tertiary,False,False,245.45000000000002,"LINESTRING (8.568846 45.7719485, 8.5689018 45.7718701, 8.5694817 45.7710627, 8.5695815 45.7709398, 8.5697049 45.7708463, 8.5698344 45.7707778, 8.5700016 45.7707633, 8.5702865 45.7707511, 8.5708524 45.7707717, 8.5710275 45.7707879)",2,SP4,50,,
382225806,Via Mario Greppi,residential,True,False,121.47,"LINESTRING (8.5724343 45.7721967, 8.57163 45.7720237, 8.5709279 45.7718991)",,,,,
382225806,Via Mario Greppi,residential,True,False,91.478,"LINESTRING (8.5735116 45.7725316, 8.5724343 45.7721967)",,,,,
1065542947,Via Mario Greppi,residential,True,False,7.788,"LINESTRING (8.574219 45.7727558, 8.5741229 45.7727355)",,,,,
27383745,Via Mario Greppi,residential,True,False,72.183,"LINESTRING (8.5750812 45.7730002, 8.574219 45.7727558)",,,20,,
"[25648734, 1078142935]",Via Guglielmo Marconi,residential,True,False,126.664,"LINESTRING (8.5766004 45.773441, 8.576702 45.7732294, 8.5767699 45.7730615, 8.5768292 45.7729611, 8.5768961 45.7728387, 8.5769513 45.7727037, 8.5769686 45.7725236, 8.5769756 45.772428, 8.5769979 45.7723441)",,,20,,
