osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,junction,access,ref
165581282,True,,Largo Traiano,residential,,False,9.082,"LINESTRING (11.7923848 45.3344443, 11.792337 45.3344643, 11.792277 45.3344701)",,roundabout,,
165581282,True,,Largo Traiano,residential,,False,16.181,"LINESTRING (11.792277 45.3344701, 11.7922187 45.3344587, 11.7921715 45.3344321, 11.7921504 45.3344085, 11.7921389 45.3343819, 11.7921366 45.3343774)",,roundabout,,
1092981183,True,1,Via Tiberina,residential,,False,28.305,"LINESTRING (11.792277 45.3344701, 11.7921632 45.3345304, 11.7920731 45.3345949, 11.7919834 45.3346057)",,,,
37301171,True,,Via Giulio Cesare,residential,,False,5.409,"LINESTRING (11.7938982 45.3333908, 11.7938927 45.3334066, 11.7938822 45.333421, 11.7938672 45.3334333)",,roundabout,,
37301581,False,,Via Giulio Cesare,residential,,True,160.306,"LINESTRING (11.7920045 45.3320774, 11.7920544 45.3321138, 11.7924398 45.3323944, 11.7927142 45.3325943, 11.7934287 45.3331147)",,,,
131723045,False,,Via Ottaviana,residential,,False,60.606,"LINESTRING (11.7920045 45.3320774, 11.792063 45.3320347, 11.7923819 45.3318019, 11.7925449 45.3316866)",,,,
131723045,False,,Via Ottaviana,residential,,True,35.370000000000005,"LINESTRING (11.7920045 45.3320774, 11.7918008 45.332214, 11.7917204 45.3322691, 11.791665 45.3322827)",,,,
"[37301136, 1092981186]",False,1,Via Pesare,residential,,False,127.17,"LINESTRING (11.7949879 45.3358957, 11.7946703 45.3361551, 11.7945416 45.3361792, 11.7938705 45.33574, 11.7938056 45.3356962)",3.5,,,
37932130,False,,Vicolo San Mauro,residential,,False,164.29999999999998,"LINESTRING (11.78985 45.3295738, 11.7898493 45.3295085, 11.7898492 45.3294981, 11.7898528 45.3294375, 11.7898737 45.3293939, 11.7898952 45.3293641, 11.7899113 45.3293468, 11.7901312 45.3292141, 11.7904541 45.3289638, 11.790626 45.3288108, 11.7910147 45.3283867)",,,yes,
131722667,False,2,Via Aureliana,residential,,False,95.272,"LINESTRING (11.78985 45.3295738, 11.7898763 45.3296123, 11.7899112 45.3296633, 11.7903077 45.3302432, 11.7903795 45.3303455)",,,,
134414336,False,2,Viale Stazione,tertiary,,False,94.99799999999999,"LINESTRING (11.78985 45.3295738, 11.7897041 45.3296232, 11.7893134 45.3297615, 11.7887621 45.3299545)",,,,
123085400,True,,Via Marza,tertiary,,False,8.887,"LINESTRING (11.7965987 45.3325551, 11.7966002 45.3325188, 11.7966221 45.332478)",,roundabout,,
123085400,True,,Via Marza,tertiary,,False,18.831,"LINESTRING (11.7969114 45.332572, 11.7968869 45.3326068, 11.796847 45.3326337, 11.7967965 45.3326495, 11.7967593 45.3326528, 11.7967219 45.33265)",,roundabout,,
37301135,True,,Largo Traiano,residential,,False,10.217,"LINESTRING (11.7924372 45.3343631, 11.792432 45.3343924, 11.7924155 45.3344195, 11.7923848 45.3344443)",,roundabout,,
40738656,False,2,Via Neroniana,residential,50,False,21.096,"LINESTRING (11.7952192 45.3271922, 11.7953118 45.3272698, 11.7953952 45.327336)",,,,
1170496158,True,1,Piazzale della Stazione,tertiary,,False,5.4,"LINESTRING (11.7956139 45.3274752, 11.7956169 45.3274889, 11.7956134 45.327499, 11.7956027 45.3275085, 11.7955886 45.3275156)",,roundabout,,
40738656,False,2,Via Neroniana,residential,50,True,21.096,"LINESTRING (11.7953952 45.327336, 11.7953118 45.3272698, 11.7952192 45.3271922)",,,,
"[1170496157, 616983599]",False,2,Via Neroniana,tertiary,50,False,9.716,"LINESTRING (11.7953952 45.327336, 11.7954332 45.3273447, 11.7954693 45.3273806, 11.7954801 45.3273939)",,,,
52733079,False,,Piazzale della Stazione,tertiary,,False,7.358,"LINESTRING (11.7956286 45.3275755, 11.7955886 45.3275156)",,,,
52733079,False,,Piazzale della Stazione,tertiary,,True,4.406,"LINESTRING (11.7956286 45.3275755, 11.7956464 45.3276131)",,,,
616983598,False,2,Piazzale della Stazione,unclassified,,False,38.796,"LINESTRING (11.7956286 45.3275755, 11.795713 45.327548, 11.7960803 45.327431)",,,,
616983598,False,2,Piazzale della Stazione,unclassified,,True,38.796,"LINESTRING (11.7960803 45.327431, 11.795713 45.327548, 11.7956286 45.3275755)",,,,
131721052,False,,Vicolo Celio,residential,,True,83.821,"LINESTRING (11.7896844 45.3343568, 11.7904326 45.3338168)",,,,
841057283,False,2,Via Plinia,residential,,True,50.465999999999994,"LINESTRING (11.790654 45.331103, 11.7903141 45.3312373, 11.7900882 45.3313215)",,,,
32075407,False,2,Viale Stazione,tertiary,,False,16.192999999999998,"LINESTRING (11.7872785 45.3306279, 11.7871864 45.330654, 11.7870851 45.33068)",,,,
32075407,False,2,Viale Stazione,tertiary,,True,138.13,"LINESTRING (11.7872785 45.3306279, 11.787536 45.3305028, 11.7881753 45.3301962, 11.7885666 45.3300361, 11.788636 45.3300077, 11.7887621 45.3299545)",,,,
116614558,False,,Via Claudiana,residential,30,True,173.897,"LINESTRING (11.7872785 45.3306279, 11.7873272 45.3306913, 11.7873424 45.3307144, 11.7873643 45.330746, 11.7873692 45.330754, 11.7874264 45.3308485, 11.7874736 45.3309625, 11.7875543 45.3311797, 11.787722 45.3316456, 11.7877837 45.3317825, 11.7878397 45.331887, 11.7879626 45.3321117)",,,,
841057283,False,2,Via Plinia,residential,,True,52.259,"LINESTRING (11.7890669 45.3317061, 11.7884709 45.331919)",,,,
131722133,False,2,Via Flaminia,residential,,False,191.628,"LINESTRING (11.7890669 45.3317061, 11.7891289 45.3317471, 11.7908518 45.3328874)",6,,,
841057283,False,2,Via Plinia,residential,,False,52.426,"LINESTRING (11.7890669 45.3317061, 11.7891811 45.3316629, 11.7896575 45.3314827)",,,,
103168478,True,,Via Claudiana,residential,,False,43.42,"LINESTRING (11.789987 45.3335153, 11.78989 45.333445, 11.7895955 45.3332383)",,,,
131714145,False,,Via Capitolina,residential,,True,86.598,"LINESTRING (11.789987 45.3335153, 11.789965 45.3335489, 11.7893196 45.3340465, 11.7892584 45.3340997)",,,,
131721057,False,,Via Ottaviana,residential,,False,48.012,"LINESTRING (11.789987 45.3335153, 11.7900889 45.3334303, 11.7903863 45.3332288, 11.7904163 45.3332071)",,,,
110251540,True,1,Viale Stazione,tertiary,,False,162.24800000000002,"LINESTRING (11.7917225 45.3289446, 11.7900796 45.3294918, 11.78985 45.3295738)",,,,
131721252,False,2,Via degli Scavi,residential,50,True,95.54,"LINESTRING (11.7917225 45.3289446, 11.7917499 45.3289853, 11.7917649 45.3290035, 11.792255 45.3297179)",,,,
103168478,True,,Via Claudiana,residential,,False,45.39,"LINESTRING (11.7912637 45.3343879, 11.7908529 45.3340994)",,,,
131721055,False,,Vicolo Palatino,residential,,False,90.61,"LINESTRING (11.7912637 45.3343879, 11.7904541 45.3349711)",,,,
131722667,False,2,Via Aureliana,residential,,False,82.143,"LINESTRING (11.7903795 45.3303455, 11.79083 45.3310129)",,,,
"[103168474, 134414334]",True,"['1', '2']",Via Ennodio,residential,,False,162.415,"LINESTRING (11.7903795 45.3303455, 11.7904859 45.3303065, 11.7914988 45.3299652, 11.7920832 45.3297657, 11.792255 45.3297179)",,,,
131722667,False,2,Via Aureliana,residential,,True,95.272,"LINESTRING (11.7903795 45.3303455, 11.7903077 45.3302432, 11.7899112 45.3296633, 11.7898763 45.3296123, 11.78985 45.3295738)",,,,
131721252,False,2,Via degli Scavi,residential,50,False,184.83800000000002,"LINESTRING (11.7932732 45.3312179, 11.7930086 45.3308552, 11.7926503 45.3303089, 11.7924604 45.3300196, 11.7923384 45.3298407, 11.792255 45.3297179)",,,,
"[972905841, 131721252]",False,2,Via degli Scavi,residential,"['50', '30']",True,174.151,"LINESTRING (11.7932732 45.3312179, 11.7933953 45.3313146, 11.7934757 45.3313767, 11.7935758 45.331445, 11.793661 45.3314862, 11.7938196 45.3315575, 11.7946996 45.3318553, 11.7947893 45.3318877, 11.7948983 45.3319232, 11.7950046 45.3319513, 11.7951086 45.3319756, 11.7951791 45.3319875)",,,,
131723045,False,,Via Ottaviana,residential,,True,77.49600000000001,"LINESTRING (11.7932732 45.3312179, 11.7931822 45.3312509, 11.7931621 45.3312641, 11.7930777 45.3313223, 11.7928949 45.3314473, 11.7927112 45.3315729, 11.7925449 45.3316866)",,,,
131721252,False,2,Via degli Scavi,residential,50,False,95.54,"LINESTRING (11.792255 45.3297179, 11.7917649 45.3290035, 11.7917499 45.3289853, 11.7917225 45.3289446)",,,,
131721252,False,2,Via degli Scavi,residential,50,True,184.83800000000002,"LINESTRING (11.792255 45.3297179, 11.7923384 45.3298407, 11.7924604 45.3300196, 11.7926503 45.3303089, 11.7930086 45.3308552, 11.7932732 45.3312179)",,,,
103168478,True,,Via Claudiana,residential,,False,59.623,"LINESTRING (11.7918222 45.3347531, 11.7912637 45.3343879)",,,,
32074881,False,2,Via Tiberina,residential,,True,166.04700000000003,"LINESTRING (11.7918222 45.3347531, 11.7916834 45.3348579, 11.7912371 45.3352199, 11.7908337 45.3355216, 11.7904013 45.3358629)",,,,
116614557,False,2,Via Tiberina,residential,,False,20.688,"LINESTRING (11.7918222 45.3347531, 11.7919693 45.334622, 11.7919834 45.3346057)",,,,
116614558,False,,Via Claudiana,residential,30,False,173.89699999999996,"LINESTRING (11.7879626 45.3321117, 11.7878397 45.331887, 11.7877837 45.3317825, 11.787722 45.3316456, 11.7875543 45.3311797, 11.7874736 45.3309625, 11.7874264 45.3308485, 11.7873692 45.330754, 11.7873643 45.330746, 11.7873424 45.3307144, 11.7873272 45.3306913, 11.7872785 45.3306279)",,,,
841057281,True,2,Via Plinia,residential,,False,45.144999999999996,"LINESTRING (11.7879626 45.3321117, 11.7883331 45.3319695, 11.7884709 45.331919)",,,,
109987583,False,2,Via Marza,tertiary,,False,203.199,"LINESTRING (11.7964275 45.3327724, 11.7962937 45.3329112, 11.796012 45.3332377, 11.7956677 45.3336904, 11.7951286 45.3343544)",,,,
109987585,True,,Via Marza,tertiary,,False,27.764000000000003,"LINESTRING (11.7964275 45.3327724, 11.7965753 45.3326062, 11.7965987 45.3325551)",,,,
52733079,False,,Piazzale della Stazione,tertiary,,True,7.358,"LINESTRING (11.7955886 45.3275156, 11.7956286 45.3275755)",,,,
616983596,True,1,Piazzale della Stazione,tertiary,,False,19.528000000000002,"LINESTRING (11.7955886 45.3275156, 11.7955706 45.3275197, 11.7955535 45.3275191, 11.7955384 45.3275145, 11.7955261 45.327506, 11.7954675 45.3274321, 11.7954638 45.3274207, 11.7954657 45.3274088, 11.7954721 45.3273993, 11.7954801 45.3273939)",,roundabout,,
110186735,True,1,Piazzale della Stazione,tertiary,,False,16.183,"LINESTRING (11.7954801 45.3273939, 11.7954921 45.3273879, 11.7955092 45.3273849, 11.795524 45.3273858, 11.7955417 45.3273903, 11.7955545 45.3274012, 11.7955869 45.3274399, 11.7956139 45.3274752)",,roundabout,,
"[1170496157, 616983599]",False,2,Via Neroniana,tertiary,50,True,9.716000000000001,"LINESTRING (11.7954801 45.3273939, 11.7954693 45.3273806, 11.7954332 45.3273447, 11.7953952 45.327336)",,,,
131714145,False,,Via Capitolina,residential,,False,117.961,"LINESTRING (11.7872616 45.3354621, 11.7876325 45.3352087, 11.7883862 45.3347554)",,,,
131714145,False,,Via Capitolina,residential,,True,78.81299999999999,"LINESTRING (11.7872616 45.3354621, 11.7869546 45.3356569, 11.7865131 45.335937)",,,,
32074881,False,2,Via Tiberina,residential,,False,166.047,"LINESTRING (11.7904013 45.3358629, 11.7908337 45.3355216, 11.7912371 45.3352199, 11.7916834 45.3348579, 11.7918222 45.3347531)",,,,
131714147,False,,Via Diocleziana,residential,,True,157.54399999999998,"LINESTRING (11.7904013 45.3358629, 11.7892311 45.3350126, 11.7889762 45.3351627)",,,,
131714145,False,,Via Capitolina,residential,,False,46.984,"LINESTRING (11.7883862 45.3347554, 11.7888112 45.3344566)",,,,
131714147,False,,Via Diocleziana,residential,,False,64.638,"LINESTRING (11.7883862 45.3347554, 11.7889762 45.3351627)",,,,
131714145,False,,Via Capitolina,residential,,True,117.961,"LINESTRING (11.7883862 45.3347554, 11.7876325 45.3352087, 11.7872616 45.3354621)",,,,
32074831,False,2,Via Roma,secondary,,False,64.011,"LINESTRING (11.7865131 45.335937, 11.7861334 45.3357014, 11.7859029 45.3355531)",,,,SP2
131714145,False,,Via Capitolina,residential,,False,78.81299999999999,"LINESTRING (11.7865131 45.335937, 11.7869546 45.3356569, 11.7872616 45.3354621)",,,,
32074831,False,2,Via Roma,secondary,,True,64.011,"LINESTRING (11.7859029 45.3355531, 11.7861334 45.3357014, 11.7865131 45.335937)",,,,SP2
131714143,False,,Via Flavia,residential,,False,233.214,"LINESTRING (11.7859029 45.3355531, 11.7859375 45.3355287, 11.7860578 45.3354437, 11.7865354 45.3351061, 11.7868948 45.3348761, 11.7882032 45.3342279)",,,,
131714147,False,,Via Diocleziana,residential,,True,64.638,"LINESTRING (11.7889762 45.3351627, 11.7883862 45.3347554)",,,,
131714147,False,,Via Diocleziana,residential,,False,157.54399999999998,"LINESTRING (11.7889762 45.3351627, 11.7892311 45.3350126, 11.7904013 45.3358629)",,,,
131714145,False,,Via Capitolina,residential,,True,46.984,"LINESTRING (11.7888112 45.3344566, 11.7883862 45.3347554)",,,,
131714143,False,,Via Flavia,residential,,True,64.218,"LINESTRING (11.7888112 45.3344566, 11.7887777 45.3344337, 11.7886938 45.3343762, 11.788362 45.334149, 11.7882032 45.3342279)",,,,
131714145,False,,Via Capitolina,residential,,False,52.989,"LINESTRING (11.7888112 45.3344566, 11.7889628 45.3343564, 11.7892584 45.3340997)",,,,
131721053,False,,Vicolo Viminale,unclassified,,True,69.74,"LINESTRING (11.7885364 45.3333828, 11.7891615 45.3329353)",,,,
103168478,True,,Via Claudiana,residential,,False,47.814,"LINESTRING (11.7895955 45.3332383, 11.7893663 45.3330803, 11.7891615 45.3329353)",,,,
131721056,False,,Vicolo Quirinale,residential,,False,82.338,"LINESTRING (11.7895955 45.3332383, 11.788925 45.3337208, 11.7888483 45.3337588)",,,,
131721053,False,,Vicolo Viminale,unclassified,,False,69.74,"LINESTRING (11.7891615 45.3329353, 11.7885364 45.3333828)",,,,
103168478,True,,Via Claudiana,residential,,False,131.28199999999998,"LINESTRING (11.7891615 45.3329353, 11.7888618 45.3327231, 11.7883018 45.332338, 11.7880198 45.3321713, 11.7879626 45.3321117)",,,,
131721052,False,,Vicolo Celio,residential,,False,83.821,"LINESTRING (11.7904326 45.3338168, 11.7896844 45.3343568)",,,,
103168478,True,,Via Claudiana,residential,,False,48.344,"LINESTRING (11.7904326 45.3338168, 11.7900546 45.3335607, 11.789987 45.3335153)",,,,
131721055,False,,Vicolo Palatino,residential,,True,90.61,"LINESTRING (11.7904541 45.3349711, 11.7912637 45.3343879)",,,,
131721054,False,,Vicolo Aventino,residential,,False,79.645,"LINESTRING (11.7908529 45.3340994, 11.7901537 45.3346204)",,,,
103168478,True,,Via Claudiana,residential,,False,45.471000000000004,"LINESTRING (11.7908529 45.3340994, 11.7904927 45.3338611, 11.7904326 45.3338168)",,,,
131721054,False,,Vicolo Aventino,residential,,True,79.645,"LINESTRING (11.7901537 45.3346204, 11.7908529 45.3340994)",,,,
392067649,True,1,,residential,,False,19.365000000000002,"LINESTRING (11.7951791 45.3319875, 11.795193 45.3319647, 11.7952166 45.3319461, 11.7952473 45.3319337, 11.7952821 45.3319289, 11.7953172 45.331932, 11.795349 45.3319429, 11.7953744 45.3319602)",,roundabout,,
"[972905841, 131721252]",False,2,Via degli Scavi,residential,"['30', '50']",False,174.151,"LINESTRING (11.7951791 45.3319875, 11.7951086 45.3319756, 11.7950046 45.3319513, 11.7948983 45.3319232, 11.7947893 45.3318877, 11.7946996 45.3318553, 11.7938196 45.3315575, 11.793661 45.3314862, 11.7935758 45.331445, 11.7934757 45.3313767, 11.7933953 45.3313146, 11.7932732 45.3312179)",,,,
103168476,True,,Via degli Scavi,residential,,False,93.978,"LINESTRING (11.7946457 45.3327396, 11.794574 45.3328631, 11.7944671 45.3329616, 11.7943156 45.3331011, 11.7940794 45.3332686, 11.7938982 45.3333908)",,,,
"[392328136, 972905853]",False,2,Via degli Scavi,residential,30,False,88.151,"LINESTRING (11.7946457 45.3327396, 11.7950267 45.3323574, 11.7951681 45.3322234, 11.7952231 45.3321662, 11.7952561 45.3321199, 11.7952696 45.3320827)",,,,
37301171,True,,Via Giulio Cesare,residential,,False,10.372,"LINESTRING (11.7938338 45.3333169, 11.7938573 45.3333256, 11.7938767 45.3333383, 11.7938906 45.3333542, 11.7938979 45.3333722, 11.7938982 45.3333908)",,roundabout,,
131721251,True,,,residential,,False,90.496,"LINESTRING (11.7938338 45.3333169, 11.7940765 45.3331767, 11.7943549 45.3329635, 11.7944058 45.3329208, 11.7945235 45.3328221, 11.7946457 45.3327396)",,,,
841057283,False,2,Via Plinia,residential,,False,52.259,"LINESTRING (11.7884709 45.331919, 11.7890669 45.3317061)",,,,
131721057,False,,Via Ottaviana,residential,,False,49.223,"LINESTRING (11.7904163 45.3332071, 11.790456 45.3331763, 11.7905137 45.3331342, 11.7908518 45.3328874)",,,,
131721057,False,,Via Ottaviana,residential,,True,48.012,"LINESTRING (11.7904163 45.3332071, 11.7903863 45.3332288, 11.7900889 45.3334303, 11.789987 45.3335153)",,,,
131722140,True,1,Via Appia,residential,,False,208.913,"LINESTRING (11.7904163 45.3332071, 11.7898801 45.3328631, 11.7885497 45.3319705, 11.7885155 45.3319476, 11.7884709 45.331919)",4.5,,,
131722134,False,,Via Liviana,residential,,True,51.761,"LINESTRING (11.790802 45.3322599, 11.7903367 45.3319287)",,,,
131722134,False,,Via Liviana,residential,,False,51.761,"LINESTRING (11.7903367 45.3319287, 11.790802 45.3322599)",,,,
131722134,False,,Via Liviana,residential,,True,72.652,"LINESTRING (11.7903367 45.3319287, 11.7896575 45.3314827)",,,,
131722137,False,,Via Tarquinia,residential,,True,70.257,"LINESTRING (11.7903367 45.3319287, 11.7900882 45.3313215)",,,,
131722134,False,,Via Liviana,residential,,False,72.652,"LINESTRING (11.7896575 45.3314827, 11.7903367 45.3319287)",,,,
841057283,False,2,Via Plinia,residential,,False,38.143,"LINESTRING (11.7896575 45.3314827, 11.7897777 45.3314372, 11.7900882 45.3313215)",,,,
841057283,False,2,Via Plinia,residential,,True,52.426,"LINESTRING (11.7896575 45.3314827, 11.7891811 45.3316629, 11.7890669 45.3317061)",,,,
"[131721057, 140163958]",False,,Via Ottaviana,residential,,"[False, True]",60.193999999999996,"LINESTRING (11.7908518 45.3328874, 11.791298 45.3325785, 11.791346 45.3325437, 11.7913509 45.3325424, 11.7913973 45.3325059)",,,,
131721057,False,,Via Ottaviana,residential,,True,49.223,"LINESTRING (11.7908518 45.3328874, 11.7905137 45.3331342, 11.790456 45.3331763, 11.7904163 45.3332071)",,,,
131722133,False,2,Via Flaminia,residential,,True,191.628,"LINESTRING (11.7908518 45.3328874, 11.7891289 45.3317471, 11.7890669 45.3317061)",6,,,
131722137,False,,Via Tarquinia,residential,,False,70.257,"LINESTRING (11.7900882 45.3313215, 11.7903367 45.3319287)",,,,
841057283,False,2,Via Plinia,residential,,False,50.465999999999994,"LINESTRING (11.7900882 45.3313215, 11.7903141 45.3312373, 11.790654 45.331103)",,,,
841057283,False,2,Via Plinia,residential,,True,38.143,"LINESTRING (11.7900882 45.3313215, 11.7897777 45.3314372, 11.7896575 45.3314827)",,,,
131723045,False,,Via Ottaviana,residential,,False,35.37,"LINESTRING (11.791665 45.3322827, 11.7917204 45.3322691, 11.7918008 45.332214, 11.7920045 45.3320774)",,,,
165581288,True,,,residential,,False,17.605,"LINESTRING (11.791665 45.3322827, 11.7916661 45.3322993, 11.7916627 45.3323266, 11.79164 45.3323697, 11.7916149 45.3323924, 11.7915869 45.3324148, 11.7915756 45.3324205)",,roundabout,,
131722130,False,,,residential,,False,10.371,"LINESTRING (11.7914669 45.3324265, 11.7913973 45.3325059)",,,,
165581288,True,,,residential,,False,19.21,"LINESTRING (11.7914669 45.3324265, 11.7914361 45.3324072, 11.791422 45.3323907, 11.7914113 45.3323535, 11.7914153 45.3323172, 11.7914367 45.3322804, 11.7914458 45.3322722)",,roundabout,,
131722667,False,2,Via Aureliana,residential,,True,82.143,"LINESTRING (11.79083 45.3310129, 11.7903795 45.3303455)",,,,
165581283,True,,Via Aureliana,residential,,False,28.968,"LINESTRING (11.79083 45.3310129, 11.7908709 45.3310094, 11.790911 45.3310159, 11.7909457 45.3310315, 11.7909708 45.3310544, 11.7909834 45.331082, 11.790982 45.3311109, 11.7909667 45.3311378, 11.7909393 45.3311594, 11.7909032 45.3311733)",,roundabout,,
131722670,True,,,residential,,False,7.182,"LINESTRING (11.7907449 45.3310936, 11.790654 45.331103)",,,,
165581283,True,,Via Aureliana,residential,,False,11.911,"LINESTRING (11.7907449 45.3310936, 11.790751 45.3310672, 11.7907685 45.3310434, 11.7907958 45.3310247, 11.79083 45.3310129)",,roundabout,,
131723367,False,,,residential,,False,13.342,"LINESTRING (11.7939839 45.3327274, 11.7941073 45.3326445)",,,,
131723369,False,,Via Augustea,residential,,False,61.14,"LINESTRING (11.7939839 45.3327274, 11.7934287 45.3331147)",,,,
131723369,False,,Via Augustea,residential,,True,161.391,"LINESTRING (11.7939839 45.3327274, 11.7925449 45.3316866)",,,,
131723369,False,,Via Augustea,residential,,True,61.14,"LINESTRING (11.7934287 45.3331147, 11.7939839 45.3327274)",,,,
37301581,False,,Via Giulio Cesare,residential,,False,160.306,"LINESTRING (11.7934287 45.3331147, 11.7927142 45.3325943, 11.7924398 45.3323944, 11.7920544 45.3321138, 11.7920045 45.3320774)",,,,
37301581,False,,Via Giulio Cesare,residential,,True,33.853,"LINESTRING (11.7934287 45.3331147, 11.7936001 45.3332342, 11.7936716 45.3332825, 11.7937354 45.3333296)",,,,
131723367,False,,,residential,,True,13.342,"LINESTRING (11.7941073 45.3326445, 11.7939839 45.3327274)",,,,
37932130,False,,Vicolo San Mauro,residential,,True,164.3,"LINESTRING (11.7910147 45.3283867, 11.790626 45.3288108, 11.7904541 45.3289638, 11.7901312 45.3292141, 11.7899113 45.3293468, 11.7898952 45.3293641, 11.7898737 45.3293939, 11.7898528 45.3294375, 11.7898492 45.3294981, 11.7898493 45.3295085, 11.78985 45.3295738)",,,yes,
131723369,False,,Via Augustea,residential,,False,161.391,"LINESTRING (11.7925449 45.3316866, 11.7939839 45.3327274)",,,,
131723045,False,,Via Ottaviana,residential,,False,77.49600000000001,"LINESTRING (11.7925449 45.3316866, 11.7927112 45.3315729, 11.7928949 45.3314473, 11.7930777 45.3313223, 11.7931621 45.3312641, 11.7931822 45.3312509, 11.7932732 45.3312179)",,,,
131723045,False,,Via Ottaviana,residential,,True,60.606,"LINESTRING (11.7925449 45.3316866, 11.7923819 45.3318019, 11.792063 45.3320347, 11.7920045 45.3320774)",,,,
131724017,False,,Vicolo San Mauro,residential,,False,100.36,"LINESTRING (11.7917853 45.3274642, 11.7911193 45.3282358)",,,,
40694276,True,,Via San Mauro,tertiary,,False,195.665,"LINESTRING (11.7917853 45.3274642, 11.7921021 45.3274012, 11.7924044 45.3273525, 11.7927061 45.3273179, 11.7929508 45.3272976, 11.7931558 45.3272882, 11.7933839 45.3272884, 11.7942609 45.3273162)",,,,
