osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,ref,access,junction
48142041,True,Via Santa Maria in Colle,unclassified,False,127.25499999999998,"LINESTRING (12.0428101 45.7751601, 12.0428028 45.7751603, 12.0427946 45.7751609, 12.0427855 45.7751627, 12.0427746 45.7751657, 12.0427611 45.7751698, 12.0427458 45.7751754, 12.0427365 45.7751797, 12.042729 45.7751845, 12.0427226 45.7751906, 12.0427168 45.7751967, 12.0427106 45.7752057, 12.0426865 45.7752584, 12.0426847 45.7752648, 12.0426838 45.7752704, 12.0426837 45.7752755, 12.0426836 45.7752829, 12.0426834 45.7752894, 12.0426824 45.7752968, 12.042681 45.7753022, 12.0425421 45.7756362, 12.0424463 45.7758603, 12.0423792 45.7760151, 12.0423389 45.7761053, 12.0422832 45.77619, 12.0422726 45.7762153)",,,,,
1268497839,True,Via Trenta Aprile,secondary,False,45.972,"LINESTRING (12.0428101 45.7751601, 12.0426308 45.7751064, 12.0425119 45.7750696, 12.042388 45.7750328, 12.0423547 45.7750235, 12.04232 45.7750141, 12.0422633 45.7750009)",1,50,,,
74882384,True,Viale Bertolini Pietro,unclassified,False,14.763,"LINESTRING (12.0429882 45.7737821, 12.0430099 45.7736502)",,50,,,
126521047,False,Via De Gasperi Alcide,unclassified,True,290.088,"LINESTRING (12.0429882 45.7737821, 12.0418523 45.7737436, 12.0414875 45.7737324, 12.041352 45.7737184, 12.0412139 45.7736912, 12.0411367 45.7736688, 12.0410596 45.7736369, 12.040929 45.7735639, 12.0406956 45.7734281, 12.0406136 45.7733934, 12.0405182 45.77337, 12.0403731 45.7733477, 12.0402564 45.7733394, 12.0401342 45.7733387, 12.0395052 45.7733558, 12.039407 45.7733565)",,,,,
19555763,False,Piazza Oberkochen,residential,False,62.92999999999999,"LINESTRING (12.0438901 45.7737003, 12.0438891 45.773729, 12.0438812 45.7739509, 12.0438748 45.7741303, 12.0438748 45.7741413, 12.0438749 45.774167, 12.043886 45.7742658)",,,,,
240802249,True,Via dei Martini,secondary,False,43.955,"LINESTRING (12.0438901 45.7737003, 12.0444309 45.7736872, 12.0444565 45.7736867)",2,30,,,
"[550503264, 201573713]",True,Via Montello,tertiary,False,22.153,"LINESTRING (12.0503986 45.7806864, 12.0503037 45.7806152, 12.0502122 45.7805356)",1,,,,
28430250,True,Via Montello,tertiary,False,16.259999999999998,"LINESTRING (12.0470129 45.778292, 12.0469101 45.7782506, 12.0468205 45.7782397)",,,,,
201587021,False,Via Montello,tertiary,True,228.348,"LINESTRING (12.0470129 45.778292, 12.0471381 45.7783952, 12.0477844 45.7789041, 12.0481732 45.779184, 12.0485709 45.7794405, 12.0489628 45.7797133, 12.0490452 45.7797758)",,,,,
28430247,True,Via Montello,tertiary,False,23.535,"LINESTRING (12.0466789 45.7779332, 12.0467126 45.7779784, 12.0467421 45.7780154, 12.0467769 45.7780643, 12.0468071 45.7781245)",,,,,
240802242,False,Via Montello,tertiary,True,25.725,"LINESTRING (12.0466789 45.7779332, 12.0466479 45.7778832, 12.0465802 45.7777843, 12.0465398 45.7777232)",,50,,,
25954093,True,Via Montello,tertiary,False,42.612,"LINESTRING (12.0465398 45.7777232, 12.0463872 45.777528, 12.0463687 45.7775134, 12.0463536 45.7775038, 12.0463353 45.7774923, 12.0463149 45.7774809, 12.0461981 45.7774387)",,30,,,
240802242,False,Via Montello,tertiary,False,25.725,"LINESTRING (12.0465398 45.7777232, 12.0465802 45.7777843, 12.0466479 45.7778832, 12.0466789 45.7779332)",,50,,,
123180117,True,Via Giuseppe Garibaldi,unclassified,False,25.22,"LINESTRING (12.0456655 45.7769227, 12.0457098 45.7769383, 12.0458476 45.7769765, 12.0458833 45.7769829, 12.0459737 45.7769816)",1,,,,
