osmid,oneway,lanes,highway,reversed,length,name,geometry
"[608425716, 608425710, 608425711]",False,2,residential,True,199.59199999999998,Calle La Pachanga,"LINESTRING (-62.693132 8.3263563, -62.6931087 8.3263742, -62.6930654 8.3263971, -62.6930156 8.326415, -62.6929658 8.3264165, -62.6928645 8.3264034, -62.692794 8.3264074, -62.6927433 8.3264268, -62.6926589 8.3264558, -62.6925705 8.3264805, -62.6924935 8.3264886, -62.6924488 8.326487, -62.6924054 8.3264716, -62.6923796 8.3264398, -62.6923683 8.3264123, -62.6923659 8.3263754, -62.69238 8.3263478, -62.6924473 8.3262809, -62.6925027 8.3262252, -62.6925962 8.3261493, -62.6926907 8.3260881, -62.6927792 8.3260193, -62.6928099 8.3260046, -62.6928444 8.3260036, -62.6928669 8.3260177, -62.6928982 8.3260577, -62.6930485 8.3262542)"
608425716,False,2,residential,False,14.62,Calle La Pachanga,"LINESTRING (-62.693132 8.3263563, -62.6931172 8.3263417, -62.6930485 8.3262542)"
"[608425716, 608425710, 608425711]",False,2,residential,False,199.592,Calle La Pachanga,"LINESTRING (-62.6930485 8.3262542, -62.6928982 8.3260577, -62.6928669 8.3260177, -62.6928444 8.3260036, -62.6928099 8.3260046, -62.6927792 8.3260193, -62.6926907 8.3260881, -62.6925962 8.3261493, -62.6925027 8.3262252, -62.6924473 8.3262809, -62.69238 8.3263478, -62.6923659 8.3263754, -62.6923683 8.3264123, -62.6923796 8.3264398, -62.6924054 8.3264716, -62.6924488 8.326487, -62.6924935 8.3264886, -62.6925705 8.3264805, -62.6926589 8.3264558, -62.6927433 8.3264268, -62.692794 8.3264074, -62.6928645 8.3264034, -62.6929658 8.3264165, -62.6930156 8.326415, -62.6930654 8.3263971, -62.6931087 8.3263742, -62.693132 8.3263563)"
608425716,False,2,residential,True,14.62,Calle La Pachanga,"LINESTRING (-62.6930485 8.3262542, -62.6931172 8.3263417, -62.693132 8.3263563)"
