osmid,oneway,highway,reversed,length,lanes,name,maxspeed,bridge,geometry,ref
162644638,True,residential,False,10.839,,,,,"LINESTRING (-67.3216573 10.2288887, -67.3217356 10.2289484)",
"[43334833, 43070827]",False,residential,"[False, True]",308.238,2,Avenida Interindustrial,60,yes,"LINESTRING (-67.3216573 10.2288887, -67.3216192 10.2287962, -67.3213524 10.2281492, -67.3208664 10.2269704, -67.3208149 10.2266832, -67.320828 10.2265338, -67.3208854 10.2263665, -67.3209192 10.2262897)",
172510897,True,primary,False,121.941,2,Avenida Francisco de Miranda,40,,"LINESTRING (-67.3216573 10.2288887, -67.3213977 10.2290365, -67.3206305 10.2293055)",L-1
124354699,True,residential,False,84.09700000000001,2,Avenida Universidad,60,,"LINESTRING (-67.3222481 10.2254889, -67.3228075 10.2252652, -67.3229556 10.2251943)",
43070829,True,residential,False,11.647,2,Avenida Universidad,60,,"LINESTRING (-67.3210623 10.225852, -67.3210065 10.2257628)",
124354699,True,residential,False,135.897,2,Avenida Universidad,60,,"LINESTRING (-67.3210623 10.225852, -67.3222481 10.2254889)",
43334833,False,residential,False,15.624,2,Avenida Interindustrial,60,yes,"LINESTRING (-67.3209923 10.226169, -67.3209192 10.2262897)",
658258909,True,residential,False,7.964,2,Av. Interindustrial,60,,"LINESTRING (-67.3209923 10.226169, -67.321048 10.2261229)",
172511369,False,residential,False,53.909,2,Calle Uno Las Mercedes,30,,"LINESTRING (-67.324978 10.2305837, -67.3250603 10.2310617)",
172511369,False,residential,True,14.665,2,Calle Uno Las Mercedes,30,,"LINESTRING (-67.324978 10.2305837, -67.3249586 10.2304532)",
128226671,False,residential,True,120.79700000000001,,,,,"LINESTRING (-67.324978 10.2305837, -67.3255986 10.2304922, -67.325761 10.2304222, -67.3259273 10.2303378, -67.3260078 10.2302612)",
162644649,False,residential,False,3.78,4,Avenida Interindustrial,60,,"LINESTRING (-67.3229556 10.2251943, -67.3229894 10.2251873)",
124354696,True,residential,False,222.584,2,Avenida Universidad,60,,"LINESTRING (-67.3229556 10.2251943, -67.3227888 10.2252274, -67.3220872 10.2254211, -67.3219662 10.2254545, -67.3210065 10.2257628)",
43350822,True,primary,False,117.179,2,Avenida Victoria,40,,"LINESTRING (-67.3232717 10.2279775, -67.3228845 10.228196, -67.3223428 10.2285018)",L-1
172510919,True,residential,False,49.598,2,Páez,30,,"LINESTRING (-67.3219599 10.2289771, -67.3224114 10.2290162)",
277202423,True,residential,False,24.751,,,,,"LINESTRING (-67.3217356 10.2289484, -67.3219599 10.2289771)",
42153534,True,primary,False,198.68599999999998,2,Avenida Victoria,40,,"LINESTRING (-67.3217356 10.2289484, -67.3219116 10.2288503, -67.3233153 10.2280675)",L-1
172497037,False,residential,False,67.624,2,Aragua,30,,"LINESTRING (-67.3281076 10.2246365, -67.3280991 10.2252446)",
172497054,False,residential,True,172.675,2,El Stadium,30,,"LINESTRING (-67.3281076 10.2246365, -67.3265455 10.2248561)",
172497048,False,residential,False,58.18,2,Carlos Blank,30,,"LINESTRING (-67.3265455 10.2248561, -67.3265573 10.2253792)",
172497054,False,residential,False,172.675,2,El Stadium,30,,"LINESTRING (-67.3265455 10.2248561, -67.3281076 10.2246365)",
"[172497128, 172497068, 172497054]",False,residential,True,277.954,2,"['El Stadium', 'Mis Amores']",30,,"LINESTRING (-67.3265455 10.2248561, -67.3257589 10.2249313, -67.3256559 10.2249989, -67.3258275 10.225852, -67.3265697 10.2258437)",
172497037,False,residential,False,59.112,2,Aragua,30,,"LINESTRING (-67.3280991 10.2252446, -67.3281098 10.2257761)",
172497037,False,residential,True,67.624,2,Aragua,30,,"LINESTRING (-67.3280991 10.2252446, -67.3281076 10.2246365)",
172497046,False,residential,False,169.38,2,Cantaura,30,,"LINESTRING (-67.3280991 10.2252446, -67.3265573 10.2253792)",
172497046,False,residential,True,169.38,2,Cantaura,30,,"LINESTRING (-67.3265573 10.2253792, -67.3280991 10.2252446)",
172497048,False,residential,False,51.668,2,Carlos Blank,30,,"LINESTRING (-67.3265573 10.2253792, -67.3265697 10.2258437)",
172497048,False,residential,True,58.18,2,Carlos Blank,30,,"LINESTRING (-67.3265573 10.2253792, -67.3265455 10.2248561)",
172497037,False,residential,False,64.228,2,Aragua,30,,"LINESTRING (-67.3281098 10.2257761, -67.3281409 10.2263529)",
172497037,False,residential,True,59.112,2,Aragua,30,,"LINESTRING (-67.3281098 10.2257761, -67.3280991 10.2252446)",
172497068,False,residential,False,168.699,2,Mis Amores,30,,"LINESTRING (-67.3281098 10.2257761, -67.3265697 10.2258437)",
124354696,True,residential,False,9.374,2,Avenida Universidad,60,,"LINESTRING (-67.3210065 10.2257628, -67.3209266 10.2257932)",
1201240706,True,residential,False,25.261,,,,,"LINESTRING (-67.3210065 10.2257628, -67.320807 10.2256485)",
172497048,False,residential,False,64.462,2,Carlos Blank,30,,"LINESTRING (-67.3265697 10.2258437, -67.3265818 10.2264233)",
172497048,False,residential,True,51.668,2,Carlos Blank,30,,"LINESTRING (-67.3265697 10.2258437, -67.3265573 10.2253792)",
172497068,False,residential,True,168.699,2,Mis Amores,30,,"LINESTRING (-67.3265697 10.2258437, -67.3281098 10.2257761)",
"[172497128, 172497068, 172497054]",False,residential,False,277.95399999999995,2,"['El Stadium', 'Mis Amores']",30,,"LINESTRING (-67.3265697 10.2258437, -67.3258275 10.225852, -67.3256559 10.2249989, -67.3257589 10.2249313, -67.3265455 10.2248561)",
172497037,False,residential,False,13.911,2,Aragua,30,,"LINESTRING (-67.3281409 10.2263529, -67.3281395 10.226478)",
172497037,False,residential,True,64.228,2,Aragua,30,,"LINESTRING (-67.3281409 10.2263529, -67.3281098 10.2257761)",
172510904,True,primary,False,170.79,2,Avenida Victoria,40,,"LINESTRING (-67.3281409 10.2263529, -67.3265818 10.2264233)",L-1
172497037,False,residential,False,83.006,2,Aragua,30,,"LINESTRING (-67.3281395 10.226478, -67.3282106 10.2272212)",
172497037,False,residential,True,13.911,2,Aragua,30,,"LINESTRING (-67.3281395 10.226478, -67.3281409 10.2263529)",
172497037,False,residential,False,113.646,2,Aragua,30,,"LINESTRING (-67.3282106 10.2272212, -67.3283279 10.2282367)",
172497037,False,residential,True,83.006,2,Aragua,30,,"LINESTRING (-67.3282106 10.2272212, -67.3281395 10.226478)",
172497143,True,residential,False,74.301,2,Francisco Manuel González,30,,"LINESTRING (-67.3289421 10.2281575, -67.3290306 10.22882)",
178410307,True,residential,False,67.785,2,Ríbas Dávila,30,,"LINESTRING (-67.3289421 10.2281575, -67.3283279 10.2282367)",
172497037,False,residential,True,113.646,2,Aragua,30,,"LINESTRING (-67.3283279 10.2282367, -67.3282106 10.2272212)",
178410307,True,residential,False,63.498,2,Ríbas Dávila,30,,"LINESTRING (-67.3283279 10.2282367, -67.3277512 10.2283)",
178410307,True,residential,False,120.068,2,Ríbas Dávila,30,,"LINESTRING (-67.3277512 10.2283, -67.3266622 10.228432)",
172497143,True,residential,False,156.407,2,Francisco Manuel González,30,,"LINESTRING (-67.3290306 10.22882, -67.3289624 10.230225)",
172497066,True,residential,False,74.156,2,Miranda,30,,"LINESTRING (-67.3277995 10.2289652, -67.3277512 10.2283)",
172497071,True,residential,False,135.689,2,Páez,30,,"LINESTRING (-67.3277995 10.2289652, -67.3285264 10.2288728, -67.3290306 10.22882)",
172497071,True,residential,False,112.019,2,Páez,30,,"LINESTRING (-67.3267835 10.2290884, -67.3277995 10.2289652)",
172562362,True,residential,False,99.592,2,Carlos Blank,30,,"LINESTRING (-67.3267835 10.2290884, -67.3268296 10.2299829)",
172497140,False,residential,False,48.616,,,,,"LINESTRING (-67.3268296 10.2299829, -67.3263854 10.2299909)",
