osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,bridge,tunnel
301825336,True,3,L-4,Avenida Urdaneta,primary,60,False,129.655,"LINESTRING (-66.9137941 10.5075793, -66.9137139 10.5075626, -66.9127129 10.5073464, -66.9126359 10.5073288)",,,
301825337,False,,,Boulevard del Panteón,residential,,False,135.648,"LINESTRING (-66.9137941 10.5075793, -66.9139758 10.5067955, -66.9140694 10.5063898)",,,
274837520,False,,,Avenida Oeste 3,residential,,True,8.296,"LINESTRING (-66.9168284 10.50943, -66.9169026 10.5094456)",,,
207411410,True,2,,Avenida Oeste 3,residential,30,False,129.352,"LINESTRING (-66.9168284 10.50943, -66.9167412 10.5094132, -66.9157584 10.5092133, -66.9156696 10.5091953)",,,
61483794,True,3,,Avenida Oeste 8,residential,30,False,124.42399999999999,"LINESTRING (-66.9181755 10.50262, -66.9181172 10.502605, -66.9176858 10.5024637, -66.9170778 10.5023298)",,,
217820288,True,3,R-15,Avenida Baralt,secondary,40,False,134.344,"LINESTRING (-66.9181755 10.50262, -66.918156 10.5027213, -66.9180899 10.5030919, -66.9180564 10.5032935, -66.9179809 10.5037422, -66.9179752 10.503779, -66.9179673 10.5038106)",,,
221407679,True,3,R-15,Avenida Baralt,secondary,40,False,124.111,"LINESTRING (-66.9179673 10.5038106, -66.9179469 10.5039036, -66.9177606 10.5047909, -66.9177368 10.5049035)",,,
1004334594,True,2,,Avenida Oeste 6,residential,30,False,10.041,"LINESTRING (-66.9179673 10.5038106, -66.9180065 10.50382, -66.9180565 10.5038321)",,,
221282075,True,4,,Avenida Universidad,residential,40,False,10.788,"LINESTRING (-66.9177368 10.5049035, -66.9178334 10.5049233)",,,
221407686,True,3,R-15,Avenida Baralt,secondary,40,False,143.361,"LINESTRING (-66.9177368 10.5049035, -66.9177207 10.5049935, -66.9174939 10.5060793, -66.9174756 10.5061669)",,,
233582109,True,3,R-15,Avenida Baralt,secondary,40,False,95.542,"LINESTRING (-66.9174756 10.5061669, -66.9174601 10.5062615, -66.9173255 10.5069371, -66.9173095 10.5070104)",,,
