osmid,oneway,name,highway,reversed,length,maxspeed,lanes,ref,geometry
79292278,False,Av. Fundación Mendoza,residential,False,108.556,,,,"LINESTRING (-67.0186671 10.6005318, -67.0186108 10.5995571)"
229841910,False,,residential,True,15.883,20,,,"LINESTRING (-67.0186671 10.6005318, -67.0186854 10.6006735)"
308499397,True,Avenida La Armada,secondary,False,144.359,30,2,L-6,"LINESTRING (-67.0186671 10.6005318, -67.0173674 10.6003007)"
306573199,True,Avenida La Armada,secondary,False,9.075,80,2,L-6,"LINESTRING (-67.0134937 10.5968686, -67.0134408 10.5968057)"
79292126,True,Av. Principal de Week End,residential,False,47.269000000000005,,,,"LINESTRING (-67.0134937 10.5968686, -67.0137488 10.5966866, -67.0137702 10.5966713, -67.0137891 10.596584)"
79292138,False,,residential,True,142.169,,,,"LINESTRING (-67.0138734 10.5957565, -67.0151679 10.5958815)"
784375240,False,Av. Principal de Week End,residential,False,94.825,,,,"LINESTRING (-67.0138734 10.5957565, -67.0139483 10.5949069)"
79292138,False,,residential,False,166.675,,,,"LINESTRING (-67.0138734 10.5957565, -67.0133172 10.5957312, -67.0132381 10.5957022, -67.0132176 10.5956395, -67.0132846 10.5948394)"
784375240,False,Av. Principal de Week End,residential,True,92.47399999999999,,,,"LINESTRING (-67.0138734 10.5957565, -67.0137936 10.5965402, -67.0137891 10.596584)"
79292193,False,,residential,False,143.119,,,,"LINESTRING (-67.0152524 10.5950228, -67.0139483 10.5949069)"
79292138,False,,residential,False,95.929,,,,"LINESTRING (-67.0152524 10.5950228, -67.0152431 10.5951242, -67.0151679 10.5958815)"
79292138,False,,residential,False,142.169,,,,"LINESTRING (-67.0151679 10.5958815, -67.0138734 10.5957565)"
79292138,False,,residential,True,95.929,,,,"LINESTRING (-67.0151679 10.5958815, -67.0152431 10.5951242, -67.0152524 10.5950228)"
79292200,False,,residential,False,92.691,,,,"LINESTRING (-67.0151679 10.5958815, -67.0151303 10.5962605, -67.0151272 10.5962913, -67.0150793 10.5967105)"
79292193,False,,residential,True,72.929,,,,"LINESTRING (-67.0132846 10.5948394, -67.0139483 10.5949069)"
79292138,False,,residential,True,166.675,,,,"LINESTRING (-67.0132846 10.5948394, -67.0132176 10.5956395, -67.0132381 10.5957022, -67.0133172 10.5957312, -67.0138734 10.5957565)"
79292193,False,,residential,False,72.929,,,,"LINESTRING (-67.0139483 10.5949069, -67.0132846 10.5948394)"
79292193,False,,residential,True,143.119,,,,"LINESTRING (-67.0139483 10.5949069, -67.0152524 10.5950228)"
784375240,False,Av. Principal de Week End,residential,True,94.825,,,,"LINESTRING (-67.0139483 10.5949069, -67.0138734 10.5957565)"
79292197,False,,residential,True,105.143,,,,"LINESTRING (-67.0162548 10.5968097, -67.0152966 10.596726)"
79292197,False,,residential,False,23.813,,,,"LINESTRING (-67.0150793 10.5967105, -67.0152966 10.596726)"
79292197,False,,residential,True,141.717,,,,"LINESTRING (-67.0150793 10.5967105, -67.0137891 10.596584)"
79292200,False,,residential,True,92.691,,,,"LINESTRING (-67.0150793 10.5967105, -67.0151272 10.5962913, -67.0151303 10.5962605, -67.0151679 10.5958815)"
79292197,False,,residential,False,105.143,,,,"LINESTRING (-67.0152966 10.596726, -67.0162548 10.5968097)"
79292197,False,,residential,True,23.813,,,,"LINESTRING (-67.0152966 10.596726, -67.0150793 10.5967105)"
