osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,bridge,ref,junction
148731722,True,Calle Mariño,residential,False,123.331,"LINESTRING (-67.3579465 9.9115736, -67.3580434 9.9116729, -67.358361 9.9123243, -67.3584508 9.9125568)",,,,,
385061917,True,Avenida Bolívar,residential,False,83.75899999999999,"LINESTRING (-67.3579465 9.9115736, -67.3581613 9.9114267, -67.3584863 9.9111841, -67.3585594 9.9111237)",2,60,,,
148731726,True,Calle Ribas,residential,False,111.672,"LINESTRING (-67.3571379 9.9120021, -67.3566851 9.9111023)",,,,,
385061917,True,Avenida Bolívar,residential,False,100.573,"LINESTRING (-67.3571379 9.9120021, -67.3579465 9.9115736)",2,60,,,
148731732,True,Calle Zaraza,residential,False,142.544,"LINESTRING (-67.3560395 9.9126344, -67.3563698 9.9130298, -67.3569645 9.9135293)",,,,,
385061917,True,Avenida Bolívar,residential,False,139.511,"LINESTRING (-67.3560395 9.9126344, -67.356487 9.9123424, -67.3571379 9.9120021)",2,60,,,
250434594,False,Avenida Bolívar,residential,True,27.392,"LINESTRING (-67.3548152 9.9152202, -67.3548332 9.9154659)",2,60,,,
250434664,False,,residential,True,68.454,"LINESTRING (-67.3548152 9.9152202, -67.3541918 9.9152636)",,,,,
385061917,True,Avenida Bolívar,residential,False,211.782,"LINESTRING (-67.3548152 9.9152202, -67.3548493 9.9145935, -67.3550771 9.913948, -67.355356 9.9134218)",2,60,,,
250434594,False,Avenida Bolívar,residential,False,27.392,"LINESTRING (-67.3548332 9.9154659, -67.3548152 9.9152202)",2,60,,,
148731727,False,Calle Roscio,residential,True,29.822,"LINESTRING (-67.3548332 9.9154659, -67.3550274 9.9153342, -67.3550551 9.9153108)",,,,,
250434594,False,Avenida Bolívar,residential,True,69.543,"LINESTRING (-67.3548332 9.9154659, -67.3548033 9.9158572, -67.3547774 9.9160211, -67.3547503 9.9160827)",2,60,,,
250434594,False,Avenida Bolívar,residential,False,69.543,"LINESTRING (-67.3547503 9.9160827, -67.3547774 9.9160211, -67.3548033 9.9158572, -67.3548332 9.9154659)",2,60,,,
"[146413250, 250434594, 250434606]",False,Avenida Bolívar,residential,True,160.073,"LINESTRING (-67.3547503 9.9160827, -67.3546194 9.9163063, -67.3544554 9.9164817, -67.3539467 9.9170446, -67.3538185 9.9171857)",2,60,yes,,
146413250,False,Avenida Bolívar,residential,False,22.116,"LINESTRING (-67.3536826 9.9173328, -67.3538185 9.9171857)",2,60,,,
146413250,False,Avenida Bolívar,residential,True,113.467,"LINESTRING (-67.3536826 9.9173328, -67.3530177 9.9181153)",2,60,,,
250434615,False,,residential,False,70.303,"LINESTRING (-67.3536826 9.9173328, -67.3532053 9.9169101)",,,,,
146413250,False,Avenida Bolívar,residential,False,48.074,"LINESTRING (-67.3527345 9.9184456, -67.3530177 9.9181153)",2,60,,,
254290758,False,,residential,True,85.28200000000001,"LINESTRING (-67.3613125 9.9170229, -67.3613609 9.9174902, -67.3613915 9.9177859)",,,,,
385066357,False,,residential,False,58.729,"LINESTRING (-67.3573504 9.9187273, -67.3576281 9.9191791)",,,,,
148731707,True,Avenida Francisco de Miranda,secondary,False,171.894,"LINESTRING (-67.3573504 9.9187273, -67.358108 9.9182533, -67.358667 9.9178862)",,,,R-1,
148731732,True,Calle Zaraza,residential,False,80.782,"LINESTRING (-67.3556056 9.9120508, -67.3556893 9.9122044, -67.3557123 9.9122466, -67.3560395 9.9126344)",,,,,
384245161,True,Avenida Sendrea,residential,False,99.836,"LINESTRING (-67.3556056 9.9120508, -67.3552695 9.9122066, -67.3547738 9.9124176)",2,,,,
148731710,True,Calle,residential,False,86.17,"LINESTRING (-67.3525351 9.9124481, -67.3525432 9.913223)",,,,,
967404515,True,Avenida Sendrea,residential,False,83.044,"LINESTRING (-67.3547738 9.9124176, -67.3540158 9.9124326)",2,,,,
146982853,False,Calle Urdaneta,residential,False,90.123,"LINESTRING (-67.353507 9.9124394, -67.3535411 9.9132492)",2,,,,
571711492,True,Avenida Sendrea,residential,False,106.462,"LINESTRING (-67.353507 9.9124394, -67.3525351 9.9124481)",2,,,,
967404515,True,Avenida Sendrea,residential,False,55.737,"LINESTRING (-67.3540158 9.9124326, -67.353507 9.9124394)",2,,,,
146982847,False,Av. Cedeño,residential,False,109.344,"LINESTRING (-67.3525432 9.913223, -67.3535411 9.9132492)",2,,,,
146982847,False,Av. Cedeño,residential,True,109.344,"LINESTRING (-67.3535411 9.9132492, -67.3525432 9.913223)",2,,,,
146982853,False,Calle Urdaneta,residential,True,90.123,"LINESTRING (-67.3535411 9.9132492, -67.353507 9.9124394)",2,,,,
571711493,False,Av. Cedeño,residential,False,76.317,"LINESTRING (-67.3535411 9.9132492, -67.3542376 9.913267)",2,,,,
571711494,False,Calle Urdaneta,residential,False,102.605,"LINESTRING (-67.3535411 9.9132492, -67.3533394 9.9141503)",2,,,,
848442681,True,,residential,False,21.867,"LINESTRING (-67.3591096 9.9141546, -67.358936 9.9140575)",,,,,
571711494,False,Calle Urdaneta,residential,True,102.605,"LINESTRING (-67.3533394 9.9141503, -67.3535411 9.9132492)",2,,,,
250434642,False,,residential,True,322.99800000000005,"LINESTRING (-67.3533394 9.9141503, -67.3532082 9.9142445, -67.3530687 9.9146408, -67.3529399 9.9147993, -67.3528623 9.9148145, -67.3526369 9.9147755, -67.3524921 9.9147722, -67.3524089 9.9148284, -67.3520655 9.9152089, -67.3521326 9.9155101, -67.3522533 9.9155973, -67.3525564 9.915629, -67.3525993 9.9156897, -67.352602 9.9159275)",,,,,
