osmid,oneway,lanes,ref,name,highway,access,reversed,length,geometry,bridge
133584081,False,1,RD-510,Carretera Máximo Gómez,secondary,yes,False,154.461,"LINESTRING (-70.4225454 18.2430774, -70.4218373 18.243108, -70.4210843 18.2430753)",
388517959,False,,,Calle Mella,residential,,True,165.226,"LINESTRING (-70.4144323 18.2392819, -70.4143065 18.2404428, -70.4142721 18.24076)",
1024910999,False,,,,residential,,False,84.826,"LINESTRING (-70.4144323 18.2392819, -70.4142443 18.2392375, -70.4142145 18.2392193, -70.4141038 18.2391243, -70.4140442 18.2391, -70.4139846 18.2390899, -70.413693 18.2391546)",
388517957,False,,,Calle La Noria,residential,,False,50.041,"LINESTRING (-70.4173435 18.2398866, -70.4172964 18.2403344)",
388517983,False,,,Calle Cándida Ortiz,residential,,False,141.685,"LINESTRING (-70.4173435 18.2398866, -70.4169697 18.2398854, -70.4167331 18.2399335, -70.416434 18.2401149, -70.416113 18.2402915)",
388517980,False,,,,residential,,False,32.893,"LINESTRING (-70.416048 18.2400022, -70.416113 18.2402915)",
388517957,False,,,Calle La Noria,residential,,False,65.577,"LINESTRING (-70.4172964 18.2403344, -70.4172 18.240917)",
388517957,False,,,Calle La Noria,residential,,True,50.041,"LINESTRING (-70.4172964 18.2403344, -70.4173435 18.2398866)",
388517962,False,,,,residential,,False,121.631,"LINESTRING (-70.4172964 18.2403344, -70.4171607 18.2403694, -70.4164074 18.2405711, -70.4161802 18.2405938)",
"[388517976, 388517962]",False,,,Calle Juana Melo,residential,,True,140.72199999999998,"LINESTRING (-70.4172964 18.2403344, -70.4178885 18.2401815, -70.417913 18.2401856, -70.4179252 18.240206, -70.4179585 18.2408409)",
388517962,False,,,,residential,,True,89.04,"LINESTRING (-70.4134707 18.2405376, -70.4135687 18.2405949, -70.4138955 18.2407063, -70.4142721 18.24076)",
388517980,False,,,,residential,,False,41.749,"LINESTRING (-70.4161802 18.2405938, -70.4162461 18.240964)",
388517980,False,,,,residential,,True,34.355,"LINESTRING (-70.4161802 18.2405938, -70.416113 18.2402915)",
388517962,False,,,,residential,,False,83.99600000000001,"LINESTRING (-70.4161802 18.2405938, -70.4159255 18.2406192, -70.4153892 18.2406728)",
388517962,False,,,,residential,,True,121.631,"LINESTRING (-70.4161802 18.2405938, -70.4164074 18.2405711, -70.4171607 18.2403694, -70.4172964 18.2403344)",
388517962,False,,,,residential,,False,53.191,"LINESTRING (-70.4153892 18.2406728, -70.414892 18.2407492)",
"[388517955, 1035911655]",False,,,Calle Manuel Soto,residential,,False,263.206,"LINESTRING (-70.4153892 18.2406728, -70.4153186 18.2405836, -70.4151803 18.2402612, -70.4150797 18.2398036, -70.4150502 18.2396611, -70.4150637 18.2394739, -70.4151186 18.2392943, -70.4151133 18.2391618, -70.4150771 18.2389606, -70.4149738 18.2387721, -70.4149255 18.2386129, -70.4149269 18.2384078)",
388517955,False,,,Calle Manuel Soto,residential,,True,36.385999999999996,"LINESTRING (-70.4153892 18.2406728, -70.4155448 18.2408502, -70.4156227 18.2409119)",
388517962,False,,,,residential,,True,83.99600000000001,"LINESTRING (-70.4153892 18.2406728, -70.4159255 18.2406192, -70.4161802 18.2405938)",
388517962,False,,,,residential,,True,53.191,"LINESTRING (-70.414892 18.2407492, -70.4153892 18.2406728)",
388517962,False,,,,residential,,False,65.685,"LINESTRING (-70.414892 18.2407492, -70.4147712 18.24077, -70.4142721 18.24076)",
388517984,False,,,Calle Hermanos Sanz,residential,,False,93.384,"LINESTRING (-70.414892 18.2407492, -70.4149651 18.2409372, -70.4149807 18.2409571, -70.4150032 18.2409672, -70.4156227 18.2409119)",
388517959,False,,,Calle Mella,residential,,False,165.226,"LINESTRING (-70.4142721 18.24076, -70.4143065 18.2404428, -70.4144323 18.2392819)",
388517959,False,,,Calle Mella,residential,,True,74.979,"LINESTRING (-70.4142721 18.24076, -70.4142303 18.2411461, -70.414255 18.2414313)",
388517962,False,,,,residential,,False,89.03999999999999,"LINESTRING (-70.4142721 18.24076, -70.4138955 18.2407063, -70.4135687 18.2405949, -70.4134707 18.2405376)",
388517962,False,,,,residential,,True,65.685,"LINESTRING (-70.4142721 18.24076, -70.4147712 18.24077, -70.414892 18.2407492)",
388517976,False,,,Calle Juana Melo,residential,,True,51.698,"LINESTRING (-70.4179585 18.2408409, -70.4179201 18.2413044)",
"[388517968, 388517949]",False,,,"['Calle José María Melo', 'Calle Hermanos Sanz']",residential,,"[False, True]",138.519,"LINESTRING (-70.4179585 18.2408409, -70.4182339 18.2408333, -70.4182523 18.2408409, -70.4182635 18.2408584, -70.4182568 18.2418029)",
388517949,False,,,Calle Hermanos Sanz,residential,,True,80.717,"LINESTRING (-70.4179585 18.2408409, -70.417895 18.2408502, -70.4174664 18.2409127, -70.4172 18.240917)",
"[388517976, 388517962]",False,,,Calle Juana Melo,residential,,False,140.72199999999998,"LINESTRING (-70.4179585 18.2408409, -70.4179252 18.240206, -70.417913 18.2401856, -70.4178885 18.2401815, -70.4172964 18.2403344)",
388517955,False,,,Calle Manuel Soto,residential,,True,13.483,"LINESTRING (-70.4156227 18.2409119, -70.4157208 18.2409895)",
388517955,False,,,Calle Manuel Soto,residential,,False,36.385999999999996,"LINESTRING (-70.4156227 18.2409119, -70.4155448 18.2408502, -70.4153892 18.2406728)",
388517984,False,,,Calle Hermanos Sanz,residential,,True,93.384,"LINESTRING (-70.4156227 18.2409119, -70.4150032 18.2409672, -70.4149807 18.2409571, -70.4149651 18.2409372, -70.414892 18.2407492)",
388517957,False,,,Calle La Noria,residential,,False,43.323,"LINESTRING (-70.4172 18.240917, -70.4171544 18.2413042)",
388517957,False,,,Calle La Noria,residential,,True,65.577,"LINESTRING (-70.4172 18.240917, -70.4172964 18.2403344)",
388517949,False,,,Calle Hermanos Sanz,residential,,False,80.717,"LINESTRING (-70.4172 18.240917, -70.4174664 18.2409127, -70.417895 18.2408502, -70.4179585 18.2408409)",
388517949,False,,,Calle Hermanos Sanz,residential,,True,102.096,"LINESTRING (-70.4172 18.240917, -70.417147 18.2409013, -70.4168244 18.2408735, -70.4165059 18.2409053, -70.4162461 18.240964)",
388517949,False,,,Calle Hermanos Sanz,residential,,True,55.548,"LINESTRING (-70.4162461 18.240964, -70.4157208 18.2409895)",
388517980,False,,,,residential,,False,39.08,"LINESTRING (-70.4162461 18.240964, -70.4163074 18.2413106)",
388517980,False,,,,residential,,True,41.749,"LINESTRING (-70.4162461 18.240964, -70.4161802 18.2405938)",
388517949,False,,,Calle Hermanos Sanz,residential,,False,102.096,"LINESTRING (-70.4162461 18.240964, -70.4165059 18.2409053, -70.4168244 18.2408735, -70.417147 18.2409013, -70.4172 18.240917)",
388517949,False,,,Calle Hermanos Sanz,residential,,False,55.548,"LINESTRING (-70.4157208 18.2409895, -70.4162461 18.240964)",
388517955,False,,,Calle Manuel Soto,residential,,False,13.483,"LINESTRING (-70.4157208 18.2409895, -70.4156227 18.2409119)",
388517955,False,,,Calle Manuel Soto,residential,,True,34.195,"LINESTRING (-70.4157208 18.2409895, -70.4157627 18.2411606, -70.4157525 18.2412921)",
388517972,False,,,Calle Salomón Sanz,residential,,False,48.207,"LINESTRING (-70.4223693 18.2410494, -70.4219189 18.2411199)",
