osmid,oneway,lanes,ref,name,highway,access,reversed,length,geometry
133584081,False,1,RD-510,Carretera Máximo Gómez,secondary,yes,False,277.344,"LINESTRING (-70.4634222 18.2308801, -70.4631218 18.2309005, -70.4627892 18.2308903, -70.4618987 18.2307068, -70.4615769 18.2306559, -70.4612228 18.2306865, -70.4609224 18.2307476, -70.4608358 18.2307767)"
388538149,False,,,Antigua Carretera RD-510,residential,,False,197.643,"LINESTRING (-70.4634222 18.2308801, -70.4631731 18.2310517, -70.4628725 18.2311873, -70.4625666 18.2312785, -70.4621502 18.2313168, -70.4616583 18.2313216)"
388538179,False,,,,residential,,False,98.184,"LINESTRING (-70.460353 18.2314403, -70.4606132 18.232288)"
388538149,False,,,Antigua Carretera RD-510,residential,,False,126.595,"LINESTRING (-70.460353 18.2314403, -70.4598401 18.231557, -70.459178 18.2316619)"
388538149,False,,,Antigua Carretera RD-510,residential,,True,95.622,"LINESTRING (-70.460353 18.2314403, -70.4607275 18.2313642, -70.4612434 18.231286)"
133584081,False,1,RD-510,Carretera Máximo Gómez,secondary,yes,False,84.259,"LINESTRING (-70.4577475 18.2318336, -70.456996 18.232088)"
133584081,False,1,RD-510,Carretera Máximo Gómez,secondary,yes,True,323.952,"LINESTRING (-70.4577475 18.2318336, -70.460225 18.230982, -70.4606328 18.2308449)"
388538149,False,,,Antigua Carretera RD-510,residential,,True,152.29,"LINESTRING (-70.4577475 18.2318336, -70.4580798 18.2317999, -70.4585377 18.2317424, -70.4589463 18.2316913, -70.459178 18.2316619)"
388538179,False,,,,residential,,True,63.809,"LINESTRING (-70.4613907 18.234994, -70.4611624 18.2344627)"
1190081964,False,,,,residential,,True,88.747,"LINESTRING (-70.4613907 18.234994, -70.4621478 18.2346477)"
1190081966,False,,,,residential,,True,30.258,"LINESTRING (-70.4613907 18.234994, -70.4614776 18.2352533)"
133584081,False,1,RD-510,Carretera Máximo Gómez,secondary,yes,False,22.741,"LINESTRING (-70.4608358 18.2307767, -70.4606328 18.2308449)"
133584081,False,1,RD-510,Carretera Máximo Gómez,secondary,yes,True,277.344,"LINESTRING (-70.4608358 18.2307767, -70.4609224 18.2307476, -70.4612228 18.2306865, -70.4615769 18.2306559, -70.4618987 18.2307068, -70.4627892 18.2308903, -70.4631218 18.2309005, -70.4634222 18.2308801)"
388538619,False,,,,residential,,False,71.146,"LINESTRING (-70.4608358 18.2307767, -70.4610018 18.2309833, -70.4611572 18.2311847, -70.4612434 18.231286)"
388538149,False,,,Antigua Carretera RD-510,residential,,False,44.058,"LINESTRING (-70.4616583 18.2313216, -70.4614241 18.2312912, -70.4612434 18.231286)"
388538149,False,,,Antigua Carretera RD-510,residential,,True,197.643,"LINESTRING (-70.4616583 18.2313216, -70.4621502 18.2313168, -70.4625666 18.2312785, -70.4628725 18.2311873, -70.4631731 18.2310517, -70.4634222 18.2308801)"
388538625,False,,,,residential,,False,87.60199999999998,"LINESTRING (-70.4616583 18.2313216, -70.4615635 18.2316117, -70.4615537 18.2316715, -70.4615495 18.2317481, -70.4615511 18.2319304, -70.4615359 18.2319782, -70.4614949 18.2320175, -70.4614421 18.2320491)"
388538149,False,,,Antigua Carretera RD-510,residential,,False,95.622,"LINESTRING (-70.4612434 18.231286, -70.4607275 18.2313642, -70.460353 18.2314403)"
388538149,False,,,Antigua Carretera RD-510,residential,,True,44.058,"LINESTRING (-70.4612434 18.231286, -70.4614241 18.2312912, -70.4616583 18.2313216)"
388538619,False,,,,residential,,True,71.146,"LINESTRING (-70.4612434 18.231286, -70.4611572 18.2311847, -70.4610018 18.2309833, -70.4608358 18.2307767)"
388538625,False,,,,residential,,False,91.493,"LINESTRING (-70.4614421 18.2320491, -70.4612574 18.2321075, -70.4606132 18.232288)"
388538625,False,,,,residential,,True,87.602,"LINESTRING (-70.4614421 18.2320491, -70.4614949 18.2320175, -70.4615359 18.2319782, -70.4615511 18.2319304, -70.4615495 18.2317481, -70.4615537 18.2316715, -70.4615635 18.2316117, -70.4616583 18.2313216)"
388538627,False,,,,residential,,False,60.85,"LINESTRING (-70.4614421 18.2320491, -70.4614908 18.232299, -70.4614866 18.2324189, -70.4614533 18.2325053, -70.4613947 18.2325643)"
388538179,False,,,,residential,,False,29.692,"LINESTRING (-70.4606132 18.232288, -70.4606899 18.2325449)"
388538179,False,,,,residential,,True,98.184,"LINESTRING (-70.4606132 18.232288, -70.460353 18.2314403)"
388538625,False,,,,residential,,True,91.493,"LINESTRING (-70.4606132 18.232288, -70.4612574 18.2321075, -70.4614421 18.2320491)"
388538626,False,,,,residential,,False,53.84,"LINESTRING (-70.4613947 18.2325643, -70.4614445 18.2330033, -70.4614423 18.2330459)"
388538627,False,,,,residential,,False,28.619,"LINESTRING (-70.4613947 18.2325643, -70.4612773 18.232609, -70.461142 18.2326572)"
388538627,False,,,,residential,,True,60.85000000000001,"LINESTRING (-70.4613947 18.2325643, -70.4614533 18.2325053, -70.4614866 18.2324189, -70.4614908 18.232299, -70.4614421 18.2320491)"
388538626,False,,,,residential,,True,72.694,"LINESTRING (-70.461142 18.2326572, -70.4612634 18.2330749, -70.4613054 18.2331122, -70.461371 18.2331172, -70.4614199 18.2330913, -70.4614423 18.2330459)"
388538627,False,,,,residential,,False,41.057,"LINESTRING (-70.461142 18.2326572, -70.4610298 18.2326903, -70.4607706 18.2327663)"
388538627,False,,,,residential,,True,28.619,"LINESTRING (-70.461142 18.2326572, -70.4612773 18.232609, -70.4613947 18.2325643)"
388538179,False,,,,residential,,True,26.052,"LINESTRING (-70.4607706 18.2327663, -70.4606899 18.2325449)"
388538179,False,,,,residential,,False,79.453,"LINESTRING (-70.4607706 18.2327663, -70.4608739 18.2330756, -70.4608865 18.2331268, -70.4608956 18.2331869, -70.4609253 18.2334622)"
388538627,False,,,,residential,,True,41.057,"LINESTRING (-70.4607706 18.2327663, -70.4610298 18.2326903, -70.461142 18.2326572)"
