osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes
255220923,вуліца Махава,residential,False,False,223.791,"LINESTRING (30.2706513 51.783577, 30.2706658 51.7835537, 30.2718164 51.7816979)",,,
255220923,вуліца Махава,residential,False,True,217.945,"LINESTRING (30.2706513 51.783577, 30.2706205 51.7836222, 30.2704095 51.7839323, 30.2702104 51.7842237, 30.2695653 51.7851677, 30.2694101 51.7853803)",,,
545825137,вуліца Скарахода,residential,False,False,107.361,"LINESTRING (30.2706513 51.783577, 30.2718155 51.7838744, 30.2718446 51.783883, 30.2720872 51.7839548)",,,
545825137,вуліца Скарахода,residential,False,True,206.151,"LINESTRING (30.2706513 51.783577, 30.2705438 51.7835492, 30.2678863 51.782862)",,,
255220923,вуліца Махава,residential,False,True,223.791,"LINESTRING (30.2718164 51.7816979, 30.2706658 51.7835537, 30.2706513 51.783577)",,,
668717094,Кааператыўная вуліца,residential,False,False,110.045,"LINESTRING (30.2718164 51.7816979, 30.2719789 51.7817465, 30.2726554 51.7819488, 30.2730385 51.7820634, 30.2732565 51.7821288)",,,
668717094,Кааператыўная вуліца,residential,False,True,334.233,"LINESTRING (30.2718164 51.7816979, 30.2716618 51.781629, 30.2711097 51.7813827, 30.2709713 51.781321, 30.270837 51.7812492, 30.2699347 51.7808142, 30.2698605 51.7807792, 30.2698193 51.7807597, 30.2685261 51.7801487, 30.2682544 51.7800093, 30.2681267 51.7799438, 30.267949 51.7798817)",,,
99152821,вуліца Крылова,secondary,False,False,147.871,"LINESTRING (30.267949 51.7798817, 30.2681569 51.7796513, 30.2683822 51.7794633, 30.2684285 51.7794247, 30.2684291 51.7794242, 30.2689264 51.7791474, 30.2693152 51.7788671)",60,,
668717094,Кааператыўная вуліца,residential,False,False,334.23299999999995,"LINESTRING (30.267949 51.7798817, 30.2681267 51.7799438, 30.2682544 51.7800093, 30.2685261 51.7801487, 30.2698193 51.7807597, 30.2698605 51.7807792, 30.2699347 51.7808142, 30.270837 51.7812492, 30.2709713 51.781321, 30.2711097 51.7813827, 30.2716618 51.781629, 30.2718164 51.7816979)",,,
"[99152443, 668717119]",вуліца Гагарына,secondary,False,True,306.68300000000005,"LINESTRING (30.267949 51.7798817, 30.2678402 51.7800467, 30.2678385 51.7800493, 30.2671138 51.7814441, 30.2670563 51.7815549, 30.2669905 51.7816816, 30.2667966 51.7820061, 30.2666065 51.7823582, 30.2665693 51.7825017)",60,,
99152821,вуліца Крылова,secondary,False,False,95.411,"LINESTRING (30.2693152 51.7788671, 30.2693695 51.7788231, 30.2698005 51.7785027, 30.2698599 51.7784604, 30.2699935 51.7783653, 30.2701402 51.7782609, 30.2702096 51.7782115)",60,,
99152821,вуліца Крылова,secondary,False,True,147.871,"LINESTRING (30.2693152 51.7788671, 30.2689264 51.7791474, 30.2684291 51.7794242, 30.2684285 51.7794247, 30.2683822 51.7794633, 30.2681569 51.7796513, 30.267949 51.7798817)",60,,
545825137,вуліца Скарахода,residential,False,True,107.361,"LINESTRING (30.2720872 51.7839548, 30.2718446 51.783883, 30.2718155 51.7838744, 30.2706513 51.783577)",,,
545825139,Савецкая вуліца,secondary,False,False,218.42,"LINESTRING (30.2720872 51.7839548, 30.2728262 51.7827657, 30.2728885 51.7826668, 30.2732565 51.7821288)",60,,
547667465,Кастрычніцкая вуліца,secondary,False,True,16.898,"LINESTRING (30.2702096 51.7782115, 30.2700175 51.7781168)",60,,
96620097,Кастрычніцкая вуліца,secondary,False,False,426.894,"LINESTRING (30.2702096 51.7782115, 30.2704314 51.7783181, 30.2710699 51.7786302, 30.2711869 51.7786855, 30.2725782 51.7794505, 30.2726291 51.7794768, 30.272701 51.779514, 30.2731072 51.7797338, 30.2746988 51.7806117, 30.2749043 51.7807202)",60,,
99152821,вуліца Крылова,secondary,False,True,95.411,"LINESTRING (30.2702096 51.7782115, 30.2701402 51.7782609, 30.2699935 51.7783653, 30.2698599 51.7784604, 30.2698005 51.7785027, 30.2693695 51.7788231, 30.2693152 51.7788671)",60,,
"[135370731, 84550948]","['Аэрадромная вуліца', 'вуліца Скарахода']",residential,False,True,337.672,"LINESTRING (30.2665693 51.7825017, 30.2663561 51.7824536, 30.2655998 51.7822552, 30.2652802 51.7822093, 30.2649811 51.7821965, 30.2646033 51.7821759, 30.2640025 51.7821787, 30.2638924 51.782177, 30.2635403 51.7821716, 30.2629161 51.7821733, 30.2622957 51.7821749, 30.261931 51.7821716, 30.261872 51.7821384, 30.261829 51.782082)",,,
