osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,bridge
51068830,True,2,вуліца Леніна,secondary,False,179.70900000000003,"LINESTRING (23.3757144 52.3680259, 23.3761373 52.3676025, 23.3761898 52.36755, 23.3769728 52.366766, 23.3769871 52.3667518, 23.3770909 52.3666455)",,,
380722477,False,,вуліца Леніна,secondary,False,62.317,"LINESTRING (23.3757144 52.3680259, 23.3755985 52.3681223, 23.3755525 52.3681781, 23.3753439 52.3685344)",Р85,40,
514455434,False,,Савецкая вуліца,secondary,True,89.53300000000002,"LINESTRING (23.3757144 52.3680259, 23.3760414 52.3680375, 23.3763442 52.3681089, 23.3767948 52.368208, 23.3769722 52.3682453)",Р85,60,
51780564,False,,вуліца Кірава,residential,False,40.292,"LINESTRING (23.3750114 52.3689507, 23.3746424 52.3686669)",,,
51780563,False,,вуліца Максіма Горкага,residential,True,190.19399999999996,"LINESTRING (23.3750114 52.3689507, 23.3753261 52.3690289, 23.3759401 52.3691192, 23.376198 52.369149, 23.3765093 52.369162, 23.3767681 52.3691454, 23.3769796 52.3691105, 23.3771232 52.3690593, 23.3771936 52.3689922, 23.3772967 52.3687063)",,,
"[102951637, 102951635, 380722477]",False,,вуліца Леніна,secondary,False,324.735,"LINESTRING (23.3750114 52.3689507, 23.3746202 52.369139, 23.373815 52.3695707, 23.3726738 52.3701569, 23.3721777 52.3703989, 23.3713507 52.3708297)",Р85,"['60', '40']",yes
380722477,False,,вуліца Леніна,secondary,True,52.149,"LINESTRING (23.3750114 52.3689507, 23.3751029 52.368894, 23.3751753 52.3688146, 23.3753439 52.3685344)",Р85,40,
51068901,False,,завулак Кірава,residential,True,53.05,"LINESTRING (23.3785343 52.3654769, 23.379149 52.3657714)",,,
51068901,False,,завулак Кірава,residential,False,70.752,"LINESTRING (23.3785343 52.3654769, 23.3784677 52.3654115, 23.3778749 52.3651584, 23.377712 52.3650957)",,,
514455443,False,,вуліца Леніна,residential,True,163.25999999999996,"LINESTRING (23.3785343 52.3654769, 23.3775774 52.3661672, 23.3775083 52.3662171, 23.3773194 52.3664089, 23.3771944 52.3665393, 23.3770909 52.3666455)",,,
51068901,False,,завулак Кірава,residential,True,70.752,"LINESTRING (23.377712 52.3650957, 23.3778749 52.3651584, 23.3784677 52.3654115, 23.3785343 52.3654769)",,,
"[117230220, 51780564]",False,,"['Беларуская вуліца', 'вуліца Кірава']",residential,False,182.798,"LINESTRING (23.377712 52.3650957, 23.3789293 52.3639483, 23.379369 52.3640156)",,,
51780564,False,,вуліца Кірава,residential,True,188.52,"LINESTRING (23.377712 52.3650957, 23.3770237 52.3658436, 23.3766766 52.3662423, 23.376365 52.3665781)",,,
380722479,False,,вуліца Серго Арджанікідзэ,residential,True,160.899,"LINESTRING (23.3741041 52.3662386, 23.374926 52.3662388, 23.3759961 52.3664539, 23.376365 52.3665781)",,,
121488239,True,,Пушкінская вуліца,secondary,False,73.031,"LINESTRING (23.3770909 52.3666455, 23.3772593 52.3667091, 23.377334 52.3667355, 23.3776078 52.3668285, 23.3778855 52.3669227, 23.3780288 52.3669666)",,,
514455443,False,,вуліца Леніна,residential,False,163.26,"LINESTRING (23.3770909 52.3666455, 23.3771944 52.3665393, 23.3773194 52.3664089, 23.3775083 52.3662171, 23.3775774 52.3661672, 23.3785343 52.3654769)",,,
51780564,False,,вуліца Кірава,residential,False,188.51999999999998,"LINESTRING (23.376365 52.3665781, 23.3766766 52.3662423, 23.3770237 52.3658436, 23.377712 52.3650957)",,,
51780564,False,,вуліца Кірава,residential,True,112.007,"LINESTRING (23.376365 52.3665781, 23.3759974 52.3669584, 23.3755938 52.3673158, 23.3754567 52.3674173)",,,
380722479,False,,вуліца Серго Арджанікідзэ,residential,False,160.899,"LINESTRING (23.376365 52.3665781, 23.3759961 52.3664539, 23.374926 52.3662388, 23.3741041 52.3662386)",,,
514455434,False,,Савецкая вуліца,secondary,False,89.533,"LINESTRING (23.3769722 52.3682453, 23.3767948 52.368208, 23.3763442 52.3681089, 23.3760414 52.3680375, 23.3757144 52.3680259)",Р85,60,
514455434,False,,Савецкая вуліца,secondary,True,273.18800000000005,"LINESTRING (23.3769722 52.3682453, 23.3772691 52.3682985, 23.3776068 52.3683254, 23.378112 52.3683203, 23.3786821 52.3682947, 23.3795116 52.3682066, 23.3809238 52.367993)",Р85,60,
51068901,False,,завулак Кірава,residential,False,53.05,"LINESTRING (23.379149 52.3657714, 23.3785343 52.3654769)",,,
51780558,False,,вуліца 17 Верасня,residential,False,68.042,"LINESTRING (23.379149 52.3657714, 23.3798644 52.3653429)",,,
380722475,False,,вуліца Савецкіх Пагранічнікаў,unclassified,False,153.25700000000003,"LINESTRING (23.379149 52.3657714, 23.3790639 52.3658375, 23.3789986 52.365899, 23.3785813 52.366345, 23.3785413 52.3663897, 23.3784769 52.3664622, 23.3783582 52.3665959, 23.3780935 52.3668938, 23.3780288 52.3669666)",,,
51780558,False,,вуліца 17 Верасня,residential,True,122.833,"LINESTRING (23.3810427 52.364505, 23.3809212 52.3646022, 23.3798644 52.3653429)",,,
117230220,False,,Беларуская вуліца,residential,False,184.87600000000003,"LINESTRING (23.3810427 52.364505, 23.3811942 52.3644927, 23.3816268 52.3645981, 23.3819684 52.3646767, 23.382881 52.3648587, 23.383622 52.3650057)",,,
117230220,False,,Беларуская вуліца,residential,True,126.031,"LINESTRING (23.3810427 52.364505, 23.3802004 52.3642453, 23.379369 52.3640156)",,,
51780564,False,,вуліца Кірава,residential,True,40.292,"LINESTRING (23.3746424 52.3686669, 23.3750114 52.3689507)",,,
51780564,False,,вуліца Кірава,residential,False,151.318,"LINESTRING (23.3746424 52.3686669, 23.3746751 52.3685159, 23.3748145 52.3681957, 23.3749415 52.3679551, 23.3750674 52.3677886, 23.3753078 52.3675491, 23.3754567 52.3674173)",,,
51780565,False,,вуліца Фрунзэ,residential,True,388.939,"LINESTRING (23.3746424 52.3686669, 23.3745777 52.3687769, 23.3744918 52.3688516, 23.3743977 52.3688709, 23.3742927 52.3688676, 23.3731821 52.3686633, 23.3730428 52.3686268, 23.3729987 52.3685986, 23.3729947 52.3685638, 23.3730389 52.368497, 23.3733796 52.3680557, 23.3737699 52.3675647, 23.374201 52.3670789, 23.3742727 52.3670542, 23.3743613 52.3670607, 23.37484 52.3672294, 23.3751297 52.367298)",,,
51780565,False,,вуліца Фрунзэ,residential,False,25.863,"LINESTRING (23.3754567 52.3674173, 23.3751297 52.367298)",,,
51780564,False,,вуліца Кірава,residential,False,112.007,"LINESTRING (23.3754567 52.3674173, 23.3755938 52.3673158, 23.3759974 52.3669584, 23.376365 52.3665781)",,,
51780564,False,,вуліца Кірава,residential,True,151.318,"LINESTRING (23.3754567 52.3674173, 23.3753078 52.3675491, 23.3750674 52.3677886, 23.3749415 52.3679551, 23.3748145 52.3681957, 23.3746751 52.3685159, 23.3746424 52.3686669)",,,
51780554,False,,вуліца 9-га Студзеня,residential,False,50.366,"LINESTRING (23.379369 52.3640156, 23.3795752 52.3635805)",,,
117230220,False,,Беларуская вуліца,residential,False,126.031,"LINESTRING (23.379369 52.3640156, 23.3802004 52.3642453, 23.3810427 52.364505)",,,
"[51780564, 117230220]",False,,"['Беларуская вуліца', 'вуліца Кірава']",residential,True,182.798,"LINESTRING (23.379369 52.3640156, 23.3789293 52.3639483, 23.377712 52.3650957)",,,
380722475,False,,вуліца Савецкіх Пагранічнікаў,unclassified,True,153.257,"LINESTRING (23.3780288 52.3669666, 23.3780935 52.3668938, 23.3783582 52.3665959, 23.3784769 52.3664622, 23.3785413 52.3663897, 23.3785813 52.366345, 23.3789986 52.365899, 23.3790639 52.3658375, 23.379149 52.3657714)",,,
514455447,True,,Пушкінская вуліца,residential,False,61.5,"LINESTRING (23.3780288 52.3669666, 23.3781439 52.3670033, 23.3784638 52.3671031, 23.3787325 52.3671897, 23.3788323 52.3672219)",,,
514455450,True,2,вуліца Савецкіх Пагранічнікаў,secondary,False,159.26799999999997,"LINESTRING (23.3780288 52.3669666, 23.3779318 52.3670944, 23.3778924 52.3671417, 23.3772426 52.3679211, 23.3770605 52.3681396, 23.3769722 52.3682453)",,,
121488172,False,,,residential,False,123.106,"LINESTRING (23.3841401 52.3639494, 23.3840895 52.364037, 23.3840454 52.3641258, 23.3839893 52.3642872, 23.3838404 52.3647255, 23.3837253 52.3650262)",,,
117230220,False,,Беларуская вуліца,residential,False,7.375,"LINESTRING (23.383622 52.3650057, 23.3837253 52.3650262)",,,
117230220,False,,Беларуская вуліца,residential,True,184.87600000000003,"LINESTRING (23.383622 52.3650057, 23.382881 52.3648587, 23.3819684 52.3646767, 23.3816268 52.3645981, 23.3811942 52.3644927, 23.3810427 52.364505)",,,
121488182,False,,Беларускі завулак,residential,False,322.316,"LINESTRING (23.383622 52.3650057, 23.3834298 52.3654032, 23.3832926 52.3655869, 23.383166 52.3656288, 23.382976 52.3656127, 23.3827755 52.3655933, 23.3826541 52.3656094, 23.3826066 52.3657029, 23.3825961 52.366067, 23.3825908 52.366502, 23.3824958 52.3665922, 23.382038 52.3666548, 23.3817359 52.3666728, 23.3814668 52.366705, 23.3811043 52.3667806)",,,
117230220,False,,Беларуская вуліца,residential,True,7.375,"LINESTRING (23.3837253 52.3650262, 23.383622 52.3650057)",,,
121488172,False,,,residential,True,123.106,"LINESTRING (23.3837253 52.3650262, 23.3838404 52.3647255, 23.3839893 52.3642872, 23.3840454 52.3641258, 23.3840895 52.364037, 23.3841401 52.3639494)",,,
51780558,False,,вуліца 17 Верасня,residential,True,68.042,"LINESTRING (23.3798644 52.3653429, 23.379149 52.3657714)",,,
121488167,False,,Камсамольская вуліца,residential,False,36.983,"LINESTRING (23.3798644 52.3653429, 23.3797742 52.3656709)",,,
51780558,False,,вуліца 17 Верасня,residential,False,122.833,"LINESTRING (23.3798644 52.3653429, 23.3809212 52.3646022, 23.3810427 52.364505)",,,
121488167,False,,Камсамольская вуліца,residential,True,36.983,"LINESTRING (23.3797742 52.3656709, 23.3798644 52.3653429)",,,
121488167,False,,Камсамольская вуліца,residential,False,184.90900000000002,"LINESTRING (23.3797742 52.3656709, 23.3796948 52.365911, 23.3795896 52.366204, 23.3794734 52.3663662, 23.379321 52.366568, 23.3792973 52.3665993, 23.3792407 52.3666751, 23.3788764 52.3671629, 23.3788323 52.3672219)",,,
121488224,False,,,residential,True,157.01,"LINESTRING (23.3797742 52.3656709, 23.3798292 52.3656701, 23.3800525 52.3656997, 23.3808388 52.3657899, 23.3810921 52.365806, 23.3815248 52.3658125, 23.3818203 52.3658511, 23.38191 52.3659865)",,,
121488224,False,,,residential,False,157.01,"LINESTRING (23.38191 52.3659865, 23.3818203 52.3658511, 23.3815248 52.3658125, 23.3810921 52.365806, 23.3808388 52.3657899, 23.3800525 52.3656997, 23.3798292 52.3656701, 23.3797742 52.3656709)",,,
121488182,False,,Беларускі завулак,residential,True,322.316,"LINESTRING (23.3811043 52.3667806, 23.3814668 52.366705, 23.3817359 52.3666728, 23.382038 52.3666548, 23.3824958 52.3665922, 23.3825908 52.366502, 23.3825961 52.366067, 23.3826066 52.3657029, 23.3826541 52.3656094, 23.3827755 52.3655933, 23.382976 52.3656127, 23.383166 52.3656288, 23.3832926 52.3655869, 23.3834298 52.3654032, 23.383622 52.3650057)",,,
121488193,False,,,residential,True,73.093,"LINESTRING (23.3755832 52.3667088, 23.3755347 52.3667731, 23.3751653 52.3671683, 23.3751297 52.367298)",,,
121488167,False,,Камсамольская вуліца,residential,True,184.90900000000002,"LINESTRING (23.3788323 52.3672219, 23.3788764 52.3671629, 23.3792407 52.3666751, 23.3792973 52.3665993, 23.379321 52.366568, 23.3794734 52.3663662, 23.3795896 52.366204, 23.3796948 52.365911, 23.3797742 52.3656709)",,,
380722481,False,,вуліца Будзённага,residential,False,85.973,"LINESTRING (23.3788323 52.3672219, 23.3787594 52.3673305, 23.3786499 52.3674448, 23.3784849 52.3675401, 23.3783639 52.3676684, 23.3781884 52.3678794)",,,
514455447,True,,Пушкінская вуліца,residential,False,176.85999999999999,"LINESTRING (23.3788323 52.3672219, 23.3791925 52.3675651, 23.3793115 52.3676334, 23.3794457 52.3676697, 23.3799102 52.3677476, 23.3802295 52.3677882, 23.3806195 52.3678327, 23.3807628 52.3678647, 23.3808602 52.3679156, 23.3809238 52.367993)",,,
51780565,False,,вуліца Фрунзэ,residential,True,25.863,"LINESTRING (23.3751297 52.367298, 23.3754567 52.3674173)",,,
51780565,False,,вуліца Фрунзэ,residential,False,388.93899999999996,"LINESTRING (23.3751297 52.367298, 23.37484 52.3672294, 23.3743613 52.3670607, 23.3742727 52.3670542, 23.374201 52.3670789, 23.3737699 52.3675647, 23.3733796 52.3680557, 23.3730389 52.368497, 23.3729947 52.3685638, 23.3729987 52.3685986, 23.3730428 52.3686268, 23.3731821 52.3686633, 23.3742927 52.3688676, 23.3743977 52.3688709, 23.3744918 52.3688516, 23.3745777 52.3687769, 23.3746424 52.3686669)",,,
