osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry
626512996,4,плошча Свабоды,secondary,60,False,True,46.556,"LINESTRING (24.7419354 53.6040539, 24.7419344 53.6041765, 24.7419224 53.6044725)"
626512997,2,вуліца Леніна,tertiary,,False,True,49.677,"LINESTRING (24.7419354 53.6040539, 24.7421148 53.60406, 24.7426862 53.6040871)"
626512999,2,вуліца 17 Верасня,secondary,60,False,True,30.835,"LINESTRING (24.7419354 53.6040539, 24.7419373 53.6039501, 24.7419277 53.6037767)"
626513000,2,вуліца Леніна,secondary,,False,False,52.112,"LINESTRING (24.7419354 53.6040539, 24.7417478 53.6040426, 24.7411497 53.604006)"
37418482,,Камсамольская вуліца,residential,,False,True,91.11200000000001,"LINESTRING (24.7419966 53.6030062, 24.7422382 53.6030155, 24.7433746 53.6030592)"
176232506,,Камсамольская вуліца,residential,,False,False,217.233,"LINESTRING (24.7419966 53.6030062, 24.741843 53.6029968, 24.741695 53.6029878, 24.7412577 53.6029671, 24.7402709 53.6029203, 24.7402203 53.6029179, 24.7396564 53.6028911, 24.7387153 53.6028465)"
"[1008432688, 220166106]",2,вуліца 17 Верасня,secondary,60,False,False,85.812,"LINESTRING (24.7419966 53.6030062, 24.7419854 53.6031002, 24.741931 53.603629, 24.7419277 53.6037767)"
220166106,2,вуліца 17 Верасня,secondary,60,False,True,104.88,"LINESTRING (24.7419966 53.6030062, 24.7420102 53.6029222, 24.7420699 53.6025531, 24.7420966 53.6024531, 24.7421988 53.6020711)"
128482747,,вуліца Леніна,secondary,40,False,False,7.214,"LINESTRING (24.7369342 53.6026914, 24.7368537 53.6026475)"
30293347,,вуліца Пушкіна,tertiary,,False,False,219.20100000000002,"LINESTRING (24.7369342 53.6026914, 24.7369838 53.6026491, 24.7370062 53.6025753, 24.7369764 53.6024572, 24.7367755 53.6016601, 24.7365813 53.6009194, 24.7365028 53.6007561)"
"[128482747, 719312621]",,вуліца Леніна,secondary,40,False,True,271.19,"LINESTRING (24.7369342 53.6026914, 24.7371931 53.6028349, 24.7372822 53.6028792, 24.7373703 53.602921, 24.7382562 53.6033417, 24.738696 53.6035195, 24.7391309 53.6036464, 24.7395877 53.6037627, 24.7404227 53.6039243)"
719312622,3,вуліца Леніна,secondary,,False,True,48.819,"LINESTRING (24.7404227 53.6039243, 24.7411497 53.604006)"
127881647,,Кастрычніцкая вуліца,residential,,False,True,107.61099999999999,"LINESTRING (24.7404227 53.6039243, 24.7403814 53.6039766, 24.7399808 53.6044368, 24.7396775 53.6047851)"
"[128482747, 719312621]",,вуліца Леніна,secondary,40,False,False,271.18999999999994,"LINESTRING (24.7404227 53.6039243, 24.7395877 53.6037627, 24.7391309 53.6036464, 24.738696 53.6035195, 24.7382562 53.6033417, 24.7373703 53.602921, 24.7372822 53.6028792, 24.7371931 53.6028349, 24.7369342 53.6026914)"
37418482,,Камсамольская вуліца,residential,,False,False,412.557,"LINESTRING (24.7496068 53.6033596, 24.7433746 53.6030592)"
176232314,,Акадэмічная вуліца,tertiary,,False,True,112.178,"LINESTRING (24.7496068 53.6033596, 24.7495159 53.604367)"
176232314,,Акадэмічная вуліца,tertiary,,False,False,112.178,"LINESTRING (24.7495159 53.604367, 24.7496068 53.6033596)"
58992762,,вуліца Леніна,tertiary,,False,False,317.095,"LINESTRING (24.7495159 53.604367, 24.7494416 53.6043645, 24.7447176 53.6042053)"
176232314,,Акадэмічная вуліца,tertiary,,False,True,131.772,"LINESTRING (24.7495159 53.604367, 24.7495058 53.6044362, 24.749343 53.6055476)"
216024810,,Азёрная вуліца,tertiary,,False,True,50.443,"LINESTRING (24.7492421 53.6062874, 24.7493031 53.6058352)"
37418482,,Камсамольская вуліца,residential,,False,True,412.557,"LINESTRING (24.7433746 53.6030592, 24.7496068 53.6033596)"
30293892,,вуліца Гастэлы,residential,,False,False,117.463,"LINESTRING (24.7433746 53.6030592, 24.7433691 53.6030951, 24.7433324 53.6033343, 24.7432398 53.6040139, 24.7432265 53.6041119)"
30293892,,вуліца Гастэлы,residential,,False,True,107.472,"LINESTRING (24.7433746 53.6030592, 24.7433764 53.6030106, 24.7434097 53.6020929)"
37418482,,Камсамольская вуліца,residential,,False,False,91.11200000000001,"LINESTRING (24.7433746 53.6030592, 24.7422382 53.6030155, 24.7419966 53.6030062)"
118487406,,вуліца Якуба Коласа,residential,,False,True,201.582,"LINESTRING (24.7424903 53.6009668, 24.7424145 53.600963, 24.7422513 53.6009549, 24.7421185 53.6009484, 24.7414823 53.6009172, 24.7407998 53.6008825, 24.739446 53.600815)"
220166106,2,вуліца 17 Верасня,secondary,60,False,False,124.29,"LINESTRING (24.7424903 53.6009668, 24.7422601 53.601839, 24.7421988 53.6020711)"
